model,seed,fold,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
adabn_zero_shot,11,0,0,1,827,120,0.47939061763319185,0.4871640735502122,1.0199000835418701,-0.019900083541870117
adabn_recalibrated,11,0,0,1,827,120,0.47375058934464875,0.49140735502121646,1.022515058517456,-0.022515058517456055
adabn_zero_shot,11,0,1,1,321,39,0.33874340789234403,0.46999454446262956,1.0699224472045898,-0.06992244720458984
adabn_recalibrated,11,0,1,1,321,39,0.3617475904709947,0.44571740316421166,1.0443427562713623,-0.044342756271362305
adabn_zero_shot,11,0,14,1,748,112,0.46591419586702604,0.4685253818508536,1.0209221839904785,-0.020922183990478516
adabn_recalibrated,11,0,14,1,748,112,0.4648683176100629,0.46644766397124887,1.0170509815216064,-0.017050981521606445
adabn_zero_shot,11,0,15,1,940,141,0.5239217461543242,0.510221109720484,1.0107271671295166,-0.010727167129516602
adabn_recalibrated,11,0,15,1,940,141,0.5356917778428709,0.5221109720483939,1.0005048513412476,-0.0005048513412475586
adabn_zero_shot,11,0,23,1,958,145,0.5186283242142766,0.5181956991983713,1.0025291442871094,-0.002529144287109375
adabn_recalibrated,11,0,23,1,958,145,0.5199516477923399,0.5217542520252789,1.003823161125183,-0.0038231611251831055
adabn_zero_shot,11,0,29,1,860,130,0.447118018967334,0.45042149631190725,1.0238261222839355,-0.023826122283935547
adabn_recalibrated,11,0,29,1,860,130,0.4497102212855637,0.4600105374077977,1.0217918157577515,-0.021791815757751465
adabn_zero_shot,11,0,32,1,781,120,0.4844427634896621,0.496583459404942,1.025139331817627,-0.025139331817626953
adabn_recalibrated,11,0,32,1,781,120,0.4779122541603631,0.4985312657589511,1.0168287754058838,-0.01682877540588379
adabn_zero_shot,11,0,34,1,416,60,0.5502340823970037,0.5230337078651686,0.9998670220375061,0.00013297796249389648
adabn_recalibrated,11,0,34,1,416,60,0.5458801498127341,0.520318352059925,1.001079797744751,-0.0010797977447509766
adabn_zero_shot,11,1,2,1,965,145,0.48232127838519767,0.4884356602186712,1.015742301940918,-0.01574230194091797
adabn_recalibrated,11,1,2,1,965,145,0.4832842724978974,0.49085365853658536,1.016455054283142,-0.01645505428314209
adabn_zero_shot,11,1,6,2,1717,259,0.5222457907643092,0.5162318403059143,1.002976894378662,-0.0029768943786621094
adabn_recalibrated,11,1,6,2,1717,259,0.5243987373617003,0.523306375158227,1.0026782751083374,-0.0026782751083374023
adabn_zero_shot,11,1,7,1,901,132,0.5079402608661386,0.503861764589983,1.0068838596343994,-0.006883859634399414
adabn_recalibrated,11,1,7,1,901,132,0.5077186034598258,0.521018047838594,1.008874773979187,-0.008874773979187012
adabn_zero_shot,11,1,17,1,828,119,0.6095400078225931,0.5865759561934788,0.9791311621665955,0.02086883783340454
adabn_recalibrated,11,1,17,1,828,119,0.61452394780197,0.58722191274253,0.9758927822113037,0.02410721778869629
adabn_zero_shot,11,1,19,1,855,131,0.5015920880603939,0.475839272911307,1.0186374187469482,-0.018637418746948242
adabn_recalibrated,11,1,19,1,855,131,0.5245824722702543,0.49935683859811897,1.00856614112854,-0.008566141128540039
adabn_zero_shot,11,1,21,1,936,141,0.5334626878986574,0.5487622106249164,1.0018303394317627,-0.0018303394317626953
adabn_recalibrated,11,1,21,1,936,141,0.5340336321869843,0.5278870600829653,1.0022438764572144,-0.0022438764572143555
adabn_zero_shot,11,1,33,1,97,23,0.4480023501762632,0.46592244418331374,1.0196411609649658,-0.01964116096496582
adabn_recalibrated,11,1,33,1,97,23,0.44770857814336074,0.45916568742655695,1.0264885425567627,-0.026488542556762695
adabn_zero_shot,11,2,5,1,963,147,0.515718787515006,0.5019257703081232,1.0014252662658691,-0.0014252662658691406
adabn_recalibrated,11,2,5,1,963,147,0.5149393090569561,0.49941226490596236,1.0018690824508667,-0.0018690824508666992
adabn_zero_shot,11,2,12,1,740,110,0.5296825396825398,0.5112554112554113,1.0056538581848145,-0.005653858184814453
adabn_recalibrated,11,2,12,1,740,110,0.533953823953824,0.5157287157287157,1.0017300844192505,-0.0017300844192504883
adabn_zero_shot,11,2,26,1,669,104,0.5486895847515316,0.5254594962559564,0.9914966821670532,0.008503317832946777
adabn_recalibrated,11,2,26,1,669,104,0.5646102791014296,0.5740384615384615,0.9905813932418823,0.009418606758117676
adabn_zero_shot,11,2,27,1,776,124,0.5028139224223234,0.5018553334652681,1.017574667930603,-0.017574667930603027
adabn_recalibrated,11,2,27,1,776,124,0.5241935483870968,0.5165990500692658,1.0011992454528809,-0.0011992454528808594
adabn_zero_shot,11,2,30,1,508,74,0.4769118196537552,0.4404969485614647,1.0302579402923584,-0.0302579402923584
adabn_recalibrated,11,2,30,1,508,74,0.4784998131772325,0.5013700336280982,1.014641284942627,-0.014641284942626953
adabn_zero_shot,11,2,31,1,811,120,0.44178726483357456,0.45627110467920884,1.0307765007019043,-0.030776500701904297
adabn_recalibrated,11,2,31,1,811,120,0.43290520984081043,0.45594548962855763,1.022202491760254,-0.022202491760253906
adabn_zero_shot,11,2,35,1,797,120,0.5015324963072378,0.5021664204825209,1.0104626417160034,-0.010462641716003418
adabn_recalibrated,11,2,35,1,797,120,0.5128138847858198,0.5268463810930577,1.0025966167449951,-0.002596616744995117
adabn_zero_shot,11,3,8,1,967,141,0.48514158638572635,0.4871636357391857,1.0110912322998047,-0.011091232299804688
adabn_recalibrated,11,3,8,1,967,141,0.4927489567770852,0.49866484639293873,1.0110000371932983,-0.01100003719329834
adabn_zero_shot,11,3,9,1,580,91,0.48574125261241824,0.47678599519090314,1.0066405534744263,-0.0066405534744262695
adabn_recalibrated,11,3,9,1,580,91,0.48086473853345024,0.48088721094856063,1.009068250656128,-0.00906825065612793
adabn_zero_shot,11,3,10,1,785,116,0.5077573320962837,0.5064751816916654,1.0098612308502197,-0.009861230850219727
adabn_recalibrated,11,3,10,1,785,116,0.514316272357095,0.5217514561105098,1.0077478885650635,-0.0077478885650634766
adabn_zero_shot,11,3,11,1,467,69,0.4978879906780278,0.4947381836719831,1.0147950649261475,-0.014795064926147461
adabn_recalibrated,11,3,11,1,467,69,0.5040055349209818,0.49076906270482845,1.010021448135376,-0.010021448135375977
adabn_zero_shot,11,3,20,2,1170,179,0.5548991200130786,0.5511305661568643,0.9946280717849731,0.0053719282150268555
adabn_recalibrated,11,3,20,2,1170,179,0.5449266865476439,0.5494562797016727,0.9978014826774597,0.002198517322540283
adabn_zero_shot,11,3,24,2,491,67,0.46611869895804,0.47192692199380454,1.029447078704834,-0.029447078704833984
adabn_recalibrated,11,3,24,2,491,67,0.4764854970430865,0.4934877499295973,1.020071268081665,-0.02007126808166504
adabn_zero_shot,11,3,28,1,88,10,0.5794871794871795,0.5641025641025641,0.9870040416717529,0.01299595832824707
adabn_recalibrated,11,3,28,1,88,10,0.5615384615384615,0.5012820512820513,0.987835168838501,0.012164831161499023
adabn_zero_shot,11,4,3,1,866,131,0.5722178947915044,0.5382717972685258,0.9926484227180481,0.007351577281951904
adabn_recalibrated,11,4,3,1,866,131,0.581056239289609,0.5406916965259386,0.9918979406356812,0.008102059364318848
adabn_zero_shot,11,4,4,1,786,128,0.6037412139057752,0.5712386018237082,0.9802738428115845,0.019726157188415527
adabn_recalibrated,11,4,4,1,786,128,0.6047563639817629,0.5695051291793314,0.980440616607666,0.019559383392333984
adabn_zero_shot,11,4,13,1,960,142,0.5539748269568511,0.5294603808671098,0.9960663318634033,0.00393366813659668
adabn_recalibrated,11,4,13,1,960,142,0.5462266262612349,0.5297789180068184,0.9988870620727539,0.0011129379272460938
adabn_zero_shot,11,4,16,1,888,137,0.5272240419100567,0.5219075296198743,1.0012707710266113,-0.0012707710266113281
adabn_recalibrated,11,4,16,1,888,137,0.5231224547318903,0.5105892872763322,1.003326177597046,-0.0033261775970458984
adabn_zero_shot,11,4,18,2,1416,199,0.5090344904473063,0.4964985155853218,1.0040630102157593,-0.004063010215759277
adabn_recalibrated,11,4,18,2,1416,199,0.5140864552838142,0.4996118637559201,1.00458824634552,-0.0045882463455200195
adabn_zero_shot,11,4,22,1,879,138,0.5300807760761994,0.5200082145162237,0.9998311400413513,0.00016885995864868164
adabn_recalibrated,11,4,22,1,879,138,0.5364616949285141,0.5210790353810948,0.9990368485450745,0.0009631514549255371
adabn_zero_shot,11,4,25,1,659,99,0.5239628427128427,0.5153318903318903,0.9993696808815002,0.0006303191184997559
adabn_recalibrated,11,4,25,1,659,99,0.5183531746031745,0.5079094516594517,1.0022637844085693,-0.002263784408569336
adabn_zero_shot,22,0,7,1,901,132,0.5166686369547229,0.5053296291917879,1.0017750263214111,-0.0017750263214111328
adabn_recalibrated,22,0,7,1,901,132,0.5276579185876975,0.5190132797414982,1.0005935430526733,-0.0005935430526733398
adabn_zero_shot,22,0,17,1,828,119,0.5778110962297472,0.5631911438764504,0.9898527264595032,0.010147273540496826
adabn_recalibrated,22,0,17,1,828,119,0.5702670348816536,0.542799066029797,0.9913578033447266,0.008642196655273438
adabn_zero_shot,22,0,20,2,1170,179,0.5291111624734341,0.514020035064181,1.0012519359588623,-0.0012519359588623047
adabn_recalibrated,22,0,20,2,1170,179,0.5330431988454752,0.5180563620066634,0.9996747970581055,0.00032520294189453125
adabn_zero_shot,22,0,21,1,936,141,0.5366831705250011,0.5293456443195503,0.998584508895874,0.0014154911041259766
adabn_recalibrated,22,0,21,1,936,141,0.5253267317899996,0.5373477853606315,1.001652479171753,-0.0016524791717529297
adabn_zero_shot,22,0,29,1,860,130,0.4885669125395153,0.5112223393045311,1.0150119066238403,-0.015011906623840332
adabn_recalibrated,22,0,29,1,860,130,0.48719178082191783,0.5074288724973657,1.0123863220214844,-0.012386322021484375
adabn_zero_shot,22,0,30,1,508,74,0.5117386972225683,0.5302652883298045,1.014436960220337,-0.014436960220336914
adabn_recalibrated,22,0,30,1,508,74,0.5182774940839456,0.5235085315730477,1.0036747455596924,-0.003674745559692383
adabn_zero_shot,22,0,31,1,811,120,0.47123130728412926,0.46600940665701884,1.0165475606918335,-0.016547560691833496
adabn_recalibrated,22,0,31,1,811,120,0.4721780028943561,0.47506632899179935,1.0126934051513672,-0.012693405151367188
adabn_zero_shot,22,0,34,1,416,60,0.5085908239700374,0.525374531835206,1.0064486265182495,-0.006448626518249512
adabn_recalibrated,22,0,34,1,416,60,0.5022003745318353,0.5084269662921348,1.0085009336471558,-0.008500933647155762
adabn_zero_shot,22,1,10,1,785,116,0.5347340343281275,0.5421563321478274,1.0024991035461426,-0.002499103546142578
adabn_recalibrated,22,1,10,1,785,116,0.5463700324725529,0.5535410545848152,0.9992157220840454,0.0007842779159545898
adabn_zero_shot,22,1,12,1,740,110,0.5145165945165946,0.5091630591630592,1.0043020248413086,-0.004302024841308594
adabn_recalibrated,22,1,12,1,740,110,0.501017316017316,0.48852813852813853,1.0042414665222168,-0.004241466522216797
adabn_zero_shot,22,1,14,1,748,112,0.5121293800539084,0.4855963611859838,1.001450777053833,-0.0014507770538330078
adabn_recalibrated,22,1,14,1,748,112,0.5134490116801438,0.4858490566037736,1.0003488063812256,-0.00034880638122558594
adabn_zero_shot,22,1,15,1,940,141,0.5118188515786578,0.508552357113058,1.0093653202056885,-0.009365320205688477
adabn_recalibrated,22,1,15,1,940,141,0.5044692390310583,0.5139758030871924,1.0079245567321777,-0.007924556732177734
adabn_zero_shot,22,1,24,2,491,67,0.4668931286961419,0.5155413967896367,1.0230200290679932,-0.023020029067993164
adabn_recalibrated,22,1,24,2,491,67,0.4652914671923402,0.4907596451703745,1.0167820453643799,-0.016782045364379883
adabn_zero_shot,22,1,27,1,776,124,0.5359007025529389,0.5092766673263408,1.0059655904769897,-0.005965590476989746
adabn_recalibrated,22,1,27,1,776,124,0.5528831882050267,0.5138284187611319,0.9928219318389893,0.007178068161010742
adabn_zero_shot,22,1,28,1,88,10,0.6166666666666666,0.6076923076923078,0.9821127653121948,0.017887234687805176
adabn_recalibrated,22,1,28,1,88,10,0.617948717948718,0.6269230769230769,0.9831470251083374,0.016852974891662598
adabn_zero_shot,22,2,1,1,321,39,0.6226132024004365,0.5845608292416803,0.9734634160995483,0.02653658390045166
adabn_recalibrated,22,2,1,1,321,39,0.6182033096926715,0.5680578286961265,0.9756066799163818,0.024393320083618164
adabn_zero_shot,22,2,5,1,963,147,0.5124883286647993,0.5058648459383753,1.0060698986053467,-0.00606989860534668
adabn_recalibrated,22,2,5,1,963,147,0.5125258436708017,0.5032012805122048,1.0068039894104004,-0.006803989410400391
adabn_zero_shot,22,2,8,1,967,141,0.5006568440574932,0.48395669122318963,1.0084547996520996,-0.00845479965209961
adabn_recalibrated,22,2,8,1,967,141,0.505392131609225,0.4905294248965363,1.005967617034912,-0.005967617034912109
adabn_zero_shot,22,2,9,1,580,91,0.520933054675386,0.5257421515090227,1.0041296482086182,-0.004129648208618164
adabn_recalibrated,22,2,9,1,580,91,0.5266635205285511,0.5348210072136452,1.004380226135254,-0.004380226135253906
adabn_zero_shot,22,2,13,1,960,142,0.581622989772375,0.5625710251730431,0.9900109767913818,0.009989023208618164
adabn_recalibrated,22,2,13,1,960,142,0.5829186611109198,0.5674868280588174,0.9894814491271973,0.010518550872802734
