seed,child,subset,centre_s,auc_base,drop
11,18,first200,0.03999999999999998,0.58375,0.04164062499999999
11,18,first400,0.03999999999999998,0.6026367187499999,0.034882812499999805
11,18,first800,0.03999999999999998,0.5924622422019796,0.009015536890256026
11,26,all,0.03999999999999998,0.45503496503496504,0.011338661338661293
11,26,odd,0.03999999999999998,0.44134394781214586,0.007850291621748717
11,26,even,0.03999999999999998,0.46645823683804233,0.01592815603931863
11,26,first200,0.03999999999999998,0.40619349005424954,-0.015521398432790878
11,26,first400,0.03999999999999998,0.4615355115815309,0.0018982972848596291
11,26,first800,0.03999999999999998,0.4626533534579511,0.01844595379078129
11,28,all,0.03999999999999998,0.4688230008984726,-0.006570080862533634
11,28,odd,0.03999999999999998,0.4682971014492754,0.0050034506556246305
11,28,even,0.03999999999999998,0.47145539906103284,-0.01887323943661967
11,28,first200,0.03999999999999998,0.4396400700748527,-0.009555661729574727
11,28,first400,0.03999999999999998,0.4705446391243206,0.0021853977423890725
11,28,first800,0.03999999999999998,0.4688230008984726,-0.006570080862533634
11,34,all,0.03999999999999998,0.6430569461827284,0.007731539424280287
11,34,odd,0.03999999999999998,0.6414614239761871,0.013190743674684313
11,34,even,0.03999999999999998,0.6454512105649304,0.002869196101037641
11,34,first200,0.03999999999999998,0.6385623869801085,0.027802893309222365
11,34,first400,0.03999999999999998,0.6716712685994785,0.011830802270286767
11,34,first800,0.03999999999999998,0.63831296960507,0.0003888062675571069
11,35,all,0.03999999999999998,0.5377857284834029,-0.003524812827138346
11,35,odd,0.03999999999999998,0.5346467391304348,-0.00011091393078965783
11,35,even,0.03999999999999998,0.5415162913637981,-0.0025415544146800695
11,35,first200,0.03999999999999998,0.541796875,-0.01734374999999999
11,35,first400,0.03999999999999998,0.5262974573319401,-0.0034637563373195457
11,35,first800,0.03999999999999998,0.555506954772111,-0.010245045150127807
11,38,all,0.03999999999999998,0.7003403553799339,0.024943777039432513
11,38,odd,0.03999999999999998,0.7054140928705324,0.03604048460754605
11,38,even,0.03999999999999998,0.6956327814144526,0.014314593762033145
11,38,first200,0.03999999999999998,0.6686176884192924,0.024248413211204523
11,38,first400,0.03999999999999998,0.6916768595120917,0.024149820381196285
11,38,first800,0.03999999999999998,0.7063089592482443,0.028421006481406996
11,38,rec:B7e5c5fda0c76,0.03999999999999998,0.6733389521000142,0.03522264362972338
11,38,rec:Bf01015be23f4,0.03999999999999998,0.7266592920353983,0.012648546144121364
11,39,all,0.03999999999999998,0.5008948531612838,-0.016712417759491505
11,39,odd,0.03999999999999998,0.4880952380952381,-0.031086005830903873
11,39,even,0.03999999999999998,0.5162909286097692,-0.002160493827160437
11,39,first200,0.03999999999999998,0.48013499002914556,-0.03436109832796436
11,39,first400,0.03999999999999998,0.48838964356205733,-0.011591005843879398
11,39,first800,0.03999999999999998,0.48248609189650604,-0.015718364583639954
11,51,all,0.03999999999999998,0.5642894890067466,-0.0018029378631191362
11,51,odd,0.03999999999999998,0.568875766057038,-0.0029948607827052776
11,51,even,0.03999999999999998,0.5630263596930264,-0.0014314314314314291
11,51,first200,0.03999999999999998,0.6173653604956102,-0.02307019877617733
11,51,first400,0.03999999999999998,0.577300785634119,-0.007459654011378158
11,51,first800,0.03999999999999998,0.57599853515625,0.0006933593750000355
11,51,rec:Babd62bd011f9,0.03999999999999998,0.6169561553036305,-0.001812340390477063
11,51,rec:Bc8698b5fd4ea,0.03999999999999998,0.5172817031390249,-0.0018141363573151992
11,52,all,0.03999999999999998,0.5582686894162303,-0.0021399365661660674
11,52,odd,0.03999999999999998,0.52144744340258,-0.004364606537843763
11,52,even,0.03999999999999998,0.5940468730417345,-0.0027572377490914235
11,52,first200,0.03999999999999998,0.5581675708257987,0.016124171187462455
11,52,first400,0.03999999999999998,0.581969116451875,0.03959131545338446
11,52,first800,0.03999999999999998,0.553984375,0.01577148437500009
11,54,all,0.03999999999999998,0.5323581904244588,-0.010184682237914133
11,54,odd,0.03999999999999998,0.5557483229238954,-0.008314699154393757
11,54,even,0.03999999999999998,0.5071852546079351,-0.013368218265125464
11,54,first200,0.03999999999999998,0.5583182640144665,-0.023357444243520264
11,54,first400,0.03999999999999998,0.5664404049700874,0.00028762080073629903
11,54,first800,0.03999999999999998,0.5510693359375001,-0.004912109374999973
11,72,all,0.03999999999999998,0.5432588449906389,0.020348279007248782
11,72,odd,0.03999999999999998,0.5528008576789064,0.02494862860716518
11,72,even,0.03999999999999998,0.532471264367816,0.010449320794148287
11,72,first200,0.03999999999999998,0.6072623029144768,0.025003981525720587
11,72,first400,0.03999999999999998,0.5970049087283326,0.03510891240987879
11,72,first800,0.03999999999999998,0.5432588449906389,0.020348279007248782
11,13,all,0.08000000000000002,0.6126229508196721,-0.0014596469104666276
11,13,odd,0.08000000000000002,0.5931653302787323,-0.003794387170675817
11,13,even,0.08000000000000002,0.6371846484165324,0.0025496511003757494
11,13,first200,0.08000000000000002,0.6655364677516576,-0.019062688366485836
11,13,first400,0.08000000000000002,0.6119803650866698,-0.007746586899831209
11,13,first800,0.08000000000000002,0.6057993730407523,-0.008930299160184396
11,15,all,0.08000000000000002,0.5112051810846991,0.01843409674734975
11,15,odd,0.08000000000000002,0.555777426757667,0.014708073793699428
11,15,even,0.08000000000000002,0.4703406531531532,0.022606981981981966
11,15,first200,0.08000000000000002,0.570285883572804,-0.006369426751592466
11,15,first400,0.08000000000000002,0.48486328125,0.005761718749999978
11,15,first800,0.08000000000000002,0.4979150109400602,0.01644933721877173
11,17,all,0.08000000000000002,0.42575933279450867,-0.0022665776434620533
11,17,odd,0.08000000000000002,0.38894110275689225,-0.0014545291800930893
11,17,even,0.08000000000000002,0.4684990887148416,0.000123146643022487
11,17,first200,0.08000000000000002,0.4625,0.001171874999999989
11,17,first400,0.08000000000000002,0.45604395604395603,-0.0018115942028986143
11,17,first800,0.08000000000000002,0.42575933279450867,-0.0022665776434620533
11,18,all,0.08000000000000002,0.5997441441441441,0.0059171171171170656
11,18,odd,0.08000000000000002,0.573989969350794,0.008846475341320659
11,18,even,0.08000000000000002,0.627482057416268,0.0026764354066985963
11,18,first200,0.08000000000000002,0.58375,0.014765625000000004
11,18,first400,0.08000000000000002,0.6026367187499999,0.02156249999999993
11,18,first800,0.08000000000000002,0.5924622422019796,0.008902164911865684
11,26,all,0.08000000000000002,0.45503496503496504,0.006370296370296291
11,26,odd,0.08000000000000002,0.44134394781214586,0.010420985709152342
11,26,even,0.08000000000000002,0.46645823683804233,0.0039370078740157965
11,26,first200,0.08000000000000002,0.40619349005424954,-0.0243369499698613
11,26,first400,0.08000000000000002,0.4615355115815309,0.004160914250651959
11,26,first800,0.08000000000000002,0.4626533534579511,0.014880606834629773
11,28,all,0.08000000000000002,0.4688230008984726,-0.01032120395327929
11,28,odd,0.08000000000000002,0.4682971014492754,0.0028899240855762565
11,28,even,0.08000000000000002,0.47145539906103284,-0.0255868544600939
11,28,first200,0.08000000000000002,0.4396400700748527,-0.009714922758401079
11,28,first400,0.08000000000000002,0.4705446391243206,-0.0060811067614305325
11,28,first800,0.08000000000000002,0.4688230008984726,-0.01032120395327929
11,34,all,0.08000000000000002,0.6430569461827284,-0.0008416770963705078
11,34,odd,0.08000000000000002,0.6414614239761871,-0.0007681597772335458
11,34,even,0.08000000000000002,0.6454512105649304,-0.0006419662509170587
11,34,first200,0.08000000000000002,0.6385623869801085,0.015069318866787085
11,34,first400,0.08000000000000002,0.6716712685994785,-0.0010929590427980473
11,34,first800,0.08000000000000002,0.63831296960507,-0.005001020616452356
11,35,all,0.08000000000000002,0.5377857284834029,-0.004034983104750589
11,35,odd,0.08000000000000002,0.5346467391304348,-0.009358362910381501
11,35,even,0.08000000000000002,0.5415162913637981,0.001969704671377026
11,35,first200,0.08000000000000002,0.541796875,-0.009296874999999982
11,35,first400,0.08000000000000002,0.5262974573319401,-0.006521150199311099
11,35,first800,0.08000000000000002,0.555506954772111,-0.009924279979393269
11,38,all,0.08000000000000002,0.7003403553799339,0.01076018524989053
11,38,odd,0.08000000000000002,0.7054140928705324,0.01656245675393464
11,38,even,0.08000000000000002,0.6956327814144526,0.004550121935566809
11,38,first200,0.08000000000000002,0.6686176884192924,0.0038196951845236304
11,38,first400,0.08000000000000002,0.6916768595120917,0.013160809392185335
11,38,first800,0.08000000000000002,0.7063089592482443,0.014012602329993795
11,38,rec:B7e5c5fda0c76,0.08000000000000002,0.6733389521000142,0.016195456460943225
11,38,rec:Bf01015be23f4,0.08000000000000002,0.7266592920353983,0.004506953223767485
11,39,all,0.08000000000000002,0.5008948531612838,-0.010473921877089731
11,39,odd,0.08000000000000002,0.4880952380952381,-0.01814868804664732
11,39,even,0.08000000000000002,0.5162909286097692,-0.003770799785292489
11,39,first200,0.08000000000000002,0.48013499002914556,-0.03405430280717908
11,39,first400,0.08000000000000002,0.48838964356205733,-0.010449320794148342
11,39,first800,0.08000000000000002,0.48248609189650604,-0.007756159302975907
11,51,all,0.08000000000000002,0.5642894890067466,-0.005075756616837346
11,51,odd,0.08000000000000002,0.568875766057038,-0.010206051247406256
11,51,even,0.08000000000000002,0.5630263596930264,0.0007340674007340064
11,51,first200,0.08000000000000002,0.6173653604956102,-0.022253050055110024
11,51,first400,0.08000000000000002,0.577300785634119,-0.00911412980378501
11,51,first800,0.08000000000000002,0.57599853515625,-0.00041381835937503997
11,51,rec:Babd62bd011f9,0.08000000000000002,0.6169561553036305,0.0005956643241428194
11,51,rec:Bc8698b5fd4ea,0.08000000000000002,0.5172817031390249,-0.009895576541383733
11,52,all,0.08000000000000002,0.5582686894162303,-0.0019233953660183767
11,52,odd,0.08000000000000002,0.52144744340258,0.0024866601046469317
11,52,even,0.08000000000000002,0.5940468730417345,-0.008484772527885709
11,52,first200,0.08000000000000002,0.5581675708257987,-0.00670584689572018
11,52,first400,0.08000000000000002,0.581969116451875,0.023839931885908827
11,52,first800,0.08000000000000002,0.553984375,0.010854492187500009
11,54,all,0.08000000000000002,0.5323581904244588,-0.005645223869015226
11,54,odd,0.08000000000000002,0.5557483229238954,-0.010383735574575281
11,54,even,0.08000000000000002,0.5071852546079351,-0.0026944704779755524
11,54,first200,0.08000000000000002,0.5583182640144665,-0.024336949969861466
11,54,first400,0.08000000000000002,0.5664404049700874,-0.008379352661451067
11,54,first800,0.08000000000000002,0.5510693359375001,3.4179687500079936e-05
11,72,all,0.08000000000000002,0.5432588449906389,0.017413950362440533
11,72,odd,0.08000000000000002,0.5528008576789064,0.01994550165281872
11,72,even,0.08000000000000002,0.532471264367816,0.010214211076279955
11,72,first200,0.08000000000000002,0.6072623029144768,0.027791049530179968
11,72,first400,0.08000000000000002,0.5970049087283326,0.027937567111520067
11,72,first800,0.08000000000000002,0.5432588449906389,0.017413950362440533
11,13,all,0.12,0.6126229508196721,0.03368221941992422
11,13,odd,0.12,0.5931653302787323,0.0317869415807559
11,13,even,0.12,0.6371846484165324,0.0363123993558776
11,13,first200,0.12,0.6655364677516576,0.06705846895720313
11,13,first400,0.12,0.6119803650866698,0.059614204632612355
11,13,first800,0.12,0.6057993730407523,0.04293896822632448
11,15,all,0.12,0.5112051810846991,-0.029903397373276852
11,15,odd,0.12,0.555777426757667,-0.03199415849551468
11,15,even,0.12,0.4703406531531532,-0.027280405405405328
11,15,first200,0.12,0.570285883572804,0.007406310176270137
11,15,first400,0.12,0.48486328125,-0.023496093750000058
11,15,first800,0.12,0.4979150109400602,-0.02710976363582851
11,17,all,0.12,0.42575933279450867,-0.03146853146853146
11,17,odd,0.12,0.38894110275689225,-0.022623523093447895
11,17,even,0.12,0.4684990887148416,-0.039357667109994665
11,17,first200,0.12,0.4625,-0.02749999999999997
11,17,first400,0.12,0.45604395604395603,-0.019091415830546243
11,17,first800,0.12,0.42575933279450867,-0.03146853146853146
11,18,all,0.12,0.5997441441441441,0.0011279279279279297
11,18,odd,0.12,0.573989969350794,-0.019113959320144924
11,18,even,0.12,0.627482057416268,0.021605861244019198
11,18,first200,0.12,0.58375,-0.037890624999999956
11,18,first400,0.12,0.6026367187499999,-0.01652343750000007
11,18,first800,0.12,0.5924622422019796,-0.004791198391103646
11,26,all,0.12,0.45503496503496504,-0.009756909756909737
11,26,odd,0.12,0.44134394781214586,-0.013281919451585189
11,26,even,0.12,0.46645823683804233,-0.008002676136071196
11,26,first200,0.12,0.40619349005424954,-0.032775768535262206
11,26,first400,0.12,0.4615355115815309,-0.0021667433655468415
11,26,first800,0.12,0.4626533534579511,-0.0028106737876852916
11,28,all,0.12,0.4688230008984726,-0.026684636118598337
11,28,odd,0.12,0.4682971014492754,-0.0502501725327813
11,28,even,0.12,0.47145539906103284,-0.004647887323943722
11,28,first200,0.12,0.4396400700748527,-0.006529702181876096
11,28,first400,0.12,0.4705446391243206,-0.028923264034054263
11,28,first800,0.12,0.4688230008984726,-0.026684636118598337
11,34,all,0.12,0.6430569461827284,0.045732165206508024
11,34,odd,0.12,0.6414614239761871,0.0361395170195401
11,34,even,0.12,0.6454512105649304,0.05754113824546703
11,34,first200,0.12,0.6385623869801085,0.06698312236286919
11,34,first400,0.12,0.6716712685994785,0.05087053229022864
11,34,first800,0.12,0.63831296960507,0.04131066592793475
11,35,all,0.12,0.5377857284834029,0.004081362220897167
11,35,odd,0.12,0.5346467391304348,-0.006127994676131232
11,35,even,0.12,0.5415162913637981,0.013101713007675486
11,35,first200,0.12,0.541796875,-0.0050000000000000044
11,35,first400,0.12,0.5262974573319401,-0.0019350594063236581
11,35,first800,0.12,0.555506954772111,0.011105279017097791
11,38,all,0.12,0.7003403553799339,0.06289030487456249
11,38,odd,0.12,0.7054140928705324,0.06340344962069278
11,38,even,0.12,0.6956327814144526,0.06262995764343482
11,38,first200,0.12,0.6686176884192924,0.04781270191174802
11,38,first400,0.12,0.6916768595120917,0.06941086958615428
11,38,first800,0.12,0.7063089592482443,0.058835636291008075
11,38,rec:B7e5c5fda0c76,0.12,0.6733389521000142,0.03391372639160262
11,38,rec:Bf01015be23f4,0.12,0.7266592920353983,0.09092288242730717
11,39,all,0.12,0.5008948531612838,0.03790865491787099
11,39,odd,0.12,0.4880952380952381,0.029774052478134194
11,39,even,0.12,0.5162909286097692,0.04327697262479874
11,39,first200,0.12,0.48013499002914556,0.025080533824206108
11,39,first400,0.12,0.48838964356205733,0.019776307132628956
11,39,first800,0.12,0.48248609189650604,0.03692147685907432
11,51,all,0.12,0.5642894890067466,-0.007865207650342376
11,51,odd,0.12,0.568875766057038,-0.010420185301356022
11,51,even,0.12,0.5630263596930264,-0.0026993660326993796
11,51,first200,0.12,0.6173653604956102,0.0221580327619626
11,51,first400,0.12,0.577300785634119,-0.0014803204458375685
11,51,first800,0.12,0.57599853515625,-0.00692382812499992
11,51,rec:Babd62bd011f9,0.12,0.6169561553036305,-0.0008428016501169644
11,51,rec:Bc8698b5fd4ea,0.12,0.5172817031390249,-0.014686919255129327
11,52,all,0.12,0.5582686894162303,-0.0011432101596037247
11,52,odd,0.12,0.52144744340258,-0.011967051753613345
11,52,even,0.12,0.5940468730417345,0.008434640932447723
11,52,first200,0.12,0.5581675708257987,-0.030364677516576233
11,52,first400,0.12,0.581969116451875,-0.012887495646116465
11,52,first800,0.12,0.553984375,-0.009228515625000044
11,54,all,0.12,0.5323581904244588,0.0011607304518765904
11,54,odd,0.12,0.5557483229238954,-0.0031742359986635105
11,54,even,0.12,0.5071852546079351,0.0063391648443195114
11,54,first200,0.12,0.5583182640144665,0.003993369499698529
11,54,first400,0.12,0.5664404049700874,0.00667280257708236
11,54,first800,0.12,0.5510693359375001,0.0063085937500000355
11,72,all,0.12,0.5432588449906389,0.032577648696653916
11,72,odd,0.12,0.5528008576789064,0.030800500312695323
11,72,even,0.12,0.532471264367816,0.03597178683385571
11,72,first200,0.12,0.6072623029144768,0.08090460264373311
11,72,first400,0.12,0.5970049087283326,0.04692053996011658
11,72,first800,0.12,0.5432588449906389,0.032577648696653916
11,13,all,0.15999999999999998,0.6126229508196721,0.1140731399747793
11,13,odd,0.15999999999999998,0.5931653302787323,0.11613449789996177
11,13,even,0.15999999999999998,0.6371846484165324,0.11073537305421355
11,13,first200,0.15999999999999998,0.6655364677516576,0.17940024110910185
11,13,first400,0.15999999999999998,0.6119803650866698,0.16273584905660377
11,13,first800,0.15999999999999998,0.6057993730407523,0.13073745113974988
11,15,all,0.15999999999999998,0.5112051810846991,-0.02486703571040927
11,15,odd,0.15999999999999998,0.555777426757667,-0.021398980717074467
11,15,even,0.15999999999999998,0.4703406531531532,-0.02594313063063053
11,15,first200,0.15999999999999998,0.570285883572804,0.06310176270182188
11,15,first400,0.15999999999999998,0.48486328125,-0.020800781249999956
11,15,first800,0.15999999999999998,0.4979150109400602,-0.01707238100844799
11,17,all,0.15999999999999998,0.42575933279450867,-0.08823839477105805
11,17,odd,0.15999999999999998,0.38894110275689225,-0.08639903329752951
11,17,even,0.15999999999999998,0.4684990887148416,-0.08979853209201527
11,17,first200,0.15999999999999998,0.4625,-0.08007812499999989
11,17,first400,0.15999999999999998,0.45604395604395603,-0.05611960503264851
11,17,first800,0.15999999999999998,0.42575933279450867,-0.08823839477105805
11,18,all,0.15999999999999998,0.5997441441441441,0.01978378378378376
11,18,odd,0.15999999999999998,0.573989969350794,-0.00919476177208145
11,18,even,0.15999999999999998,0.627482057416268,0.04976076555023923
11,18,first200,0.15999999999999998,0.58375,-0.04828125000000005
11,18,first400,0.15999999999999998,0.6026367187499999,-0.016542968750000053
11,18,first800,0.15999999999999998,0.5924622422019796,0.00988307898576446
11,26,all,0.15999999999999998,0.45503496503496504,-0.020309690309690265
11,26,odd,0.15999999999999998,0.44134394781214586,-0.043563590126323326
11,26,even,0.15999999999999998,0.46645823683804233,0.0006047038237867453
11,26,first200,0.15999999999999998,0.40619349005424954,-0.026823387582881275
11,26,first400,0.15999999999999998,0.4615355115815309,0.009510661144347343
11,26,first800,0.15999999999999998,0.4626533534579511,-0.010396106660474524
11,28,all,0.15999999999999998,0.4688230008984726,-0.034355345911949664
11,28,odd,0.15999999999999998,0.4682971014492754,-0.06008454106280192
11,28,even,0.15999999999999998,0.47145539906103284,-0.009389671361502427
11,28,first200,0.15999999999999998,0.4396400700748527,-0.02189839146360889
11,28,first400,0.15999999999999998,0.4705446391243206,-0.03901410056630311
11,28,first800,0.15999999999999998,0.4688230008984726,-0.034355345911949664
11,34,all,0.15999999999999998,0.6430569461827284,0.09861076345431774
11,34,odd,0.15999999999999998,0.6414614239761871,0.0955878822795142
11,34,even,0.15999999999999998,0.6454512105649304,0.1027408028508543
11,34,first200,0.15999999999999998,0.6385623869801085,0.12643158529234477
11,34,first400,0.15999999999999998,0.6716712685994785,0.10908498235925757
11,34,first800,0.15999999999999998,0.63831296960507,0.09318714217673185
11,35,all,0.15999999999999998,0.5377857284834029,0.01339031339031338
11,35,odd,0.15999999999999998,0.5346467391304348,0.0013032386867790624
11,35,even,0.15999999999999998,0.5415162913637981,0.027143801148782565
11,35,first200,0.15999999999999998,0.541796875,0.006093749999999898
11,35,first400,0.15999999999999998,0.5262974573319401,0.013796973567088644
11,35,first800,0.15999999999999998,0.555506954772111,0.028718202937431436
11,38,all,0.15999999999999998,0.7003403553799339,0.11214177715378415
11,38,odd,0.15999999999999998,0.7054140928705324,0.11380791827594461
11,38,even,0.15999999999999998,0.6956327814144526,0.10962007444487232
11,38,first200,0.15999999999999998,0.6686176884192924,0.07888335677093239
11,38,first400,0.15999999999999998,0.6916768595120917,0.11223526692413632
11,38,first800,0.15999999999999998,0.7063089592482443,0.10566934350483115
11,38,rec:B7e5c5fda0c76,0.15999999999999998,0.6733389521000142,0.0837707032397299
11,38,rec:Bf01015be23f4,0.15999999999999998,0.7266592920353983,0.13901390644753486
11,39,all,0.15999999999999998,0.5008948531612838,0.04783165296256908
11,39,odd,0.15999999999999998,0.4880952380952381,0.0324951409135083
11,39,even,0.15999999999999998,0.5162909286097692,0.06515029522275906
11,39,first200,0.15999999999999998,0.48013499002914556,0.0830648872526461
11,39,first400,0.15999999999999998,0.48838964356205733,0.06263787298270057
11,39,first800,0.15999999999999998,0.48248609189650604,0.04421157978394602
11,51,all,0.15999999999999998,0.5642894890067466,0.004854246041289589
11,51,odd,0.15999999999999998,0.568875766057038,0.00503969019929551
11,51,even,0.15999999999999998,0.5630263596930264,0.008341675008341709
11,51,first200,0.15999999999999998,0.6173653604956102,0.06687317091710698
11,51,first400,0.15999999999999998,0.577300785634119,0.02666511861914167
11,51,first800,0.15999999999999998,0.57599853515625,0.009414062499999987
11,51,rec:Babd62bd011f9,0.15999999999999998,0.6169561553036305,0.0027533632855323287
11,51,rec:Bc8698b5fd4ea,0.15999999999999998,0.5172817031390249,0.0032268871442839853
11,52,all,0.15999999999999998,0.5582686894162303,0.022345141197600116
11,52,odd,0.15999999999999998,0.52144744340258,0.0003108325130809497
11,52,even,0.15999999999999998,0.5940468730417345,0.0421105401679408
11,52,first200,0.15999999999999998,0.5581675708257987,-0.0026371308016877038
11,52,first400,0.15999999999999998,0.581969116451875,0.007527381090599361
11,52,first800,0.15999999999999998,0.553984375,0.015175781249999964
11,54,all,0.15999999999999998,0.5323581904244588,-0.01909547088797492
11,54,odd,0.15999999999999998,0.5557483229238954,-0.008648829259516377
11,54,even,0.15999999999999998,0.5071852546079351,-0.03117515359783396
11,54,first200,0.15999999999999998,0.5583182640144665,0.004520795660036048
11,54,first400,0.15999999999999998,0.5664404049700874,-0.003662371529375763
11,54,first800,0.15999999999999998,0.5510693359375001,-0.007841796874999862
11,72,all,0.15999999999999998,0.5432588449906389,0.0326976621381595
11,72,odd,0.15999999999999998,0.5528008576789064,0.044224068614312495
11,72,even,0.15999999999999998,0.532471264367816,0.02306687565308252
11,72,first200,0.15999999999999998,0.6072623029144768,0.11267717789456916
11,72,first400,0.15999999999999998,0.5970049087283326,0.052826353735235365
11,72,first800,0.15999999999999998,0.5432588449906389,0.0326976621381595
11,13,all,0.2,0.6126229508196721,0.07930643127364434
11,13,odd,0.2,0.5931653302787323,0.06753531882397845
11,13,even,0.2,0.6371846484165324,0.08951959205582383
11,13,first200,0.2,0.6655364677516576,0.12575346594333947
11,13,first400,0.2,0.6119803650866698,0.10231630618192977
11,13,first800,0.2,0.6057993730407523,0.0941793413057781
11,15,all,0.2,0.5112051810846991,0.00888237635225586
11,15,odd,0.2,0.555777426757667,0.011563794593628107
11,15,even,0.2,0.4703406531531532,0.008840090090090236
11,15,first200,0.2,0.570285883572804,0.06465708783883861
11,15,first400,0.2,0.48486328125,0.014199218749999909
11,15,first800,0.2,0.4979150109400602,0.010822319685240167
11,17,all,0.2,0.42575933279450867,-0.05921214463928037
11,17,odd,0.2,0.38894110275689225,-0.05518259935553166
11,17,even,0.2,0.4684990887148416,-0.06534160878774453
11,17,first200,0.2,0.4625,-0.051796874999999964
11,17,first400,0.2,0.45604395604395603,-0.02950310559006214
11,17,first800,0.2,0.42575933279450867,-0.05921214463928037
11,18,all,0.2,0.5997441441441441,0.011221621621621547
11,18,odd,0.2,0.573989969350794,-0.01320702145444419
11,18,even,0.2,0.627482057416268,0.03612440191387556
11,18,first200,0.2,0.58375,-0.03867187500000002
11,18,first400,0.2,0.6026367187499999,-0.016289062500000062
11,18,first800,0.2,0.5924622422019796,0.006807247919870751
11,26,all,0.2,0.45503496503496504,-0.008334998334998345
11,26,odd,0.2,0.44134394781214586,-0.02493296846062415
11,26,even,0.2,0.46645823683804233,0.0059055118110236116
11,26,first200,0.2,0.40619349005424954,-0.002335744424351971
11,26,first400,0.2,0.4615355115815309,0.01000920386562354
11,26,first800,0.2,0.4626533534579511,-0.006201865397267803
11,28,all,0.2,0.4688230008984726,-0.007884097035040394
11,28,odd,0.2,0.4682971014492754,-0.0229037267080745
11,28,even,0.2,0.47145539906103284,0.0035680751173708947
11,28,first200,0.2,0.4396400700748527,-0.014253862079949053
11,28,first400,0.2,0.4705446391243206,-0.017350157728706683
11,28,first800,0.2,0.4688230008984726,-0.007884097035040394
11,34,all,0.2,0.6430569461827284,0.03609198998748442
11,34,odd,0.2,0.6414614239761871,0.034123097604301766
11,34,even,0.2,0.6454512105649304,0.039173042658002366
11,34,first200,0.2,0.6385623869801085,0.07662748643761308
11,34,first400,0.2,0.6716712685994785,0.04843534284399453
11,34,first800,0.2,0.63831296960507,0.03742260325236435
11,35,all,0.2,0.5377857284834029,0.0029782018154109746
11,35,odd,0.2,0.5346467391304348,0.0010120896184560024
11,35,even,0.2,0.5415162913637981,0.005070401057286622
11,35,first200,0.2,0.541796875,0.009374999999999911
11,35,first400,0.2,0.5262974573319401,0.006424397228994905
11,35,first800,0.2,0.555506954772111,0.011669048105055535
11,38,all,0.2,0.7003403553799339,0.045373040931586006
11,38,odd,0.2,0.7054140928705324,0.0473756714934519
11,38,even,0.2,0.6956327814144526,0.04425298421255297
11,38,first200,0.2,0.6686176884192924,0.014290600889361849
11,38,first400,0.2,0.6916768595120917,0.04055628858433402
11,38,first800,0.2,0.7063089592482443,0.037425802381630735
11,38,rec:B7e5c5fda0c76,0.2,0.6733389521000142,0.04097549451531757
11,38,rec:Bf01015be23f4,0.2,0.7266592920353983,0.047901390644753405
11,39,all,0.2,0.5008948531612838,0.022011477049086403
11,39,odd,0.2,0.4880952380952381,0.017189018464528638
11,39,even,0.2,0.5162909286097692,0.02736178207192702
11,39,first200,0.2,0.48013499002914556,0.0599018254333486
11,39,first400,0.2,0.48838964356205733,0.03848833159177978
11,39,first800,0.2,0.48248609189650604,0.017597307665891515
11,51,all,0.2,0.5642894890067466,0.012950457577560304
11,51,odd,0.2,0.568875766057038,0.006960864739661177
11,51,even,0.2,0.5630263596930264,0.019532866199532872
11,51,first200,0.2,0.6173653604956102,0.06233134430466347
11,51,first400,0.2,0.577300785634119,0.03795135260652516
11,51,first800,0.2,0.57599853515625,0.020688476562499947
11,51,rec:Babd62bd011f9,0.2,0.6169561553036305,-0.0028103949761416613
11,51,rec:Bc8698b5fd4ea,0.2,0.5172817031390249,0.02367226710155379
11,52,all,0.2,0.5582686894162303,0.010613703236653893
11,52,odd,0.2,0.52144744340258,0.0003755892866394994
11,52,even,0.2,0.5940468730417345,0.023148264193507906
11,52,first200,0.2,0.5581675708257987,0.007082579867390026
11,52,first400,0.2,0.581969116451875,0.005572971090212375
11,52,first800,0.2,0.553984375,0.010893554687499973
11,54,all,0.2,0.5323581904244588,-0.028837200279351327
11,54,odd,0.2,0.5557483229238954,-0.006734006734006703
11,54,even,0.2,0.5071852546079351,-0.05502186816619814
11,54,first200,0.2,0.5583182640144665,-0.006027727546714989
11,54,first400,0.2,0.5664404049700874,-0.021188065654241472
11,54,first800,0.2,0.5510693359375001,-0.023505859374999938
11,72,all,0.2,0.5432588449906389,0.010189141183812533
11,72,odd,0.2,0.5528008576789064,0.03209595282766009
11,72,even,0.2,0.532471264367816,-0.013009404388714785
11,72,first200,0.2,0.6072623029144768,0.046663481446090005
11,72,first400,0.2,0.5970049087283326,0.026020095106611407
11,72,first800,0.2,0.5432588449906389,0.010189141183812533
11,13,all,0.24,0.6126229508196721,-0.003259773013871481
11,13,odd,0.24,0.5931653302787323,-0.0010022909507446665
11,13,even,0.24,0.6371846484165324,-0.00803811057434256
11,13,first200,0.24,0.6655364677516576,0.01868595539481621
11,13,first400,0.24,0.6119803650866698,0.004755330572173699
11,13,first800,0.24,0.6057993730407523,-0.0016738263864701786
11,15,all,0.24,0.5112051810846991,0.009826694164043581
11,15,odd,0.24,0.555777426757667,0.02123506094835026
11,15,even,0.24,0.4703406531531532,-0.0018018018018017279
11,15,first200,0.24,0.570285883572804,-0.013775736927862603
11,15,first400,0.24,0.48486328125,-0.00046874999999996225
11,15,first800,0.24,0.4979150109400602,-0.004253377682277182
11,17,all,0.24,0.42575933279450867,0.010934626512515977
