fit_index,packet,mode,population,family,view,outer_fold,inner_fold,fit_stage,neural,reserved_index,C,window,n_fit_groups,n_validation_groups,lam,penalty,record_index,world_index,mechanism
4536,C2_S,L0,P_bal,logistic,S0,3.0,,final_selected_C,False,,,,,,,,,,
4537,C2_S,L0,P_bal,logistic,S1,3.0,0.0,inner,False,,0.01,,,,,,,,
4538,C2_S,L0,P_bal,logistic,S1,3.0,0.0,inner,False,,0.1,,,,,,,,
4539,C2_S,L0,P_bal,logistic,S1,3.0,0.0,inner,False,,1.0,,,,,,,,
4540,C2_S,L0,P_bal,logistic,S1,3.0,0.0,inner,False,,10.0,,,,,,,,
4541,C2_S,L0,P_bal,logistic,S1,3.0,1.0,inner,False,,0.01,,,,,,,,
4542,C2_S,L0,P_bal,logistic,S1,3.0,1.0,inner,False,,0.1,,,,,,,,
4543,C2_S,L0,P_bal,logistic,S1,3.0,1.0,inner,False,,1.0,,,,,,,,
4544,C2_S,L0,P_bal,logistic,S1,3.0,1.0,inner,False,,10.0,,,,,,,,
4545,C2_S,L0,P_bal,logistic,S1,3.0,2.0,inner,False,,0.01,,,,,,,,
4546,C2_S,L0,P_bal,logistic,S1,3.0,2.0,inner,False,,0.1,,,,,,,,
4547,C2_S,L0,P_bal,logistic,S1,3.0,2.0,inner,False,,1.0,,,,,,,,
4548,C2_S,L0,P_bal,logistic,S1,3.0,2.0,inner,False,,10.0,,,,,,,,
4549,C2_S,L0,P_bal,logistic,S1,3.0,,final_selected_C,False,,,,,,,,,,
4550,C2_S,L0,P_bal,logistic,S2,3.0,0.0,inner,False,,0.01,,,,,,,,
4551,C2_S,L0,P_bal,logistic,S2,3.0,0.0,inner,False,,0.1,,,,,,,,
4552,C2_S,L0,P_bal,logistic,S2,3.0,0.0,inner,False,,1.0,,,,,,,,
4553,C2_S,L0,P_bal,logistic,S2,3.0,0.0,inner,False,,10.0,,,,,,,,
4554,C2_S,L0,P_bal,logistic,S2,3.0,1.0,inner,False,,0.01,,,,,,,,
4555,C2_S,L0,P_bal,logistic,S2,3.0,1.0,inner,False,,0.1,,,,,,,,
4556,C2_S,L0,P_bal,logistic,S2,3.0,1.0,inner,False,,1.0,,,,,,,,
4557,C2_S,L0,P_bal,logistic,S2,3.0,1.0,inner,False,,10.0,,,,,,,,
4558,C2_S,L0,P_bal,logistic,S2,3.0,2.0,inner,False,,0.01,,,,,,,,
4559,C2_S,L0,P_bal,logistic,S2,3.0,2.0,inner,False,,0.1,,,,,,,,
4560,C2_S,L0,P_bal,logistic,S2,3.0,2.0,inner,False,,1.0,,,,,,,,
4561,C2_S,L0,P_bal,logistic,S2,3.0,2.0,inner,False,,10.0,,,,,,,,
4562,C2_S,L0,P_bal,logistic,S2,3.0,,final_selected_C,False,,,,,,,,,,
4563,C2_S,L0,P_bal,logistic,FULL20,3.0,0.0,inner,False,,0.01,,,,,,,,
4564,C2_S,L0,P_bal,logistic,FULL20,3.0,0.0,inner,False,,0.1,,,,,,,,
4565,C2_S,L0,P_bal,logistic,FULL20,3.0,0.0,inner,False,,1.0,,,,,,,,
4566,C2_S,L0,P_bal,logistic,FULL20,3.0,0.0,inner,False,,10.0,,,,,,,,
4567,C2_S,L0,P_bal,logistic,FULL20,3.0,1.0,inner,False,,0.01,,,,,,,,
4568,C2_S,L0,P_bal,logistic,FULL20,3.0,1.0,inner,False,,0.1,,,,,,,,
4569,C2_S,L0,P_bal,logistic,FULL20,3.0,1.0,inner,False,,1.0,,,,,,,,
4570,C2_S,L0,P_bal,logistic,FULL20,3.0,1.0,inner,False,,10.0,,,,,,,,
4571,C2_S,L0,P_bal,logistic,FULL20,3.0,2.0,inner,False,,0.01,,,,,,,,
4572,C2_S,L0,P_bal,logistic,FULL20,3.0,2.0,inner,False,,0.1,,,,,,,,
4573,C2_S,L0,P_bal,logistic,FULL20,3.0,2.0,inner,False,,1.0,,,,,,,,
4574,C2_S,L0,P_bal,logistic,FULL20,3.0,2.0,inner,False,,10.0,,,,,,,,
4575,C2_S,L0,P_bal,logistic,FULL20,3.0,,final_selected_C,False,,,,,,,,,,
4576,C2_S,L0,P_bal,logistic,S0_DUP_S1,3.0,0.0,inner,False,,0.01,,,,,,,,
4577,C2_S,L0,P_bal,logistic,S0_DUP_S1,3.0,0.0,inner,False,,0.1,,,,,,,,
4578,C2_S,L0,P_bal,logistic,S0_DUP_S1,3.0,0.0,inner,False,,1.0,,,,,,,,
4579,C2_S,L0,P_bal,logistic,S0_DUP_S1,3.0,0.0,inner,False,,10.0,,,,,,,,
4580,C2_S,L0,P_bal,logistic,S0_DUP_S1,3.0,1.0,inner,False,,0.01,,,,,,,,
4581,C2_S,L0,P_bal,logistic,S0_DUP_S1,3.0,1.0,inner,False,,0.1,,,,,,,,
4582,C2_S,L0,P_bal,logistic,S0_DUP_S1,3.0,1.0,inner,False,,1.0,,,,,,,,
4583,C2_S,L0,P_bal,logistic,S0_DUP_S1,3.0,1.0,inner,False,,10.0,,,,,,,,
4584,C2_S,L0,P_bal,logistic,S0_DUP_S1,3.0,2.0,inner,False,,0.01,,,,,,,,
4585,C2_S,L0,P_bal,logistic,S0_DUP_S1,3.0,2.0,inner,False,,0.1,,,,,,,,
4586,C2_S,L0,P_bal,logistic,S0_DUP_S1,3.0,2.0,inner,False,,1.0,,,,,,,,
4587,C2_S,L0,P_bal,logistic,S0_DUP_S1,3.0,2.0,inner,False,,10.0,,,,,,,,
4588,C2_S,L0,P_bal,logistic,S0_DUP_S1,3.0,,final_selected_C,False,,,,,,,,,,
4589,C2_S,L0,P_bal,logistic,S0_DUP_S2,3.0,0.0,inner,False,,0.01,,,,,,,,
4590,C2_S,L0,P_bal,logistic,S0_DUP_S2,3.0,0.0,inner,False,,0.1,,,,,,,,
4591,C2_S,L0,P_bal,logistic,S0_DUP_S2,3.0,0.0,inner,False,,1.0,,,,,,,,
4592,C2_S,L0,P_bal,logistic,S0_DUP_S2,3.0,0.0,inner,False,,10.0,,,,,,,,
4593,C2_S,L0,P_bal,logistic,S0_DUP_S2,3.0,1.0,inner,False,,0.01,,,,,,,,
4594,C2_S,L0,P_bal,logistic,S0_DUP_S2,3.0,1.0,inner,False,,0.1,,,,,,,,
4595,C2_S,L0,P_bal,logistic,S0_DUP_S2,3.0,1.0,inner,False,,1.0,,,,,,,,
4596,C2_S,L0,P_bal,logistic,S0_DUP_S2,3.0,1.0,inner,False,,10.0,,,,,,,,
4597,C2_S,L0,P_bal,logistic,S0_DUP_S2,3.0,2.0,inner,False,,0.01,,,,,,,,
4598,C2_S,L0,P_bal,logistic,S0_DUP_S2,3.0,2.0,inner,False,,0.1,,,,,,,,
4599,C2_S,L0,P_bal,logistic,S0_DUP_S2,3.0,2.0,inner,False,,1.0,,,,,,,,
4600,C2_S,L0,P_bal,logistic,S0_DUP_S2,3.0,2.0,inner,False,,10.0,,,,,,,,
4601,C2_S,L0,P_bal,logistic,S0_DUP_S2,3.0,,final_selected_C,False,,,,,,,,,,
4602,C2_S,L0,P_bal,logistic,S0,4.0,0.0,inner,False,,0.01,,,,,,,,
4603,C2_S,L0,P_bal,logistic,S0,4.0,0.0,inner,False,,0.1,,,,,,,,
4604,C2_S,L0,P_bal,logistic,S0,4.0,0.0,inner,False,,1.0,,,,,,,,
4605,C2_S,L0,P_bal,logistic,S0,4.0,0.0,inner,False,,10.0,,,,,,,,
4606,C2_S,L0,P_bal,logistic,S0,4.0,1.0,inner,False,,0.01,,,,,,,,
4607,C2_S,L0,P_bal,logistic,S0,4.0,1.0,inner,False,,0.1,,,,,,,,
4608,C2_S,L0,P_bal,logistic,S0,4.0,1.0,inner,False,,1.0,,,,,,,,
4609,C2_S,L0,P_bal,logistic,S0,4.0,1.0,inner,False,,10.0,,,,,,,,
4610,C2_S,L0,P_bal,logistic,S0,4.0,2.0,inner,False,,0.01,,,,,,,,
4611,C2_S,L0,P_bal,logistic,S0,4.0,2.0,inner,False,,0.1,,,,,,,,
4612,C2_S,L0,P_bal,logistic,S0,4.0,2.0,inner,False,,1.0,,,,,,,,
4613,C2_S,L0,P_bal,logistic,S0,4.0,2.0,inner,False,,10.0,,,,,,,,
4614,C2_S,L0,P_bal,logistic,S0,4.0,,final_selected_C,False,,,,,,,,,,
4615,C2_S,L0,P_bal,logistic,S1,4.0,0.0,inner,False,,0.01,,,,,,,,
4616,C2_S,L0,P_bal,logistic,S1,4.0,0.0,inner,False,,0.1,,,,,,,,
4617,C2_S,L0,P_bal,logistic,S1,4.0,0.0,inner,False,,1.0,,,,,,,,
4618,C2_S,L0,P_bal,logistic,S1,4.0,0.0,inner,False,,10.0,,,,,,,,
4619,C2_S,L0,P_bal,logistic,S1,4.0,1.0,inner,False,,0.01,,,,,,,,
4620,C2_S,L0,P_bal,logistic,S1,4.0,1.0,inner,False,,0.1,,,,,,,,
4621,C2_S,L0,P_bal,logistic,S1,4.0,1.0,inner,False,,1.0,,,,,,,,
4622,C2_S,L0,P_bal,logistic,S1,4.0,1.0,inner,False,,10.0,,,,,,,,
4623,C2_S,L0,P_bal,logistic,S1,4.0,2.0,inner,False,,0.01,,,,,,,,
4624,C2_S,L0,P_bal,logistic,S1,4.0,2.0,inner,False,,0.1,,,,,,,,
4625,C2_S,L0,P_bal,logistic,S1,4.0,2.0,inner,False,,1.0,,,,,,,,
4626,C2_S,L0,P_bal,logistic,S1,4.0,2.0,inner,False,,10.0,,,,,,,,
4627,C2_S,L0,P_bal,logistic,S1,4.0,,final_selected_C,False,,,,,,,,,,
4628,C2_S,L0,P_bal,logistic,S2,4.0,0.0,inner,False,,0.01,,,,,,,,
4629,C2_S,L0,P_bal,logistic,S2,4.0,0.0,inner,False,,0.1,,,,,,,,
4630,C2_S,L0,P_bal,logistic,S2,4.0,0.0,inner,False,,1.0,,,,,,,,
4631,C2_S,L0,P_bal,logistic,S2,4.0,0.0,inner,False,,10.0,,,,,,,,
4632,C2_S,L0,P_bal,logistic,S2,4.0,1.0,inner,False,,0.01,,,,,,,,
4633,C2_S,L0,P_bal,logistic,S2,4.0,1.0,inner,False,,0.1,,,,,,,,
4634,C2_S,L0,P_bal,logistic,S2,4.0,1.0,inner,False,,1.0,,,,,,,,
4635,C2_S,L0,P_bal,logistic,S2,4.0,1.0,inner,False,,10.0,,,,,,,,
4636,C2_S,L0,P_bal,logistic,S2,4.0,2.0,inner,False,,0.01,,,,,,,,
4637,C2_S,L0,P_bal,logistic,S2,4.0,2.0,inner,False,,0.1,,,,,,,,
4638,C2_S,L0,P_bal,logistic,S2,4.0,2.0,inner,False,,1.0,,,,,,,,
4639,C2_S,L0,P_bal,logistic,S2,4.0,2.0,inner,False,,10.0,,,,,,,,
4640,C2_S,L0,P_bal,logistic,S2,4.0,,final_selected_C,False,,,,,,,,,,
4641,C2_S,L0,P_bal,logistic,FULL20,4.0,0.0,inner,False,,0.01,,,,,,,,
4642,C2_S,L0,P_bal,logistic,FULL20,4.0,0.0,inner,False,,0.1,,,,,,,,
4643,C2_S,L0,P_bal,logistic,FULL20,4.0,0.0,inner,False,,1.0,,,,,,,,
4644,C2_S,L0,P_bal,logistic,FULL20,4.0,0.0,inner,False,,10.0,,,,,,,,
4645,C2_S,L0,P_bal,logistic,FULL20,4.0,1.0,inner,False,,0.01,,,,,,,,
4646,C2_S,L0,P_bal,logistic,FULL20,4.0,1.0,inner,False,,0.1,,,,,,,,
4647,C2_S,L0,P_bal,logistic,FULL20,4.0,1.0,inner,False,,1.0,,,,,,,,
4648,C2_S,L0,P_bal,logistic,FULL20,4.0,1.0,inner,False,,10.0,,,,,,,,
4649,C2_S,L0,P_bal,logistic,FULL20,4.0,2.0,inner,False,,0.01,,,,,,,,
4650,C2_S,L0,P_bal,logistic,FULL20,4.0,2.0,inner,False,,0.1,,,,,,,,
4651,C2_S,L0,P_bal,logistic,FULL20,4.0,2.0,inner,False,,1.0,,,,,,,,
4652,C2_S,L0,P_bal,logistic,FULL20,4.0,2.0,inner,False,,10.0,,,,,,,,
4653,C2_S,L0,P_bal,logistic,FULL20,4.0,,final_selected_C,False,,,,,,,,,,
4654,C2_S,L0,P_bal,logistic,S0_DUP_S1,4.0,0.0,inner,False,,0.01,,,,,,,,
4655,C2_S,L0,P_bal,logistic,S0_DUP_S1,4.0,0.0,inner,False,,0.1,,,,,,,,
4656,C2_S,L0,P_bal,logistic,S0_DUP_S1,4.0,0.0,inner,False,,1.0,,,,,,,,
4657,C2_S,L0,P_bal,logistic,S0_DUP_S1,4.0,0.0,inner,False,,10.0,,,,,,,,
4658,C2_S,L0,P_bal,logistic,S0_DUP_S1,4.0,1.0,inner,False,,0.01,,,,,,,,
4659,C2_S,L0,P_bal,logistic,S0_DUP_S1,4.0,1.0,inner,False,,0.1,,,,,,,,
4660,C2_S,L0,P_bal,logistic,S0_DUP_S1,4.0,1.0,inner,False,,1.0,,,,,,,,
4661,C2_S,L0,P_bal,logistic,S0_DUP_S1,4.0,1.0,inner,False,,10.0,,,,,,,,
4662,C2_S,L0,P_bal,logistic,S0_DUP_S1,4.0,2.0,inner,False,,0.01,,,,,,,,
4663,C2_S,L0,P_bal,logistic,S0_DUP_S1,4.0,2.0,inner,False,,0.1,,,,,,,,
4664,C2_S,L0,P_bal,logistic,S0_DUP_S1,4.0,2.0,inner,False,,1.0,,,,,,,,
4665,C2_S,L0,P_bal,logistic,S0_DUP_S1,4.0,2.0,inner,False,,10.0,,,,,,,,
4666,C2_S,L0,P_bal,logistic,S0_DUP_S1,4.0,,final_selected_C,False,,,,,,,,,,
4667,C2_S,L0,P_bal,logistic,S0_DUP_S2,4.0,0.0,inner,False,,0.01,,,,,,,,
4668,C2_S,L0,P_bal,logistic,S0_DUP_S2,4.0,0.0,inner,False,,0.1,,,,,,,,
4669,C2_S,L0,P_bal,logistic,S0_DUP_S2,4.0,0.0,inner,False,,1.0,,,,,,,,
4670,C2_S,L0,P_bal,logistic,S0_DUP_S2,4.0,0.0,inner,False,,10.0,,,,,,,,
4671,C2_S,L0,P_bal,logistic,S0_DUP_S2,4.0,1.0,inner,False,,0.01,,,,,,,,
4672,C2_S,L0,P_bal,logistic,S0_DUP_S2,4.0,1.0,inner,False,,0.1,,,,,,,,
4673,C2_S,L0,P_bal,logistic,S0_DUP_S2,4.0,1.0,inner,False,,1.0,,,,,,,,
4674,C2_S,L0,P_bal,logistic,S0_DUP_S2,4.0,1.0,inner,False,,10.0,,,,,,,,
4675,C2_S,L0,P_bal,logistic,S0_DUP_S2,4.0,2.0,inner,False,,0.01,,,,,,,,
4676,C2_S,L0,P_bal,logistic,S0_DUP_S2,4.0,2.0,inner,False,,0.1,,,,,,,,
4677,C2_S,L0,P_bal,logistic,S0_DUP_S2,4.0,2.0,inner,False,,1.0,,,,,,,,
4678,C2_S,L0,P_bal,logistic,S0_DUP_S2,4.0,2.0,inner,False,,10.0,,,,,,,,
4679,C2_S,L0,P_bal,logistic,S0_DUP_S2,4.0,,final_selected_C,False,,,,,,,,,,
4680,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,0.0,,
4681,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,0.0,,
4682,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,0.0,,
4683,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,0.0,,
4684,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,1.0,,
4685,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,1.0,,
4686,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,1.0,,
4687,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,1.0,,
4688,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,2.0,,
4689,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,2.0,,
4690,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,2.0,,
4691,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,2.0,,
4692,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,3.0,,
4693,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,3.0,,
4694,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,3.0,,
4695,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,3.0,,
4696,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,4.0,,
4697,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,4.0,,
4698,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,4.0,,
4699,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,4.0,,
4700,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,5.0,,
4701,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,5.0,,
4702,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,5.0,,
4703,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,5.0,,
4704,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,6.0,,
4705,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,6.0,,
4706,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,6.0,,
4707,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,6.0,,
4708,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,7.0,,
4709,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,7.0,,
4710,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,7.0,,
4711,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,7.0,,
4712,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,8.0,,
4713,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,8.0,,
4714,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,8.0,,
4715,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,8.0,,
4716,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,9.0,,
4717,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,9.0,,
4718,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,9.0,,
4719,G0,L0,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,9.0,,
4720,G0,L0,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,0.0,,
4721,G0,L0,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,1.0,,
4722,G0,L0,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,2.0,,
4723,G0,L0,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,3.0,,
4724,G0,L0,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,4.0,,
4725,G0,L0,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,5.0,,
4726,G0,L0,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,6.0,,
4727,G0,L0,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,7.0,,
4728,G0,L0,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,8.0,,
4729,G0,L0,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,9.0,,
4730,G0,L0,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,10.0,,
4731,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,0.0,,
4732,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,0.0,,
4733,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,0.0,,
4734,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,0.0,,
4735,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,1.0,,
4736,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,1.0,,
4737,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,1.0,,
4738,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,1.0,,
4739,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,2.0,,
4740,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,2.0,,
4741,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,2.0,,
4742,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,2.0,,
4743,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,3.0,,
4744,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,3.0,,
4745,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,3.0,,
4746,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,3.0,,
4747,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,4.0,,
4748,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,4.0,,
4749,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,4.0,,
4750,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,4.0,,
4751,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,5.0,,
4752,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,5.0,,
4753,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,5.0,,
4754,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,5.0,,
4755,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,6.0,,
4756,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,6.0,,
4757,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,6.0,,
4758,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,6.0,,
4759,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,7.0,,
4760,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,7.0,,
4761,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,7.0,,
4762,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,7.0,,
4763,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,8.0,,
4764,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,8.0,,
4765,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,8.0,,
4766,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,8.0,,
4767,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,9.0,,
4768,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,9.0,,
4769,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,9.0,,
4770,G0,R_RAND,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,9.0,,
4771,G0,R_RAND,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,0.0,,
4772,G0,R_RAND,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,1.0,,
4773,G0,R_RAND,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,2.0,,
4774,G0,R_RAND,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,3.0,,
4775,G0,R_RAND,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,4.0,,
4776,G0,R_RAND,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,5.0,,
4777,G0,R_RAND,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,6.0,,
4778,G0,R_RAND,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,7.0,,
4779,G0,R_RAND,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,8.0,,
4780,G0,R_RAND,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,9.0,,
4781,G0,R_RAND,P_bal,logistic,within_child,0.0,,heldout_child_calibration,False,,,,,,,,10.0,,
4782,G0,R_SUP,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,0.0,,
4783,G0,R_SUP,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,0.0,,
4784,G0,R_SUP,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,0.0,,
4785,G0,R_SUP,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,0.0,,
4786,G0,R_SUP,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,1.0,,
4787,G0,R_SUP,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,1.0,,
4788,G0,R_SUP,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,1.0,,
4789,G0,R_SUP,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,1.0,,
4790,G0,R_SUP,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,2.0,,
4791,G0,R_SUP,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,2.0,,
4792,G0,R_SUP,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,1.0,,,,,,2.0,,
4793,G0,R_SUP,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,10.0,,,,,,2.0,,
4794,G0,R_SUP,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.01,,,,,,3.0,,
4795,G0,R_SUP,P_bal,logistic,within_child,0.0,,training_child_C_selection,False,,0.1,,,,,,3.0,,
