mode,branch,window,probability,n_candidates,trial_count,ce_bits,J_bits,bacc,auroc,brier,auroc_definition,J_ci_lower,J_ci_upper
L0,all,post,raw,58,43963,0.9988505050795872,0.0011494949204128302,0.5246289829691019,0.5325569463967026,0.49918872371350065,candidate-macro; multiclass one-vs-rest macro,-0.0009760620649614127,0.003207919166548938
L0,all,post,calibrated,58,43963,0.9988023399452383,0.00119766005476174,0.5246289829691019,0.5325569463967026,0.49916345061639367,candidate-macro; multiclass one-vs-rest macro,-0.0005125677989762693,0.0028626202244271645
L0,all,pre,raw,58,43963,0.9999526065627492,4.739343725079781e-05,0.5053319079962925,0.5062380690570379,0.4999671637019116,candidate-macro; multiclass one-vs-rest macro,-0.00022588319058073635,0.00031577203941248513
L0,all,pre,calibrated,58,43963,0.999955848164407,4.4151835593031485e-05,0.5053319079962925,0.5062380690570379,0.4999694112609615,candidate-macro; multiclass one-vs-rest macro,-0.00012092818215389482,0.00020273976891156198
L0,left,post,raw,60,47175,0.9977398972903482,0.0022601027096518234,0.5258472454781712,0.5361582215181522,0.4984245414645129,candidate-macro; multiclass one-vs-rest macro,5.536991037205767e-05,0.004449931966386258
L0,left,post,calibrated,60,47175,0.9979745128046379,0.002025487195362108,0.5258472454781712,0.5361582215181522,0.49859391494300326,candidate-macro; multiclass one-vs-rest macro,0.0004921042741703815,0.0035369611039424782
L0,left,pre,raw,60,47175,0.99984158412333,0.0001584158766699817,0.5054806771330935,0.5094655839005056,0.4998902653454519,candidate-macro; multiclass one-vs-rest macro,-7.514383972495088e-05,0.00038047122498328554
L0,left,pre,calibrated,60,47175,0.999965878093294,3.412190670604165e-05,0.5054806771330935,0.5094655839005056,0.49997641497643663,candidate-macro; multiclass one-vs-rest macro,-0.00020664396046658586,0.0002514685135697573
L0,right,post,raw,60,47175,0.9990377760655098,0.0009622239344901917,0.5262781607146675,0.5338201092378,0.49931326962674494,candidate-macro; multiclass one-vs-rest macro,-0.001195036990231703,0.002995616486840925
L0,right,post,calibrated,60,47175,0.9986251159678173,0.001374884032182666,0.5262781607146675,0.5338201092378,0.4990414158199245,candidate-macro; multiclass one-vs-rest macro,-0.00017181419864168628,0.0028321939893233856
L0,right,pre,raw,60,47175,1.000143069646622,-0.00014306964662202937,0.4974701115361554,0.49616154952946295,0.50009911791131,candidate-macro; multiclass one-vs-rest macro,-0.000299994229472884,1.36454382989136e-05
L0,right,pre,calibrated,60,47175,1.0000244566599805,-2.4456659980520712e-05,0.4974701115361554,0.49616154952946295,0.5000169514803894,candidate-macro; multiclass one-vs-rest macro,-6.359214409072134e-05,1.5289608756782554e-05
R_RAND,all,post,raw,58,43963,0.9973874870293643,0.002612512970635694,0.5252104558273203,0.5341618511347971,0.49819241318783924,candidate-macro; multiclass one-vs-rest macro,0.0011693450749385276,0.004143299234739483
R_RAND,all,post,calibrated,58,43963,0.997509395146845,0.0024906048531549985,0.5252104558273203,0.5341618511347971,0.49827596527916246,candidate-macro; multiclass one-vs-rest macro,0.0009202778903899655,0.004122653091882283
R_RAND,all,pre,raw,58,43963,1.0001627996622442,-0.00016279966224419518,0.5068876238903076,0.5084286751899886,0.5001124564836507,candidate-macro; multiclass one-vs-rest macro,-0.0005907143443582643,0.00025066646402764403
R_RAND,all,pre,calibrated,58,43963,1.0000469003481478,-4.690034814780475e-05,0.5068876238903076,0.5084286751899886,0.5000324208679043,candidate-macro; multiclass one-vs-rest macro,-0.00038398276058172667,0.00030154268927152475
R_RAND,left,post,raw,60,47175,0.9982398135991812,0.001760186400818764,0.5228400472579644,0.5302680814842401,0.4987803541299335,candidate-macro; multiclass one-vs-rest macro,0.0002408961822346693,0.0033464076221124007
R_RAND,left,post,calibrated,60,47175,0.9984713522225993,0.0015286477774006935,0.5228400472579644,0.5302680814842401,0.49894004346701837,candidate-macro; multiclass one-vs-rest macro,0.0003384401382974806,0.002728958189251328
R_RAND,left,pre,raw,60,47175,0.9999215977991099,7.840220089005978e-05,0.5043750635012847,0.5073229833451832,0.49994565315462175,candidate-macro; multiclass one-vs-rest macro,-9.819934393045187e-05,0.00025289303672197514
R_RAND,left,pre,calibrated,60,47175,1.0000254391672998,-2.5439167299801113e-05,0.5043750635012847,0.5073229833451832,0.5000175997633136,candidate-macro; multiclass one-vs-rest macro,-0.00021818715723302115,0.00017061604419318143
R_RAND,right,post,raw,60,47175,0.9988447571845032,0.0011552428154968375,0.5171880933660573,0.5259152889316285,0.4991992547765863,candidate-macro; multiclass one-vs-rest macro,-0.00018915879931706635,0.0025007626638319696
R_RAND,right,post,calibrated,60,47175,0.9990682690048447,0.000931730995155311,0.5171880933660573,0.5259152889316285,0.49935228388004826,candidate-macro; multiclass one-vs-rest macro,-0.0003915900282239523,0.0022035626932540085
R_RAND,right,pre,raw,60,47175,1.000120025423574,-0.00012002542357403279,0.497091318623814,0.4934094696662673,0.5000831923074671,candidate-macro; multiclass one-vs-rest macro,-0.00022943586651246484,-1.1816923406586037e-05
R_RAND,right,pre,calibrated,60,47175,1.0000246545353417,-2.4654535341728234e-05,0.497091318623814,0.4934094696662673,0.5000170891882773,candidate-macro; multiclass one-vs-rest macro,-5.2092445175462996e-05,2.3593196747656187e-06
R_SUP,all,post,raw,58,43963,1.0092881369560724,-0.009288136956072446,0.5226025068305528,0.5339922643199895,0.5059231195780951,candidate-macro; multiclass one-vs-rest macro,-0.014331793254404535,-0.00422531433151594
R_SUP,all,post,calibrated,58,43963,1.0075493597715002,-0.007549359771500175,0.5226025068305528,0.5339922643199895,0.5048278370138204,candidate-macro; multiclass one-vs-rest macro,-0.012290168284126823,-0.0027131365020069778
R_SUP,all,pre,raw,58,43963,1.0001004361171757,-0.00010043611717569512,0.5063865520338209,0.5073855642714805,0.5000693971019329,candidate-macro; multiclass one-vs-rest macro,-0.00039891597775824683,0.00016495522588451055
R_SUP,all,pre,calibrated,58,43963,1.0001085125408318,-0.00010851254083177331,0.5063865520338209,0.5073855642714805,0.5000750666495235,candidate-macro; multiclass one-vs-rest macro,-0.000415328919827985,0.00019545895109547316
R_SUP,left,post,raw,60,47175,1.00934159272497,-0.009341592724970038,0.5137369183718109,0.5192857114566868,0.5061315555390201,candidate-macro; multiclass one-vs-rest macro,-0.013364475388391637,-0.005484981469166304
R_SUP,left,post,calibrated,60,47175,1.00913566849076,-0.009135668490759974,0.5137369183718109,0.5192857114566868,0.5060083890135803,candidate-macro; multiclass one-vs-rest macro,-0.0129933186360903,-0.005344280064382368
R_SUP,left,pre,raw,60,47175,0.9999049749476595,9.502505234049163e-05,0.5068521634852766,0.5090630050713141,0.4999341393053893,candidate-macro; multiclass one-vs-rest macro,-0.00014990125479858745,0.00034879755534141633
R_SUP,left,pre,calibrated,60,47175,0.9999467707629334,5.3229237066632074e-05,0.5068521634852766,0.5090630050713141,0.49996311632640505,candidate-macro; multiclass one-vs-rest macro,-0.00013025017126895206,0.0002548459812483155
