model,seed,fold,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
shared,11,0,7,1,558,95,0.4274525406388542,0.4509605547345686,1.0312581062316895,-0.03125810623168945
shared,11,0,12,1,981,194,0.5532263980403201,0.5463131557919281,0.9976317286491394,0.0023682713508605957
shared,11,0,14,1,984,198,0.5223063973063973,0.5065348137867222,1.0068838596343994,-0.006883859634399414
shared,11,0,21,1,874,174,0.5960755336617405,0.5663300492610838,0.9822374582290649,0.01776254177093506
shared,11,0,23,1,988,200,0.5495843908629441,0.5337055837563451,1.0008766651153564,-0.0008766651153564453
shared,11,0,24,2,1831,366,0.4892370241891867,0.4985191816333762,1.012254238128662,-0.01225423812866211
shared,11,0,29,1,438,84,0.577397767016411,0.6039144471347861,0.9911272525787354,0.008872747421264648
shared,11,0,30,1,988,197,0.584240856847658,0.5597008220654958,0.9859049916267395,0.014095008373260498
shared,11,0,33,1,970,193,0.5081121091483787,0.5013836930935376,1.0110604763031006,-0.011060476303100586
shared,11,0,37,1,739,157,0.4957810755794866,0.49070304462976333,1.0086301565170288,-0.008630156517028809
shared,11,0,42,1,980,194,0.5316229899530442,0.530029380131686,1.0002989768981934,-0.0002989768981933594
shared,11,0,48,1,766,155,0.633641307217148,0.6056755187160129,0.9713382124900818,0.028661787509918213
shared,11,0,49,1,994,196,0.5439235844713826,0.5466344432509846,1.002868413925171,-0.0028684139251708984
shared,11,0,57,1,998,200,0.5960213032581454,0.5538095238095239,0.9842009544372559,0.01579904556274414
shared,11,0,66,1,865,175,0.6122981366459628,0.5812629399585921,0.9714418649673462,0.02855813503265381
shared,11,1,5,1,995,200,0.5397610062893081,0.5317610062893081,0.996893048286438,0.0031069517135620117
shared,11,1,8,1,966,195,0.5506834281153348,0.5400179586950015,0.9957587122917175,0.004241287708282471
shared,11,1,10,1,991,198,0.6520883488096603,0.5938451348287414,0.971895158290863,0.028104841709136963
shared,11,1,11,1,892,182,0.5240171800030955,0.5256926172419131,1.0150302648544312,-0.015030264854431152
shared,11,1,20,2,1811,365,0.5537060194395498,0.5393991928607969,0.9988880157470703,0.0011119842529296875
shared,11,1,25,2,1776,356,0.5988882734609906,0.568824181041304,0.9807721972465515,0.019227802753448486
shared,11,1,27,1,991,199,0.48983554134307905,0.4863585604791635,1.0196449756622314,-0.019644975662231445
shared,11,1,40,1,780,155,0.534461935483871,0.5021161290322581,1.0038807392120361,-0.003880739212036133
shared,11,1,43,1,977,192,0.6035429936305732,0.5799197186836518,0.9802951812744141,0.019704818725585938
shared,11,1,45,2,1944,392,0.575057036345466,0.5733286871449611,0.9906755685806274,0.009324431419372559
shared,11,1,50,1,737,149,0.5841323106423777,0.5459126603661599,0.9844891428947449,0.015510857105255127
shared,11,1,56,1,996,200,0.5515295226130653,0.556645728643216,1.0001884698867798,-0.00018846988677978516
shared,11,1,58,1,969,195,0.5674517988471477,0.5379944345060624,0.9928525686264038,0.007147431373596191
shared,11,1,62,1,922,190,0.6258124820247339,0.6098073051481162,0.971694827079773,0.02830517292022705
shared,11,1,69,1,969,194,0.5455902893249085,0.5268240771533089,1.0011837482452393,-0.0011837482452392578
shared,11,2,4,2,1934,390,0.535723893981666,0.519953168593065,0.9973118305206299,0.002688169479370117
shared,11,2,6,1,772,155,0.5892717101479583,0.5617504051863857,0.9839984178543091,0.016001582145690918
shared,11,2,9,1,459,69,0.4908026755852843,0.4818840579710145,1.0126478672027588,-0.012647867202758789
shared,11,2,16,1,978,194,0.5550014464548706,0.5455962023984852,0.9891629815101624,0.010837018489837646
shared,11,2,31,2,1776,355,0.5627469248991486,0.5423496644893995,0.9935746192932129,0.006425380706787109
shared,11,2,32,1,1000,200,0.670375,0.6268750000000001,0.965216875076294,0.034783124923706055
shared,11,2,46,1,867,178,0.5257905122225665,0.5294393437810865,0.998792290687561,0.0012077093124389648
shared,11,2,47,1,999,200,0.49168022528160193,0.48095431789737175,1.0085046291351318,-0.008504629135131836
shared,11,2,55,1,655,131,0.5319037352135657,0.49809160305343514,0.9957137107849121,0.004286289215087891
shared,11,2,59,2,1837,372,0.5575782597526515,0.5348315534515028,0.9925366640090942,0.007463335990905762
shared,11,2,63,1,944,187,0.5065591025650082,0.5150926468822187,1.0242968797683716,-0.024296879768371582
shared,11,2,65,1,985,197,0.5953193846788116,0.567258883248731,0.9846844673156738,0.015315532684326172
shared,11,2,67,1,996,200,0.45296168341708537,0.47270100502512563,1.0132427215576172,-0.013242721557617188
shared,11,2,68,1,721,142,0.659259529543409,0.6240604247245128,0.9676993489265442,0.03230065107345581
shared,11,2,70,1,791,162,0.5521649100080472,0.5334108618422344,0.9966211318969727,0.0033788681030273438
shared,11,3,0,1,871,170,0.5994881262062599,0.5646303599899304,0.9794621467590332,0.020537853240966797
shared,11,3,1,2,1972,394,0.5215727998558864,0.5225965528555712,1.0033892393112183,-0.0033892393112182617
shared,11,3,2,1,847,172,0.5422782084409992,0.5310335917312661,1.000217318534851,-0.00021731853485107422
shared,11,3,3,1,992,198,0.6334980790270464,0.5990064371676462,0.9695286750793457,0.030471324920654297
shared,11,3,19,1,993,200,0.6544262295081966,0.6113650693568726,0.9627459049224854,0.03725409507751465
shared,11,3,22,2,993,190,0.52018090057023,0.5301402634856132,1.008603572845459,-0.008603572845458984
