seed,fold,child,group,n_channels,auc_base,auc_occluded,drop
11,0,7,Fp1,1,0.40468341480050024,0.3809253154484483,0.02375809935205192
11,0,12,Fp1,1,0.5546444150434247,0.5549751765152806,-0.00033076147185595595
11,0,14,Fp1,1,0.5205811293597552,0.5163273960983885,0.004253733261366688
11,0,21,Fp1,1,0.5856978653530378,0.5863834154351395,-0.0006855500821016935
11,0,23,Fp1,1,0.5673223350253807,0.5633692893401016,0.0039530456852791
11,0,24,Fp1,1,0.4970197131613794,0.4939107405956844,0.0031089725656949785
11,0,29,Fp1,1,0.5807775087436104,0.5836359967715901,-0.002858488027979611
11,0,30,Fp1,1,0.6068973926213044,0.607612929723347,-0.0007155371020426404
11,0,33,Fp1,1,0.5180713652216242,0.5173945225758697,0.0006768426457545162
11,0,37,Fp1,1,0.5094282837568673,0.5054118239324097,0.004016459824457641
11,0,42,Fp1,1,0.5258977991133496,0.5235991972928308,0.0022986018205187753
11,0,48,Fp1,1,0.6003431708991077,0.5948418774087958,0.00550129349031192
11,0,49,Fp1,1,0.5575354201831109,0.5567426218607744,0.0007927983223364743
11,0,57,Fp1,1,0.6094423558897243,0.6112625313283209,-0.001820175438596583
11,0,66,Fp1,1,0.6162898550724638,0.6106004140786749,0.005689440993788875
11,0,7,Fp2,1,0.40468341480050024,0.4339774923269296,-0.029294077526429374
11,0,12,Fp2,1,0.5546444150434247,0.5579847784225624,-0.0033403633791377896
11,0,14,Fp2,1,0.5205811293597552,0.522409206569512,-0.001828077209756751
11,0,21,Fp2,1,0.5856978653530378,0.5902011494252873,-0.004503284072249536
11,0,23,Fp2,1,0.5673223350253807,0.5764562182741116,-0.00913388324873099
11,0,24,Fp2,1,0.4970197131613794,0.5007655868255656,-0.0037458736641862167
11,0,29,Fp2,1,0.5807775087436104,0.5747578692493946,0.0060196394942158005
11,0,30,Fp2,1,0.6068973926213044,0.6194144788772165,-0.01251708625591208
11,0,33,Fp2,1,0.5180713652216242,0.5188715732757183,-0.000800208054094087
11,0,37,Fp2,1,0.5094282837568673,0.5036881388578808,0.0057401448989865544
11,0,42,Fp2,1,0.5258977991133496,0.5253469216442381,0.0005508774691114215
11,0,48,Fp2,1,0.6003431708991077,0.6014729950900164,-0.0011298241909086792
11,0,49,Fp2,1,0.5575354201831109,0.5602718531021431,-0.00273643291903225
11,0,57,Fp2,1,0.6094423558897243,0.6177130325814537,-0.008270676691729428
11,0,66,Fp2,1,0.6162898550724638,0.6179296066252588,-0.0016397515527949436
11,0,7,Fz,1,0.40468341480050024,0.3932135955439354,0.011469819256564817
11,0,12,Fz,1,0.5546444150434247,0.5397994472026094,0.014844967840815237
11,0,14,Fz,1,0.5205811293597552,0.520112062096795,0.00046906726296025436
11,0,21,Fz,1,0.5856978653530378,0.5857142857142857,-1.6420361247937443e-05
11,0,23,Fz,1,0.5673223350253807,0.5593242385786801,0.007998096446700576
11,0,24,Fz,1,0.4970197131613794,0.4902637124899756,0.006756000671403806
11,0,29,Fz,1,0.5807775087436104,0.5804748453053539,0.0003026634382565785
11,0,30,Fz,1,0.6068973926213044,0.6036758713188344,0.0032215213024699985
11,0,33,Fz,1,0.5180713652216242,0.5202852741712846,-0.002213908949660337
11,0,37,Fz,1,0.5094282837568673,0.5037647470834153,0.005663536673451985
11,0,42,Fz,1,0.5258977991133496,0.529012880039873,-0.0031150809265234614
11,0,48,Fz,1,0.6003431708991077,0.6107333298136317,-0.010390158914523995
11,0,49,Fz,1,0.5575354201831109,0.5561863843281674,0.0013490358549435033
11,0,57,Fz,1,0.6094423558897243,0.5915977443609022,0.017844611528822107
11,0,66,Fz,1,0.6162898550724638,0.617080745341615,-0.0007908902691511344
11,0,7,F3,1,0.40468341480050024,0.40236444242355346,0.002318972376946782
11,0,12,F3,1,0.5546444150434247,0.5536652300920892,0.0009791849513354212
11,0,14,F3,1,0.5205811293597552,0.5275657336726038,-0.006984604312848641
11,0,21,F3,1,0.5856978653530378,0.583132183908046,0.0025656814449918075
11,0,23,F3,1,0.5673223350253807,0.5738324873096446,-0.0065101522842639925
11,0,24,F3,1,0.4970197131613794,0.49533187862511424,0.0016878345362651426
11,0,29,F3,1,0.5807775087436104,0.5845608017218187,-0.0037832929782082303
11,0,30,F3,1,0.6068973926213044,0.6110013027267418,-0.004103910105437425
11,0,33,F3,1,0.5180713652216242,0.5097825434612999,0.008288821760324305
11,0,37,F3,1,0.5094282837568673,0.525909996279029,-0.016481712522161684
11,0,42,F3,1,0.5258977991133496,0.5261076571968206,-0.0002098580834710706
11,0,48,F3,1,0.6003431708991077,0.6097249353254844,-0.009381764426376726
11,0,49,F3,1,0.5575354201831109,0.555521456702982,0.002013963480128833
11,0,57,F3,1,0.6094423558897243,0.6096052631578948,-0.00016290726817047574
11,0,66,F3,1,0.6162898550724638,0.6207619047619047,-0.004472049689440927
11,0,7,F4,1,0.40468341480050024,0.3996248721154939,0.005058542685006329
11,0,12,F4,1,0.5546444150434247,0.5446626232987071,0.009981791744717583
11,0,14,F4,1,0.5205811293597552,0.5238260467268101,-0.0032449173670549003
11,0,21,F4,1,0.5856978653530378,0.5813218390804598,0.0043760262725780485
11,0,23,F4,1,0.5673223350253807,0.5557741116751269,0.011548223350253739
11,0,24,F4,1,0.4970197131613794,0.49718476659393124,-0.00016505343255185378
11,0,29,F4,1,0.5807775087436104,0.572756927629809,0.00802058111380144
11,0,30,F4,1,0.6068973926213044,0.6004286805239143,0.006468712097390084
11,0,33,F4,1,0.5180713652216242,0.5216889724661746,-0.0036176072445504026
11,0,37,F4,1,0.5094282837568673,0.49609298049773454,0.013335303259132791
11,0,42,F4,1,0.5258977991133496,0.5329182078119672,-0.007020408698617642
11,0,48,F4,1,0.6003431708991077,0.5960720130932897,0.004271157805817993
11,0,49,F4,1,0.5575354201831109,0.55866068231804,-0.0011252621349291392
11,0,57,F4,1,0.6094423558897243,0.6040476190476192,0.005394736842105119
11,0,66,F4,1,0.6162898550724638,0.610302277432712,0.005987577639751773
11,0,7,F7,1,0.40468341480050024,0.4039558940547914,0.000727520745708865
11,0,12,F7,1,0.5546444150434247,0.5517658077784618,0.002878607264962807
11,0,14,F7,1,0.5205811293597552,0.5227240599378005,-0.0021429305780452657
11,0,21,F7,1,0.5856978653530378,0.5807922824302134,0.004905582922824392
11,0,23,F7,1,0.5673223350253807,0.5643527918781726,0.002969543147208098
11,0,24,F7,1,0.4970197131613794,0.4978571028926313,-0.0008373897312519141
11,0,29,F7,1,0.5807775087436104,0.5785411622276029,0.00223634651600757
