child,n_dev,frontal_shift_sd,kurtosis_dev,kurtosis_std,bic2_minus_bic1_dev,bic2_minus_bic1_std_matched,frac_dev_beyond_3sd,frac_std_beyond_3sd,frontal_mean_top10pct_logit,frontal_mean_bottom10pct_logit,frontal_auc_std_vs_dev
61,186,-0.006158038508147001,6.163286209106445,37.82652282714844,-30.32457863578179,-3.1705912280974644,0.010752688172043012,0.00938337801608579,-0.10656730830669403,0.706505298614502,0.5021476548761856
62,190,-0.15079542994499207,13.366992950439453,3.7698278427124023,-106.83999963715632,-33.60035367920955,0.015789473684210527,0.02185792349726776,0.23316147923469543,0.6115415692329407,0.4390494679321254
63,187,0.006633585784584284,3.849304676055908,16.325029373168945,-11.883964922828,-22.791596796912472,0.0106951871657754,0.015852047556142668,0.05469511076807976,0.09298276156187057,0.4873374352743379
64,197,-0.053477369248867035,2.9102120399475098,3.7113475799560547,-3.049933529667328,-4.5076466568035585,0.02030456852791878,0.015306122448979591,0.016932686790823936,0.5370554327964783,0.4791580337718844
65,197,-0.18382559716701508,3.5802574157714844,2.3966617584228516,-15.165165997318695,-17.27644524650998,0.01015228426395939,0.02030456852791878,-0.5701146125793457,0.2636070251464844,0.4411412301270324
66,175,0.05065596103668213,1.0850896835327148,1.549696445465088,8.237391092470602,-6.8446046331611115,0.005714285714285714,0.015942028985507246,0.2916770279407501,0.5036406517028809,0.5069482401656313
67,200,-0.06306283921003342,0.2932124137878418,17.25771141052246,15.665450375400951,17.528023999058178,0.0,0.007537688442211055,-0.8609492778778076,0.11387372761964798,0.4778454773869347
68,142,0.30726662278175354,0.61934494972229,2.82295560836792,14.621216715101184,14.093918264631213,0.007042253521126761,0.013816925734024179,-0.14994415640830994,-0.2461337000131607,0.5829623683378335
69,194,0.07877600193023682,2.3579888343811035,13.66910171508789,16.606483851427015,-25.404746617322985,0.010309278350515464,0.01032258064516129,-0.4463028907775879,0.2528972923755646,0.5241902228134353
70,162,-0.008516091853380203,1.7773957252502441,2.601072311401367,15.880151981771405,-13.356179481088702,0.037037037037037035,0.01589825119236884,-0.05407077446579933,0.2724652886390686,0.4971736442324678
71,190,0.17529194056987762,2.984830856323242,2.592104911804199,-16.52012058213313,16.187091389149828,0.02631578947368421,0.01576872536136662,0.21522670984268188,-0.06117168068885803,0.5546026696175392
72,148,-0.0774301066994667,0.02764296531677246,2.492994785308838,10.75651127960532,2.4504457202182266,0.0,0.014209591474245116,0.05641714110970497,0.4483829736709595,0.47100475253228363
