child,n_dev,frontal_shift_sd,kurtosis_dev,kurtosis_std,bic2_minus_bic1_dev,bic2_minus_bic1_std_matched,frac_dev_beyond_3sd,frac_std_beyond_3sd,frontal_mean_top10pct_logit,frontal_mean_bottom10pct_logit,frontal_auc_std_vs_dev
0,170,-0.11765212565660477,6.378050804138184,5.326262474060059,-34.81273656293365,-22.180552534308163,0.029411764705882353,0.021398002853067047,-0.8892467021942139,0.6623518466949463,0.4813879332046656
1,394,0.018690356984734535,11.6478910446167,11.56547737121582,-142.56114206962206,-191.73937426261523,0.012690355329949238,0.022813688212927757,0.22981682419776917,0.6919421553611755,0.5203946394909704
2,172,0.11863528192043304,15.58700180053711,11.095714569091797,-89.85760163730868,-48.7309288925577,0.023255813953488372,0.016296296296296295,-0.8723012804985046,0.5785326361656189,0.5274849267872523
3,198,-0.11297222971916199,1.8298759460449219,3.820013999938965,16.82390324586163,0.5433365535093344,0.015151515151515152,0.015113350125944584,-0.26366856694221497,0.16566839814186096,0.46329160623870946
4,390,-0.10647667944431305,0.917778730392456,2.770895004272461,20.228135442132952,19.572510575647357,0.007692307692307693,0.012953367875647668,-0.06810053437948227,0.26901617646217346,0.46858144014879766
5,200,-0.1379614919424057,2.4434051513671875,3.546499252319336,-7.375702578700611,-29.565224368251393,0.01,0.01509433962264151,-0.46733176708221436,0.38190579414367676,0.4613018867924529
6,155,0.10422110557556152,1.4073486328125,0.44818806648254395,2.0823203145944262,15.85887776012055,0.01935483870967742,0.006482982171799027,-0.36440345644950867,0.422781378030777,0.5204684477440268
7,95,0.42754775285720825,0.6428210735321045,15.104986190795898,13.689467236004646,-53.01227875093383,0.010526315789473684,0.01079913606911447,0.04058115929365158,0.410466730594635,0.6314425372286008
8,195,0.029868444427847862,10.183162689208984,123.78495025634766,-66.19301452125399,-244.09869565452414,0.010256410256410256,0.011673151750972763,-0.2582061290740967,-0.046770740300416946,0.5294023745385613
9,69,0.1423158198595047,2.1347126960754395,0.7039752006530762,4.519585024350846,7.909355055326188,0.014492753623188406,0.005128205128205128,0.13343901932239532,0.075999915599823,0.5321441843180973
10,198,-0.08059405535459518,20.54006004333496,2.7812695503234863,-102.4608453083681,-2.1111062336610757,0.04040404040404041,0.017654476670870115,-0.5900412201881409,0.0037473440170288086,0.47976613550384045
11,182,0.1298150271177292,9.164640426635742,8.676958084106445,-69.22733159282234,-35.49546475627449,0.02197802197802198,0.023943661971830985,0.5780445337295532,-0.1932331919670105,0.5370608264974462
12,194,0.012836601585149765,1.279984951019287,7.672471046447754,15.687987719530042,5.670376215928968,0.005154639175257732,0.016518424396442185,0.055254630744457245,0.5449764728546143,0.5036678499849356
13,200,-0.25266629457473755,14.69025993347168,28.45899200439453,-103.50774260250432,15.76754121097224,0.035,0.01639344262295082,-0.5544455647468567,0.27304884791374207,0.419186633039092
14,198,0.0238849725574255,1.9158339500427246,3.5593981742858887,-9.356040315692326,-17.330698328082462,0.020202020202020204,0.022900763358778626,0.21536500751972198,0.31837913393974304,0.514258359678207
15,185,0.061088062822818756,2.5467352867126465,4.751347064971924,-7.799810658538831,-5.682433138931287,0.021621621621621623,0.01606425702811245,-0.6541145443916321,0.558882474899292,0.5133832627808531
16,194,-0.025241630151867867,3.092668056488037,2.6049885749816895,-24.46557530308337,-15.122243012434069,0.020618556701030927,0.015306122448979591,-1.3187580108642578,1.365509033203125,0.5003024405638544
17,143,0.3009183704853058,1.3677730560302734,5.465899467468262,4.481963694628007,-1.9294542664925984,0.02097902097902098,0.011725293132328308,-0.021511094644665718,0.22008217871189117,0.5864169331506015
18,185,-0.05036113038659096,3.8466992378234863,5.880947113037109,-30.792708884323133,-26.743469725692762,0.02702702702702703,0.017333333333333333,-0.37656158208847046,0.4648853540420532,0.4962450450450451
19,200,0.091194748878479,0.35072970390319824,0.26467275619506836,17.097344677769115,15.757003109775951,0.005,0.005044136191677175,0.058183733373880386,-0.16661697626113892,0.5312988650693569
20,365,-0.09455059468746185,7.134272575378418,6.511346817016602,-155.30647058268505,-116.90175075312573,0.0273972602739726,0.028354080221300138,0.060109835118055344,-0.3001013398170471,0.4620227742094394
21,174,0.13482551276683807,0.7022242546081543,1.755420207977295,15.976062496459576,15.86708184078941,0.005747126436781609,0.011428571428571429,0.06265097111463547,0.3252941370010376,0.5361494252873563
22,190,-0.03683743253350258,24.291053771972656,184.2034912109375,-74.09437366440852,-111.16388507798274,0.005263157894736842,0.0062266500622665,-0.051466841250658035,0.5903394222259521,0.48027135085534506
23,200,0.3170938193798065,2.2280750274658203,0.37162327766418457,16.291203778110912,14.268222134434154,0.015,0.0025380710659898475,0.2192266434431076,0.031195810064673424,0.5868527918781726
24,366,0.1055663675069809,4.105327606201172,6.500268936157227,-55.574666547189736,-29.16297011316874,0.01912568306010929,0.015699658703071672,0.24532003700733185,0.31897079944610596,0.5360413286335067
25,356,0.04670894891023636,30.762802124023438,16.16876220703125,-155.70255842389906,-136.81818666639174,0.016853932584269662,0.018309859154929577,-0.1627887487411499,-0.1068454384803772,0.5126305586326951
26,195,0.06203124672174454,10.0989408493042,4.686226844787598,-68.48984016860811,-5.712852615965289,0.03076923076923077,0.016883116883116882,-0.6990662217140198,1.0449190139770508,0.4961105561105561
27,199,-0.10710310935974121,1.843742847442627,4.4677252769470215,-1.5029511931696788,-1.0816369536677257,0.01507537688442211,0.011363636363636364,-0.05632828548550606,0.42022761702537537,0.4632188721384702
28,106,0.14903339743614197,30.145557403564453,2.596484661102295,-74.56765371833518,14.452422556536646,0.018867924528301886,0.014285714285714285,0.3963954448699951,0.08434173464775085,0.537017070979335
29,84,-0.05331651493906975,0.17501473426818848,0.36127305030822754,13.27338453959635,10.141416995040686,0.011904761904761904,0.005649717514124294,0.49189093708992004,0.40091297030448914,0.4826809254775356
30,197,-0.018346110358834267,5.680566787719727,7.785530090332031,-37.5528703697247,-28.703448868565033,0.02030456852791878,0.025284450063211124,0.2120262086391449,0.04381838068366051,0.5069596411404955
31,355,-0.05208317190408707,1.9129438400268555,1.9594569206237793,1.7643061634549895,4.344005918169842,0.011267605633802818,0.009852216748768473,-0.10333018004894257,-0.07819952070713043,0.4958995351418858
32,200,-0.26371538639068604,1.3441762924194336,0.5032556056976318,6.694760601841381,1.678910534702709,0.01,0.0075,-0.3488848805427551,0.29028746485710144,0.4249625
33,193,-0.05568268895149231,1.8792452812194824,12.399744987487793,-0.36486779922165624,-9.746868483959815,0.0051813471502590676,0.01673101673101673,-0.029625995084643364,0.439406156539917,0.4819453057795026
34,200,-0.03778046742081642,9.540634155273438,19.33317756652832,-35.57189436642034,1.9387391022075917,0.015,0.006257822277847309,-0.5232596397399902,0.04222377389669418,0.4823842302878598
35,195,-0.02292848937213421,-0.1929490566253662,0.30690693855285645,15.179273944245892,6.844906669007855,0.0,0.00904392764857881,-0.5533533096313477,0.4351576268672943,0.4865103027893726
36,174,0.0035152595955878496,0.015205860137939453,68.8062973022461,16.245174606597516,16.691883285796735,0.0,0.008438818565400843,0.10249680280685425,0.5224045515060425,0.4961443328968427
37,157,0.06688588112592697,1.228954792022705,1.6687426567077637,3.605481152312109,15.943985705153295,0.012738853503184714,0.012027491408934709,-0.8341901302337646,1.1249357461929321,0.5131437826952963
38,398,-0.09675958752632141,5.647695541381836,7.4473371505737305,-133.85525208122317,-137.89967899925296,0.04020100502512563,0.022756005056890013,-0.007432590704411268,-0.4123385548591614,0.46778456123855683
39,197,-0.06420101970434189,1.5957956314086914,1.2348356246948242,11.12843551559024,16.682737731166412,0.015228426395939087,0.0075282308657465494,-0.17357292771339417,0.49947357177734375,0.47948843696858146
40,155,0.09988994151353836,0.6546545028686523,0.46770811080932617,15.116712909885564,14.687481981464543,0.0064516129032258064,0.0048,0.038764651864767075,0.127891406416893,0.537032258064516
41,198,-0.007019701413810253,0.5832769870758057,4.7177228927612305,16.17688576691876,-15.527584390704533,0.0,0.013888888888888888,-0.2549179792404175,-0.2044772505760193,0.4950451484542394
42,194,-0.009838747791945934,0.2812612056732178,1.169487476348877,9.05467692469972,14.95732585048097,0.0,0.008905852417302799,0.007610476575791836,0.6765251755714417,0.4894152829149288
43,192,-0.03734567016363144,17.479265213012695,3.8851699829101562,-59.25946578821356,-21.69153365930731,0.010416666666666666,0.016560509554140127,0.0970362052321434,0.6932687759399414,0.5156316348195329
44,175,-0.2094244658946991,5.81369686126709,1.4153008460998535,-9.857649228879495,12.849395849398093,0.02857142857142857,0.007462686567164179,-0.33479371666908264,0.1393054872751236,0.43952238805970156
45,392,-0.05354093760251999,20.80946159362793,122.33705139160156,-97.07800525211314,-485.6982082703016,0.007653061224489796,0.01095360824742268,0.19790981709957123,0.12577493488788605,0.49566392278560906
46,178,0.07761764526367188,0.43770861625671387,1.16249418258667,16.113092998593515,-3.7728699645107326,0.011235955056179775,0.011611030478955007,-0.28734448552131653,0.11698409169912338,0.5226676016372858
47,200,0.1331612765789032,0.7717926502227783,0.9745936393737793,10.942235272251537,5.909982006870678,0.01,0.006257822277847309,0.29010775685310364,0.546140193939209,0.5320400500625783
48,155,-0.11072719842195511,5.248091697692871,2.428079605102539,-27.559299606136165,-7.3188163221395826,0.025806451612903226,0.01800327332242226,-0.016027335077524185,0.2899496257305145,0.48710205374584237
49,196,-0.07324736565351486,1.1987333297729492,0.24962568283081055,17.025679655792146,15.457886763336091,0.01020408163265306,0.0037593984962406013,-0.5247737765312195,0.20124873518943787,0.47103089356043176
50,149,-0.005354198161512613,-0.08779048919677734,0.5902440547943115,15.485840563878298,13.010218386754275,0.006711409395973154,0.00510204081632653,-0.16623663902282715,0.13873699307441711,0.5020202711957267
51,397,0.025119688361883163,11.474912643432617,4.787919521331787,-43.08105000651017,-22.24678095972672,0.010075566750629723,0.011306532663316583,-0.6590666174888611,0.16987112164497375,0.4991740819968862
52,198,0.060837700963020325,0.7466089725494385,2.5333690643310547,13.842647237713436,16.671425027783016,0.0,0.007566204287515763,-0.08176431059837341,-0.023256655782461166,0.510413084183576
53,197,-0.12473975867033005,18.378284454345703,15.930015563964844,-80.55662880020577,-125.63996276932198,0.01015228426395939,0.024327784891165175,0.36690887808799744,-1.3188045024871826,0.43045165315845235
54,196,0.23371240496635437,2.7754712104797363,29.95667266845703,-5.850918702362151,6.428567953826814,0.02040816326530612,0.011406844106463879,-0.027315828949213028,0.2777128517627716,0.5618646698223015
55,131,0.04376189783215523,2.7746543884277344,1.72959566116333,-2.7554488419352197,8.335517859572349,0.04580152671755725,0.007633587786259542,-0.22914551198482513,0.15818148851394653,0.49654740399743597
56,200,0.04688701778650284,0.10389137268066406,0.3809621334075928,17.1559956482281,13.49088219913142,0.01,0.00628140703517588,0.05511820316314697,0.7557222843170166,0.5176193467336683
57,200,-0.0036622616462409496,2.314542293548584,6.9007978439331055,-7.646689135707447,-167.11533995357854,0.01,0.023809523809523808,-0.9098254442214966,0.6257345676422119,0.5066478696741855
58,195,-0.03440884128212929,2.211627960205078,3.3031911849975586,16.5818332246414,-35.18138184036104,0.020512820512820513,0.01808785529715762,-0.30795469880104065,0.5224654674530029,0.4967070827535944
59,372,-0.0836915373802185,32.091796875,63.682708740234375,-113.99592006071566,-284.77899443968295,0.002688172043010753,0.008873720136518772,-0.19520165026187897,0.24020186066627502,0.43422510917831847
60,90,0.013275721110403538,3.602733612060547,1.292290210723877,-20.0875785115922,12.196562075260829,0.044444444444444446,0.011811023622047244,-2.1016812324523926,-0.30393415689468384,0.48615485564304456
