model,seed,fold,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
shared,11,0,2,1,933,140,0.5133714646009728,0.5127454512700415,1.003982663154602,-0.003982663154602051
shared,11,0,3,1,950,141,0.5143904128203105,0.5159640217762933,1.0017861127853394,-0.0017861127853393555
shared,11,0,10,6,2092,417,0.4942775331973227,0.49377286230716916,1.0251405239105225,-0.02514052391052246
shared,11,0,17,1,282,45,0.5528363806844819,0.4978902953586498,0.9901090860366821,0.009890913963317871
shared,11,0,18,1,421,85,0.4511904761904762,0.48618697478991596,1.0391417741775513,-0.03914177417755127
shared,11,0,20,1,48,8,0.396875,0.475,1.0639415979385376,-0.0639415979385376
shared,11,0,29,1,319,62,0.4983055102296975,0.5082214133299863,1.009580373764038,-0.009580373764038086
shared,11,0,36,2,460,86,0.4969531152841687,0.4806305185922149,1.0142381191253662,-0.014238119125366211
shared,11,0,40,1,945,190,0.4982084349947717,0.4933252004182642,1.0181211233139038,-0.01812112331390381
shared,11,1,9,1,798,124,0.9453012826648799,0.5,0.9501951932907104,0.04980480670928955
shared,11,1,12,1,921,184,0.5138634888797122,0.4962133502448234,1.0048238039016724,-0.004823803901672363
shared,11,1,21,2,813,163,0.5238367154318074,0.5093204341670599,1.0011264085769653,-0.001126408576965332
shared,11,1,27,2,694,137,0.5481463523306557,0.5324273676761587,0.9957016706466675,0.0042983293533325195
shared,11,1,31,1,872,169,0.5424806619138602,0.5317321369952949,0.9970338940620422,0.0029661059379577637
shared,11,1,32,1,937,190,0.46419009370816594,0.4839850630592546,1.0140821933746338,-0.014082193374633789
shared,11,1,37,2,961,185,0.47317497910281414,0.4927800222903316,1.0187151432037354,-0.01871514320373535
shared,11,1,39,2,836,149,0.5203784570596798,0.51279759288024,0.9999512434005737,4.875659942626953e-05
shared,11,1,41,1,120,18,0.6824618736383442,0.5669934640522876,0.9407665133476257,0.05923348665237427
shared,11,2,0,1,937,138,0.4607843137254902,0.4773176615697158,1.008321762084961,-0.008321762084960938
shared,11,2,4,1,991,149,0.5600918235584817,0.531329209775383,0.9933077096939087,0.006692290306091309
shared,11,2,5,1,715,111,0.5156091521985562,0.49580126484099996,1.009090781211853,-0.009090781211853027
shared,11,2,8,1,154,22,0.5497589531680441,0.5719696969696969,1.0013833045959473,-0.0013833045959472656
shared,11,2,13,1,815,163,0.5328954796943807,0.49233128834355827,0.9939345121383667,0.006065487861633301
shared,11,2,16,1,842,164,0.5625404705374487,0.557027483991654,0.9905058145523071,0.009494185447692871
shared,11,2,22,2,705,136,0.5298252868810089,0.5225498811123747,1.002573013305664,-0.0025730133056640625
shared,11,2,25,1,354,66,0.43071338383838387,0.445864898989899,1.0427275896072388,-0.04272758960723877
shared,11,2,26,1,632,118,0.34124183868627583,0.4503396425509464,1.0427972078323364,-0.042797207832336426
shared,11,3,6,1,938,139,0.5250537992634678,0.5219879165503643,1.0060003995895386,-0.006000399589538574
shared,11,3,11,9,2227,437,0.5285267760121704,0.5264423507152628,1.017946481704712,-0.017946481704711914
shared,11,3,14,1,161,30,0.5998727735368956,0.5376590330788804,0.9796125888824463,0.02038741111755371
shared,11,3,19,1,964,191,0.560984943410795,0.5842674559579526,0.9985360503196716,0.0014639496803283691
shared,11,3,23,3,1263,233,0.5053252218842452,0.5022750947956165,1.0150898694992065,-0.015089869499206543
shared,11,3,24,1,608,112,0.5539854550691243,0.5475230414746544,1.003076434135437,-0.0030764341354370117
shared,11,3,35,1,682,137,0.7782629076541886,0.72740909395299,0.9194545745849609,0.08054542541503906
shared,11,3,42,1,573,112,0.49721103191819027,0.48109699411217843,1.0449926853179932,-0.044992685317993164
shared,11,3,43,2,903,171,0.524989614290736,0.503942575016777,1.0229440927505493,-0.022944092750549316
shared,11,4,1,1,51,7,0.5113636363636364,0.4496753246753247,0.9890123605728149,0.010987639427185059
shared,11,4,7,1,94,14,0.5607142857142857,0.5330357142857143,0.9923092126846313,0.007690787315368652
shared,11,4,15,1,735,145,0.5280128579777907,0.5419053185271772,0.9977495074272156,0.002250492572784424
shared,11,4,28,2,929,183,0.5079806325905741,0.5246194640999722,1.0077557563781738,-0.007755756378173828
shared,11,4,30,1,863,169,0.46628753644936305,0.4590786624149515,1.0205717086791992,-0.02057170867919922
shared,11,4,33,2,943,199,0.5061902253201491,0.5049204355108878,1.003655195236206,-0.0036551952362060547
shared,11,4,34,1,742,161,0.5569162185565688,0.5540672004789344,0.9954606294631958,0.004539370536804199
shared,11,4,38,2,757,161,0.5265903122264372,0.5460002501146358,0.9986518025398254,0.0013481974601745605
shared,22,0,4,1,991,149,0.5572422643434456,0.5358167673643769,0.9943478107452393,0.005652189254760742
shared,22,0,6,1,938,139,0.5334635920800281,0.5119618948145613,0.995630145072937,0.004369854927062988
shared,22,0,8,1,154,22,0.44163223140495866,0.4810606060606061,1.029575228691101,-0.029575228691101074
shared,22,0,16,1,842,164,0.5737732930426649,0.5455248579034463,0.9901354312896729,0.009864568710327148
shared,22,0,21,2,813,163,0.5082255781028787,0.5086267107126002,1.003096580505371,-0.0030965805053710938
