child,kind,n,slope_per_position,slope_per_second,position_coef_given_time,bin0,bin1,bin2,bin3,bin4
0,standard,705,0.0021166607646383524,0.00029559625435465487,0.002506425729688369,-0.0014207864656417542,-0.02095426831926618,-0.0006157919324400091,-0.004464237010421384,-0.00011552064324651525
0,deviant,119,0.011115204835442115,0.000770292459608838,0.0158891094151251,-0.07497032015931372,0.02451099048961292,-0.012304517957899322,0.008585325876871741,-0.0028407331826030293
1,standard,281,-0.009811479072802538,-0.0008948408407411601,-0.010532197975657367,0.05865478515625,0.018747439329651585,0.007219042096819194,0.07687255482614776,0.0045075541794902165
2,standard,816,-0.009375937287247447,-0.0015646284704227559,-0.009457147522903116,0.03734215785717142,0.013595781464507616,0.03287987467608873,0.026753135349439537,-0.003286527291588162
2,deviant,144,0.013103963469266141,0.0005102820179010376,0.021688427803341938,0.04825702206841829,-0.04592143625452899,-0.009225992056039668,-0.05197601318359375,0.06879624076511548
3,standard,733,0.006143670772628315,0.0008349310011940437,0.008250062254648069,-0.13427446787231065,-0.06653159391795489,-0.10377678262844008,-0.11581245123171338,-0.08729699386317799
3,deviant,130,0.018448894897024958,0.005935581346733292,0.006584216007557247,-0.10582605997721355,-0.11246089446238981,-0.08666620499048477,-0.03783944936899038,-0.04039350670961599
4,standard,640,-0.0021444080336376547,0.0008630212431897353,-0.007502489616811839,-0.07267886437709976,-0.08032486527054399,-0.07988645364572337,-0.08396937052408854,-0.0830780521515877
4,deviant,127,0.014628891020878883,0.003169563193797211,0.012424999947677299,-0.05861192761045513,-0.05984767278035481,-0.04156748453776042,-0.04107611519949777,-0.00422121037197652
5,standard,815,0.00043703793205512306,-0.00011964293033538787,0.0014157369118010786,0.004720267529288928,-0.009343854018620082,0.00627460885555186,0.02360178455370202,0.0009131182252971149
5,deviant,146,0.01254566449140759,0.0013666679111190958,0.01586314512681433,-0.06133082875034266,0.07185586293538411,-0.03718171296296296,-0.03472064790271577,0.027395266073721423
6,standard,1437,0.0007975216449837152,-0.0001811719050279973,0.0019801487999183405,0.006817639235294226,-0.012207535729892013,-0.012388518914548709,-0.017825601262090367,0.00256659823040791
6,deviant,257,0.012815276607971132,0.0032275059638186008,0.006903645955355714,-0.028039764939692985,0.02661528410734954,-0.005773473668981483,0.0743638901483445,0.035819917777334585
7,standard,766,0.0009128379228411916,0.0007527938862753928,-0.0014132779264798144,-0.0357659796009893,-0.017948805683791036,-0.03286692935429262,-0.024110957308932465,-0.026899851584087194
7,deviant,131,-0.005336004386320006,-0.0006921012618369995,-0.005991083619818519,-0.000948438457414211,-0.039035240809122726,-0.013225936889648442,0.023417833116319443,-0.035057172383347594
8,standard,824,0.001147843808615968,0.000535166582784763,-0.00010200276908609685,0.019042747027399824,0.020012232092206143,0.014889218590476296,-0.026371251969110394,0.02458767341712702
8,deviant,140,-0.0039101769314384485,0.0002938120556576344,-0.008223839622138065,0.017111807158499043,0.05463639895121256,-0.022221035427517372,0.028327687581380212,0.009170416629675663
9,standard,489,-0.003322097275935888,-0.0006343161313174011,-0.00148714953835828,0.0421498412759895,0.011228600526467349,0.05405747448956525,-0.0039293005111369714,0.02371980835791348
9,deviant,90,-0.008356313922522993,-0.0003597491970867029,-0.010600954169019178,0.0732711400741186,-0.026313586112780448,0.06811893347537878,,0.0061884486804837805
10,standard,668,0.0069421560886641885,0.00111599120595782,0.005224251867290988,-0.05393518261636548,0.0008556426517547123,-0.028293841593974346,0.003998459026377683,-0.010855241172520914
10,deviant,115,0.0005072713598896647,-0.0022167715813988416,0.009861890933284195,0.022198994954427082,-0.01713273790147568,0.00883026123046875,0.020590331819322377,0.00946088697089524
11,standard,387,0.001310192240283253,0.0007560244759899071,-0.0012313314501808817,-0.056641000689882225,0.011990799790336975,-0.0596207328464674,-0.07992652955094004,-0.027618690376424608
11,deviant,68,0.027181673399587387,-0.005265185846581982,0.0700649699624347,,-0.22033615112304689,-0.10507405598958333,,-0.041311518351236975
12,standard,629,0.004662051611697599,-0.00041091082303352285,0.009576021028222775,-0.029722856150733095,-0.019127003351847336,-0.007518272966010386,0.04292449951171875,-0.01033388968013848
12,deviant,109,-0.009589172451490966,-0.0021253008247424043,-0.004896904353303205,0.061104910714285705,0.0372287326388889,,-0.03644346579527244,0.021029366387261283
13,standard,815,-0.002659926472441008,0.0010149300887082049,-0.009144897092487302,-0.025749376085069442,-0.02075832294967939,-0.08550153237437874,-0.033186530262106086,-0.040567335339685526
13,deviant,141,0.021214626737861685,0.005606408286505637,0.01573960270079805,-0.05079595970385002,-0.014719100225539425,,0.02546183268229166,0.03764805834517519
14,standard,619,-0.002061567873327018,-0.0022295862131816537,0.00723035784355058,0.006112281312333777,0.0008580839479124373,-0.03764692086439866,0.01725128798456917,-0.008230406570044518
14,deviant,111,0.013147426288060616,0.0003725672129511342,0.01838266037077992,-0.06321207682291667,0.004952225030637255,0.04572709401448568,,0.02180824502866868
15,standard,798,0.004746738258418715,-0.0011740973426892266,0.012052196947481796,0.012230376887127638,-0.031089645071127974,-0.01842112223307291,0.08417514782046796,0.010403235753377276
15,deviant,140,-0.0038924496898494827,-0.001190879233709473,-0.0010260684403039179,0.07654684561270254,0.03545888264973957,0.000429558031486729,,0.03659392848159326
16,standard,749,0.008551654042842808,0.0014188893121029535,0.01193798402604516,-0.06961661238011305,-0.03448456545092141,-0.04955765879746024,3.6660726968342354e-05,-0.029335389534632363
16,deviant,136,-0.0014680108174770206,-0.0014000015619450275,0.002909476789844204,0.009023393903459829,-0.04364089965820313,,0.016911525352328437,-0.022216665117364184
17,standard,701,0.0016918122760315164,-0.0005685083506985585,0.005336638479117272,-0.022565145685215185,-0.005500326679728708,-0.027223488534560226,0.016694237204159003,-0.013076430393589864
17,deviant,118,0.010019445570072488,0.0013777964260625615,0.010910812730717846,0.025053405761718755,0.04589576721191406,,,0.06452197933671487
18,standard,1190,-2.374187347785514e-06,-0.00012059146585449713,0.0004996590090018097,-0.0031805900206048816,-0.024346227231233013,0.0054343972711292056,-0.004652647432566417,-0.00866419886365349
18,deviant,197,0.008954216475225141,-0.0012297668933575708,0.012413911877210233,-0.033440638070154675,-0.001962729442266772,,0.04244486490885417,0.006903424675081982
19,standard,707,-0.0023015147781807696,0.00013122389755599375,-0.004337514697558543,-0.03736140898295811,-0.04338738397030848,-0.03154473077683221,-0.043764652063449226,-0.04660379145778505
19,deviant,130,-0.004461498392403534,-0.00423013467254542,0.009632363531848171,-0.0386233413428591,-0.014369629977042216,,-0.04109903971354166,-0.05708243228771068
20,standard,987,0.003939311781474419,0.0003673696708177133,0.006722756925934071,-0.05611504784113244,-0.04928735436980657,-0.026153861929517273,-0.0171407294232411,-0.038523183282474845
20,deviant,177,0.0046807103286575944,0.0028718449235516637,-0.002983951776784165,-0.020536876860119048,0.0073930952284071315,-0.08640404903527461,-0.03985680474175347,-0.002190666867975602
21,standard,795,-0.0021509790065187915,-0.00020159823318709655,-0.002942014884459227,-0.02469903213971135,-0.02975731893302568,-0.03522331437814548,-0.01800629729596676,-0.03559636046784152
21,deviant,140,0.02030551493646921,0.004772753761721778,0.016454248252303603,-0.09001275264855588,-0.03860600789388021,0.021784073267227567,,0.005695311620892809
22,standard,740,0.0063321423293974,0.00042991026132524577,0.007600210077229729,-0.0050550787146464255,-0.01648551266209609,-0.022724460420154385,0.007947423723008896,0.011590364408572713
22,deviant,137,0.010756441206932919,-0.00014242772394441956,0.014028161109399653,-0.03396723005506728,0.01608954535590278,0.001254399617513022,0.011420694986979165,0.020072513156467017
23,standard,796,0.0011291409336951644,-0.0009179408306982578,0.006077056119373087,-0.00427311070760091,0.02411920456659226,0.014530991062973486,0.012659799484979533,0.010224322624066296
