contrast,deviant_literal_code,median,n,q25,q75,variant,window
task_bapa_minus_puretone,devt,-0.04093563890733587,7,-0.061743162153682224,0.02614563688184443,primary,late
task_bapa_minus_puretone,devt,-0.034385642055743015,7,-0.06026682330829031,-0.008251364435757691,primary,poststim
task_bapa_minus_puretone,devt,-0.03684371494596683,7,-0.06255823113375272,0.005507358002906693,primary,prestim
task_bapa_minus_puretone,devt,-0.06816280986826506,3,-0.06909015305474564,-0.023965157621885946,strict,late
task_bapa_minus_puretone,devt,0.040357167991954435,3,-0.00286437307551346,0.11577258406149471,strict,poststim
task_bapa_minus_puretone,devt,-0.029019121231198985,3,-0.03778947224638701,0.006033061197205619,strict,prestim
