partition,window_centre_s,directions,children,auc_mean,auc_lo,auc_hi
early_late_halves,-0.16,72,36,0.5042974632992463,0.4899284616935815,0.5211714506190073
early_late_halves,-0.14,72,36,0.5068366018892934,0.4930011520985876,0.5237519891578608
early_late_halves,-0.12000000000000001,72,36,0.5162017488705741,0.5009950395398557,0.5332055317468941
early_late_halves,-0.1,72,36,0.5178830610672208,0.5020358279573471,0.5353031610106853
early_late_halves,-0.08000000000000002,72,36,0.5238470680845656,0.5090234236782332,0.5419013198451463
early_late_halves,-0.06,72,36,0.5289021668936651,0.5139332714809268,0.5471466345928679
early_late_halves,-0.04000000000000001,72,36,0.5354962553627192,0.5202668819531588,0.5541183571442841
early_late_halves,-0.020000000000000018,72,36,0.5355967768810264,0.5197624897314783,0.5545975426869031
early_late_halves,0.0,72,36,0.5357434906820568,0.5198643227151498,0.5544764902076538
early_late_halves,0.01999999999999999,72,36,0.6179889591161625,0.588498662850024,0.6494941188925882
early_late_halves,0.03999999999999998,72,36,0.6093985041330724,0.5805145337387194,0.641052462778455
early_late_halves,0.06,72,36,0.5953949587163285,0.5678710410795065,0.6257624633521885
early_late_halves,0.08000000000000002,72,36,0.5811298975464265,0.5553999315135325,0.6097557544949722
early_late_halves,0.09999999999999998,72,36,0.5590407667394616,0.5358224415538447,0.5868801705549711
early_late_halves,0.12,72,36,0.5396980603043846,0.5184588775703483,0.563204362188306
early_late_halves,0.14,72,36,0.5498211048981096,0.528087389538084,0.5736312529255717
early_late_halves,0.15999999999999998,72,36,0.5659543491073521,0.5369883280170258,0.5971252061745403
early_late_halves,0.18,72,36,0.5834135551173383,0.5511455606552846,0.6190694402090577
early_late_halves,0.2,72,36,0.6122415428750693,0.5776668851673927,0.6501974662356063
early_late_halves,0.21999999999999997,72,36,0.6365553506043728,0.6001423010161444,0.6755931578408554
early_late_halves,0.24,72,36,0.6545142747586372,0.6169718647399519,0.6940860694218798
early_late_halves,0.26,72,36,0.6456027305452302,0.6084724045186334,0.6846753222663569
early_late_halves,0.27999999999999997,72,36,0.6296755695333771,0.593550803929932,0.6674699662746656
early_late_halves,0.3,72,36,0.6051759942673459,0.5747505095793257,0.6379131547986531
early_late_halves,0.32,72,36,0.5977259807178356,0.570602213172238,0.627516371392296
early_late_halves,0.34,72,36,0.5976828498483979,0.5722358743937188,0.6270025305724797
early_late_halves,0.36000000000000004,72,36,0.5918528575901665,0.5650816814219283,0.6225644071707392
early_late_halves,0.37999999999999995,72,36,0.5845399511388204,0.5573795525261591,0.6149273484372951
early_late_halves,0.39999999999999997,72,36,0.578579830894875,0.5535059827644682,0.60661685294638
early_late_halves,0.42,72,36,0.5646693786558703,0.5415096006719997,0.5887188363217614
early_late_halves,0.44,72,36,0.5562734197734672,0.535071588065478,0.5783304597195067
early_late_halves,0.46,72,36,0.5464807650070301,0.525911589809141,0.568419714321721
early_late_halves,0.48000000000000004,72,36,0.5431081857552715,0.5221010656638607,0.5652517721091515
early_late_halves,0.49999999999999994,72,36,0.5436243807859794,0.5227438190956127,0.5651450530522371
early_late_halves,0.52,72,36,0.5378198464680387,0.516724678747763,0.5593825707961301
early_late_halves,0.54,72,36,0.5361908054816664,0.5167310993777512,0.5572281438183355
early_late_halves,0.56,72,36,0.5356410618045133,0.5171747211259095,0.5556297871360578
early_late_halves,0.5800000000000001,72,36,0.5368666974733596,0.5195300951658495,0.5561256359345584
early_late_halves,0.6000000000000001,72,36,0.5337207173756453,0.5166197625428923,0.5526544543886097
early_late_halves,0.6199999999999999,72,36,0.5288970262250822,0.5121293067284846,0.5471852943249964
early_late_halves,0.6399999999999999,72,36,0.5207997334048958,0.5052332107055654,0.538354176175503
early_late_halves,0.6599999999999999,72,36,0.5184030713787317,0.5033548519056571,0.5345443716490201
early_late_halves,0.6799999999999999,72,36,0.515587441638002,0.5001773080333226,0.5315620159481547
odd_even_blocks,-0.16,68,34,0.505382421219538,0.48973420609228935,0.5237474968665666
odd_even_blocks,-0.14,68,34,0.5029068447595298,0.4869801299712786,0.5216981032375365
odd_even_blocks,-0.12000000000000001,68,34,0.507474775179073,0.491025526879278,0.526348084862742
odd_even_blocks,-0.1,68,34,0.5128485244683825,0.4963365935544991,0.5319063539938361
odd_even_blocks,-0.08000000000000002,68,34,0.5159804722599537,0.49827014453863067,0.5357334284947457
odd_even_blocks,-0.06,68,34,0.5183890314860343,0.5005129387557219,0.5383725842049685
odd_even_blocks,-0.04000000000000001,68,34,0.523914879116813,0.5053549113485526,0.5445195399936196
odd_even_blocks,-0.020000000000000018,68,34,0.523596935742413,0.5040982123113272,0.5447352091211372
odd_even_blocks,0.0,68,34,0.5199696661526335,0.5001564234307299,0.5416616927502534
odd_even_blocks,0.01999999999999999,68,34,0.5932201855643656,0.5569893816874977,0.6326502257167665
odd_even_blocks,0.03999999999999998,68,34,0.5995082808922715,0.5643706342902665,0.6383563609618376
odd_even_blocks,0.06,68,34,0.5967593437647357,0.5651663916928003,0.6334112092601732
odd_even_blocks,0.08000000000000002,68,34,0.586522900664521,0.5570030274100173,0.6196892687314502
odd_even_blocks,0.09999999999999998,68,34,0.5654767305218998,0.5424269262863208,0.5937931389588872
odd_even_blocks,0.12,68,34,0.5482243113420449,0.5279155089631895,0.5724806434136562
odd_even_blocks,0.14,68,34,0.5561350633616,0.5323694213817615,0.583009443619087
odd_even_blocks,0.15999999999999998,68,34,0.5691832894185775,0.5401329057931881,0.6038026169562263
odd_even_blocks,0.18,68,34,0.5794767312199548,0.5456144290830016,0.6200020204358843
odd_even_blocks,0.2,68,34,0.6031325127232169,0.5662220534965373,0.647095678937446
odd_even_blocks,0.21999999999999997,68,34,0.6242284266355365,0.5853722213144559,0.6694474082433339
odd_even_blocks,0.24,68,34,0.6344080985831407,0.5918125684266231,0.682296289461461
odd_even_blocks,0.26,68,34,0.6300310364525065,0.5897662411659974,0.6769652531868335
odd_even_blocks,0.27999999999999997,68,34,0.6158299800406463,0.5774970899724867,0.6590553793274235
odd_even_blocks,0.3,68,34,0.5954952034257854,0.5639727923219221,0.631378449254034
odd_even_blocks,0.32,68,34,0.5930329307243875,0.5652184563465414,0.6245571090702485
odd_even_blocks,0.34,68,34,0.5879395647545668,0.5608332083677615,0.6180809855023126
odd_even_blocks,0.36000000000000004,68,34,0.582633528545471,0.5555728492698631,0.6128602235529523
odd_even_blocks,0.37999999999999995,68,34,0.5832433895282293,0.5575867474608284,0.612305959240629
odd_even_blocks,0.39999999999999997,68,34,0.5779452518761992,0.5546037797149587,0.6042368749649082
odd_even_blocks,0.42,68,34,0.5618003307650321,0.5404838735554971,0.5872570508736606
odd_even_blocks,0.44,68,34,0.5540045634943849,0.5346337497572529,0.5774836912209516
odd_even_blocks,0.46,68,34,0.5492205863659256,0.5295904331072675,0.572017814062182
odd_even_blocks,0.48000000000000004,68,34,0.5462667531166027,0.5274377925396387,0.5683223716886158
odd_even_blocks,0.49999999999999994,68,34,0.5461186988612224,0.5267507614683391,0.5688945921428981
odd_even_blocks,0.52,68,34,0.542887196331653,0.5222190815950836,0.5665427837381017
odd_even_blocks,0.54,68,34,0.5437153842174326,0.5217705821096715,0.5684998165721881
odd_even_blocks,0.56,68,34,0.5451567389008075,0.5242022655731318,0.5690293737073835
odd_even_blocks,0.5800000000000001,68,34,0.5438928246549957,0.5253799629699499,0.5659493764845819
odd_even_blocks,0.6000000000000001,68,34,0.5404049857305485,0.5218562277965759,0.5618572422775245
odd_even_blocks,0.6199999999999999,68,34,0.5334776938715636,0.515892451622356,0.5550240750428264
odd_even_blocks,0.6399999999999999,68,34,0.5236055280940259,0.5073336981631656,0.5426864324197034
odd_even_blocks,0.6599999999999999,68,34,0.5195410493349778,0.5044078288819556,0.5360163323857392
odd_even_blocks,0.6799999999999999,68,34,0.5114955841007661,0.49726512226325853,0.5275486221312335
