window_centre_s,bacc_mean,bacc_lo,bacc_hi,bacc_median,bacc_p25,bacc_p75,auc_mean,auc_lo,auc_hi,auc_median,auc_p25,auc_p75,ll_eeg_raw_mean,ll_eeg_raw_lo,ll_eeg_raw_hi,ll_eeg_raw_median,ll_eeg_raw_p25,ll_eeg_raw_p75,ll_eeg_mean,ll_eeg_lo,ll_eeg_hi,ll_eeg_median,ll_eeg_p25,ll_eeg_p75,ll_stack_mean,ll_stack_lo,ll_stack_hi,ll_stack_median,ll_stack_p25,ll_stack_p75,g_prior_raw_mean,g_prior_raw_lo,g_prior_raw_hi,g_prior_raw_median,g_prior_raw_p25,g_prior_raw_p75,g_prior_mean,g_prior_lo,g_prior_hi,g_prior_median,g_prior_p25,g_prior_p75,g_hist_mean,g_hist_lo,g_hist_hi,g_hist_median,g_hist_p25,g_hist_p75,ll_prior,ll_hist,bacc_hist,auc_hist
-0.16,0.5023105263012777,0.49433940837080287,0.5107010778439575,0.5038407958787856,0.4898740180667407,0.5206312074201757,0.5060903016580917,0.4961863839973634,0.5154678681186567,0.5101565055315055,0.4947824010332165,0.5237392511909699,0.7024955609366743,0.6881269324337723,0.7156536123631785,0.7146719170016318,0.6892448615940429,0.728236797055376,0.6936009580444648,0.6797094152282108,0.7061633459822173,0.7083809680172968,0.6752052691728301,0.7198293873757231,0.6935764215373856,0.6793516966938089,0.7062300745802487,0.7091700503913694,0.6740476411620626,0.719830141950083,-0.008925118773229388,-0.01697333484742471,-0.003698087059740647,-0.002913301143539271,-0.006832107482851346,-0.0006939361924647169,-3.0515881019532148e-05,-0.00021666094530302886,0.00013545324679038387,3.535219014250135e-06,-6.891912428041991e-05,0.00013914618776550425,-3.152551197893594e-05,-0.00022115717171600037,0.00013167999758498177,1.2565406199538387e-05,-8.782217385772118e-05,0.00013720056581265072,0.6935704421634451,0.6935448960254067,0.5012605088150218,0.5058478794805081
-0.14,0.5034489410964534,0.49583981088725737,0.5114328449077801,0.5047413607993416,0.4881486743337019,0.5146356891148973,0.501162120074682,0.48377904892884976,0.5149050999663575,0.5056789824961074,0.4869370469690747,0.5281864115251949,0.7066534032126114,0.692136270361527,0.7214081884110851,0.7143079549015476,0.6895112843031743,0.7294957836216858,0.6937304811029573,0.6797614359047249,0.7062472142184681,0.7085425716814242,0.6754287789423752,0.7198157881514843,0.6937041087831441,0.6794039078853696,0.7062939579392694,0.7092716606925974,0.6743013713847896,0.7198499857634685,-0.013082961049166281,-0.024729085003762453,-0.00466582918432504,-0.0028875344853179774,-0.006886484739743709,-0.0009397419809115681,-0.0001600389395123741,-0.0004794415363056318,8.87728046846837e-05,-1.95884661818857e-06,-9.950494422356071e-05,9.438461244989926e-05,-0.00015921275773737205,-0.0004782401148990494,9.235488681300613e-05,-8.250015134825261e-06,-0.00011248397515595254,0.00011650786900826993,0.6935704421634451,0.6935448960254067,0.5012605088150218,0.5058478794805081
-0.12000000000000001,0.5004449277535624,0.49152880908324437,0.5093546115960479,0.5010866592805148,0.48599178292012013,0.5164415025710712,0.5046654085430492,0.49337126795234126,0.5156520600108175,0.5029920136626844,0.4853181714498004,0.5274518510850746,0.7067683713181246,0.6906688411553088,0.7228105256445778,0.7139607979226622,0.6859130500194487,0.7303771099908882,0.6936194948258295,0.6797635321517288,0.7061617071447369,0.708641260219897,0.6752650113825258,0.7198526980370896,0.693594603052755,0.6793911209266355,0.7062569744134942,0.709206620020564,0.6741176306662457,0.7198911039104245,-0.013197929154679587,-0.027335612481233767,-0.004456502043584905,-0.0027651292365921676,-0.005938617457075607,-0.0012580749228869315,-4.905266238459134e-05,-0.0002449932002061149,0.00011068505475427193,-2.2710333703046537e-06,-9.29678808318235e-05,0.00012670696213881727,-4.970702734846969e-05,-0.00025417881154880383,0.0001115365230892492,1.8361223046436947e-06,-9.51317679503405e-05,0.00011137884243714313,0.6935704421634451,0.6935448960254067,0.5012605088150218,0.5058478794805081
-0.1,0.5049692525018938,0.4956046011693527,0.5149949940605942,0.5010628187432828,0.48977030958812523,0.5146597391268695,0.5131541072649833,0.4956831368868729,0.5348940065898266,0.5028843687484906,0.4861054612609595,0.5266727361544501,0.7074343049490649,0.6900424814858802,0.7253195232643183,0.7142886706085121,0.6821316247966244,0.7299496058005093,0.6934849144864114,0.6796682199072257,0.7060346065916854,0.7087227335760355,0.6747347091026314,0.7199478084649766,0.6934564848269651,0.6792994411185332,0.7062267914617388,0.7092275957936418,0.67360402264185,0.7200103349534362,-0.01386386278561992,-0.029652237592461866,-0.003986301895365644,-0.003790542657317486,-0.006543187305077275,-0.0007662893420910255,8.552767703373654e-05,-0.00014458255365457282,0.0003768240297730265,1.1420706415077309e-05,-0.00015557453350273365,0.0001909491756833248,8.841119844149008e-05,-0.00015754750463269367,0.0004054784324317938,3.471978123475994e-05,-0.00020879479264288014,0.00015806604717866213,0.6935704421634451,0.6935448960254067,0.5012605088150218,0.5058478794805081
-0.08000000000000002,0.5024769975022666,0.4928886763841972,0.5127594088686177,0.4989032222582599,0.4902669404650507,0.5217901952002394,0.5148349608787612,0.49507867192787514,0.540049183377293,0.5024589971698992,0.48494005125848494,0.5329531290960765,0.7104397215206041,0.6927434375103436,0.7292780507730057,0.7143299294188752,0.6865070528643957,0.7307844153387388,0.6933371566996261,0.6795814184023504,0.7059305896290339,0.7086850679911953,0.6745931291208991,0.7202913271619205,0.6933137657901106,0.6792476387586786,0.7061124005013488,0.7091407715197282,0.6733717784846394,0.7204105844919713,-0.016869279357159282,-0.03332393648077569,-0.005282896076533658,-0.0042777846690387755,-0.006870407858930616,-0.0012780771214142284,0.0002332854638187916,-0.00011990464940207107,0.0007779417025860497,3.41014319386046e-05,-0.00023378075085994654,0.0002710914511777629,0.0002311302352962858,-0.00013347138776288026,0.0007755897772367867,4.565781116244727e-05,-0.0002773130281249203,0.00030817721623119243,0.6935704421634451,0.6935448960254067,0.5012605088150218,0.5058478794805081
-0.06,0.5028806042401325,0.4932558515973536,0.5127090425321804,0.503488088245637,0.4860225763759423,0.5156804754223254,0.5158503546685955,0.4955876109243676,0.5426451757605452,0.5040377050832441,0.48596149839302016,0.5304141097011474,0.7134700945166431,0.6960889526424461,0.7329765889651443,0.7174729964643469,0.6877426205358671,0.7304543186308938,0.6932205315123191,0.679375616996804,0.7058653675980149,0.7088219285502348,0.674570473707397,0.7201881858223608,0.6932054157518591,0.6791733648401621,0.7060169873401619,0.70928675128143,0.6733690702656714,0.7202622522339606,-0.019899652353198162,-0.038718138521076084,-0.006227464666692437,-0.0036038334849048392,-0.009049417755912531,-0.0011815025613481078,0.00034991065112596607,-0.00015157055521413897,0.0011202957381969477,8.71268627002375e-05,-0.00040660864224073556,0.00036029505890664004,0.0003394802735476058,-0.00018176983284404956,0.0011105466488102688,8.044932948869654e-05,-0.0003418274635020868,0.0003808506643467602,0.6935704421634451,0.6935448960254067,0.5012605088150218,0.5058478794805081
-0.04000000000000001,0.5035299471358915,0.49484198714622035,0.511702542753025,0.5016554158044086,0.49032287309082256,0.5198403914713925,0.5167141596626758,0.4968235644836761,0.5429505355815294,0.5017403606526722,0.48908791540938606,0.5298410379388073,0.7134378696110986,0.6957538365440578,0.7337094057634463,0.7177464199570717,0.6893988060887215,0.7318410751887118,0.6933290419820738,0.6795537742335188,0.70592053183686,0.7089551893590964,0.6746025047393662,0.7198127291478257,0.6932849452491041,0.6792378382889117,0.7061236066179595,0.7092979441387599,0.6734019384203278,0.7198525179053101,-0.019867427447653546,-0.040381336655340695,-0.005906302613948856,-0.003652024472619364,-0.009720588606595998,-0.0007511892183136026,0.00024140018137145858,-0.00026215568703666825,0.0009165094968611978,0.0001258421154158862,-0.00037202089618249,0.0003257758695370261,0.00025995077630246096,-0.0002836353643593315,0.0009881011109697975,0.00012809827516779837,-0.0003111060220080675,0.0003255196813711225,0.6935704421634451,0.6935448960254067,0.5012605088150218,0.5058478794805081
-0.020000000000000018,0.504769759823159,0.4977843387061739,0.5120942568844299,0.5022556923824939,0.486920706832066,0.5211956691912554,0.518915732393554,0.49947522997237664,0.5444212118353895,0.5065982894019873,0.4847354783632203,0.5395875947599331,0.7143535700141822,0.6956114057688683,0.7372861876700514,0.7175276105483821,0.6902350260968123,0.7296859662580669,0.6934699818005557,0.6796932891691874,0.7060531629469396,0.7089619406235786,0.6747171069118427,0.7198454162995533,0.6934574906541318,0.679394876884949,0.7062473536435323,0.7092723837910164,0.6735570280706843,0.7198263278342384,-0.020783127850737,-0.04518279988232695,-0.005564995074772262,-0.004141700971742435,-0.008818288431110405,-0.0003269322653856044,0.0001004603628892051,-0.0003761995399259647,0.0006259344951343842,0.00015614570518529547,-0.0002385753903631771,0.00039995170517173606,8.740537127493424e-05,-0.0003999888601511087,0.0006216228191499791,0.00014604545912805245,-0.00025461920010402816,0.00040522532004858003,0.6935704421634451,0.6935448960254067,0.5012605088150218,0.5058478794805081
0.0,0.506816269297252,0.49567560891444307,0.5174434176468742,0.508912512170047,0.4920954905412611,0.5315720633343584,0.5203857043404367,0.5000678379091746,0.5452700465880699,0.5075817253583034,0.49365545880128336,0.5458322567003355,0.7161683148948135,0.6950413189002265,0.7421738610674768,0.7153598816811767,0.6903792753192797,0.7285180810647003,0.6936701078039326,0.6798003201339412,0.7062491972400792,0.7089639885218277,0.6749708598284869,0.719961227411249,0.6936388877632584,0.6794600084322949,0.7063101597035859,0.709243348017985,0.6738061860390149,0.7199771862205312,-0.022597872731368582,-0.048948127163150015,-0.0058166916857518075,-0.003803533548168203,-0.010819545554037246,-0.0011272902517408256,-9.966564048760471e-05,-0.0005353310481770859,0.00024547483895039903,2.2628832159643508e-05,-0.00017946162492357698,0.0002894778015912203,-9.399173785183606e-05,-0.0005462815802824918,0.00026371157582933243,3.56022536114331e-05,-0.00016353955794076724,0.00032408474831507883,0.6935704421634451,0.6935448960254067,0.5012605088150218,0.5058478794805081
0.01999999999999999,0.5229440451435358,0.5080090008016828,0.5398420187685837,0.5115679029588065,0.49913551315826177,0.5373681081243149,0.5487864932137049,0.5202055862159426,0.5816914997461137,0.5265038426120059,0.4948582041345393,0.5495674896186818,0.7336335025171099,0.7005293046306073,0.7794177541156508,0.7178765123266517,0.6772949948203253,0.7317520455647937,0.692383079486946,0.6780967266375009,0.7053902436877235,0.7085445229461935,0.6730951565283011,0.720267609687879,0.6923572599015568,0.6779084621438038,0.7054660475680459,0.7087595440875598,0.6719100660196042,0.7207096892177569,-0.040063060353665,-0.08690998170329339,-0.006537862526993033,-0.007369640144697875,-0.018033815901000866,-0.0009554042095314408,0.0011873626764989141,-0.000248119121821898,0.0032469839103818968,0.0003026448468683718,-0.00011663084457641526,0.0007348710933766378,0.001187636123849893,-0.0002695098486120912,0.003307367302880776,0.0002713239488500996,-0.00011553971929867402,0.0007292879825827603,0.6935704421634451,0.6935448960254067,0.5012605088150218,0.5058478794805081
