packet,world,seed,dimension,rate,first,second,estimate,ci_lower,ci_upper,test_groups,test_trials,units,ci_scope,oracle_expected_gain_bits,mode,outer_profile
N3,strong_history_null,220001,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_null,220001,400,0.15,Hdup,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_increment,220001,400,0.15,H,HP,0.02695450079319878,0.018901519898371955,0.03411908475754532,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,0.0443633764605864,L0,1
N3,strong_history_increment,220001,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_increment,220001,400,0.15,H,Hdup,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_increment,220001,400,0.15,Hnoise,HP,0.02695450079319878,0.018901519898371955,0.03411908475754532,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_increment,220001,400,0.15,Hdup,HP,0.02695450079319878,0.018901519898371955,0.03411908475754532,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,history_copy,220001,400,0.15,H,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,6.515932365172965e-18,L0,1
N3,history_copy,220001,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,history_copy,220001,400,0.15,H,Hdup,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,history_copy,220001,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,history_copy,220001,400,0.15,Hdup,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,near_deterministic,220001,400,0.15,H,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,L0,1
N3,near_deterministic,220001,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,near_deterministic,220001,400,0.15,H,Hdup,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,near_deterministic,220001,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,near_deterministic,220001,400,0.15,Hdup,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_increment_weak,220001,400,0.15,H,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,0.005448706448356316,L0,1
N3,strong_history_increment_weak,220001,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_increment_weak,220001,400,0.15,H,Hdup,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_increment_weak,220001,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_increment_weak,220001,400,0.15,Hdup,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_null,220002,400,0.15,H,HP,-0.0030188003139923294,-0.00518639716534265,-0.0011114189428704944,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,8.274114844439398e-18,L0,2
N3,strong_history_null,220002,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,strong_history_null,220002,400,0.15,H,Hdup,-0.001005005500709787,-0.0035162784630289683,0.0016088090619237544,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,strong_history_null,220002,400,0.15,Hnoise,HP,-0.0030188003139923294,-0.00518639716534265,-0.0011114189428704944,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,strong_history_null,220002,400,0.15,Hdup,HP,-0.0020137948132825426,-0.005358315530136851,0.0011665860676935405,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,strong_history_increment,220002,400,0.15,H,HP,0.03577745939299669,0.02623488934245015,0.0458660739754823,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,0.049081343637871956,L0,2
N3,strong_history_increment,220002,400,0.15,H,Hnoise,0.0003347353987054186,-0.0025138531987518664,0.0033038075182338505,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,strong_history_increment,220002,400,0.15,H,Hdup,-0.002501622364234008,-0.007206828841883942,0.0020490024080926724,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,strong_history_increment,220002,400,0.15,Hnoise,HP,0.03544272399429127,0.026305831582404758,0.04523967949004157,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,strong_history_increment,220002,400,0.15,Hdup,HP,0.038279081757230694,0.02800903734371729,0.05028724252723441,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,history_copy,220002,400,0.15,H,HP,0.00029883816128050317,-0.002834550477486281,0.0035845583614200287,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,8.274114844439398e-18,L0,2
N3,history_copy,220002,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,history_copy,220002,400,0.15,H,Hdup,-0.001005005500709787,-0.0035162784630289683,0.0016088090619237544,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,history_copy,220002,400,0.15,Hnoise,HP,0.00029883816128050317,-0.002834550477486281,0.0035845583614200287,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,history_copy,220002,400,0.15,Hdup,HP,0.0013038436619902903,-0.0023120380924237785,0.005586580350857561,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,near_deterministic,220002,400,0.15,H,HP,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,L0,2
N3,near_deterministic,220002,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,near_deterministic,220002,400,0.15,H,Hdup,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,near_deterministic,220002,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,near_deterministic,220002,400,0.15,Hdup,HP,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,strong_history_increment_weak,220002,400,0.15,H,HP,0.0031627582934509735,0.0015595513328182545,0.004731370513910244,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,0.00612749585487457,L0,2
N3,strong_history_increment_weak,220002,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,strong_history_increment_weak,220002,400,0.15,H,Hdup,-0.0006524939727965464,-0.0042115407809596005,0.0023448933402409945,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,strong_history_increment_weak,220002,400,0.15,Hnoise,HP,0.0031627582934509735,0.0015595513328182545,0.004731370513910244,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,strong_history_increment_weak,220002,400,0.15,Hdup,HP,0.00381525226624752,-1.1348836529913516e-05,0.007989036007701041,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,2
N3,strong_history_null,220003,400,0.15,H,HP,0.0007667028708314751,-0.0021111330144909612,0.00344127923693468,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,7.614042601755234e-18,L0,3
N3,strong_history_null,220003,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,strong_history_null,220003,400,0.15,H,Hdup,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,strong_history_null,220003,400,0.15,Hnoise,HP,0.0007667028708314751,-0.0021111330144909612,0.00344127923693468,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,strong_history_null,220003,400,0.15,Hdup,HP,0.0007667028708314751,-0.0021111330144909612,0.00344127923693468,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,strong_history_increment,220003,400,0.15,H,HP,0.042728778864636975,0.033476395840000964,0.05145130925292885,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,0.050436871162106496,L0,3
N3,strong_history_increment,220003,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,strong_history_increment,220003,400,0.15,H,Hdup,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,strong_history_increment,220003,400,0.15,Hnoise,HP,0.042728778864636975,0.033476395840000964,0.05145130925292885,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,strong_history_increment,220003,400,0.15,Hdup,HP,0.042728778864636975,0.033476395840000964,0.05145130925292885,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,history_copy,220003,400,0.15,H,HP,-0.0019360613836314673,-0.0036260592156830782,7.225782478101902e-05,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,7.614042601755234e-18,L0,3
N3,history_copy,220003,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,history_copy,220003,400,0.15,H,Hdup,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,history_copy,220003,400,0.15,Hnoise,HP,-0.0019360613836314673,-0.0036260592156830782,7.225782478101902e-05,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,history_copy,220003,400,0.15,Hdup,HP,-0.0019360613836314673,-0.0036260592156830782,7.225782478101902e-05,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,near_deterministic,220003,400,0.15,H,HP,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,L0,3
N3,near_deterministic,220003,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,near_deterministic,220003,400,0.15,H,Hdup,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,near_deterministic,220003,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,near_deterministic,220003,400,0.15,Hdup,HP,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,strong_history_increment_weak,220003,400,0.15,H,HP,0.0027466979080572143,6.741252538507281e-06,0.005337245135364954,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,0.0062992592854530715,L0,3
N3,strong_history_increment_weak,220003,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,strong_history_increment_weak,220003,400,0.15,H,Hdup,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,strong_history_increment_weak,220003,400,0.15,Hnoise,HP,0.0027466979080572143,6.741252538507281e-06,0.005337245135364954,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,strong_history_increment_weak,220003,400,0.15,Hdup,HP,0.0027466979080572143,6.741252538507281e-06,0.005337245135364954,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,3
N3,strong_history_null,220004,400,0.15,H,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,6.0194801358650946e-18,L0,4
N3,strong_history_null,220004,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,strong_history_null,220004,400,0.15,H,Hdup,-0.0017852470748933914,-0.0046840243945886805,0.001132412551558479,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,strong_history_null,220004,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,strong_history_null,220004,400,0.15,Hdup,HP,0.0017852470748933914,-0.0011324125515584798,0.0046840243945886805,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,strong_history_increment,220004,400,0.15,H,HP,0.02620137049623422,0.022652065784557855,0.030545225918953985,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,0.047118509329527596,L0,4
N3,strong_history_increment,220004,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,strong_history_increment,220004,400,0.15,H,Hdup,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,strong_history_increment,220004,400,0.15,Hnoise,HP,0.02620137049623422,0.022652065784557855,0.030545225918953985,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,strong_history_increment,220004,400,0.15,Hdup,HP,0.02620137049623422,0.022652065784557855,0.030545225918953985,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,history_copy,220004,400,0.15,H,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,6.0194801358650946e-18,L0,4
N3,history_copy,220004,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,history_copy,220004,400,0.15,H,Hdup,-0.0017852470748933914,-0.0046840243945886805,0.001132412551558479,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,history_copy,220004,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,history_copy,220004,400,0.15,Hdup,HP,0.0017852470748933914,-0.0011324125515584798,0.0046840243945886805,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,near_deterministic,220004,400,0.15,H,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,L0,4
N3,near_deterministic,220004,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,near_deterministic,220004,400,0.15,H,Hdup,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,near_deterministic,220004,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,near_deterministic,220004,400,0.15,Hdup,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,strong_history_increment_weak,220004,400,0.15,H,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,0.005814896843904594,L0,4
N3,strong_history_increment_weak,220004,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,strong_history_increment_weak,220004,400,0.15,H,Hdup,-0.0031300811630511857,-0.006336003505388021,0.00018595548279413344,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,strong_history_increment_weak,220004,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,strong_history_increment_weak,220004,400,0.15,Hdup,HP,0.0031300811630511857,-0.00018595548279413482,0.00633600350538802,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,4
N3,strong_history_null,220005,400,0.15,H,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,8.208987728803245e-18,L0,0
N3,strong_history_null,220005,400,0.15,H,Hnoise,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,strong_history_null,220005,400,0.15,H,Hdup,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,strong_history_null,220005,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,strong_history_null,220005,400,0.15,Hdup,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,strong_history_increment,220005,400,0.15,H,HP,0.02863447686281446,0.0236349171647532,0.033440388983851946,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,0.04722982392127278,L0,0
N3,strong_history_increment,220005,400,0.15,H,Hnoise,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,strong_history_increment,220005,400,0.15,H,Hdup,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,strong_history_increment,220005,400,0.15,Hnoise,HP,0.02863447686281446,0.0236349171647532,0.033440388983851946,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,strong_history_increment,220005,400,0.15,Hdup,HP,0.02863447686281446,0.0236349171647532,0.033440388983851946,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,history_copy,220005,400,0.15,H,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,8.208987728803245e-18,L0,0
N3,history_copy,220005,400,0.15,H,Hnoise,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,history_copy,220005,400,0.15,H,Hdup,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,history_copy,220005,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,history_copy,220005,400,0.15,Hdup,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,near_deterministic,220005,400,0.15,H,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,L0,0
N3,near_deterministic,220005,400,0.15,H,Hnoise,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,near_deterministic,220005,400,0.15,H,Hdup,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,near_deterministic,220005,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,near_deterministic,220005,400,0.15,Hdup,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,strong_history_increment_weak,220005,400,0.15,H,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,0.005751973618105022,L0,0
N3,strong_history_increment_weak,220005,400,0.15,H,Hnoise,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,strong_history_increment_weak,220005,400,0.15,H,Hdup,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,strong_history_increment_weak,220005,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,strong_history_increment_weak,220005,400,0.15,Hdup,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N3,strong_history_null,220006,400,0.15,H,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,7.452693989012487e-18,L0,1
N3,strong_history_null,220006,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_null,220006,400,0.15,H,Hdup,-0.003353220827675571,-0.006827814297559871,0.0001331952073076426,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_null,220006,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_null,220006,400,0.15,Hdup,HP,0.003353220827675571,-0.00013319520730764264,0.006827814297559871,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_increment,220006,400,0.15,H,HP,0.024693973856556275,0.018118486931108544,0.031032091819297666,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,0.046193380401452835,L0,1
N3,strong_history_increment,220006,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_increment,220006,400,0.15,H,Hdup,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_increment,220006,400,0.15,Hnoise,HP,0.024693973856556275,0.018118486931108544,0.031032091819297666,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,strong_history_increment,220006,400,0.15,Hdup,HP,0.024693973856556275,0.018118486931108544,0.031032091819297666,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,history_copy,220006,400,0.15,H,HP,0.0007874864646163169,-0.002960754896997355,0.004758034574777393,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,7.452693989012487e-18,L0,1
N3,history_copy,220006,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,history_copy,220006,400,0.15,H,Hdup,-0.003353220827675571,-0.006827814297559871,0.0001331952073076426,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,history_copy,220006,400,0.15,Hnoise,HP,0.0007874864646163169,-0.002960754896997355,0.004758034574777393,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,history_copy,220006,400,0.15,Hdup,HP,0.004140707292291888,0.001359142030908074,0.007095326127282468,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N3,near_deterministic,220006,400,0.15,H,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,L0,1
N3,near_deterministic,220006,400,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
