model,seed,partition,train_block,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
child_spatial,11,odd_even_blocks,0,0,1,275,42,0.5547210300429185,0.5262109135499693,0.9976069927215576,0.002393007278442383
child_spatial,11,odd_even_blocks,0,2,1,297,50,0.5793927125506072,0.5769635627530365,0.9887341856956482,0.011265814304351807
child_spatial,11,odd_even_blocks,0,3,1,297,53,0.5356093411691929,0.528031240334055,0.9975429177284241,0.0024570822715759277
child_spatial,11,odd_even_blocks,0,4,1,335,52,0.5809323185648274,0.5448831204131558,0.9874988794326782,0.012501120567321777
child_spatial,11,odd_even_blocks,0,10,6,663,131,0.5064856798484763,0.5194211674223728,1.0142573118209839,-0.014257311820983887
child_spatial,11,odd_even_blocks,0,11,9,704,119,0.4550815197874021,0.4567334626158156,1.0223665237426758,-0.02236652374267578
child_spatial,11,odd_even_blocks,0,12,1,302,68,0.5123491704374058,0.5093011563599799,1.00758695602417,-0.007586956024169922
child_spatial,11,odd_even_blocks,0,13,1,281,60,0.5564102564102564,0.5524509803921569,0.9989222288131714,0.0010777711868286133
child_spatial,11,odd_even_blocks,0,15,1,257,44,0.49231754161331626,0.4644686299615877,1.0063174962997437,-0.006317496299743652
child_spatial,11,odd_even_blocks,0,16,1,283,54,0.47893417434902147,0.44666828400452857,1.0089761018753052,-0.008976101875305176
child_spatial,11,odd_even_blocks,0,19,1,321,68,0.5286561264822134,0.5070041850732387,0.9942349195480347,0.005765080451965332
child_spatial,11,odd_even_blocks,0,21,2,267,44,0.463819812474521,0.4695780676722381,1.0424318313598633,-0.04243183135986328
child_spatial,11,odd_even_blocks,0,23,3,379,71,0.5114093652826047,0.5262026705688678,1.0179035663604736,-0.017903566360473633
child_spatial,11,odd_even_blocks,0,26,1,206,43,0.7765729776002283,0.6831930375231845,0.9414096474647522,0.0585903525352478
child_spatial,11,odd_even_blocks,0,27,2,249,54,0.5261158594491928,0.4858974358974359,0.9972125291824341,0.002787470817565918
child_spatial,11,odd_even_blocks,0,28,2,297,55,0.5278737791134486,0.5103305785123967,0.9997193813323975,0.00028061866760253906
child_spatial,11,odd_even_blocks,0,30,1,282,54,0.5235542560103963,0.5160818713450293,1.0155272483825684,-0.01552724838256836
child_spatial,11,odd_even_blocks,0,31,1,281,62,0.4966489910148771,0.5178965974370305,1.012312889099121,-0.012312889099121094
child_spatial,11,odd_even_blocks,0,32,1,299,65,0.5791913214990138,0.5948717948717949,0.9919494390487671,0.00805056095123291
child_spatial,11,odd_even_blocks,0,33,2,301,60,0.4678769017980636,0.4551175656984785,1.0065391063690186,-0.006539106369018555
child_spatial,11,odd_even_blocks,0,34,1,245,44,0.46817051108095886,0.4447648123021257,1.0271371603012085,-0.027137160301208496
child_spatial,11,odd_even_blocks,0,37,2,295,52,0.5363643558088003,0.4997230136119025,1.0105366706848145,-0.010536670684814453
child_spatial,11,odd_even_blocks,0,38,2,234,50,0.49380434782608695,0.48728260869565215,0.9999606609344482,3.933906555175781e-05
child_spatial,11,odd_even_blocks,0,39,2,273,54,0.545662100456621,0.582699137493658,1.014035701751709,-0.014035701751708984
child_spatial,11,odd_even_blocks,0,40,1,307,57,0.5376140350877193,0.5288421052631579,1.0110456943511963,-0.011045694351196289
child_spatial,11,odd_even_blocks,0,43,2,288,50,0.5238655462184874,0.5284873949579831,1.009378433227539,-0.009378433227539062
child_spatial_meanfilter,11,odd_even_blocks,0,0,1,275,42,0.5252401389740445,0.4789495197220519,1.0010008811950684,-0.0010008811950683594
child_spatial_meanfilter,11,odd_even_blocks,0,2,1,297,50,0.5350607287449394,0.5312955465587045,0.9981784224510193,0.0018215775489807129
child_spatial_meanfilter,11,odd_even_blocks,0,3,1,297,53,0.49234457160532014,0.48693164243736464,1.0008132457733154,-0.0008132457733154297
child_spatial_meanfilter,11,odd_even_blocks,0,4,1,335,52,0.4762503397662408,0.4817205762435445,1.0011756420135498,-0.0011756420135498047
child_spatial_meanfilter,11,odd_even_blocks,0,10,6,663,131,0.44883200367330545,0.4515654594501521,1.0066092014312744,-0.006609201431274414
child_spatial_meanfilter,11,odd_even_blocks,0,11,9,704,119,0.5036701860231272,0.5256122962005315,1.0032072067260742,-0.0032072067260742188
child_spatial_meanfilter,11,odd_even_blocks,0,12,1,302,68,0.4883735545500251,0.5062845651080945,1.0012869834899902,-0.0012869834899902344
child_spatial_meanfilter,11,odd_even_blocks,0,13,1,281,60,0.5194947209653091,0.4981900452488688,0.9976925849914551,0.002307415008544922
child_spatial_meanfilter,11,odd_even_blocks,0,15,1,257,44,0.5714895433205293,0.5388924455825864,0.9982457160949707,0.0017542839050292969
child_spatial_meanfilter,11,odd_even_blocks,0,16,1,283,54,0.4846352903121462,0.4943393174834223,1.0007110834121704,-0.0007110834121704102
child_spatial_meanfilter,11,odd_even_blocks,0,19,1,321,68,0.4533248081841432,0.49622180888165546,1.0016553401947021,-0.0016553401947021484
child_spatial_meanfilter,11,odd_even_blocks,0,21,2,267,44,0.583673053403995,0.5327660008153282,0.9969625473022461,0.0030374526977539062
child_spatial_meanfilter,11,odd_even_blocks,0,23,3,379,71,0.5028580574355223,0.49574721053594295,0.9995739459991455,0.0004260540008544922
child_spatial_meanfilter,11,odd_even_blocks,0,26,1,206,43,0.6191325438721643,0.5985875303181624,0.9963830709457397,0.003616929054260254
child_spatial_meanfilter,11,odd_even_blocks,0,27,2,249,54,0.5085944919278254,0.4849002849002849,1.0000101327896118,-1.0132789611816406e-05
child_spatial_meanfilter,11,odd_even_blocks,0,28,2,297,55,0.47167543200601053,0.47190082644628095,1.0028584003448486,-0.002858400344848633
child_spatial_meanfilter,11,odd_even_blocks,0,30,1,282,54,0.4935022742040286,0.5092592592592593,1.0015844106674194,-0.0015844106674194336
