model,seed,fold,child,n,n_class1,auc,bacc,ce_bal_bits,j_bits
riemann_post,11,1,25,1776,356,0.4854347998100965,0.4926412407026428,1.0051903165143605,-0.005190316514360527
riemann_post,11,1,27,991,199,0.5149421349170092,0.5061671996345363,0.9994721276882603,0.0005278723117396744
riemann_post,11,1,40,780,155,0.47377548387096774,0.47710967741935484,1.0073454487760407,-0.007345448776040708
riemann_post,11,1,43,977,192,0.46516719745222934,0.46983479299363057,1.0096724902277103,-0.009672490227710329
riemann_post,11,1,45,1944,392,0.49188670313486216,0.5076267620450242,1.0054317592781228,-0.005431759278122783
riemann_post,11,1,50,737,149,0.4578938958133589,0.4761105784595717,1.012007025718619,-0.012007025718618891
riemann_post,11,1,56,996,200,0.47895728643216084,0.4817587939698492,1.0049115777999145,-0.004911577799914468
riemann_post,11,1,58,969,195,0.5211555025508514,0.5218942556151859,0.9997415094772488,0.0002584905227511758
riemann_post,11,1,62,922,190,0.48963905665803853,0.502552487776819,1.004285661216611,-0.004285661216610892
riemann_post,11,1,69,969,194,0.5023279015630195,0.4854871965414034,1.0008973841830942,-0.000897384183094152
riemann_post,11,2,4,1934,390,0.48075262388733886,0.4854938886674638,1.0066852341999688,-0.006685234199968804
riemann_post,11,2,6,772,155,0.488722747947927,0.4864955298792283,1.0054288669233686,-0.005428866923368636
riemann_post,11,2,9,459,69,0.5541806020066891,0.5385730211817168,0.9912196797787636,0.008780320221236426
riemann_post,11,2,16,978,194,0.4661924047969703,0.4954765411319167,1.0094203797466157,-0.009420379746615692
riemann_post,11,2,31,1776,355,0.503424487813581,0.4980454153492383,1.0000935785282405,-9.357852824054547e-05
riemann_post,11,2,32,1000,200,0.496325,0.513125,1.0066464797539703,-0.006646479753970258
riemann_post,11,2,46,867,178,0.49160972586878887,0.4824815316123351,1.0034617326464272,-0.00346173264642724
riemann_post,11,2,47,999,200,0.5186232790988736,0.5054411764705883,1.001240105960431,-0.0012401059604310039
riemann_post,11,2,55,655,131,0.5774867431967834,0.5715648854961832,0.9893307184335105,0.010669281566489497
riemann_post,11,2,59,1837,372,0.5080938750045874,0.5020633784726045,1.0016140666230455,-0.0016140666230455292
riemann_post,11,2,63,944,187,0.4690976907155321,0.49677872830409936,1.009241273982473,-0.009241273982472986
riemann_post,11,2,65,985,197,0.5012561519235229,0.5031725888324873,1.0015407919906691,-0.0015407919906691436
riemann_post,11,2,67,996,200,0.4737374371859297,0.48094221105527635,1.002101133681672,-0.002101133681672085
riemann_post,11,2,68,721,142,0.5233038993894281,0.5161704249677685,0.9985208018655312,0.0014791981344688399
riemann_post,11,2,70,791,162,0.47868456691986105,0.5040579795481757,1.0086573224293185,-0.008657322429318492
riemann_post,11,3,0,871,170,0.5095577746077032,0.5227070571452547,1.0022171832664086,-0.002217183266408629
riemann_post,11,3,1,1972,394,0.5063130094638848,0.5041078792791749,1.0027389231167707,-0.0027389231167707084
riemann_post,11,3,2,847,172,0.5351248923341947,0.5277217915590009,0.9979743997285002,0.0020256002714997834
riemann_post,11,3,3,992,198,0.5099229066483475,0.5263020634557158,1.004493112599621,-0.004493112599621041
riemann_post,11,3,19,993,200,0.4788524590163935,0.47896595208070614,1.0051020776254431,-0.005102077625443124
riemann_post,11,3,22,993,190,0.46293504620829784,0.4964344235432916,1.0104405777969139,-0.010440577796913875
riemann_post,11,3,36,885,174,0.48690528153644697,0.5008366070129493,1.006743074836253,-0.006743074836252916
riemann_post,11,3,41,990,198,0.5162355882052851,0.49936868686868685,1.0013531925455579,-0.0013531925455578797
riemann_post,11,3,44,845,175,0.5238038379530916,0.5265245202558635,0.999431054849327,0.0005689451506729615
riemann_post,11,3,53,978,197,0.4664136178399423,0.4655524285537869,1.0048515241366496,-0.0048515241366495765
riemann_post,11,3,60,598,90,0.5443569553805774,0.5340332458442694,0.9968748269619271,0.003125173038072915
riemann_post,11,3,61,932,186,0.46752572861714087,0.47502810689267494,1.0091168861601585,-0.009116886160158488
riemann_post,11,3,64,981,197,0.4842341759038641,0.49737452087433953,1.0048899108969143,-0.004889910896914262
riemann_post,11,3,71,951,190,0.5159416280517324,0.527294418701155,0.9992487996898789,0.0007512003101211029
riemann_post,11,4,13,993,200,0.48791929382093313,0.47680012610340483,1.0034763621462202,-0.0034763621462201577
riemann_post,11,4,15,932,185,0.506284597850863,0.4876044719418213,1.0013933716247938,-0.0013933716247938044
riemann_post,11,4,17,740,143,0.5182790408921063,0.5182673273125534,1.003558149425744,-0.0035581494257439505
riemann_post,11,4,18,935,185,0.5017585585585586,0.5115675675675675,1.003284421461851,-0.0032844214618510392
riemann_post,11,4,26,965,195,0.5421978021978022,0.527955377955378,0.9964766911789356,0.0035233088210644414
riemann_post,11,4,28,526,106,0.5061096136567834,0.5033018867924528,1.003860438073794,-0.0038604380737941035
riemann_post,11,4,34,999,200,0.48344180225281597,0.4866113892365457,1.004076114821868,-0.004076114821867982
riemann_post,11,4,35,969,195,0.5155833830252434,0.5094017094017094,1.0000391933542412,-3.9193354241184863e-05
riemann_post,11,4,38,1980,398,0.503276496261332,0.5140668576764988,1.0024272258815503,-0.00242722588155031
riemann_post,11,4,39,994,197,0.47413205612417125,0.4804788260545574,1.0058477887346924,-0.005847788734692383
riemann_post,11,4,51,1989,397,0.48518410693264813,0.5030600103793527,1.0037477762560816,-0.003747776256081581
riemann_post,11,4,52,991,198,0.5184505840243545,0.5204535901257212,1.0041918805366952,-0.0041918805366951695
riemann_post,11,4,54,985,196,0.5192312666511472,0.5046978867592664,1.0035694978741403,-0.0035694978741402927
riemann_post,11,4,72,711,148,0.5081129086457683,0.49960395564303206,1.0081229308169224,-0.008122930816922391
riemann_post,22,0,4,1934,390,0.5122110402550817,0.5144479872459147,1.0017319939602305,-0.0017319939602304935
riemann_post,22,0,21,874,174,0.4861165845648604,0.4894334975369458,1.007565829586812,-0.007565829586811956
riemann_post,22,0,28,526,106,0.5046495956873316,0.4971024258760107,1.0033309962464054,-0.0033309962464054266
riemann_post,22,0,29,438,84,0.5263989776701641,0.5376311541565779,1.0010156444767517,-0.0010156444767517314
riemann_post,22,0,31,1776,355,0.5018088828537729,0.5075963168171591,1.001185338037191,-0.0011853380371908973
riemann_post,22,0,36,885,174,0.4954006822186656,0.47576264610310876,1.0063905496447005,-0.006390549644700538
riemann_post,22,0,37,739,157,0.5103530544793924,0.501751045155077,1.0072247142338415,-0.007224714233841523
riemann_post,22,0,42,980,194,0.4903137378347892,0.5008853387896435,1.003032212871763,-0.0030322128717630292
riemann_post,22,0,43,977,192,0.4687566348195329,0.4712513269639066,1.0092319169867037,-0.00923191698670367
riemann_post,22,0,48,766,155,0.535314925294335,0.5128873871495697,0.9972240587572243,0.0027759412427756924
riemann_post,22,0,54,985,196,0.5007759757895553,0.48612619952924135,1.0060026093590966,-0.006002609359096578
riemann_post,22,0,57,998,200,0.5465601503759399,0.5376378446115289,0.9948169457361233,0.005183054263876663
riemann_post,22,0,60,598,90,0.5451662292213474,0.5318022747156606,0.9982145292572725,0.0017854707427275018
riemann_post,22,0,61,932,186,0.48779151892530775,0.5007062757646517,1.005858564272395,-0.0058585642723949505
riemann_post,22,0,72,711,148,0.5143056022274495,0.4956675147616533,1.0065600402830224,-0.0065600402830223725
riemann_post,22,1,0,871,170,0.49728119493161027,0.5162708735419989,1.005077136122218,-0.00507713612221794
riemann_post,22,1,2,847,172,0.5347717484926787,0.5389147286821706,0.9985316087891648,0.001468391210835196
riemann_post,22,1,5,995,200,0.5027987421383648,0.5079874213836478,1.003108789748647,-0.003108789748647034
riemann_post,22,1,16,978,194,0.44573164317273306,0.46836866189774884,1.0142960994429702,-0.014296099442970167
riemann_post,22,1,18,935,185,0.49963243243243244,0.49845045045045044,1.0053298659603,-0.005329865960300051
riemann_post,22,1,20,1811,365,0.4869360920062904,0.48394152977509997,1.0061432124255556,-0.0061432124255556
riemann_post,22,1,32,1000,200,0.48709375,0.498125,1.0069032396465243,-0.006903239646524284
riemann_post,22,1,33,970,193,0.5011636358786618,0.4923080000800208,1.0026543554371106,-0.002654355437110567
riemann_post,22,1,35,969,195,0.5136685880871927,0.509173126614987,1.000126237171373,-0.0001262371713730559
riemann_post,22,1,39,994,197,0.4835901126687005,0.4864657440019362,1.0047729428237846,-0.004772942823784598
riemann_post,22,1,44,845,175,0.5056204690831556,0.4966524520255864,1.0022235543467926,-0.0022235543467925556
riemann_post,22,1,46,867,178,0.49511586569038346,0.49877285106244185,1.0046934025354173,-0.004693402535417279
riemann_post,22,1,56,996,200,0.48992462311557783,0.48197236180904524,1.004573733593314,-0.004573733593314033
riemann_post,22,1,58,969,195,0.4975617836082952,0.4987974557742,1.0028027097579004,-0.0028027097579004234
riemann_post,22,1,68,721,142,0.5404291031161059,0.5152460531757036,0.9953503399635342,0.00464966003646583
riemann_post,22,2,10,991,198,0.4991083597640975,0.5034105239023272,1.0014784576959024,-0.0014784576959023799
riemann_post,22,2,11,892,182,0.4815972759634731,0.4883299798792757,1.005583034781086,-0.005583034781085905
riemann_post,22,2,12,981,194,0.462849919438295,0.4697500622224551,1.0088888762599233,-0.008888876259923295
riemann_post,22,2,14,984,198,0.5068368159971213,0.5039710077878017,1.0015821564930614,-0.0015821564930613707
riemann_post,22,2,24,1831,366,0.5025233592569798,0.5022091049814431,1.0012507476362669,-0.001250747636266869
riemann_post,22,2,25,1776,356,0.4777516220921032,0.473943661971831,1.005868380307429,-0.0058683803074290886
riemann_post,22,2,30,988,197,0.5095265903854915,0.5276332086223825,1.003313330783471,-0.003313330783470958
riemann_post,22,2,47,999,200,0.5226157697121402,0.5047246558197748,0.9995709685587248,0.0004290314412751517
riemann_post,22,2,49,994,196,0.5292440284384431,0.5217955603293949,0.9975758565789059,0.0024241434210940938
riemann_post,22,2,50,737,149,0.4564899785417522,0.4819716477194905,1.0123122188066962,-0.012312218806696196
riemann_post,22,2,52,991,198,0.5091074681238615,0.5122727909613156,1.0052248425971773,-0.005224842597177259
riemann_post,22,2,63,944,187,0.4654525674806971,0.46887163656143377,1.0089492390077075,-0.008949239007707499
riemann_post,22,2,64,981,197,0.5032049621879209,0.4889671604682482,1.000538602490176,-0.000538602490175899
riemann_post,22,2,65,985,197,0.4980159241413074,0.4942893401015228,1.002556049610237,-0.0025560496102370323
riemann_post,22,2,70,791,162,0.4989695577930872,0.4907211132701329,1.0023594564620972,-0.0023594564620972314
riemann_post,22,3,6,772,155,0.5325351597218592,0.5356929994248967,0.9994098344042766,0.0005901655957234464
riemann_post,22,3,9,459,69,0.5652917131178001,0.5672798216276478,0.9905570655583151,0.00944293444168487
riemann_post,22,3,17,740,143,0.47753921120755294,0.47976479132258026,1.0094185548197023,-0.00941855481970233
riemann_post,22,3,19,993,200,0.4864438839848676,0.476532156368222,1.0034988140543917,-0.0034988140543916746
riemann_post,22,3,23,988,200,0.509263959390863,0.5186167512690356,1.0015765429542058,-0.0015765429542058396
riemann_post,22,3,26,965,195,0.5573892773892775,0.5470695970695971,0.9939967238839087,0.006003276116091305
riemann_post,22,3,34,999,200,0.47571964956195245,0.49216207759699626,1.0044302804563445,-0.004430280456344526
riemann_post,22,3,38,1980,398,0.4968426201805487,0.49910742079550724,1.0029892099592008,-0.0029892099592008226
riemann_post,22,3,41,990,198,0.5213562391592694,0.4842171717171717,1.0024188343050202,-0.002418834305020212
riemann_post,22,3,45,1944,392,0.4839755812118661,0.493675047338523,1.0051308385627078,-0.005130838562707796
riemann_post,22,3,53,978,197,0.48493081237772734,0.49673723002528325,1.0047299777396665,-0.0047299777396665466
riemann_post,22,3,62,922,190,0.4817299396031061,0.48258556226632154,1.0039573232926453,-0.0039573232926453095
riemann_post,22,3,67,996,200,0.48933417085427133,0.4892462311557789,1.0012892579290373,-0.0012892579290373352
riemann_post,22,3,71,951,190,0.5137423058302787,0.4949996541946193,0.9988991269618586,0.0011008730381414367
riemann_post,22,4,1,1972,394,0.5137358218653696,0.5110964209659468,1.0021996105206914,-0.0021996105206913974
riemann_post,22,4,3,992,198,0.5057820013739409,0.4916736635880212,1.0025038852741945,-0.0025038852741945394
riemann_post,22,4,7,558,95,0.4693418210753666,0.4686370353529612,1.0082024409125303,-0.008202440912530307
riemann_post,22,4,8,966,195,0.47124945957630787,0.4622368552329642,1.0112536632860234,-0.011253663286023396
riemann_post,22,4,13,993,200,0.4814880201765448,0.47965321563682217,1.0028242122102125,-0.002824212210212451
riemann_post,22,4,15,932,185,0.4829480082492131,0.4946235392018525,1.006642922694735,-0.006642922694735098
riemann_post,22,4,22,993,190,0.46948286032640757,0.4873631775578423,1.0097597474013056,-0.009759747401305585
riemann_post,22,4,27,991,199,0.5186031165930663,0.5129593675447947,1.0000294176891358,-2.9417689135780023e-05
riemann_post,22,4,40,780,155,0.5101212903225807,0.508,1.0013236941467571,-0.0013236941467571484
riemann_post,22,4,51,1989,397,0.4831240585800539,0.48927255926990115,1.0032372818537314,-0.0032372818537313997
riemann_post,22,4,55,655,131,0.5613454926869064,0.5438931297709924,0.9930643392188214,0.006935660781178576
riemann_post,22,4,59,1837,372,0.5089159235201292,0.5187942676795478,1.0039874898832903,-0.0039874898832903405
riemann_post,22,4,66,865,175,0.5172422360248446,0.4996687370600414,1.0068390729581154,-0.006839072958115366
riemann_post,22,4,69,969,194,0.49974725640172923,0.4892550714998337,1.001930527010429,-0.0019305270104290617
riemann_post,33,0,1,1972,394,0.4973059131587244,0.4901404463659583,1.0048536083468216,-0.004853608346821581
riemann_post,33,0,3,992,198,0.5065771060733277,0.5149797725364476,1.0031741115906516,-0.003174111590651618
riemann_post,33,0,15,932,185,0.4812909294837006,0.4824885126089945,1.0054675039308367,-0.005467503930836726
riemann_post,33,0,21,874,174,0.4657142857142857,0.4584236453201971,1.0122799984606954,-0.012279998460695385
riemann_post,33,0,26,965,195,0.5173559773559774,0.5127206127206128,0.9991629706280827,0.0008370293719173194
riemann_post,33,0,44,845,175,0.5114200426439233,0.5066098081023453,1.0010607970317402,-0.0010607970317402238
riemann_post,33,0,50,737,149,0.45166187280281245,0.47462105647628183,1.011031846058719,-0.011031846058719097
riemann_post,33,0,51,1989,397,0.4740073161778667,0.4946750439856714,1.0051268395727069,-0.005126839572706876
riemann_post,33,0,55,655,131,0.5760008158032749,0.5419847328244274,0.9904634690956706,0.009536530904329377
riemann_post,33,0,56,996,200,0.4601067839195979,0.4657035175879397,1.0071384987570746,-0.007138498757074618
riemann_post,33,0,58,969,195,0.5137348439674021,0.512283840190817,0.9997156653420624,0.000284334657937646
riemann_post,33,0,61,932,186,0.47491279656375224,0.4864582432471389,1.00903313939197,-0.009033139391970035
riemann_post,33,0,64,981,197,0.48012275976380403,0.49652957629752414,1.0056372189806602,-0.005637218980660164
riemann_post,33,0,69,969,194,0.4804855337545727,0.4840472231459927,1.0056153436635888,-0.005615343663588845
riemann_post,33,0,71,951,190,0.5048274431150148,0.5062590773912442,1.0016278798898623,-0.0016278798898623492
riemann_post,33,1,7,558,95,0.4728884847106968,0.47268386950096625,1.010201715267209,-0.010201715267208922
riemann_post,33,1,8,966,195,0.4599953440420367,0.476793375236955,1.014328981499038,-0.01432898149903794
riemann_post,33,1,13,993,200,0.4914943253467844,0.5077459016393442,1.0032495377469839,-0.003249537746983888
riemann_post,33,1,17,740,143,0.5086036241815136,0.49984186667603747,1.0039238476481902,-0.003923847648190204
riemann_post,33,1,18,935,185,0.5060684684684684,0.5128468468468469,1.0038600487434837,-0.0038600487434836683
riemann_post,33,1,19,993,200,0.489968474148802,0.4994861286254729,1.003675741228394,-0.0036757412283940916
riemann_post,33,1,20,1811,365,0.4985183501013661,0.48616021523712083,1.0046145580028916,-0.004614558002891567
riemann_post,33,1,32,1000,200,0.47726250000000003,0.48187500000000005,1.009009983052196,-0.009009983052195913
riemann_post,33,1,33,970,193,0.5074919479064557,0.5013836930935376,1.0019199227370972,-0.0019199227370971794
riemann_post,33,1,34,999,200,0.48773466833541923,0.4741020025031289,1.003856535802418,-0.0038565358024180707
riemann_post,33,1,35,969,195,0.5219505731133638,0.525233551977738,0.9985972071972737,0.0014027928027262604
riemann_post,33,1,38,1980,398,0.49195566962498966,0.49109803124344864,1.003880091526909,-0.0038800915269090464
riemann_post,33,1,53,978,197,0.4670570724763904,0.46077851511468443,1.006241135041852,-0.006241135041852086
riemann_post,33,1,54,985,196,0.5067251235094798,0.49491735857841235,1.0045352221670516,-0.0045352221670516
riemann_post,33,1,68,721,142,0.5171008781532025,0.48940013135809673,1.0002081888214316,-0.00020818882143158746
riemann_post,33,2,9,459,69,0.559866220735786,0.544314381270903,0.9914098069145887,0.008590193085411313
riemann_post,33,2,11,892,182,0.47966259093019653,0.4950317288345457,1.0079952120715863,-0.007995212071586266
riemann_post,33,2,23,988,200,0.5005647208121827,0.49638324873096445,1.0023493154653182,-0.002349315465318247
riemann_post,33,2,24,1831,366,0.5033159887353362,0.5008299296891028,1.0014626032071017,-0.001462603207101676
riemann_post,33,2,27,991,199,0.525531698898533,0.509323765291102,0.9985631636722934,0.0014368363277066365
riemann_post,33,2,28,526,106,0.49159928122192276,0.5125336927223719,1.0055923941042921,-0.005592394104292131
riemann_post,33,2,30,988,197,0.5110731773056018,0.5114100893940074,1.0003754218056138,-0.0003754218056137848
riemann_post,33,2,36,885,174,0.48878865771052593,0.4931980212425433,1.0064083602706302,-0.006408360270630187
riemann_post,33,2,37,739,157,0.4977345853306192,0.4715181561494517,1.0098864056427581,-0.009886405642758112
riemann_post,33,2,39,994,197,0.503964740874727,0.4947932921042743,1.002598024024969,-0.0025980240249690034
riemann_post,33,2,43,977,192,0.46329617834394904,0.47109872611464965,1.009403359380816,-0.009403359380816045
riemann_post,33,2,45,1944,392,0.49627866610561755,0.5008875973069641,1.0039359536335013,-0.003935953633501299
riemann_post,33,2,59,1837,372,0.5114462916070314,0.5171648500862417,1.003323542819082,-0.0033235428190820926
riemann_post,33,2,62,922,190,0.5015171124532642,0.5095053206787461,1.0027640867391006,-0.0027640867391005575
riemann_post,33,2,66,865,175,0.5425258799171843,0.5222981366459627,0.9976069944122148,0.002393005587785213
riemann_post,33,3,0,871,170,0.4965427540488378,0.47992783418645635,1.0038732191267155,-0.0038732191267154548
riemann_post,33,3,4,1934,390,0.49307659093928524,0.5080825694167663,1.0057061900758173,-0.005706190075817297
riemann_post,33,3,6,772,155,0.49962879698855023,0.489689967062268,1.0033490823964222,-0.003349082396422176
riemann_post,33,3,12,981,194,0.4585794940986913,0.4520690603754306,1.0091518288391566,-0.00915182883915655
riemann_post,33,3,14,984,198,0.4989462050530753,0.49847713779011493,1.0037115330100532,-0.003711533010053225
riemann_post,33,3,16,978,194,0.45571875657479494,0.4691181885125184,1.011506090885806,-0.011506090885806008
riemann_post,33,3,22,993,190,0.48442026610736055,0.49275742282231105,1.0078282491314086,-0.00782824913140856
riemann_post,33,3,40,780,155,0.4723303225806452,0.48557419354838705,1.0078142213882781,-0.007814221388278142
riemann_post,33,3,41,990,198,0.5242959902050811,0.5069444444444444,1.0023544889752822,-0.0023544889752822318
riemann_post,33,3,42,980,194,0.4843786889116235,0.48822827313029565,1.0049470868582273,-0.004947086858227312
riemann_post,33,3,46,867,178,0.5005136902529312,0.494724482640531,1.0042143599858795,-0.00421435998587949
riemann_post,33,3,48,766,155,0.5344596378227127,0.5356792144026187,0.9975876658958351,0.0024123341041648594
riemann_post,33,3,57,998,200,0.5512468671679198,0.550093984962406,0.9960481923528897,0.003951807647110339
riemann_post,33,3,70,791,162,0.5014622465602858,0.5051227698286522,1.0021102481515693,-0.0021102481515693494
riemann_post,33,4,2,847,172,0.5365460809646856,0.5074418604651163,0.9983483545273005,0.00165164547269947
riemann_post,33,4,5,995,200,0.48137735849056607,0.4829088050314465,1.0060048698285733,-0.006004869828573289
riemann_post,33,4,10,991,198,0.4978218502808667,0.5046874800973162,1.0017091730458905,-0.0017091730458904664
riemann_post,33,4,25,1776,356,0.48641992403861367,0.5053093843962653,1.0050395291991872,-0.005039529199187154
riemann_post,33,4,29,438,84,0.5193704600484261,0.5230024213075061,1.0005001601922585,-0.0005001601922585142
riemann_post,33,4,31,1776,355,0.5140458514634605,0.511107036306509,1.000049826872253,-4.9826872253078136e-05
riemann_post,33,4,47,999,200,0.5114643304130163,0.5054005006257822,1.0017648414400926,-0.0017648414400925905
riemann_post,33,4,49,994,196,0.5407140299728914,0.5278374507697816,0.996311057921824,0.0036889420781760496
riemann_post,33,4,52,991,198,0.5014011489421326,0.49900327359343755,1.0066843998016028,-0.006684399801602847
riemann_post,33,4,60,598,90,0.5207130358705162,0.512095363079615,1.0001906379258123,-0.0001906379258123092
riemann_post,33,4,63,944,187,0.46996658637034733,0.48513693936803737,1.0095149780402306,-0.009514978040230604
riemann_post,33,4,65,985,197,0.5096562652992862,0.5272842639593909,1.0010098515779464,-0.001009851577946419
riemann_post,33,4,67,996,200,0.4957286432160804,0.4920226130653266,1.0007067126083307,-0.0007067126083306619
riemann_post,33,4,72,711,148,0.5055446209975517,0.5106271902453074,1.0057021089521179,-0.005702108952117868
