config_hash,fit_attempt_records,fit_attempts,fit_attempts_lower_bound,fit_completed,fit_completed_lower_bound,fit_numerical_failures,fit_reused,fit_unresolved,head_fit_attempts_lower_bound,head_fit_attempts_total,head_fit_completed_lower_bound,head_fit_completed_total,inflight_fit_unknown,mandatory_receipt_fields,model_artifact_count,model_file_count,model_summary_hash,neural_fit_attempts,plan_runs_excluded,prediction_artifact_count,prediction_file_count,prediction_summary_hash,readout_fit_attempts,receipt_schema_version,registry_hash,ridge_fit_attempts,scientific_status,source_run_count,status,test_fit_completion_count,test_fit_completion_unknown_count,test_fit_count_lower_bound,test_fit_count_unknown,transform_fit_attempts,unknown_fit_units,unknown_test_categories,unknown_test_fit_count_lower_bound,unknown_test_fit_count_upper_bound
e7b5cca60e0f3b4a4a4c919b4196c06e99f5d86bbef64a75ffcff835d0d1e5a6,7553,7699,7699,6889,6889,649,20,649,7639,7639,6829,6829,0,"[""fit_id"", ""packet"", ""mode"", ""view"", ""objective_id"", ""optimizer_id"", ""outer_fold"", ""inner_fold"", ""seed"", ""training_scope_hash"", ""input_hash"", ""feature_scope_hash"", ""label_map_hash"", ""weight_distribution"", ""hyperparameter_source"", ""calibration_scope_hash"", ""n_train_candidates"", ""n_train_trials_or_bags"", ""n_eval_candidates"", ""n_eval_trials_or_bags"", ""step_count"", ""final_train_loss"", ""gradient_diagnostic"", ""finite_parameters"", ""optimizer_status"", ""resource_usage"", ""code_hash"", ""config_hash"", ""model_hash"", ""prediction_hash"", ""exception_class"", ""failure_stage""]",9521,9488,5d456c9391fedf3710b068d89f6087311869b35a1d243cef608e6e373713666d,2934,True,6178,1584,97eb5ead3ba7d64b982ad0c7bf31a1182f8c62e9a513f148cebb7eb891190989,4224,15.2,e14776267ea6fe74e3015a608cc4d151f5d64d908c070e36ca90de5c36502412,320,NOT_EVALUATED,108,FIT_ACCOUNTING_PARTIAL,,161,161,0,60,0,[],,0
