model,task,seed,fold,child,n,n_class1,auc,bacc,ce_bal_bits,j_bits
single_bapa,bp,11,0,Ga19c3,330,50,0.4539642857142857,0.4767857142857143,1.0337406396865845,-0.03374063968658447
single_bapa,bp,11,0,G10afc,800,120,0.5153370098039215,0.5127450980392156,1.0071361064910889,-0.007136106491088867
multitask,pt,11,1,G53de7,827,120,0.4849658180103725,0.4991277699198491,1.0100489854812622,-0.010048985481262207
multitask,pt,11,1,Gef4f4,965,145,0.5300126156433979,0.5214255677039529,1.0008832216262817,-0.0008832216262817383
multitask,pt,11,1,G111cf,785,116,0.5096773362197825,0.49138575331168494,0.9999959468841553,4.0531158447265625e-06
multitask,pt,11,1,Gb7764,748,112,0.4962587039532794,0.5085635669362084,1.0105079412460327,-0.010507941246032715
multitask,pt,11,1,Gb4f11,940,141,0.5249913455649349,0.49728827701293277,1.006111979484558,-0.0061119794845581055
multitask,pt,11,1,G889c2,936,141,0.5317899995539499,0.5186404389134216,0.9983557462692261,0.0016442537307739258
multitask,pt,11,1,G24ec9,879,138,0.4945334350368674,0.4876048817696415,1.0082588195800781,-0.008258819580078125
multitask,pt,11,1,Gd6019,416,60,0.453932584269663,0.4641385767790262,1.01918625831604,-0.01918625831604004
multitask,pt,11,1,Gef195,797,120,0.5600258493353028,0.5336472181191532,0.9921218156814575,0.00787818431854248
multitask,bp,11,1,Gef4f4,956,143,0.5224283711368582,0.510369089704883,1.0033361911773682,-0.003336191177368164
multitask,bp,11,1,Gb4f11,757,115,0.539496139780577,0.5213937423811459,0.9980213642120361,0.001978635787963867
multitask,bp,11,1,Gd0bf3,869,129,0.47454954954954953,0.47833123821495915,1.0241034030914307,-0.024103403091430664
multitask,bp,11,1,G05c9f,868,133,0.5752186588921283,0.5790547798066594,0.9890403747558594,0.010959625244140625
single_puretone,pt,11,1,G53de7,827,120,0.5439827911362565,0.5407413955681283,0.9964835047721863,0.0035164952278137207
single_puretone,pt,11,1,Gef4f4,965,145,0.49767451640033644,0.49859125315391084,1.0046679973602295,-0.004667997360229492
single_puretone,pt,11,1,G111cf,785,116,0.4971844234833256,0.49942013298283594,1.0102205276489258,-0.010220527648925781
single_puretone,pt,11,1,Gb7764,748,112,0.4785349281221923,0.48099168912848156,1.0139645338058472,-0.013964533805847168
single_puretone,pt,11,1,Gb4f11,940,141,0.49180269663320286,0.5020859407592824,1.0118653774261475,-0.011865377426147461
single_puretone,pt,11,1,G889c2,936,141,0.5183192827512377,0.5257995450287702,1.0006203651428223,-0.0006203651428222656
single_puretone,pt,11,1,G24ec9,879,138,0.46839856050382367,0.4736842105263158,1.0115916728973389,-0.011591672897338867
single_puretone,pt,11,1,Gd6019,416,60,0.43199906367041196,0.4460674157303371,1.0242691040039062,-0.02426910400390625
single_puretone,pt,11,1,Gef195,797,120,0.5536250615460364,0.5309268833087148,0.9982523918151855,0.0017476081848144531
single_bapa,bp,11,1,Gef4f4,956,143,0.5216542375213962,0.5230691817407684,1.0036213397979736,-0.003621339797973633
single_bapa,bp,11,1,Gb4f11,757,115,0.500853311661926,0.47901259650548556,1.0145474672317505,-0.014547467231750488
single_bapa,bp,11,1,Gd0bf3,869,129,0.49430127802220825,0.4969620783574272,1.011974573135376,-0.011974573135375977
single_bapa,bp,11,1,G05c9f,868,133,0.5796787888087565,0.5782670963122091,0.9887195825576782,0.011280417442321777
multitask,pt,11,2,Ga187b,321,39,0.3654300781960357,0.49740861974904527,1.039755940437317,-0.039755940437316895
multitask,pt,11,2,G692b6,786,128,0.5536011113221885,0.5402023176291793,0.9934962391853333,0.006503760814666748
multitask,pt,11,2,G66eeb,963,147,0.4906254168334,0.4847939175670268,1.0048497915267944,-0.004849791526794434
multitask,pt,11,2,G1a0f4,960,142,0.5466743000792038,0.526705465064224,0.9952081441879272,0.004791855812072754
multitask,pt,11,2,Gab417,1170,179,0.5067112391410967,0.5025706216281731,1.0028736591339111,-0.002873659133911133
multitask,pt,11,2,G39971,88,10,0.6256410256410256,0.55,0.9814131259918213,0.01858687400817871
multitask,pt,11,2,G9d5b8,508,74,0.476413625607174,0.5076908705940963,1.0243613719940186,-0.024361371994018555
multitask,bp,11,2,Ga187b,686,109,0.508260060738079,0.4992844990698488,1.0312165021896362,-0.03121650218963623
multitask,bp,11,2,G66eeb,960,144,0.5018467456427016,0.516748366013072,1.0095634460449219,-0.009563446044921875
multitask,bp,11,2,G1a0f4,960,145,0.5335603977152528,0.5195895917072139,1.0031585693359375,-0.0031585693359375
multitask,bp,11,2,Gab417,977,150,0.5264369205965336,0.5431640467553406,1.007813572883606,-0.007813572883605957
multitask,bp,11,2,Gbc99f,931,144,0.510990223069321,0.4888641818438515,1.0059291124343872,-0.005929112434387207
multitask,bp,11,2,G5e733,660,112,0.5060772940563086,0.5053115224191866,1.00912606716156,-0.009126067161560059
multitask,bp,11,2,G54009,925,136,0.5085271751286067,0.5128420189368523,1.0053210258483887,-0.005321025848388672
multitask,bp,11,2,Ga0bd1,96,16,0.48046875,0.46875,1.0249950885772705,-0.024995088577270508
single_puretone,pt,11,2,Ga187b,321,39,0.4575831969448991,0.46958537915984727,1.0333279371261597,-0.03332793712615967
single_puretone,pt,11,2,G692b6,786,128,0.5621438069908815,0.5485491071428572,0.9907626509666443,0.009237349033355713
single_puretone,pt,11,2,G66eeb,963,147,0.4838935574229692,0.49753651460584236,1.0095829963684082,-0.009582996368408203
single_puretone,pt,11,2,G1a0f4,960,142,0.5495583525603499,0.5251127793656807,0.9998335838317871,0.00016641616821289062
single_puretone,pt,11,2,Gab417,1170,179,0.5485712191849551,0.5540563394573508,0.9994797706604004,0.0005202293395996094
single_puretone,pt,11,2,G39971,88,10,0.5403846153846154,0.4807692307692308,0.990557074546814,0.009442925453186035
single_puretone,pt,11,2,G9d5b8,508,74,0.4397340889276373,0.44955785278365923,1.037064552307129,-0.037064552307128906
single_bapa,bp,11,2,Ga187b,686,109,0.5341293943682126,0.524239581511456,1.0006431341171265,-0.0006431341171264648
single_bapa,bp,11,2,G66eeb,960,144,0.509837962962963,0.5002042483660131,1.0074741840362549,-0.007474184036254883
single_bapa,bp,11,2,G1a0f4,960,145,0.516484027924688,0.5039348423947536,1.0070909261703491,-0.007090926170349121
single_bapa,bp,11,2,Gab417,977,150,0.5528738411930673,0.5507940346634421,1.0066293478012085,-0.006629347801208496
single_bapa,bp,11,2,Gbc99f,931,144,0.5288675349428209,0.5231143230269659,1.0044872760772705,-0.004487276077270508
single_bapa,bp,11,2,G5e733,660,112,0.4944359358706987,0.49631777893639206,1.0223463773727417,-0.0223463773727417
single_bapa,bp,11,2,G54009,925,136,0.5290389920226646,0.5172873331842243,1.0013450384140015,-0.0013450384140014648
single_bapa,bp,11,2,Ga0bd1,96,16,0.428515625,0.46875,1.0551484823226929,-0.05514848232269287
multitask,pt,11,3,G8b167,967,141,0.5028463242491371,0.5073111466007247,1.0040464401245117,-0.004046440124511719
multitask,pt,11,3,Geda03,580,91,0.5327310726083733,0.5260455291130137,0.9988405108451843,0.0011594891548156738
multitask,pt,11,3,G59a14,888,137,0.5149338594769018,0.5018369667693683,1.0004360675811768,-0.0004360675811767578
multitask,pt,11,3,Gc0a3f,491,67,0.555371726274289,0.5241657279639538,0.9965195655822754,0.0034804344177246094
multitask,pt,11,3,G30591,659,99,0.47838203463203466,0.49237012987012985,1.0101150274276733,-0.01011502742767334
multitask,pt,11,3,G73df5,776,124,0.5075264694241045,0.4938650306748466,1.0206246376037598,-0.020624637603759766
multitask,pt,11,3,G2f024,860,130,0.5022813487881982,0.5100632244467861,1.0096354484558105,-0.009635448455810547
multitask,pt,11,3,G89ae0,781,120,0.5136409480584972,0.4881870902672718,1.010558009147644,-0.010558009147644043
multitask,bp,11,3,Geda03,473,71,0.4806951159694485,0.4800119122696377,1.0095795392990112,-0.00957953929901123
multitask,bp,11,3,G59a14,865,131,0.45477567235892424,0.4629084593464651,1.0201820135116577,-0.020182013511657715
multitask,bp,11,3,Ge9402,127,23,0.5342809364548495,0.5106605351170569,1.0074431896209717,-0.00744318962097168
multitask,bp,11,3,G8b97c,352,56,0.4414213320463321,0.46790540540540543,1.0288479328155518,-0.028847932815551758
multitask,bp,11,3,Ge0f9d,279,46,0.3667195372270946,0.45120358275797723,1.072177529335022,-0.07217752933502197
single_puretone,pt,11,3,G8b167,967,141,0.48607318874177874,0.48447615613140316,1.015038251876831,-0.015038251876831055
single_puretone,pt,11,3,Geda03,580,91,0.5751028112991303,0.5259331670374615,1.002616047859192,-0.0026160478591918945
single_puretone,pt,11,3,G59a14,888,137,0.5290464295780808,0.49956748666012224,0.9992990493774414,0.0007009506225585938
single_puretone,pt,11,3,Gc0a3f,491,67,0.5349901436215151,0.522194452266967,1.0226820707321167,-0.0226820707321167
single_puretone,pt,11,3,G30591,659,99,0.5048701298701299,0.5000992063492063,1.0108221769332886,-0.010822176933288574
single_puretone,pt,11,3,G73df5,776,124,0.5491601523847219,0.49846625766871167,1.0448126792907715,-0.044812679290771484
single_puretone,pt,11,3,G2f024,860,130,0.5064963119072708,0.5052160168598525,1.015800952911377,-0.015800952911376953
single_puretone,pt,11,3,G89ae0,781,120,0.5117435703479576,0.5105206757438225,1.0264008045196533,-0.02640080451965332
single_bapa,bp,11,3,Geda03,473,71,0.475562329199075,0.47169084156681385,1.0091137886047363,-0.009113788604736328
single_bapa,bp,11,3,G59a14,865,131,0.4725076439877697,0.4851176238118019,1.0177996158599854,-0.01779961585998535
single_bapa,bp,11,3,Ge9402,127,23,0.48265050167224083,0.42872073578595316,1.0258666276931763,-0.02586662769317627
single_bapa,bp,11,3,G8b97c,352,56,0.4569860038610039,0.46694015444015446,1.01792573928833,-0.017925739288330078
single_bapa,bp,11,3,Ge0f9d,279,46,0.3793618212353051,0.4348759096846426,1.04649817943573,-0.04649817943572998
multitask,pt,11,4,Gdd59d,866,131,0.5695539284416057,0.5664953004102404,0.9924207925796509,0.007579207420349121
multitask,pt,11,4,Gcbe0c,1717,259,0.48713131120538533,0.4916411120114824,1.0069034099578857,-0.006903409957885742
multitask,pt,11,4,Gb184e,901,132,0.5545474248335107,0.5476760452378138,0.997682511806488,0.002317488193511963
multitask,pt,11,4,Gee060,740,110,0.500021645021645,0.536002886002886,1.0065319538116455,-0.006531953811645508
multitask,pt,11,4,Gdca85,958,145,0.5121898460363915,0.5201043389744242,1.0015993118286133,-0.0015993118286132812
multitask,pt,11,4,G6a324,811,120,0.49449469368065607,0.5115894838398456,1.0107195377349854,-0.010719537734985352
multitask,pt,11,4,Gc4366,97,23,0.45534665099882493,0.48384253819036427,1.0087363719940186,-0.008736371994018555
multitask,bp,11,4,Gdca85,882,127,0.5086718464827658,0.5148406945820514,1.0030022859573364,-0.0030022859573364258
multitask,bp,11,4,G13321,964,144,0.4989837398373984,0.5004911924119242,1.0039172172546387,-0.003917217254638672
multitask,bp,11,4,Geb934,908,136,0.5087720969216702,0.5054861322767449,1.0021350383758545,-0.002135038375854492
multitask,bp,11,4,Gef231,939,140,0.5099812265331665,0.4828088682281423,1.001709222793579,-0.0017092227935791016
single_puretone,pt,11,4,Gdd59d,866,131,0.5431791037025496,0.5271589551851275,0.9966808557510376,0.0033191442489624023
single_puretone,pt,11,4,Gcbe0c,1717,259,0.5057358946247834,0.5034041978486423,1.0044596195220947,-0.0044596195220947266
single_puretone,pt,11,4,Gb184e,901,132,0.5415632265437207,0.5202003782953067,0.9967130422592163,0.0032869577407836914
single_puretone,pt,11,4,Gee060,740,110,0.46449494949494946,0.47987012987012984,1.0184895992279053,-0.018489599227905273
single_puretone,pt,11,4,Gdca85,958,145,0.521830597616321,0.5212707299486787,1.0027875900268555,-0.0027875900268554688
single_puretone,pt,11,4,G6a324,811,120,0.44927038109020745,0.4604438012542209,1.0406407117843628,-0.04064071178436279
single_puretone,pt,11,4,Gc4366,97,23,0.4012925969447709,0.408930669800235,1.0237832069396973,-0.023783206939697266
single_bapa,bp,11,4,Gdca85,882,127,0.568566511967461,0.531183188194191,0.9908827543258667,0.0091172456741333
single_bapa,bp,11,4,G13321,964,144,0.54838668699187,0.5354166666666667,0.9968724250793457,0.003127574920654297
single_bapa,bp,11,4,Geb934,908,136,0.47879362237122836,0.4819986284669308,1.0188548564910889,-0.018854856491088867
single_bapa,bp,11,4,Gef231,939,140,0.5285624888253173,0.5109064902556767,1.0063323974609375,-0.0063323974609375
multitask,pt,22,0,Gef4f4,965,145,0.48697645079899077,0.5159798149705634,1.0073896646499634,-0.007389664649963379
multitask,pt,22,0,G8b167,967,141,0.5092344546906393,0.510084488176807,1.0020179748535156,-0.002017974853515625
multitask,pt,22,0,Gdca85,958,145,0.5002290367731264,0.518721635492217,1.0022248029708862,-0.0022248029708862305
multitask,pt,22,0,G30591,659,99,0.5189303751803752,0.5170364357864358,1.0003671646118164,-0.00036716461181640625
multitask,pt,22,0,G73df5,776,124,0.5779549277656837,0.5017316445675837,1.020015001296997,-0.02001500129699707
multitask,pt,22,0,G39971,88,10,0.6987179487179487,0.6397435897435897,0.9657825827598572,0.03421741724014282
multitask,pt,22,0,G2f024,860,130,0.5199841938883034,0.5291359325605901,1.006202220916748,-0.006202220916748047
multitask,bp,22,0,Gef4f4,956,143,0.5429171074927532,0.5259506790872105,0.9940091371536255,0.005990862846374512
multitask,bp,22,0,Gdca85,882,127,0.5631642071231162,0.5673150127757209,0.9909282922744751,0.009071707725524902
multitask,bp,22,0,G5e733,660,112,0.4652714416058394,0.4796011470281544,1.0301275253295898,-0.030127525329589844
multitask,bp,22,0,Ge9402,127,23,0.47637959866220736,0.47972408026755853,1.0359129905700684,-0.03591299057006836
multitask,bp,22,0,Gef231,939,140,0.4724387627391382,0.4691936349007688,1.0140926837921143,-0.014092683792114258
multitask,bp,22,0,G8b97c,352,56,0.40272080115830117,0.43050193050193053,1.0384700298309326,-0.03847002983093262
single_puretone,pt,22,0,Gef4f4,965,145,0.5530656013456686,0.5333473507148865,0.9972265958786011,0.0027734041213989258
single_puretone,pt,22,0,G8b167,967,141,0.498918139199423,0.47652104476843027,1.0056793689727783,-0.00567936897277832
single_puretone,pt,22,0,Gdca85,958,145,0.5320015269118209,0.532077872502863,1.002042531967163,-0.002042531967163086
single_puretone,pt,22,0,G30591,659,99,0.494949494949495,0.5110930735930737,1.0150165557861328,-0.015016555786132812
single_puretone,pt,22,0,G73df5,776,124,0.5518442014644765,0.5331238867999208,1.0020556449890137,-0.002055644989013672
single_puretone,pt,22,0,G39971,88,10,0.6596153846153847,0.5282051282051282,0.9573060274124146,0.04269397258758545
single_puretone,pt,22,0,G2f024,860,130,0.4740200210748156,0.478345626975764,1.0264967679977417,-0.0264967679977417
single_bapa,bp,22,0,Gef4f4,956,143,0.544947057862187,0.5317824856570244,0.9964752197265625,0.0035247802734375
single_bapa,bp,22,0,Gdca85,882,127,0.5472493090681546,0.5326171976847265,0.9955518245697021,0.0044481754302978516
single_bapa,bp,22,0,G5e733,660,112,0.4763262513034411,0.47917752867570385,1.018378734588623,-0.018378734588623047
single_bapa,bp,22,0,Ge9402,127,23,0.5234113712374582,0.47700668896321075,1.0030555725097656,-0.003055572509765625
single_bapa,bp,22,0,Gef231,939,140,0.49698283568746643,0.5028785982478098,1.007035493850708,-0.007035493850708008
single_bapa,bp,22,0,G8b97c,352,56,0.4536076254826255,0.47249034749034746,1.0147745609283447,-0.014774560928344727
multitask,pt,22,1,G66eeb,963,147,0.5122715752967855,0.5127050820328131,1.0024596452713013,-0.0024596452713012695
multitask,pt,22,1,G111cf,785,116,0.5292317406319262,0.526113344672955,0.9993105530738831,0.0006894469261169434
multitask,pt,22,1,Gee060,740,110,0.522092352092352,0.5269119769119769,1.0029222965240479,-0.0029222965240478516
multitask,pt,22,1,G1a0f4,960,142,0.5278203450532043,0.5207135231929474,0.9962797164916992,0.0037202835083007812
multitask,pt,22,1,Gb7764,748,112,0.5240973158131177,0.5132524707996406,1.0030717849731445,-0.0030717849731445312
multitask,pt,22,1,Gdd369,828,119,0.5446717474013583,0.5512261322018229,0.9970717430114746,0.0029282569885253906
multitask,pt,22,1,G889c2,936,141,0.5672242294482358,0.544988625719256,0.9915636777877808,0.008436322212219238
multitask,pt,22,1,Gc0a3f,491,67,0.4459659250915235,0.45265418192058576,1.0523812770843506,-0.052381277084350586
multitask,pt,22,1,G89ae0,781,120,0.4525655572365104,0.46104387291981846,1.0287714004516602,-0.028771400451660156
multitask,bp,22,1,G66eeb,960,144,0.4801325912309368,0.47732843137254904,1.0058876276016235,-0.005887627601623535
multitask,bp,22,1,G1a0f4,960,145,0.5023228263169028,0.5165855722445526,1.0082124471664429,-0.008212447166442871
multitask,bp,22,1,Ga19c3,330,50,0.5575714285714286,0.5121428571428571,0.9926761388778687,0.007323861122131348
multitask,bp,22,1,G54009,925,136,0.5172593752329829,0.5316111235368672,1.0011017322540283,-0.0011017322540283203
single_puretone,pt,22,1,G66eeb,963,147,0.5045601573962919,0.5182447979191677,1.0048753023147583,-0.004875302314758301
single_puretone,pt,22,1,G111cf,785,116,0.46468609865470845,0.46710865419308284,1.0166224241256714,-0.016622424125671387
single_puretone,pt,22,1,Gee060,740,110,0.5536868686868687,0.5580808080808081,0.9981602430343628,0.001839756965637207
single_puretone,pt,22,1,G1a0f4,960,142,0.5436783291435655,0.5370191811012777,0.9955971240997314,0.004402875900268555
single_puretone,pt,22,1,Gb7764,748,112,0.5125294811320755,0.5103043575920935,1.0077370405197144,-0.0077370405197143555
single_puretone,pt,22,1,Gdd369,828,119,0.5467577722203126,0.5402389446610802,1.000140905380249,-0.00014090538024902344
single_puretone,pt,22,1,G889c2,936,141,0.5937285338329096,0.5690485748695303,0.98257976770401,0.01742023229598999
single_puretone,pt,22,1,Gc0a3f,491,67,0.44084412841453113,0.4420585750492819,1.0671790838241577,-0.06717908382415771
single_puretone,pt,22,1,G89ae0,781,120,0.4559127584467978,0.4723398890569844,1.034503698348999,-0.03450369834899902
single_bapa,bp,22,1,G66eeb,960,144,0.4827239923747277,0.4918300653594771,1.0067154169082642,-0.00671541690826416
single_bapa,bp,22,1,G1a0f4,960,145,0.5182272054156971,0.5215570129045907,1.005294680595398,-0.005294680595397949
single_bapa,bp,22,1,Ga19c3,330,50,0.5337142857142856,0.5085714285714286,1.0053174495697021,-0.0053174495697021484
single_bapa,bp,22,1,G54009,925,136,0.5251714754342801,0.5243979721166032,1.0000872611999512,-8.726119995117188e-05
multitask,pt,22,2,Ga187b,321,39,0.4739952718676123,0.5106382978723404,1.0132546424865723,-0.013254642486572266
multitask,pt,22,2,G692b6,786,128,0.5838300246960486,0.5731857902735562,0.9886793494224548,0.011320650577545166
multitask,pt,22,2,Gcbe0c,1717,259,0.5366384903421941,0.5006991118102229,0.9950234889984131,0.004976511001586914
multitask,pt,22,2,Gb184e,901,132,0.48663159553926777,0.48845411199117317,1.0071314573287964,-0.007131457328796387
multitask,pt,22,2,G3e8af,467,69,0.48913043478260876,0.4793714951569441,1.0092121362686157,-0.009212136268615723
multitask,pt,22,2,Gb4f11,940,141,0.5325362376729778,0.5193992490613266,1.007012128829956,-0.007012128829956055
multitask,pt,22,2,G6a324,811,120,0.47323926676314515,0.5042088760250845,1.0166161060333252,-0.016616106033325195
multitask,pt,22,2,Gc4366,97,23,0.3836662749706228,0.43507638072855465,1.020833969116211,-0.020833969116210938
multitask,bp,22,2,Ga187b,686,109,0.5035218545784109,0.49581829456378296,1.0178651809692383,-0.01786518096923828
multitask,bp,22,2,Gb4f11,757,115,0.5007923608289313,0.49717594473791143,1.014776349067688,-0.014776349067687988
multitask,bp,22,2,G13321,964,144,0.5332063008130081,0.5328082655826558,0.9973287582397461,0.0026712417602539062
multitask,bp,22,2,Ge0f9d,279,46,0.4489177085277104,0.44499906699011005,1.021531105041504,-0.021531105041503906
multitask,bp,22,2,G05c9f,868,133,0.5837348473223876,0.5793770139634802,0.9887058138847351,0.011294186115264893
single_puretone,pt,22,2,Ga187b,321,39,0.3173758865248226,0.4792689579923623,1.0680501461029053,-0.06805014610290527
single_puretone,pt,22,2,G692b6,786,128,0.6265197568389058,0.568863981762918,0.9791123867034912,0.02088761329650879
single_puretone,pt,22,2,Gcbe0c,1717,259,0.5415494859939304,0.5195605658568622,0.9951897859573364,0.004810214042663574
single_puretone,pt,22,2,Gb184e,901,132,0.5173237577333807,0.5021919454624266,1.0003199577331543,-0.0003199577331542969
single_puretone,pt,22,2,G3e8af,467,69,0.5375974073264875,0.5369601631345131,0.997011661529541,0.0029883384704589844
single_puretone,pt,22,2,Gb4f11,940,141,0.5415102211097205,0.5279516061743846,0.9974736571311951,0.0025263428688049316
single_puretone,pt,22,2,G6a324,811,120,0.44494090689821514,0.48554630969609264,1.0325706005096436,-0.032570600509643555
single_puretone,pt,22,2,Gc4366,97,23,0.4206815511163337,0.40511163337250294,1.0148468017578125,-0.0148468017578125
single_bapa,bp,22,2,Ga187b,686,109,0.5125133162673112,0.4946416930342009,1.0055041313171387,-0.005504131317138672
single_bapa,bp,22,2,Gb4f11,757,115,0.48814844913991606,0.4923811458756603,1.015293836593628,-0.01529383659362793
single_bapa,bp,22,2,G13321,964,144,0.5585873983739837,0.5367378048780488,0.9918994307518005,0.008100569248199463
single_bapa,bp,22,2,Ge0f9d,279,46,0.42507930584064196,0.4255458107855943,1.0233036279678345,-0.023303627967834473
single_bapa,bp,22,2,G05c9f,868,133,0.5990026085622219,0.561797350519155,0.9876104593276978,0.012389540672302246
multitask,pt,22,3,G53de7,827,120,0.4578795379537953,0.46732673267326735,1.0184886455535889,-0.018488645553588867
multitask,pt,22,3,Gdd59d,866,131,0.5080386353014488,0.48577660071662254,1.0030969381332397,-0.003096938133239746
multitask,pt,22,3,G59a14,888,137,0.502867223264358,0.49892600620097777,1.0068763494491577,-0.006876349449157715
multitask,pt,22,3,Ge5576,855,131,0.520728775673738,0.48809097043566274,1.0068435668945312,-0.00684356689453125
multitask,pt,22,3,Gab417,1170,179,0.549256154552988,0.512652982992181,0.9937187433242798,0.006281256675720215
multitask,pt,22,3,Gd6019,416,60,0.49391385767790263,0.47378277153558057,1.0067534446716309,-0.006753444671630859
multitask,bp,22,3,G59a14,865,131,0.45340807454708076,0.4822732283628346,1.0216147899627686,-0.021614789962768555
multitask,bp,22,3,Gab417,977,150,0.5295767835550182,0.5350906892382103,1.004277229309082,-0.004277229309082031
multitask,bp,22,3,G765c6,865,131,0.526972356844229,0.5074879880192191,0.9988642930984497,0.001135706901550293
multitask,bp,22,3,G3f56e,1435,209,0.5026869970417664,0.4971978738184628,1.0100431442260742,-0.010043144226074219
multitask,bp,22,3,Gd5f66,913,139,0.5624430688007733,0.5407209116427788,0.9950447082519531,0.004955291748046875
multitask,bp,22,3,Gc2dfd,96,14,0.5640243902439024,0.5958188153310104,0.9979255795478821,0.00207442045211792
multitask,bp,22,3,G10afc,800,120,0.4966053921568627,0.508578431372549,1.0104200839996338,-0.010420083999633789
single_puretone,pt,22,3,G53de7,827,120,0.4719236209335219,0.4582861857614333,1.0167286396026611,-0.016728639602661133
single_puretone,pt,22,3,Gdd59d,866,131,0.5132159734122657,0.4994547437295529,1.0074000358581543,-0.007400035858154297
single_puretone,pt,22,3,G59a14,888,137,0.5045341005180441,0.49658363058501076,1.0096989870071411,-0.009698987007141113
single_puretone,pt,22,3,Ge5576,855,131,0.5017133398000928,0.48260301126059635,1.0107611417770386,-0.010761141777038574
single_puretone,pt,22,3,Gab417,1170,179,0.5463360185806335,0.5045803291072164,0.9952142238616943,0.004785776138305664
single_puretone,pt,22,3,Gd6019,416,60,0.47982209737827713,0.4623595505617978,1.0122835636138916,-0.012283563613891602
single_bapa,bp,22,3,G59a14,865,131,0.4679108513426379,0.4641304573912681,1.0172994136810303,-0.017299413681030273
single_bapa,bp,22,3,Gab417,977,150,0.5132365981459089,0.5105320435308344,1.0091781616210938,-0.00917816162109375
single_bapa,bp,22,3,G765c6,865,131,0.5345539447136884,0.5189175697318884,1.0026590824127197,-0.0026590824127197266
single_bapa,bp,22,3,G3f56e,1435,209,0.4886802688167847,0.4876831333858894,1.020774006843567,-0.020774006843566895
single_bapa,bp,22,3,Gd5f66,913,139,0.5755488632349934,0.5486633948655029,0.9904385209083557,0.009561479091644287
single_bapa,bp,22,3,Gc2dfd,96,14,0.5409407665505227,0.5182926829268293,1.026698112487793,-0.02669811248779297
single_bapa,bp,22,3,G10afc,800,120,0.47283700980392157,0.4575980392156863,1.0169321298599243,-0.016932129859924316
multitask,pt,22,4,Geda03,580,91,0.5199330322029708,0.5109215937436796,0.9976127743721008,0.00238722562789917
multitask,pt,22,4,Gced13,1416,199,0.5245991667458079,0.5216427247164335,1.0005691051483154,-0.0005691051483154297
multitask,pt,22,4,G24ec9,879,138,0.4742856304641202,0.4535733145572962,1.0075675249099731,-0.0075675249099731445
multitask,pt,22,4,G34ded,669,104,0.548783185840708,0.5356535057862492,0.9933161735534668,0.006683826446533203
multitask,pt,22,4,G9d5b8,508,74,0.5013544650641425,0.49006725619628844,1.010809302330017,-0.01080930233001709
multitask,pt,22,4,Gef195,797,120,0.5568008370260955,0.537019940915805,0.9960322380065918,0.003967761993408203
multitask,bp,22,4,Geda03,473,71,0.47395066918926493,0.4795389250928456,1.0097827911376953,-0.009782791137695312
multitask,bp,22,4,Gbc99f,931,144,0.501570662148807,0.5123138147677537,1.0058081150054932,-0.005808115005493164
