source,child,segment,segment_start_s,auc,n
child_spatial_s11_odd_even_blocks_b0,1,6,720.0,0.6643518518518519,35
child_spatial_s11_odd_even_blocks_b0,8,11,1320.0,0.606,35
child_spatial_s11_odd_even_blocks_b0,12,0,0.0,0.4122340425531915,55
child_spatial_s11_odd_even_blocks_b0,12,1,120.0,0.6341463414634146,49
child_spatial_s11_odd_even_blocks_b0,12,3,360.0,0.5675,50
child_spatial_s11_odd_even_blocks_b0,12,4,480.0,0.5601851851851852,35
child_spatial_s11_odd_even_blocks_b0,12,8,960.0,0.41828087167070216,73
child_spatial_s11_odd_even_blocks_b0,13,3,360.0,0.5387931034482758,37
child_spatial_s11_odd_even_blocks_b0,13,5,600.0,0.6400862068965517,37
child_spatial_s11_odd_even_blocks_b0,15,3,360.0,0.3846153846153846,34
child_spatial_s11_odd_even_blocks_b0,15,5,600.0,0.4224137931034483,37
child_spatial_s11_odd_even_blocks_b0,22,0,0.0,0.6213991769547326,36
child_spatial_s11_odd_even_blocks_b0,22,6,720.0,0.4419642857142857,36
child_spatial_s11_odd_even_blocks_b1,1,2,240.0,0.4419642857142857,36
child_spatial_s11_odd_even_blocks_b1,1,7,840.0,0.47777777777777786,37
child_spatial_s11_odd_even_blocks_b1,4,2,240.0,0.47413793103448276,37
child_spatial_s11_odd_even_blocks_b1,4,4,480.0,0.4827586206896552,37
child_spatial_s11_odd_even_blocks_b1,4,6,720.0,0.53125,36
child_spatial_s11_odd_even_blocks_b1,4,7,840.0,0.395,33
child_spatial_s11_odd_even_blocks_b1,7,5,600.0,0.5703703703703704,37
child_spatial_s11_odd_even_blocks_b1,12,2,240.0,0.47775628626692457,58
child_spatial_s11_odd_even_blocks_b1,12,4,480.0,0.6209150326797386,60
child_spatial_s11_odd_even_blocks_b1,12,6,720.0,0.477124183006536,63
child_spatial_s11_odd_even_blocks_b1,12,9,1080.0,0.48181818181818187,41
child_spatial_s11_odd_even_blocks_b1,13,6,720.0,0.5370370370370371,37
child_spatial_s11_odd_even_blocks_b1,13,9,1080.0,0.5,28
child_spatial_s22_odd_even_blocks_b0,1,6,720.0,0.5231481481481481,35
child_spatial_s22_odd_even_blocks_b0,8,11,1320.0,0.38399999999999995,35
child_spatial_s22_odd_even_blocks_b0,12,0,0.0,0.5265957446808511,55
child_spatial_s22_odd_even_blocks_b0,12,1,120.0,0.6707317073170731,49
child_spatial_s22_odd_even_blocks_b0,12,3,360.0,0.4650000000000001,50
child_spatial_s22_odd_even_blocks_b0,12,4,480.0,0.7407407407407407,35
child_spatial_s22_odd_even_blocks_b0,12,8,960.0,0.576271186440678,73
child_spatial_s22_odd_even_blocks_b0,13,3,360.0,0.5172413793103449,37
child_spatial_s22_odd_even_blocks_b0,13,5,600.0,0.521551724137931,37
child_spatial_s22_odd_even_blocks_b0,15,3,360.0,0.5673076923076923,34
child_spatial_s22_odd_even_blocks_b0,15,5,600.0,0.4612068965517241,37
child_spatial_s22_odd_even_blocks_b0,22,0,0.0,0.5308641975308641,36
child_spatial_s22_odd_even_blocks_b0,22,6,720.0,0.4375,36
child_spatial_s22_odd_even_blocks_b1,1,2,240.0,0.6205357142857143,36
child_spatial_s22_odd_even_blocks_b1,1,7,840.0,0.6333333333333333,37
child_spatial_s22_odd_even_blocks_b1,4,2,240.0,0.6271551724137931,37
child_spatial_s22_odd_even_blocks_b1,4,4,480.0,0.47413793103448276,37
child_spatial_s22_odd_even_blocks_b1,4,6,720.0,0.6607142857142857,36
child_spatial_s22_odd_even_blocks_b1,4,7,840.0,0.505,33
child_spatial_s22_odd_even_blocks_b1,7,5,600.0,0.3074074074074074,37
child_spatial_s22_odd_even_blocks_b1,12,2,240.0,0.2427466150870406,58
child_spatial_s22_odd_even_blocks_b1,12,4,480.0,0.477124183006536,60
child_spatial_s22_odd_even_blocks_b1,12,6,720.0,0.5604575163398693,63
child_spatial_s22_odd_even_blocks_b1,12,9,1080.0,0.4848484848484849,41
child_spatial_s22_odd_even_blocks_b1,13,6,720.0,0.4370370370370371,37
child_spatial_s22_odd_even_blocks_b1,13,9,1080.0,0.7625,28
child_spatial_s33_odd_even_blocks_b0,1,6,720.0,0.5277777777777778,35
child_spatial_s33_odd_even_blocks_b0,8,11,1320.0,0.524,35
child_spatial_s33_odd_even_blocks_b0,12,0,0.0,0.46010638297872336,55
child_spatial_s33_odd_even_blocks_b0,12,1,120.0,0.4115853658536585,49
child_spatial_s33_odd_even_blocks_b0,12,3,360.0,0.51125,50
child_spatial_s33_odd_even_blocks_b0,12,4,480.0,0.48611111111111116,35
child_spatial_s33_odd_even_blocks_b0,12,8,960.0,0.400726392251816,73
child_spatial_s33_odd_even_blocks_b0,13,3,360.0,0.5301724137931034,37
child_spatial_s33_odd_even_blocks_b0,13,5,600.0,0.24999999999999997,37
child_spatial_s33_odd_even_blocks_b0,15,3,360.0,0.375,34
child_spatial_s33_odd_even_blocks_b0,15,5,600.0,0.7370689655172413,37
child_spatial_s33_odd_even_blocks_b0,22,0,0.0,0.4814814814814815,36
child_spatial_s33_odd_even_blocks_b0,22,6,720.0,0.6026785714285714,36
child_spatial_s33_odd_even_blocks_b1,1,2,240.0,0.6116071428571429,36
child_spatial_s33_odd_even_blocks_b1,1,7,840.0,0.525925925925926,37
child_spatial_s33_odd_even_blocks_b1,4,2,240.0,0.6551724137931034,37
child_spatial_s33_odd_even_blocks_b1,4,4,480.0,0.5258620689655172,37
child_spatial_s33_odd_even_blocks_b1,4,6,720.0,0.45982142857142855,36
child_spatial_s33_odd_even_blocks_b1,4,7,840.0,0.615,33
child_spatial_s33_odd_even_blocks_b1,7,5,600.0,0.6481481481481481,37
child_spatial_s33_odd_even_blocks_b1,12,2,240.0,0.4835589941972921,58
child_spatial_s33_odd_even_blocks_b1,12,4,480.0,0.420479302832244,60
child_spatial_s33_odd_even_blocks_b1,12,6,720.0,0.565359477124183,63
child_spatial_s33_odd_even_blocks_b1,12,9,1080.0,0.45454545454545453,41
child_spatial_s33_odd_even_blocks_b1,13,6,720.0,0.4148148148148148,37
child_spatial_s33_odd_even_blocks_b1,13,9,1080.0,0.46875,28
