packet,mode,first,second,estimate,ci_lower,ci_upper,n_groups,n_trials,units,ci_scope
N3,L0,H,HP,-0.0007098548009818684,-0.0013863074381333608,-0.00018076906578047802,60,24527,bits_per_trial,fixed_predictions_identity_bootstrap_no_refit
N3,L0,H,Hnoise,0.0,0.0,0.0,60,24527,bits_per_trial,fixed_predictions_identity_bootstrap_no_refit
N3,L0,H,Hdup,0.00030629055805174904,-0.004239621947545145,0.003036151780355568,60,24527,bits_per_trial,fixed_predictions_identity_bootstrap_no_refit
N3,L0,Hnoise,HP,-0.0007098548009818684,-0.0013863074381333608,-0.00018076906578047802,60,24527,bits_per_trial,fixed_predictions_identity_bootstrap_no_refit
N3,L0,Hdup,HP,-0.0010161453590336175,-0.00399743931430359,0.003609548906452313,60,24527,bits_per_trial,fixed_predictions_identity_bootstrap_no_refit
