mode,seed,fold,child,eval_half,shift_samples,auc_shifted,auc_unshifted_input
aligned,33,4,60,odd,0,0.49414062499999994,0.49414062499999994
aligned,33,4,63,even,0,0.4148795451986942,0.4148795451986942
aligned,33,4,63,odd,10,0.4911339972196216,0.5317757539648764
aligned,33,4,65,even,0,0.5973918575063614,0.5973918575063614
aligned,33,4,65,odd,0,0.5811953542998826,0.5811953542998826
aligned,33,4,67,even,60,0.48268043684710354,0.49690170940170947
aligned,33,4,67,odd,0,0.5144035125294496,0.5144035125294496
aligned,33,4,72,even,0,0.510423197492163,0.510423197492163
aligned,33,4,72,odd,-10,0.5546323595104083,0.5563075136245869
random_control,11,0,7,even,10,0.5198412698412698,0.4646013708513709
random_control,11,0,7,odd,10,0.43451944240645635,0.39173697725605283
random_control,11,0,12,even,30,0.4327751196172249,0.4536549707602339
random_control,11,0,12,odd,30,0.5301996951613319,0.5172828024490429
random_control,11,0,14,even,30,0.5021923528644134,0.46813258514941924
random_control,11,0,14,odd,30,0.5217517915474412,0.5335519485452382
random_control,11,0,21,even,0,0.5564536619449914,0.5564536619449914
random_control,11,0,21,odd,0,0.5318392212919474,0.5318392212919474
random_control,11,0,23,even,60,0.4955180890422864,0.5567998410845976
random_control,11,0,23,odd,60,0.5180866810356021,0.44925861486925134
random_control,11,0,24,even,100,0.5071800353192677,0.4743509310035009
random_control,11,0,24,odd,100,0.5037819847856155,0.46824213347164595
random_control,11,0,29,even,30,0.48369416278432453,0.4987667854206632
random_control,11,0,29,odd,30,0.47674418604651164,0.4332716701902749
random_control,11,0,30,even,0,0.5127659574468085,0.5127659574468085
random_control,11,0,30,odd,0,0.4641943734015345,0.4641943734015345
random_control,11,0,33,even,0,0.4802645672664953,0.4802645672664953
random_control,11,0,33,odd,0,0.503812838771389,0.503812838771389
random_control,11,0,37,even,0,0.5384726522187823,0.5384726522187823
random_control,11,0,37,odd,0,0.48622802095024314,0.48622802095024314
random_control,11,0,42,even,0,0.5240004164931278,0.5240004164931278
random_control,11,0,42,odd,0,0.4662648054145516,0.4662648054145516
random_control,11,0,48,even,0,0.5746965452847805,0.5746965452847805
random_control,11,0,48,odd,0,0.5390843429636534,0.5390843429636534
random_control,11,0,49,even,0,0.5243702770780856,0.5243702770780856
random_control,11,0,49,odd,0,0.5666432876142976,0.5666432876142976
random_control,11,0,57,even,-10,0.5057644110275689,0.5305513784461153
random_control,11,0,57,odd,-10,0.5631578947368421,0.4920551378446115
random_control,11,0,66,even,30,0.5026297335203366,0.5336446512813975
random_control,11,0,66,odd,30,0.514533779818414,0.46668622915731695
random_control,11,1,5,even,30,0.5363066475120806,0.50782290714379
random_control,11,1,5,odd,30,0.5728377065111759,0.563787657920311
random_control,11,1,8,even,30,0.5321778049594129,0.5297175581007451
random_control,11,1,8,odd,30,0.4902657128257537,0.5799693408277977
random_control,11,1,10,even,30,0.4386283359497645,0.5576432496075353
random_control,11,1,10,odd,30,0.4798243752321324,0.5402981906934791
random_control,11,1,11,even,30,0.5147124174707973,0.4862239715591671
random_control,11,1,11,odd,30,0.5472225580270793,0.5084622823984526
random_control,11,1,20,even,-10,0.5047297764594684,0.5293507411648083
random_control,11,1,20,odd,-10,0.4885257301808067,0.48347465865075445
random_control,11,1,25,even,40,0.5083402260821616,0.5295315994240726
random_control,11,1,25,odd,40,0.5109003768638375,0.553666229723087
random_control,11,1,27,even,30,0.5142708333333333,0.46597656249999997
random_control,11,1,27,odd,30,0.583898850802457,0.4740687537150783
random_control,11,1,40,even,0,0.5301413076357979,0.5301413076357979
random_control,11,1,40,odd,0,0.5209257206208426,0.5209257206208426
random_control,11,1,43,even,30,0.48717948717948717,0.5734136234136233
random_control,11,1,43,odd,30,0.53527970600245,0.5508234653600109
random_control,11,1,45,even,0,0.5596871596871597,0.5596871596871597
random_control,11,1,45,odd,0,0.503733420664811,0.503733420664811
random_control,11,1,50,even,0,0.5125396825396825,0.5125396825396825
random_control,11,1,50,odd,0,0.5225684868542012,0.5225684868542012
random_control,11,1,56,even,30,0.45318737003131193,0.5336544207280637
random_control,11,1,56,odd,30,0.4747378202575335,0.5205628567635736
random_control,11,1,58,even,0,0.5180744636963697,0.5180744636963697
random_control,11,1,58,odd,0,0.4733633387888707,0.4733633387888707
random_control,11,1,62,even,0,0.5053817271589487,0.5053817271589487
random_control,11,1,62,odd,0,0.5326645264847512,0.5326645264847512
random_control,11,1,69,even,0,0.5038446260356373,0.5038446260356373
random_control,11,1,69,odd,0,0.4948611634627466,0.4948611634627466
random_control,11,2,4,even,-20,0.4842512831093803,0.5169480050550641
random_control,11,2,4,odd,-20,0.4962326888797477,0.5869498148909913
random_control,11,2,6,even,-20,0.4256806002143622,0.5133547695605574
random_control,11,2,6,odd,-20,0.5555964052287581,0.4908496732026144
random_control,11,2,9,even,20,0.3840498529617701,0.5707884049852963
random_control,11,2,9,odd,20,0.5226046954314721,0.5287119289340102
random_control,11,2,16,even,0,0.5831463019990605,0.5831463019990605
random_control,11,2,16,odd,0,0.4888411789652247,0.4888411789652247
random_control,11,2,31,even,0,0.5569879836877004,0.5569879836877004
random_control,11,2,31,odd,0,0.5417882695339342,0.5417882695339342
random_control,11,2,32,even,0,0.5975887114523979,0.5975887114523979
random_control,11,2,32,odd,0,0.5861707298355121,0.5861707298355121
random_control,11,2,46,even,30,0.4962072277982046,0.5659677365927988
random_control,11,2,46,odd,30,0.44899106741212,0.5491774307563781
random_control,11,2,47,even,0,0.4731182795698925,0.4731182795698925
random_control,11,2,47,odd,0,0.5026463856570665,0.5026463856570665
random_control,11,2,55,even,30,0.4835820895522388,0.47409825870646766
random_control,11,2,55,odd,30,0.4680622799295775,0.46077244718309857
random_control,11,2,59,even,100,0.4709220119301863,0.554311804993004
random_control,11,2,59,odd,100,0.5080140749248339,0.573044763235477
random_control,11,2,63,even,0,0.48111561409433745,0.48111561409433745
random_control,11,2,63,odd,0,0.5223990694243482,0.5223990694243482
random_control,11,2,65,even,0,0.5581424936386769,0.5581424936386769
random_control,11,2,65,odd,0,0.523489494975858,0.523489494975858
random_control,11,2,67,even,-20,0.47482193732193734,0.48320275403608737
random_control,11,2,67,odd,-20,0.4670566502463054,0.47685532233883055
random_control,11,2,68,even,30,0.5050058892815077,0.5195705354715955
random_control,11,2,68,odd,30,0.44961465371621623,0.577174831081081
random_control,11,2,70,even,0,0.5826168224299064,0.5826168224299064
random_control,11,2,70,odd,0,0.521402448126586,0.521402448126586
random_control,11,3,0,even,-20,0.583901459012614,0.4886704212363733
random_control,11,3,0,odd,-20,0.5199377053669223,0.6190443592552026
random_control,11,3,1,even,0,0.5131317582677787,0.5131317582677787
random_control,11,3,1,odd,0,0.5026173887845993,0.5026173887845993
random_control,11,3,2,even,0,0.48454688318491357,0.48454688318491357
random_control,11,3,2,odd,0,0.5211370262390671,0.5211370262390671
random_control,11,3,3,even,0,0.5410706786234838,0.5410706786234838
random_control,11,3,3,odd,0,0.5409502559390996,0.5409502559390996
random_control,11,3,19,even,0,0.5678865979381442,0.5678865979381442
random_control,11,3,19,odd,0,0.5352899034067047,0.5352899034067047
random_control,11,3,22,even,0,0.4780963603037444,0.4780963603037444
random_control,11,3,22,odd,0,0.5628428927680797,0.5628428927680797
random_control,11,3,36,even,30,0.5041677072927073,0.4972995754245754
random_control,11,3,36,odd,30,0.46175789509010967,0.4709031110514481
random_control,11,3,41,even,10,0.4839240506329114,0.5148607594936709
random_control,11,3,41,odd,10,0.5426412378553437,0.5132498843366062
random_control,11,3,44,even,0,0.525449888348877,0.525449888348877
random_control,11,3,44,odd,0,0.488218360166329,0.488218360166329
random_control,11,3,53,even,30,0.43526785714285715,0.49377480158730164
random_control,11,3,53,odd,30,0.4268836929142482,0.5039289234475961
random_control,11,3,60,even,30,0.5843465045592705,0.48653326578858497
random_control,11,3,60,odd,30,0.4153797238372093,0.44494912790697677
random_control,11,3,61,even,40,0.44482387816786795,0.5495814926761218
random_control,11,3,61,odd,40,0.4920212765957447,0.538077671013498
random_control,11,3,64,even,0,0.5631446039340777,0.5631446039340777
random_control,11,3,64,odd,0,0.5894228825550839,0.5894228825550839
random_control,11,3,71,even,0,0.4507331295289855,0.4507331295289855
random_control,11,3,71,odd,0,0.5277567260325882,0.5277567260325882
random_control,11,4,13,even,0,0.6177804616210413,0.6177804616210413
random_control,11,4,13,odd,0,0.5585504963726613,0.5585504963726613
random_control,11,4,15,even,30,0.4967623873873874,0.5508023648648649
random_control,11,4,15,odd,30,0.5940899472476381,0.5875778618901439
random_control,11,4,17,even,70,0.532018127185853,0.45618442441259044
random_control,11,4,17,odd,70,0.5281954887218046,0.46220461868958107
random_control,11,4,18,even,60,0.49653110047846893,0.5385765550239234
random_control,11,4,18,odd,60,0.4685706324881583,0.5237670660351073
random_control,11,4,26,even,0,0.47016365601358656,0.47016365601358656
random_control,11,4,26,odd,0,0.5473643475136136,0.5473643475136136
random_control,11,4,28,even,0,0.5082159624413145,0.5082159624413145
random_control,11,4,28,odd,0,0.5349378881987578,0.5349378881987578
random_control,11,4,34,even,30,0.4955193375956399,0.5450817524368515
random_control,11,4,34,odd,30,0.43938739257765613,0.5753756781410533
random_control,11,4,35,even,30,0.5191379047425405,0.499046917094495
random_control,11,4,35,odd,30,0.47690217391304346,0.5508124445430347
random_control,11,4,38,even,-20,0.5836734693877551,0.603240919009113
random_control,11,4,38,odd,-20,0.556134965466051,0.6244165712632255
random_control,11,4,39,even,0,0.5207461084272679,0.5207461084272679
random_control,11,4,39,odd,0,0.5030126336248785,0.5030126336248785
random_control,11,4,51,even,30,0.529275942609276,0.5492625959292625
random_control,11,4,51,odd,30,0.5071297592047483,0.5570742653090769
random_control,11,4,52,even,30,0.5130592806116054,0.528274219827046
random_control,11,4,52,odd,30,0.5183132155623478,0.5058022069108429
random_control,11,4,54,even,30,0.4519290846610434,0.4838722274289284
random_control,11,4,54,odd,30,0.5521628498727735,0.5225923355694349
random_control,11,4,72,even,0,0.4461859979101359,0.4461859979101359
random_control,11,4,72,odd,0,0.5484454569820423,0.5484454569820423
random_control,22,0,4,even,-20,0.5164773166894489,0.5143205323291982
random_control,22,0,4,odd,-20,0.46254284930755524,0.5534279446044152
random_control,22,0,21,even,0,0.5071460331575939,0.5071460331575939
random_control,22,0,21,odd,0,0.5078959907426315,0.5078959907426315
random_control,22,0,28,even,0,0.5120187793427229,0.5120187793427229
random_control,22,0,28,odd,0,0.5260955831608005,0.5260955831608005
random_control,22,0,29,even,30,0.47718553028226907,0.4871197588380378
random_control,22,0,29,odd,30,0.44040697674418605,0.4758853065539112
random_control,22,0,31,even,0,0.5698564891199452,0.5698564891199452
random_control,22,0,31,odd,0,0.5501273293180807,0.5501273293180807
random_control,22,0,36,even,30,0.48223651348651353,0.46739198301698304
random_control,22,0,36,odd,30,0.5457764204450113,0.5486793972547572
random_control,22,0,37,even,0,0.52,0.52
random_control,22,0,37,odd,0,0.48246352413019084,0.48246352413019084
random_control,22,0,42,even,0,0.5389681382757183,0.5389681382757183
random_control,22,0,42,odd,0,0.49522789763113373,0.49522789763113373
random_control,22,0,43,even,30,0.5025382025382026,0.5681041181041181
random_control,22,0,43,odd,30,0.5124676738804954,0.6042466312780728
random_control,22,0,48,even,0,0.6229925303454715,0.6229925303454715
random_control,22,0,48,odd,0,0.5475885368126748,0.5475885368126748
random_control,22,0,54,even,30,0.5141752577319587,0.43943298969072164
random_control,22,0,54,odd,30,0.5351479168273061,0.46856606780270904
random_control,22,0,57,even,-10,0.5995989974937344,0.5227443609022557
random_control,22,0,57,odd,-10,0.5262781954887219,0.5422305764411027
random_control,22,0,60,even,30,0.6038922661263088,0.4436845660249916
random_control,22,0,60,odd,30,0.4424963662790698,0.4720203488372094
random_control,22,0,61,even,40,0.4460735875377819,0.5567164612880725
random_control,22,0,61,odd,40,0.5050045756119881,0.5182023564401739
random_control,22,0,72,even,0,0.5055381400208987,0.5055381400208987
random_control,22,0,72,odd,0,0.5215759849906192,0.5215759849906192
random_control,22,1,0,even,-20,0.5621644765010045,0.5456641306853737
random_control,22,1,0,odd,-20,0.5421686746987951,0.6145605147864184
random_control,22,1,2,even,0,0.5352933473022525,0.5352933473022525
random_control,22,1,2,odd,0,0.4885932944606413,0.4885932944606413
random_control,22,1,5,even,30,0.4972574115188716,0.5432414783857908
random_control,22,1,5,odd,30,0.48713556851311945,0.5818027210884353
random_control,22,1,16,even,0,0.513270525601545,0.513270525601545
random_control,22,1,16,odd,0,0.47336195928753183,0.47336195928753183
random_control,22,1,18,even,60,0.5194527511961722,0.5212769138755982
random_control,22,1,18,odd,60,0.5162022847589858,0.5320005572582892
random_control,22,1,20,even,-10,0.5112308177018896,0.5524655544711948
random_control,22,1,20,odd,-10,0.5058885548925479,0.5010805030882199
random_control,22,1,32,even,0,0.6020762514978846,0.6020762514978846
random_control,22,1,32,odd,0,0.6343148039190607,0.6343148039190607
random_control,22,1,33,even,0,0.5566222150814054,0.5566222150814054
random_control,22,1,33,odd,0,0.5310208311191411,0.5310208311191411
random_control,22,1,35,even,30,0.4513292329588777,0.54503634422813
random_control,22,1,35,odd,30,0.5182314773735581,0.4962705190771961
random_control,22,1,39,even,0,0.532487922705314,0.532487922705314
random_control,22,1,39,odd,0,0.4843172983479106,0.4843172983479106
random_control,22,1,44,even,0,0.5039406278733745,0.5039406278733745
random_control,22,1,44,odd,0,0.47519280662472896,0.47519280662472896
random_control,22,1,46,even,30,0.5473185597403029,0.49597535526185044
random_control,22,1,46,odd,30,0.4483966326071589,0.5763768395347344
random_control,22,1,56,even,30,0.4537849272175347,0.5051987475201377
random_control,22,1,56,odd,30,0.46910925262179737,0.49981415106863136
random_control,22,1,58,even,0,0.544477103960396,0.544477103960396
random_control,22,1,58,odd,0,0.4864975450081833,0.4864975450081833
random_control,22,1,68,even,30,0.5230361511280239,0.5093775482468063
random_control,22,1,68,odd,30,0.43145586993243246,0.6169763513513512
random_control,22,2,10,even,30,0.4065320839874411,0.43871418759811615
random_control,22,2,10,odd,30,0.45647848463946517,0.47377566721494135
random_control,22,2,11,even,30,0.4616556627729812,0.5109509903504317
random_control,22,2,11,odd,30,0.4722860251450677,0.4532307785299806
random_control,22,2,12,even,30,0.5044922913343965,0.5003322700691122
random_control,22,2,12,odd,30,0.48831021209537834,0.5635123614663257
random_control,22,2,14,even,30,0.4976771499412764,0.5200443690460654
random_control,22,2,14,odd,30,0.4720189410245373,0.5210301081259021
random_control,22,2,24,even,100,0.4607499148000124,0.4805937664590885
random_control,22,2,24,odd,100,0.5081618833563855,0.49074314200092206
random_control,22,2,25,even,40,0.4216141286033759,0.5523044756915725
random_control,22,2,25,odd,40,0.4252130099950844,0.578977552023595
random_control,22,2,30,even,0,0.4881515957446808,0.4881515957446808
random_control,22,2,30,odd,0,0.4465771112159511,0.4465771112159511
random_control,22,2,47,even,0,0.48709413225542264,0.48709413225542264
random_control,22,2,47,odd,0,0.5041722296395192,0.5041722296395192
random_control,22,2,49,even,0,0.5421032745591939,0.5421032745591939
random_control,22,2,49,odd,0,0.5897755610972568,0.5897755610972568
random_control,22,2,50,even,0,0.5228344671201814,0.5228344671201814
random_control,22,2,50,odd,0,0.5452518845375989,0.5452518845375989
random_control,22,2,52,even,30,0.4721518987341772,0.564569494924176
random_control,22,2,52,odd,30,0.49171113298451014,0.5004403460601978
random_control,22,2,63,even,0,0.4513537093324328,0.4513537093324328
random_control,22,2,63,odd,0,0.5423582148835361,0.5423582148835361
random_control,22,2,64,even,0,0.5607123870281765,0.5607123870281765
random_control,22,2,64,odd,0,0.5729356175459874,0.5729356175459874
random_control,22,2,65,even,0,0.519529262086514,0.519529262086514
random_control,22,2,65,odd,0,0.5446561398929923,0.5446561398929923
random_control,22,2,70,even,0,0.550404984423676,0.550404984423676
random_control,22,2,70,odd,0,0.43894611135990447,0.43894611135990447
random_control,22,3,6,even,-20,0.5369560557341908,0.5246302250803858
random_control,22,3,6,odd,-20,0.5100694444444445,0.5034722222222223
random_control,22,3,9,even,20,0.5121831676235822,0.5421509592494048
random_control,22,3,9,odd,20,0.5568686548223349,0.5071383248730964
random_control,22,3,17,even,70,0.5775084971183685,0.5029555194325402
random_control,22,3,17,odd,70,0.6078813104189045,0.4597431077694235
random_control,22,3,19,even,0,0.5942139175257732,0.5942139175257732
random_control,22,3,19,odd,0,0.5590923688826306,0.5590923688826306
random_control,22,3,23,even,60,0.4698433193454672,0.6621806172870162
random_control,22,3,23,odd,60,0.5273442571866317,0.5309278350515464
random_control,22,3,26,even,0,0.5041943286500952,0.5041943286500952
random_control,22,3,26,odd,0,0.49859026453271416,0.49859026453271416
random_control,22,3,34,even,30,0.5133895818048423,0.5606985640918143
random_control,22,3,34,odd,30,0.45425848576503913,0.5937875078016227
random_control,22,3,38,even,-20,0.5488608651007574,0.5922538826851496
random_control,22,3,38,odd,-20,0.5286147420332885,0.579972196711412
random_control,22,3,41,even,10,0.4849493670886077,0.4705316455696203
random_control,22,3,41,odd,10,0.5541561712846348,0.5301624428108775
random_control,22,3,45,even,0,0.5315018315018316,0.5315018315018316
random_control,22,3,45,odd,0,0.5336204355657442,0.5336204355657442
random_control,22,3,53,even,30,0.4616691468253968,0.4949776785714286
random_control,22,3,53,odd,30,0.46692585697075895,0.5831508049501698
random_control,22,3,62,even,0,0.5384699624530663,0.5384699624530663
random_control,22,3,62,odd,0,0.5518459069020867,0.5518459069020867
random_control,22,3,67,even,-20,0.4370726495726495,0.5211301044634378
random_control,22,3,67,odd,-20,0.4500428357249947,0.5315511886913686
random_control,22,3,71,even,0,0.5010473278985508,0.5010473278985508
random_control,22,3,71,odd,0,0.5066177664699831,0.5066177664699831
random_control,22,4,1,even,0,0.5324166644742035,0.5324166644742035
random_control,22,4,1,odd,0,0.5423412243458103,0.5423412243458103
random_control,22,4,3,even,0,0.5415153536401591,0.5415153536401591
random_control,22,4,3,odd,0,0.4836198976243602,0.4836198976243602
random_control,22,4,7,even,10,0.5302128427128427,0.4475108225108225
random_control,22,4,7,odd,10,0.5041269258987527,0.43387747615553923
random_control,22,4,8,even,30,0.43747915045035024,0.5281607917268988
random_control,22,4,8,odd,30,0.486561062851303,0.522508942258559
random_control,22,4,13,even,0,0.6106414385399892,0.6106414385399892
random_control,22,4,13,odd,0,0.4942368270332188,0.4942368270332188
random_control,22,4,15,even,30,0.47539414414414416,0.5360219594594595
random_control,22,4,15,odd,30,0.5886358894882722,0.49992549101421635
random_control,22,4,22,even,0,0.4660775072008379,0.4660775072008379
random_control,22,4,22,odd,0,0.5152250951568447,0.5152250951568447
random_control,22,4,27,even,30,0.543203125,0.48455729166666667
random_control,22,4,27,odd,30,0.4787869031107589,0.5169779076679215
random_control,22,4,40,even,0,0.523248779223024,0.523248779223024
random_control,22,4,40,odd,0,0.5207871396895787,0.5207871396895787
random_control,22,4,51,even,30,0.5463063063063064,0.5223390056723389
random_control,22,4,51,odd,30,0.4865216184915312,0.5418767794238286
random_control,22,4,55,even,30,0.5105721393034826,0.5467039800995025
random_control,22,4,55,odd,30,0.5171104753521127,0.4781855193661972
random_control,22,4,59,even,100,0.4416856911407321,0.5239671551660653
random_control,22,4,59,odd,100,0.4764040176448642,0.5457837406819462
random_control,22,4,66,even,30,0.527492668621701,0.585569934973862
random_control,22,4,66,odd,30,0.4733317223046915,0.4969447992543239
random_control,22,4,69,even,0,0.5160027238678924,0.5160027238678924
random_control,22,4,69,odd,0,0.513431335594924,0.513431335594924
random_control,33,0,1,even,0,0.5101653555736799,0.5101653555736799
random_control,33,0,1,odd,0,0.5041481360160256,0.5041481360160256
random_control,33,0,3,even,0,0.5064477877417921,0.5064477877417921
random_control,33,0,3,odd,0,0.4824517653235332,0.4824517653235332
random_control,33,0,15,even,30,0.48750000000000004,0.5339104729729729
random_control,33,0,15,odd,30,0.561156975531249,0.53315649867374
random_control,33,0,21,even,0,0.5598519977132694,0.5598519977132694
random_control,33,0,21,odd,0,0.47903478320059906,0.47903478320059906
random_control,33,0,26,even,0,0.5361664350779681,0.5361664350779681
random_control,33,0,26,odd,0,0.5009398236448572,0.5009398236448572
random_control,33,0,44,even,0,0.5593228687770918,0.5593228687770918
random_control,33,0,44,odd,0,0.4570138962931372,0.4570138962931372
random_control,33,0,50,even,0,0.5526077097505668,0.5526077097505668
random_control,33,0,50,odd,0,0.5530198565912852,0.5530198565912852
random_control,33,0,51,even,30,0.5536403069736403,0.5375742409075743
random_control,33,0,51,odd,30,0.5081220141871351,0.5672622207209381
random_control,33,0,55,even,30,0.5138059701492537,0.5555037313432837
random_control,33,0,55,odd,30,0.5089403609154929,0.4661091549295775
random_control,33,0,56,even,30,0.47486674474747226,0.5273322656978273
random_control,33,0,56,odd,30,0.5249303066507367,0.48839771671312887
random_control,33,0,58,even,0,0.5460499174917491,0.5460499174917491
random_control,33,0,58,odd,0,0.5085924713584288,0.5085924713584288
random_control,33,0,61,even,40,0.4685538246919321,0.5382033248081841
random_control,33,0,61,odd,40,0.47759380004575613,0.5664607641272019
random_control,33,0,64,even,0,0.5500132908027645,0.5500132908027645
random_control,33,0,64,odd,0,0.5064812007277137,0.5064812007277137
random_control,33,0,69,even,0,0.5190954488707297,0.5190954488707297
random_control,33,0,69,odd,0,0.524538258575198,0.524538258575198
random_control,33,0,71,even,0,0.47545855978260876,0.47545855978260876
random_control,33,0,71,odd,0,0.48888918962810585,0.48888918962810585
random_control,33,1,7,even,10,0.46933621933621933,0.4357864357864358
random_control,33,1,7,odd,10,0.48986610418195153,0.47042369772560527
random_control,33,1,8,even,30,0.44027299010341375,0.5178750138996997
random_control,33,1,8,odd,30,0.48219213081246803,0.5569877363311191
random_control,33,1,13,even,0,0.6113123993558777,0.6113123993558777
random_control,33,1,13,odd,0,0.5672489499809088,0.5672489499809088
random_control,33,1,17,even,70,0.5572878183340723,0.47977932121570366
random_control,33,1,17,odd,70,0.5496553884711779,0.4231337271750806
random_control,33,1,18,even,60,0.49802631578947365,0.5391297846889952
random_control,33,1,18,odd,60,0.5046531067149623,0.5566870994706046
random_control,33,1,19,even,0,0.6165463917525773,0.6165463917525773
random_control,33,1,19,odd,0,0.5568442896316609,0.5568442896316609
random_control,33,1,20,even,-10,0.5264690739474229,0.5325436284416712
random_control,33,1,20,odd,-10,0.49709871835135416,0.4919766102860903
random_control,33,1,32,even,0,0.6108801447751339,0.6108801447751339
random_control,33,1,32,odd,0,0.6723542503389526,0.6723542503389526
random_control,33,1,33,even,0,0.5060786203941732,0.5060786203941732
random_control,33,1,33,odd,0,0.5285232224465937,0.5285232224465937
random_control,33,1,34,even,30,0.4821690598469761,0.5569908814589666
random_control,33,1,34,odd,30,0.4312256949445485,0.5817610062893082
random_control,33,1,35,even,30,0.5163803182026127,0.5711508158389671
random_control,33,1,35,odd,30,0.49392746228926354,0.5602401286601598
random_control,33,1,38,even,-20,0.5717302015145681,0.6125144397381594
random_control,33,1,38,odd,-20,0.5884452803603105,0.6175475234944079
random_control,33,1,53,even,30,0.47547123015873016,0.5301959325396826
random_control,33,1,53,odd,30,0.491389223524258,0.5117593910853138
random_control,33,1,54,even,30,0.5159845881495366,0.4453816515672186
random_control,33,1,54,odd,30,0.5062199604184336,0.514791682730614
random_control,33,1,68,even,30,0.4292833197426837,0.5603424843707528
random_control,33,1,68,odd,30,0.4835567989864865,0.6137035472972973
random_control,33,2,9,even,20,0.4694720627363115,0.48543621341548804
random_control,33,2,9,odd,20,0.4691465736040609,0.4602633248730964
random_control,33,2,11,even,30,0.49615921787709494,0.48000253936008125
random_control,33,2,11,odd,30,0.4981262088974855,0.5115298597678917
random_control,33,2,23,even,60,0.3744816626523974,0.6715913887716336
random_control,33,2,23,odd,60,0.49288478018125625,0.5452751304889767
random_control,33,2,24,even,100,0.5205525606469003,0.5102394894197106
random_control,33,2,24,odd,100,0.5171558033656063,0.5011237897648686
random_control,33,2,27,even,30,0.5848697916666666,0.47078125000000004
random_control,33,2,27,odd,30,0.5098078066177928,0.4874306518723994
random_control,33,2,28,even,0,0.5424413145539906,0.5424413145539906
random_control,33,2,28,odd,0,0.5496463077984818,0.5496463077984818
random_control,33,2,30,even,0,0.49847074468085106,0.49847074468085106
random_control,33,2,30,odd,0,0.5439252104387555,0.5439252104387555
random_control,33,2,36,even,30,0.5207917082917083,0.45156406093906093
random_control,33,2,36,odd,30,0.4891264221230325,0.5571198442796255
random_control,33,2,37,even,0,0.5030546955624354,0.5030546955624354
random_control,33,2,37,odd,0,0.4973578376356154,0.4973578376356154
random_control,33,2,39,even,0,0.4998792270531401,0.4998792270531401
random_control,33,2,39,odd,0,0.4608479105928086,0.4608479105928086
random_control,33,2,43,even,30,0.551994301994302,0.5642968142968143
random_control,33,2,43,odd,30,0.5235742479923778,0.564094188103988
random_control,33,2,45,even,0,0.5346302346302346,0.5346302346302346
random_control,33,2,45,odd,0,0.49308662190928443,0.49308662190928443
random_control,33,2,59,even,100,0.4595956992414758,0.52094042271154
random_control,33,2,59,odd,100,0.49618865081164915,0.5514532140427368
random_control,33,2,62,even,0,0.5430851063829787,0.5430851063829787
random_control,33,2,62,odd,0,0.5987426431246656,0.5987426431246656
random_control,33,2,66,even,30,0.5021675379319138,0.5335490246079306
random_control,33,2,66,odd,30,0.5209203576483584,0.5744295232505955
random_control,33,3,0,even,-20,0.5210124164278893,0.5250798669433192
random_control,33,3,0,odd,-20,0.49452354874041615,0.5202286418400875
random_control,33,3,4,even,-20,0.50643166636577,0.5088399143734041
random_control,33,3,4,odd,-20,0.5049362402303579,0.537467434526258
random_control,33,3,6,even,-20,0.6112111468381565,0.4885959271168275
random_control,33,3,6,odd,-20,0.4871936274509804,0.45718954248366017
random_control,33,3,12,even,30,0.5385300372142477,0.508080808080808
random_control,33,3,12,odd,30,0.5626081789764654,0.5150740137952414
random_control,33,3,14,even,30,0.5378180869111314,0.47836356518334855
random_control,33,3,14,odd,30,0.5047479172469677,0.49284647134790205
random_control,33,3,16,even,0,0.5116002922908294,0.5116002922908294
random_control,33,3,16,odd,0,0.5042276293469041,0.5042276293469041
random_control,33,3,22,even,0,0.5603299293008641,0.5603299293008641
random_control,33,3,22,odd,0,0.4561753510959443,0.4561753510959443
random_control,33,3,40,even,0,0.5548593405643663,0.5548593405643663
random_control,33,3,40,odd,0,0.5024350649350648,0.5024350649350648
random_control,33,3,41,even,10,0.5464810126582278,0.5188101265822785
random_control,33,3,41,odd,10,0.5187631727754073,0.46446563512054695
random_control,33,3,42,even,0,0.49160506039150353,0.49160506039150353
random_control,33,3,42,odd,0,0.46385892554991537,0.46385892554991537
random_control,33,3,46,even,30,0.5600384245917387,0.4785352280632019
random_control,33,3,46,odd,30,0.5278741726110148,0.48017479596426965
random_control,33,3,48,even,0,0.5505835667600374,0.5505835667600374
random_control,33,3,48,odd,0,0.5174355389872631,0.5174355389872631
random_control,33,3,57,even,-10,0.552781954887218,0.5983082706766918
random_control,33,3,57,odd,-10,0.5615664160401004,0.5353634085213033
random_control,33,3,70,even,0,0.47769470404984427,0.47769470404984427
random_control,33,3,70,odd,0,0.4807993730407524,0.4807993730407524
random_control,33,4,2,even,0,0.5379943687794656,0.5379943687794656
random_control,33,4,2,odd,0,0.5020954810495627,0.5020954810495627
random_control,33,4,5,even,30,0.5144704192242393,0.5496539114535719
random_control,33,4,5,odd,30,0.45383867832847424,0.5327866861030126
random_control,33,4,10,even,30,0.5475863422291993,0.47762951334379905
random_control,33,4,10,odd,30,0.550472223696079,0.47254204913248793
random_control,33,4,25,even,40,0.4424838403333027,0.5965980455227766
random_control,33,4,25,odd,40,0.44114779616582006,0.5862649516631165
random_control,33,4,29,even,30,0.4949986297615785,0.43148807892573304
random_control,33,4,29,odd,30,0.4028144820295983,0.48354915433403806
random_control,33,4,31,even,0,0.5670858886156337,0.5670858886156337
