source,child,segment,segment_start_s,auc,n
child_spatial_s11_odd_even_blocks_b0,11,4,480.0,0.4162162162162162,47
child_spatial_s11_odd_even_blocks_b0,12,0,0.0,0.5055555555555555,49
child_spatial_s11_odd_even_blocks_b0,12,1,120.0,0.5710526315789475,48
child_spatial_s11_odd_even_blocks_b0,12,2,240.0,0.6461538461538462,49
child_spatial_s11_odd_even_blocks_b0,12,3,360.0,0.526829268292683,51
child_spatial_s11_odd_even_blocks_b0,12,4,480.0,0.7307692307692307,48
child_spatial_s11_odd_even_blocks_b0,12,5,600.0,0.4146341463414634,50
child_spatial_s11_odd_even_blocks_b0,13,0,0.0,0.5447154471544715,50
child_spatial_s11_odd_even_blocks_b0,13,1,120.0,0.40263157894736845,48
child_spatial_s11_odd_even_blocks_b0,13,2,240.0,0.34500000000000003,50
child_spatial_s11_odd_even_blocks_b0,13,3,360.0,0.5663956639566395,50
child_spatial_s11_odd_even_blocks_b0,13,4,480.0,0.6260162601626016,50
child_spatial_s11_odd_even_blocks_b0,13,5,600.0,0.6205962059620596,50
child_spatial_s11_odd_even_blocks_b0,14,0,0.0,0.5311653116531165,50
child_spatial_s11_odd_even_blocks_b0,14,1,120.0,0.5157894736842106,48
child_spatial_s11_odd_even_blocks_b0,14,2,240.0,0.63875,50
child_spatial_s11_odd_even_blocks_b0,14,3,360.0,0.47222222222222215,49
child_spatial_s11_odd_even_blocks_b0,14,4,480.0,0.5843750000000001,48
child_spatial_s11_odd_even_blocks_b0,14,5,600.0,0.4959349593495935,50
child_spatial_s11_odd_even_blocks_b0,15,0,0.0,0.49831649831649827,42
child_spatial_s11_odd_even_blocks_b0,15,2,240.0,0.5722222222222222,49
child_spatial_s11_odd_even_blocks_b0,15,3,360.0,0.5677506775067751,50
child_spatial_s11_odd_even_blocks_b0,15,4,480.0,0.5825,50
child_spatial_s11_odd_even_blocks_b0,15,5,600.0,0.5033783783783783,45
child_spatial_s11_odd_even_blocks_b0,16,0,0.0,0.714527027027027,45
child_spatial_s11_odd_even_blocks_b0,16,1,120.0,0.54875,50
child_spatial_s11_odd_even_blocks_b0,16,2,240.0,0.4871794871794871,48
child_spatial_s11_odd_even_blocks_b0,16,3,360.0,0.4878048780487805,50
child_spatial_s11_odd_even_blocks_b0,16,4,480.0,0.5195121951219512,51
child_spatial_s11_odd_even_blocks_b0,16,5,600.0,0.46710526315789475,46
child_spatial_s11_odd_even_blocks_b0,17,0,0.0,0.5071225071225071,48
child_spatial_s11_odd_even_blocks_b0,17,1,120.0,0.6189189189189188,47
child_spatial_s11_odd_even_blocks_b0,17,3,360.0,0.2945945945945946,47
child_spatial_s11_odd_even_blocks_b0,18,1,120.0,0.5632716049382716,45
child_spatial_s11_odd_even_blocks_b0,18,2,240.0,0.3157894736842105,48
child_spatial_s11_odd_even_blocks_b0,18,3,360.0,0.6189024390243902,49
child_spatial_s11_odd_even_blocks_b0,18,4,480.0,0.3675,50
child_spatial_s11_odd_even_blocks_b0,18,5,600.0,0.7317073170731707,50
child_spatial_s11_odd_even_blocks_b0,19,0,0.0,0.6693766937669376,50
child_spatial_s11_odd_even_blocks_b0,19,1,120.0,0.5907894736842105,48
child_spatial_s11_odd_even_blocks_b0,19,2,240.0,0.6375,50
child_spatial_s11_odd_even_blocks_b0,19,3,360.0,0.5105820105820106,51
child_spatial_s11_odd_even_blocks_b0,19,4,480.0,0.6224999999999999,50
child_spatial_s11_odd_even_blocks_b0,19,5,600.0,0.6151761517615175,50
child_spatial_s11_odd_even_blocks_b0,20,0,0.0,0.47764227642276424,100
child_spatial_s11_odd_even_blocks_b0,20,1,120.0,0.525,96
child_spatial_s11_odd_even_blocks_b0,20,2,240.0,0.41045321637426896,91
child_spatial_s11_odd_even_blocks_b0,20,3,360.0,0.4618055555555555,88
child_spatial_s11_odd_even_blocks_b0,20,4,480.0,0.5085616438356164,89
child_spatial_s11_odd_even_blocks_b0,20,5,600.0,0.6350293542074364,87
child_spatial_s11_odd_even_blocks_b0,21,0,0.0,0.6777777777777778,49
child_spatial_s11_odd_even_blocks_b0,21,1,120.0,0.4215686274509804,43
child_spatial_s11_odd_even_blocks_b0,21,2,240.0,0.3055555555555556,46
child_spatial_s11_odd_even_blocks_b0,21,3,360.0,0.4848484848484848,41
child_spatial_s11_odd_even_blocks_b0,21,4,480.0,0.5034722222222222,44
child_spatial_s11_odd_even_blocks_b0,21,5,600.0,0.36666666666666664,49
child_spatial_s11_odd_even_blocks_b0,22,0,0.0,0.5128205128205128,79
child_spatial_s11_odd_even_blocks_b0,22,1,120.0,0.5648148148148149,35
child_spatial_s11_odd_even_blocks_b0,22,2,240.0,0.5961945031712473,54
child_spatial_s11_odd_even_blocks_b0,22,3,360.0,0.5571428571428572,43
child_spatial_s11_odd_even_blocks_b0,22,5,600.0,0.6183574879227053,55
child_spatial_s11_odd_even_blocks_b0,23,0,0.0,0.6944444444444444,49
child_spatial_s11_odd_even_blocks_b0,23,1,120.0,0.4358974358974359,49
child_spatial_s11_odd_even_blocks_b0,23,2,240.0,0.5756097560975609,51
child_spatial_s11_odd_even_blocks_b0,23,3,360.0,0.5208333333333334,50
child_spatial_s11_odd_even_blocks_b0,23,4,480.0,0.5075000000000001,50
child_spatial_s11_odd_even_blocks_b0,23,5,600.0,0.6504065040650407,50
child_spatial_s11_odd_even_blocks_b0,24,0,0.0,0.5088757396449703,65
child_spatial_s11_odd_even_blocks_b0,24,1,120.0,0.6784850926672039,90
child_spatial_s11_odd_even_blocks_b0,24,2,240.0,0.5534941249226963,98
child_spatial_s11_odd_even_blocks_b0,24,3,360.0,0.5516666666666667,91
child_spatial_s11_odd_even_blocks_b0,24,4,480.0,0.5172764227642276,100
child_spatial_s11_odd_even_blocks_b0,24,5,600.0,0.46760982874162327,96
child_spatial_s11_odd_even_blocks_b0,25,0,0.0,0.5342405618964003,84
child_spatial_s11_odd_even_blocks_b0,25,1,120.0,0.6432773109243697,87
child_spatial_s11_odd_even_blocks_b0,25,2,240.0,0.4950657894736842,99
child_spatial_s11_odd_even_blocks_b0,25,3,360.0,0.5007716049382716,90
child_spatial_s11_odd_even_blocks_b0,25,4,480.0,0.48,93
child_spatial_s11_odd_even_blocks_b0,25,5,600.0,0.5381642512077295,84
child_spatial_s11_odd_even_blocks_b0,26,0,0.0,0.3523035230352303,50
child_spatial_s11_odd_even_blocks_b0,26,1,120.0,0.4948717948717949,49
child_spatial_s11_odd_even_blocks_b0,26,2,240.0,0.45,50
child_spatial_s11_odd_even_blocks_b0,26,3,360.0,0.5964912280701754,47
child_spatial_s11_odd_even_blocks_b0,26,4,480.0,0.4814814814814815,48
child_spatial_s11_odd_even_blocks_b0,26,5,600.0,0.41216216216216217,45
child_spatial_s11_odd_even_blocks_b0,27,0,0.0,0.5365853658536586,50
child_spatial_s11_odd_even_blocks_b0,27,1,120.0,0.6625,46
child_spatial_s11_odd_even_blocks_b0,27,2,240.0,0.6225,50
child_spatial_s11_odd_even_blocks_b0,27,3,360.0,0.7303523035230352,50
child_spatial_s11_odd_even_blocks_b0,27,4,480.0,0.6267806267806267,48
child_spatial_s11_odd_even_blocks_b0,27,5,600.0,0.6368563685636857,50
child_spatial_s11_odd_even_blocks_b0,30,0,0.0,0.4010840108401084,50
child_spatial_s11_odd_even_blocks_b0,30,1,120.0,0.6475,50
child_spatial_s11_odd_even_blocks_b0,30,2,240.0,0.44499999999999995,50
child_spatial_s11_odd_even_blocks_b0,30,3,360.0,0.47089947089947093,51
child_spatial_s11_odd_even_blocks_b0,30,4,480.0,0.43888888888888883,49
child_spatial_s11_odd_even_blocks_b0,30,5,600.0,0.5230352303523035,50
child_spatial_s11_odd_even_blocks_b0,31,0,0.0,0.4474826388888889,88
child_spatial_s11_odd_even_blocks_b0,31,1,120.0,0.5704225352112675,90
child_spatial_s11_odd_even_blocks_b0,31,2,240.0,0.4727508650519031,85
child_spatial_s11_odd_even_blocks_b0,31,3,360.0,0.5915966386554622,87
child_spatial_s11_odd_even_blocks_b0,31,4,480.0,0.4038647342995169,84
child_spatial_s11_odd_even_blocks_b0,31,5,600.0,0.5950892857142858,86
child_spatial_s11_odd_even_blocks_b0,32,0,0.0,0.5925,50
child_spatial_s11_odd_even_blocks_b0,32,1,120.0,0.6675,50
child_spatial_s11_odd_even_blocks_b0,32,2,240.0,0.524390243902439,51
child_spatial_s11_odd_even_blocks_b0,32,3,360.0,0.5067750677506775,50
child_spatial_s11_odd_even_blocks_b0,32,4,480.0,0.5,50
child_spatial_s11_odd_even_blocks_b0,32,5,600.0,0.7398373983739837,50
child_spatial_s11_odd_even_blocks_b0,33,0,0.0,0.6861111111111111,49
child_spatial_s11_odd_even_blocks_b0,33,1,120.0,0.40897435897435896,49
child_spatial_s11_odd_even_blocks_b0,33,2,240.0,0.645,50
child_spatial_s11_odd_even_blocks_b0,33,3,360.0,0.43859649122807015,47
child_spatial_s11_odd_even_blocks_b0,33,4,480.0,0.4796747967479675,50
child_spatial_s11_odd_even_blocks_b0,33,5,600.0,0.3224932249322493,50
child_spatial_s11_odd_even_blocks_b0,34,0,0.0,0.5582655826558266,50
child_spatial_s11_odd_even_blocks_b0,34,1,120.0,0.685,50
child_spatial_s11_odd_even_blocks_b0,34,2,240.0,0.5499999999999999,51
child_spatial_s11_odd_even_blocks_b0,34,3,360.0,0.5026455026455027,51
child_spatial_s11_odd_even_blocks_b0,34,4,480.0,0.5145502645502645,51
child_spatial_s11_odd_even_blocks_b0,34,5,600.0,0.6653116531165313,50
child_spatial_s11_odd_even_blocks_b0,35,0,0.0,0.41025641025641024,48
child_spatial_s11_odd_even_blocks_b0,35,1,120.0,0.5085714285714286,45
child_spatial_s11_odd_even_blocks_b0,35,2,240.0,0.5855855855855856,46
child_spatial_s11_odd_even_blocks_b0,35,3,360.0,0.42005420054200543,50
child_spatial_s11_odd_even_blocks_b0,35,4,480.0,0.3575,50
child_spatial_s11_odd_even_blocks_b0,35,5,600.0,0.36314363143631434,50
child_spatial_s11_odd_even_blocks_b0,36,0,0.0,0.39181286549707606,47
child_spatial_s11_odd_even_blocks_b0,36,1,120.0,0.7128205128205128,49
child_spatial_s11_odd_even_blocks_b0,36,2,240.0,0.5324324324324324,47
child_spatial_s11_odd_even_blocks_b0,36,4,480.0,0.4930555555555556,44
child_spatial_s11_odd_even_blocks_b0,36,5,600.0,0.46036585365853655,49
child_spatial_s11_odd_even_blocks_b0,37,0,0.0,0.49019607843137253,43
child_spatial_s11_odd_even_blocks_b0,37,2,240.0,0.5854700854700855,35
child_spatial_s11_odd_even_blocks_b0,38,0,0.0,0.5064363143631436,100
child_spatial_s11_odd_even_blocks_b0,38,1,120.0,0.5628124999999999,100
child_spatial_s11_odd_even_blocks_b0,38,2,240.0,0.6892551892551891,99
child_spatial_s11_odd_even_blocks_b0,38,3,360.0,0.5679012345679012,99
child_spatial_s11_odd_even_blocks_b0,38,4,480.0,0.49725651577503427,99
child_spatial_s11_odd_even_blocks_b0,38,5,600.0,0.657750342935528,99
child_spatial_s11_odd_even_blocks_b0,39,0,0.0,0.3035230352303523,50
child_spatial_s11_odd_even_blocks_b0,39,1,120.0,0.39375000000000004,50
child_spatial_s11_odd_even_blocks_b0,39,2,240.0,0.5763888888888888,49
child_spatial_s11_odd_even_blocks_b0,39,3,360.0,0.5079365079365079,51
child_spatial_s11_odd_even_blocks_b0,39,4,480.0,0.47696476964769646,50
child_spatial_s11_odd_even_blocks_b0,39,5,600.0,0.7240853658536586,49
child_spatial_s11_odd_even_blocks_b0,40,0,0.0,0.5539682539682539,44
child_spatial_s11_odd_even_blocks_b0,40,1,120.0,0.53,50
child_spatial_s11_odd_even_blocks_b0,40,2,240.0,0.3431372549019608,43
child_spatial_s11_odd_even_blocks_b0,40,5,600.0,0.5326797385620915,43
child_spatial_s11_odd_even_blocks_b0,41,0,0.0,0.5550239234449761,49
child_spatial_s11_odd_even_blocks_b0,41,1,120.0,0.3333333333333333,50
child_spatial_s11_odd_even_blocks_b0,41,2,240.0,0.5291375291375291,50
child_spatial_s11_odd_even_blocks_b0,41,3,360.0,0.4420731707317073,49
child_spatial_s11_odd_even_blocks_b0,41,4,480.0,0.6625000000000001,50
child_spatial_s11_odd_even_blocks_b0,41,5,600.0,0.335,50
child_spatial_s11_odd_even_blocks_b0,42,0,0.0,0.37533875338753386,50
child_spatial_s11_odd_even_blocks_b0,42,1,120.0,0.6333333333333333,49
child_spatial_s11_odd_even_blocks_b0,42,2,240.0,0.4861111111111111,49
child_spatial_s11_odd_even_blocks_b0,42,3,360.0,0.3108108108108108,45
child_spatial_s11_odd_even_blocks_b0,42,4,480.0,0.52,50
child_spatial_s11_odd_even_blocks_b0,42,5,600.0,0.4,43
child_spatial_s11_odd_even_blocks_b0,43,0,0.0,0.6097560975609756,50
child_spatial_s11_odd_even_blocks_b0,43,1,120.0,0.6512820512820512,49
child_spatial_s11_odd_even_blocks_b0,43,2,240.0,0.4853658536585366,51
child_spatial_s11_odd_even_blocks_b0,43,4,480.0,0.6178861788617885,50
child_spatial_s11_odd_even_blocks_b0,43,5,600.0,0.6219512195121951,49
child_spatial_s11_odd_even_blocks_b0,44,2,240.0,0.3621621621621621,47
child_spatial_s11_odd_even_blocks_b0,44,3,360.0,0.5694444444444444,49
child_spatial_s11_odd_even_blocks_b0,44,4,480.0,0.5555555555555556,40
child_spatial_s11_odd_even_blocks_b0,44,5,600.0,0.5709459459459459,45
child_spatial_s11_odd_even_blocks_b0,45,0,0.0,0.5931571815718157,100
child_spatial_s11_odd_even_blocks_b0,45,1,120.0,0.506875,100
child_spatial_s11_odd_even_blocks_b0,45,2,240.0,0.4529761904761905,101
child_spatial_s11_odd_even_blocks_b0,45,3,360.0,0.476027397260274,89
child_spatial_s11_odd_even_blocks_b0,45,4,480.0,0.60498046875,80
child_spatial_s11_odd_even_blocks_b0,45,5,600.0,0.2857142857142857,101
child_spatial_s11_odd_even_blocks_b0,46,0,0.0,0.4275,50
child_spatial_s11_odd_even_blocks_b0,46,1,120.0,0.4851851851851852,39
child_spatial_s11_odd_even_blocks_b0,46,2,240.0,0.6210526315789474,48
child_spatial_s11_odd_even_blocks_b0,46,4,480.0,0.5551470588235294,42
child_spatial_s11_odd_even_blocks_b0,46,5,600.0,0.44256756756756754,45
child_spatial_s11_odd_even_blocks_b0,47,0,0.0,0.6287262872628726,50
child_spatial_s11_odd_even_blocks_b0,47,1,120.0,0.5650000000000001,50
child_spatial_s11_odd_even_blocks_b0,47,2,240.0,0.46249999999999997,50
child_spatial_s11_odd_even_blocks_b0,47,3,360.0,0.43495934959349597,50
child_spatial_s11_odd_even_blocks_b0,47,4,480.0,0.445,50
child_spatial_s11_odd_even_blocks_b0,47,5,600.0,0.48238482384823844,50
child_spatial_s11_odd_even_blocks_b0,48,0,0.0,0.5669515669515669,48
child_spatial_s11_odd_even_blocks_b0,48,2,240.0,0.5,45
child_spatial_s11_odd_even_blocks_b0,48,4,480.0,0.5575,50
child_spatial_s11_odd_even_blocks_b0,49,0,0.0,0.540650406504065,50
child_spatial_s11_odd_even_blocks_b0,49,1,120.0,0.52,50
child_spatial_s11_odd_even_blocks_b0,49,2,240.0,0.4375,50
child_spatial_s11_odd_even_blocks_b0,49,3,360.0,0.5625,50
child_spatial_s11_odd_even_blocks_b0,49,4,480.0,0.3951219512195122,51
child_spatial_s11_odd_even_blocks_b0,49,5,600.0,0.5555555555555556,50
child_spatial_s11_odd_even_blocks_b0,50,2,240.0,0.4392857142857143,43
child_spatial_s11_odd_even_blocks_b0,50,4,480.0,0.565359477124183,43
child_spatial_s11_odd_even_blocks_b0,50,5,600.0,0.7694444444444444,49
child_spatial_s11_odd_even_blocks_b0,51,0,0.0,0.41937669376693765,100
child_spatial_s11_odd_even_blocks_b0,51,1,120.0,0.5342105263157895,99
child_spatial_s11_odd_even_blocks_b0,51,2,240.0,0.32248342374924654,100
child_spatial_s11_odd_even_blocks_b0,51,3,360.0,0.4620596205962059,100
child_spatial_s11_odd_even_blocks_b0,51,4,480.0,0.551490514905149,100
child_spatial_s11_odd_even_blocks_b0,51,5,600.0,0.5040650406504066,100
child_spatial_s11_odd_even_blocks_b0,52,0,0.0,0.4527777777777778,49
child_spatial_s11_odd_even_blocks_b0,52,1,120.0,0.38815789473684215,46
child_spatial_s11_odd_even_blocks_b0,52,2,240.0,0.40975609756097564,51
child_spatial_s11_odd_even_blocks_b0,52,3,360.0,0.4732142857142857,50
child_spatial_s11_odd_even_blocks_b0,52,4,480.0,0.29500000000000004,50
child_spatial_s11_odd_even_blocks_b0,52,5,600.0,0.3861788617886179,50
child_spatial_s11_odd_even_blocks_b0,53,0,0.0,0.5916666666666667,49
child_spatial_s11_odd_even_blocks_b0,53,1,120.0,0.48250000000000004,50
child_spatial_s11_odd_even_blocks_b0,53,2,240.0,0.46723646723646717,48
child_spatial_s11_odd_even_blocks_b0,53,3,360.0,0.6798941798941799,51
child_spatial_s11_odd_even_blocks_b0,53,4,480.0,0.4600000000000001,50
child_spatial_s11_odd_even_blocks_b0,53,5,600.0,0.405982905982906,48
child_spatial_s11_odd_even_blocks_b0,54,0,0.0,0.36314363143631434,50
child_spatial_s11_odd_even_blocks_b0,54,1,120.0,0.61,50
child_spatial_s11_odd_even_blocks_b0,54,2,240.0,0.5853658536585366,51
child_spatial_s11_odd_even_blocks_b0,54,3,360.0,0.7953216374269005,47
child_spatial_s11_odd_even_blocks_b0,54,4,480.0,0.5583333333333333,49
child_spatial_s11_odd_even_blocks_b0,54,5,600.0,0.4481707317073171,49
child_spatial_s11_odd_even_blocks_b0,56,0,0.0,0.3358974358974359,49
child_spatial_s11_odd_even_blocks_b0,56,1,120.0,0.3041666666666667,49
child_spatial_s11_odd_even_blocks_b0,56,2,240.0,0.4375,50
child_spatial_s11_odd_even_blocks_b0,56,3,360.0,0.295,50
child_spatial_s11_odd_even_blocks_b0,56,4,480.0,0.25745257452574527,50
child_spatial_s11_odd_even_blocks_b0,56,5,600.0,0.39837398373983735,50
child_spatial_s11_odd_even_blocks_b0,57,0,0.0,0.6043360433604336,50
child_spatial_s11_odd_even_blocks_b0,57,1,120.0,0.5782051282051281,49
child_spatial_s11_odd_even_blocks_b0,57,2,240.0,0.5137499999999999,50
child_spatial_s11_odd_even_blocks_b0,57,3,360.0,0.3386243386243386,51
child_spatial_s11_odd_even_blocks_b0,57,4,480.0,0.5853658536585366,50
child_spatial_s11_odd_even_blocks_b0,57,5,600.0,0.7333333333333334,49
child_spatial_s11_odd_even_blocks_b0,58,0,0.0,0.4254742547425474,50
child_spatial_s11_odd_even_blocks_b0,58,1,120.0,0.5447368421052632,48
child_spatial_s11_odd_even_blocks_b0,58,2,240.0,0.46249999999999997,50
child_spatial_s11_odd_even_blocks_b0,58,3,360.0,0.4359756097560975,49
child_spatial_s11_odd_even_blocks_b0,58,4,480.0,0.5540540540540541,47
child_spatial_s11_odd_even_blocks_b0,59,0,0.0,0.629286694101509,99
child_spatial_s11_odd_even_blocks_b0,59,1,120.0,0.5996875,100
child_spatial_s11_odd_even_blocks_b0,59,2,240.0,0.4125705076551168,90
child_spatial_s11_odd_even_blocks_b0,59,3,360.0,0.5016891891891891,90
child_spatial_s11_odd_even_blocks_b0,59,4,480.0,0.5640096618357487,87
child_spatial_s11_odd_even_blocks_b0,59,5,600.0,0.7320675105485233,97
child_spatial_s11_odd_even_blocks_b0,61,0,0.0,0.3075,50
child_spatial_s11_odd_even_blocks_b0,61,1,120.0,0.6299999999999999,50
child_spatial_s11_odd_even_blocks_b0,61,2,240.0,0.5925,50
child_spatial_s11_odd_even_blocks_b0,61,3,360.0,0.5092592592592593,51
child_spatial_s11_odd_even_blocks_b0,61,4,480.0,0.6105263157894737,48
child_spatial_s11_odd_even_blocks_b0,62,0,0.0,0.6578947368421053,47
child_spatial_s11_odd_even_blocks_b0,62,1,120.0,0.7175675675675676,47
child_spatial_s11_odd_even_blocks_b0,62,2,240.0,0.47692307692307695,49
child_spatial_s11_odd_even_blocks_b0,62,4,480.0,0.7537537537537536,46
child_spatial_s11_odd_even_blocks_b0,62,5,600.0,0.3903133903133903,48
child_spatial_s11_odd_even_blocks_b0,63,1,120.0,0.57375,50
child_spatial_s11_odd_even_blocks_b0,63,2,240.0,0.31531531531531526,46
child_spatial_s11_odd_even_blocks_b0,63,3,360.0,0.5026455026455027,51
child_spatial_s11_odd_even_blocks_b0,63,4,480.0,0.5261437908496732,43
child_spatial_s11_odd_even_blocks_b0,63,5,600.0,0.4309309309309309,46
child_spatial_s11_odd_even_blocks_b0,64,1,120.0,0.5256410256410257,49
child_spatial_s11_odd_even_blocks_b0,64,2,240.0,0.4368421052631579,48
child_spatial_s11_odd_even_blocks_b0,64,3,360.0,0.3739837398373983,50
child_spatial_s11_odd_even_blocks_b0,64,4,480.0,0.3675,50
child_spatial_s11_odd_even_blocks_b0,64,5,600.0,0.7574525745257452,50
child_spatial_s11_odd_even_blocks_b0,65,0,0.0,0.6114864864864865,45
child_spatial_s11_odd_even_blocks_b0,65,1,120.0,0.5275000000000001,50
child_spatial_s11_odd_even_blocks_b0,65,2,240.0,0.6402439024390244,51
child_spatial_s11_odd_even_blocks_b0,65,3,360.0,0.5265625,48
child_spatial_s11_odd_even_blocks_b0,65,4,480.0,0.62875,50
child_spatial_s11_odd_even_blocks_b0,65,5,600.0,0.5663956639566395,50
child_spatial_s11_odd_even_blocks_b0,66,0,0.0,0.6238095238095237,44
child_spatial_s11_odd_even_blocks_b0,66,1,120.0,0.3358974358974359,49
child_spatial_s11_odd_even_blocks_b0,66,2,240.0,0.5447368421052631,48
child_spatial_s11_odd_even_blocks_b0,66,5,600.0,0.51,50
child_spatial_s11_odd_even_blocks_b0,67,0,0.0,0.6833333333333333,49
child_spatial_s11_odd_even_blocks_b0,67,1,120.0,0.4717948717948718,49
child_spatial_s11_odd_even_blocks_b0,67,2,240.0,0.5079545454545454,51
child_spatial_s11_odd_even_blocks_b0,67,3,360.0,0.4336043360433604,50
child_spatial_s11_odd_even_blocks_b0,67,4,480.0,0.564327485380117,47
child_spatial_s11_odd_even_blocks_b0,67,5,600.0,0.4186991869918699,50
child_spatial_s11_odd_even_blocks_b0,68,4,480.0,0.5208333333333334,38
child_spatial_s11_odd_even_blocks_b0,68,5,600.0,0.5694444444444444,44
child_spatial_s11_odd_even_blocks_b0,69,0,0.0,0.4641025641025641,49
child_spatial_s11_odd_even_blocks_b0,69,1,120.0,0.3275,50
child_spatial_s11_odd_even_blocks_b0,69,2,240.0,0.5,50
child_spatial_s11_odd_even_blocks_b0,69,3,360.0,0.516260162601626,50
child_spatial_s11_odd_even_blocks_b0,69,4,480.0,0.621875,48
child_spatial_s11_odd_even_blocks_b0,69,5,600.0,0.4766081871345029,47
child_spatial_s11_odd_even_blocks_b0,70,0,0.0,0.6475000000000001,50
child_spatial_s11_odd_even_blocks_b0,70,1,120.0,0.6093189964157706,40
child_spatial_s11_odd_even_blocks_b0,70,4,480.0,0.42234848484848486,41
child_spatial_s11_odd_even_blocks_b0,70,5,600.0,0.19583333333333333,38
child_spatial_s11_odd_even_blocks_b0,71,0,0.0,0.48644986449864497,50
child_spatial_s11_odd_even_blocks_b0,71,1,120.0,0.5925,50
child_spatial_s11_odd_even_blocks_b0,71,2,240.0,0.5897129186602871,49
child_spatial_s11_odd_even_blocks_b0,71,3,360.0,0.753968253968254,51
child_spatial_s11_odd_even_blocks_b0,71,5,600.0,0.5726495726495726,48
child_spatial_s11_odd_even_blocks_b0,72,3,360.0,0.31418918918918914,45
child_spatial_s11_odd_even_blocks_b0,72,4,480.0,0.3216374269005848,47
child_spatial_s11_odd_even_blocks_b1,0,1,120.0,0.54375,50
