model,seed,partition,train_block,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
child_spatial_meanfilter,11,odd_even_blocks,1,13,1,273,43,0.4622345803842265,0.47730030333670376,1.0012696981430054,-0.001269698143005371
child_spatial_meanfilter,11,odd_even_blocks,1,15,1,319,48,0.5609624846248462,0.5094557195571956,0.9979038238525391,0.0020961761474609375
child_spatial_meanfilter,11,odd_even_blocks,1,22,1,302,46,0.5380859375,0.49031929347826086,0.9983850717544556,0.0016149282455444336
child_spatial,11,early_late_halves,0,0,1,357,49,0.5236880466472302,0.5178571428571428,1.010329008102417,-0.010329008102416992
child_spatial,11,early_late_halves,0,1,1,470,69,0.4698398930210705,0.47954389388846724,1.0233381986618042,-0.0233381986618042
child_spatial,11,early_late_halves,0,2,1,465,71,0.49304711517837996,0.485307785801101,1.0227668285369873,-0.022766828536987305
child_spatial,11,early_late_halves,0,4,1,474,67,0.5276137738824307,0.5190509369613847,1.005025863647461,-0.0050258636474609375
child_spatial,11,early_late_halves,0,5,1,421,55,0.48447590660705414,0.5049677098857427,1.0309271812438965,-0.030927181243896484
child_spatial,11,early_late_halves,0,6,1,417,67,0.5037526652452026,0.47008528784648185,1.0046191215515137,-0.004619121551513672
child_spatial,11,early_late_halves,0,7,1,480,73,0.5122681835010602,0.5232405506378108,1.0076570510864258,-0.007657051086425781
child_spatial,11,early_late_halves,0,8,1,405,63,0.5247609765153625,0.5200501253132832,1.0061256885528564,-0.006125688552856445
child_spatial,11,early_late_halves,0,9,1,393,51,0.4429824561403509,0.47015823873409013,1.0435328483581543,-0.0435328483581543
child_spatial,11,early_late_halves,0,10,1,460,73,0.4981416587023468,0.5086014654348519,1.0108550786972046,-0.01085507869720459
child_spatial,11,early_late_halves,0,11,2,307,58,0.5105941005400914,0.5082052347320316,1.012861728668213,-0.01286172866821289
child_spatial,11,early_late_halves,0,12,2,721,105,0.4860544217687075,0.48073593073593074,1.018626093864441,-0.018626093864440918
child_spatial,11,early_late_halves,0,13,1,430,71,0.4634352073443446,0.47667621326846876,1.028180718421936,-0.028180718421936035
child_spatial,11,early_late_halves,0,14,1,401,60,0.5295943304007821,0.5376099706744868,1.0109758377075195,-0.010975837707519531
child_spatial,11,early_late_halves,0,15,1,475,72,0.5256237937689551,0.5303453267162945,1.0115910768508911,-0.011591076850891113
child_spatial,11,early_late_halves,0,18,1,456,66,0.5531274281274281,0.5397435897435897,0.994096040725708,0.005903959274291992
child_spatial,11,early_late_halves,0,20,1,447,65,0.47686266612968187,0.4779903342730568,1.0396320819854736,-0.03963208198547363
child_spatial,11,early_late_halves,0,21,1,389,60,0.49285714285714294,0.5014437689969605,1.0163742303848267,-0.01637423038482666
child_spatial,11,early_late_halves,0,22,1,455,57,0.4889799876575862,0.47044432689764615,1.0089701414108276,-0.008970141410827637
child_spatial,11,early_late_halves,0,26,1,387,57,0.4807549175970228,0.4819776714513556,1.0166679620742798,-0.016667962074279785
child_spatial_meanfilter,11,early_late_halves,0,0,1,357,49,0.4612046117148158,0.4749536178107607,1.003266453742981,-0.003266453742980957
child_spatial_meanfilter,11,early_late_halves,0,1,1,470,69,0.5003433445372077,0.5434963316346815,0.9981262683868408,0.0018737316131591797
child_spatial_meanfilter,11,early_late_halves,0,2,1,465,71,0.5171766640451848,0.49233216558232645,1.0025650262832642,-0.00256502628326416
child_spatial_meanfilter,11,early_late_halves,0,4,1,474,67,0.4585610033371228,0.4653635996919579,1.0020731687545776,-0.0020731687545776367
child_spatial_meanfilter,11,early_late_halves,0,5,1,421,55,0.40991058122205665,0.4233730750124193,1.0116783380508423,-0.011678338050842285
child_spatial_meanfilter,11,early_late_halves,0,6,1,417,67,0.49808102345415783,0.5202985074626866,1.0013530254364014,-0.0013530254364013672
child_spatial_meanfilter,11,early_late_halves,0,7,1,480,73,0.49729056578371644,0.46639291844771297,1.0010111331939697,-0.0010111331939697266
child_spatial_meanfilter,11,early_late_halves,0,8,1,405,63,0.503945047804697,0.5083542188805347,1.0019415616989136,-0.0019415616989135742
child_spatial_meanfilter,11,early_late_halves,0,9,1,393,51,0.47202155716087607,0.45717234262125905,1.0040391683578491,-0.004039168357849121
child_spatial_meanfilter,11,early_late_halves,0,10,1,460,73,0.4593642702913171,0.46922232841315353,1.0032505989074707,-0.003250598907470703
child_spatial_meanfilter,11,early_late_halves,0,11,2,307,58,0.48642847251073257,0.4943567372940036,1.0040138959884644,-0.0040138959884643555
child_spatial_meanfilter,11,early_late_halves,0,12,2,721,105,0.5259508348794063,0.5170995670995671,0.9982134103775024,0.0017865896224975586
child_spatial_meanfilter,11,early_late_halves,0,13,1,430,71,0.4797559731648946,0.4961944368158814,1.002894639968872,-0.0028946399688720703
child_spatial_meanfilter,11,early_late_halves,0,14,1,401,60,0.5039833822091887,0.5039589442815249,1.0042774677276611,-0.004277467727661133
child_spatial_meanfilter,11,early_late_halves,0,15,1,475,72,0.5065825751309623,0.5397366969947616,1.0006526708602905,-0.0006526708602905273
child_spatial_meanfilter,11,early_late_halves,0,18,1,456,66,0.5296620046620046,0.5012820512820513,0.9993540048599243,0.0006459951400756836
child_spatial_meanfilter,11,early_late_halves,0,20,1,447,65,0.47029802658074904,0.4536447845348369,1.006888747215271,-0.006888747215270996
child_spatial_meanfilter,11,early_late_halves,0,21,1,389,60,0.4582320162107396,0.5154002026342452,1.005091905593872,-0.00509190559387207
child_spatial_meanfilter,11,early_late_halves,0,22,1,455,57,0.6053292779687913,0.5353081195450939,0.9928852319717407,0.007114768028259277
child_spatial_meanfilter,11,early_late_halves,0,26,1,387,57,0.5178096757044126,0.5116427432216906,0.9997392892837524,0.0002607107162475586
child_spatial,11,early_late_halves,1,0,1,311,57,0.6833816825528388,0.5798798176543721,0.9582194089889526,0.04178059101104736
child_spatial,11,early_late_halves,1,1,1,486,74,0.5301102072946733,0.5540868538441354,1.0089170932769775,-0.008917093276977539
child_spatial,11,early_late_halves,1,2,1,479,72,0.4553815178815179,0.4907862407862408,1.018617868423462,-0.018617868423461914
child_spatial,11,early_late_halves,1,4,1,469,74,0.47261375299349984,0.49255901471091346,1.0140026807785034,-0.014002680778503418
child_spatial,11,early_late_halves,1,5,1,317,56,0.509783798576902,0.4915161466885605,1.1060901880264282,-0.10609018802642822
child_spatial,11,early_late_halves,1,6,1,435,64,0.51307698787062,0.5044642857142857,1.0028610229492188,-0.00286102294921875
child_spatial,11,early_late_halves,1,7,1,481,74,0.471196626602032,0.457002457002457,1.0160969495773315,-0.016096949577331543
child_spatial,11,early_late_halves,1,8,1,477,64,0.5219052663438257,0.5219620157384988,1.0018932819366455,-0.0018932819366455078
child_spatial,11,early_late_halves,1,9,1,466,78,0.5189664287602432,0.5349590272270685,1.0078706741333008,-0.007870674133300781
child_spatial,11,early_late_halves,1,10,1,467,70,0.515005397625045,0.5165707088880893,1.0056583881378174,-0.005658388137817383
child_spatial,11,early_late_halves,1,11,2,324,50,0.47350364963503644,0.49656934306569345,1.0461583137512207,-0.0461583137512207
child_spatial,11,early_late_halves,1,12,2,703,102,0.5540357573978011,0.5275276499951062,1.0093483924865723,-0.009348392486572266
child_spatial,11,early_late_halves,1,13,1,479,68,0.46672391584370976,0.46500644053241735,1.0133092403411865,-0.013309240341186523
child_spatial,11,early_late_halves,1,14,1,452,67,0.48156619499903075,0.48395037798022866,1.0182218551635742,-0.01822185516357422
child_spatial,11,early_late_halves,1,15,1,479,70,0.5139538945162417,0.49430667132378625,1.0035316944122314,-0.0035316944122314453
child_spatial,11,early_late_halves,1,18,1,441,70,0.49940315748941083,0.5130727762803234,1.0089190006256104,-0.008919000625610352
child_spatial,11,early_late_halves,1,20,1,492,75,0.5942126298960831,0.5954916067146283,0.9842402935028076,0.015759706497192383
child_spatial,11,early_late_halves,1,21,1,400,58,0.5567150635208711,0.5219298245614035,0.9913111925125122,0.008688807487487793
child_spatial,11,early_late_halves,1,22,1,464,77,0.5442800093962885,0.5269807711668176,1.0001206398010254,-0.00012063980102539062
child_spatial,11,early_late_halves,1,26,1,469,74,0.516199110502908,0.4816284639069449,1.0063958168029785,-0.006395816802978516
child_spatial_meanfilter,11,early_late_halves,1,0,1,311,57,0.6281599668462494,0.5046622461665976,0.9938893914222717,0.0061106085777282715
child_spatial_meanfilter,11,early_late_halves,1,1,1,486,74,0.4165409341380215,0.42633167147730255,1.0058728456497192,-0.005872845649719238
child_spatial_meanfilter,11,early_late_halves,1,2,1,479,72,0.46043202293202296,0.46947515697515696,1.003286361694336,-0.0032863616943359375
child_spatial_meanfilter,11,early_late_halves,1,4,1,469,74,0.41217926787547043,0.43270612384536433,1.0057711601257324,-0.005771160125732422
child_spatial_meanfilter,11,early_late_halves,1,5,1,317,56,0.5106048166392994,0.5111863711001642,1.002273440361023,-0.0022734403610229492
child_spatial_meanfilter,11,early_late_halves,1,6,1,435,64,0.5207841981132075,0.5292073787061995,1.0000816583633423,-8.165836334228516e-05
child_spatial_meanfilter,11,early_late_halves,1,7,1,481,74,0.49976758084866196,0.5092137592137592,1.0002870559692383,-0.00028705596923828125
child_spatial_meanfilter,11,early_late_halves,1,8,1,477,64,0.5088150726392251,0.4948736380145279,0.9996994733810425,0.00030052661895751953
child_spatial_meanfilter,11,early_late_halves,1,9,1,466,78,0.5374041765794343,0.4971583399418451,0.9982438683509827,0.001756131649017334
child_spatial_meanfilter,11,early_late_halves,1,10,1,467,70,0.4714645555955379,0.4654012234616769,1.0026592016220093,-0.0026592016220092773
child_spatial_meanfilter,11,early_late_halves,1,11,2,324,50,0.5455474452554744,0.5497810218978102,0.9971694946289062,0.00283050537109375
child_spatial_meanfilter,11,early_late_halves,1,12,2,703,102,0.49856448402988485,0.4818847672180353,1.0015604496002197,-0.0015604496002197266
child_spatial_meanfilter,11,early_late_halves,1,13,1,479,68,0.5399313009875483,0.5513453556605123,0.9986006021499634,0.001399397850036621
child_spatial_meanfilter,11,early_late_halves,1,14,1,452,67,0.504051172707889,0.47125411901531306,0.9973129034042358,0.00268709659576416
child_spatial_meanfilter,11,early_late_halves,1,15,1,479,70,0.5463674467341949,0.5294446384910932,0.9991350769996643,0.0008649230003356934
child_spatial_meanfilter,11,early_late_halves,1,18,1,441,70,0.4943781286099345,0.48800539083557953,1.0006787776947021,-0.0006787776947021484
child_spatial_meanfilter,11,early_late_halves,1,20,1,492,75,0.48167865707434054,0.49664268585131893,1.002350926399231,-0.002350926399230957
child_spatial_meanfilter,11,early_late_halves,1,21,1,400,58,0.4548296027424884,0.4686932849364791,1.0025585889816284,-0.002558588981628418
child_spatial_meanfilter,11,early_late_halves,1,22,1,464,77,0.5107889526494177,0.4977012651431256,0.9995733499526978,0.0004266500473022461
child_spatial_meanfilter,11,early_late_halves,1,26,1,469,74,0.4600410537119398,0.4698426274375641,1.0026546716690063,-0.0026546716690063477
child_spatial,22,odd_even_blocks,0,1,1,292,43,0.48113383767628654,0.4755300270850845,1.0093951225280762,-0.009395122528076172
child_spatial,22,odd_even_blocks,0,4,1,316,44,0.5136196524064172,0.5172125668449198,1.0053701400756836,-0.005370140075683594
child_spatial,22,odd_even_blocks,0,7,1,320,43,0.48547561077995127,0.5073461506170767,1.0151751041412354,-0.015175104141235352
child_spatial,22,odd_even_blocks,0,8,1,281,47,0.490316421167485,0.4883615202764139,1.0064091682434082,-0.006409168243408203
child_spatial,22,odd_even_blocks,0,12,2,445,68,0.5524262755500078,0.5724957091589952,1.0024501085281372,-0.002450108528137207
child_spatial,22,odd_even_blocks,0,13,1,313,49,0.4703927025355597,0.4763837353123067,1.0072035789489746,-0.007203578948974609
child_spatial,22,odd_even_blocks,0,15,1,313,48,0.5878930817610063,0.5795990566037736,0.9882477521896362,0.01175224781036377
child_spatial,22,odd_even_blocks,0,22,1,297,48,0.5078229585006693,0.514683734939759,1.0031169652938843,-0.0031169652938842773
child_spatial_meanfilter,22,odd_even_blocks,0,1,1,292,43,0.5122349864574578,0.5036424768842813,0.9990401268005371,0.0009598731994628906
child_spatial_meanfilter,22,odd_even_blocks,0,4,1,316,44,0.48792613636363635,0.544451871657754,1.001283049583435,-0.0012830495834350586
child_spatial_meanfilter,22,odd_even_blocks,0,7,1,320,43,0.49059692721014186,0.4718327596339518,1.0015997886657715,-0.0015997886657714844
child_spatial_meanfilter,22,odd_even_blocks,0,8,1,281,47,0.5044553555191853,0.49913620658301505,1.0006085634231567,-0.0006085634231567383
child_spatial_meanfilter,22,odd_even_blocks,0,12,2,445,68,0.5004290841004837,0.5091082852239038,1.0060968399047852,-0.006096839904785156
child_spatial_meanfilter,22,odd_even_blocks,0,13,1,313,49,0.5348639455782311,0.5543444650587508,0.9983799457550049,0.0016200542449951172
child_spatial_meanfilter,22,odd_even_blocks,0,15,1,313,48,0.4770833333333332,0.49897798742138366,1.0005735158920288,-0.0005735158920288086
child_spatial_meanfilter,22,odd_even_blocks,0,22,1,297,48,0.5222556894243642,0.48870481927710846,0.9998188614845276,0.0001811385154724121
child_spatial,22,odd_even_blocks,1,1,1,339,61,0.5865962967331051,0.5638341785587923,0.9916832447052002,0.008316755294799805
child_spatial,22,odd_even_blocks,1,4,1,313,54,0.5373587873587874,0.5152652652652653,1.0228153467178345,-0.022815346717834473
child_spatial,22,odd_even_blocks,1,7,1,314,48,0.5186795112781956,0.5328164160401002,1.0065370798110962,-0.006537079811096191
child_spatial,22,odd_even_blocks,1,8,1,289,40,0.5158132530120482,0.4811244979919679,1.0042692422866821,-0.004269242286682129
child_spatial,22,odd_even_blocks,1,12,2,487,71,0.5127132990249188,0.5407468851570965,1.025903582572937,-0.02590358257293701
child_spatial,22,odd_even_blocks,1,13,1,273,43,0.5159251769464106,0.45040444893832154,1.0017417669296265,-0.0017417669296264648
child_spatial,22,odd_even_blocks,1,15,1,319,48,0.5278290282902829,0.5436654366543665,1.0127912759780884,-0.012791275978088379
child_spatial,22,odd_even_blocks,1,22,1,302,46,0.6262737771739131,0.5505264945652174,0.9667820930480957,0.0332179069519043
child_spatial_meanfilter,22,odd_even_blocks,1,1,1,339,61,0.49430947045642176,0.5059264064158508,1.0009433031082153,-0.000943303108215332
child_spatial_meanfilter,22,odd_even_blocks,1,4,1,313,54,0.5481552981552981,0.5240597740597741,0.9965517520904541,0.0034482479095458984
child_spatial_meanfilter,22,odd_even_blocks,1,7,1,314,48,0.5547854010025063,0.5081453634085213,0.996606171131134,0.003393828868865967
child_spatial_meanfilter,22,odd_even_blocks,1,8,1,289,40,0.4552710843373494,0.4476907630522089,1.003326654434204,-0.0033266544342041016
child_spatial_meanfilter,22,odd_even_blocks,1,12,2,487,71,0.5411531690140845,0.5208559046587216,0.9970853328704834,0.0029146671295166016
child_spatial_meanfilter,22,odd_even_blocks,1,13,1,273,43,0.5475227502527806,0.49004044489383214,0.9969216585159302,0.0030783414840698242
child_spatial_meanfilter,22,odd_even_blocks,1,15,1,319,48,0.4772063345633456,0.4897370848708487,1.0017151832580566,-0.0017151832580566406
child_spatial_meanfilter,22,odd_even_blocks,1,22,1,302,46,0.5237347146739131,0.5124830163043479,0.9994794130325317,0.0005205869674682617
child_spatial,22,early_late_halves,0,0,1,357,49,0.5342565597667639,0.5466141001855288,1.0006921291351318,-0.0006921291351318359
child_spatial,22,early_late_halves,0,1,1,470,69,0.5828905995879865,0.5773428746973147,0.9875832200050354,0.0124167799949646
child_spatial,22,early_late_halves,0,2,1,465,71,0.45651319082004715,0.44959605347822984,1.0172462463378906,-0.017246246337890625
child_spatial,22,early_late_halves,0,4,1,474,67,0.5124133631596318,0.5113498844842128,1.0164541006088257,-0.016454100608825684
child_spatial,22,early_late_halves,0,5,1,421,55,0.4160457029309489,0.4568306010928962,1.0427298545837402,-0.042729854583740234
child_spatial,22,early_late_halves,0,6,1,417,67,0.4999360341151386,0.523411513859275,1.0115866661071777,-0.011586666107177734
child_spatial,22,early_late_halves,0,7,1,480,73,0.4931506849315068,0.5148766450136313,1.0175310373306274,-0.01753103733062744
child_spatial,22,early_late_halves,0,8,1,405,63,0.5505662303907918,0.5442773600668337,0.9958592653274536,0.004140734672546387
child_spatial,22,early_late_halves,0,9,1,393,51,0.5136165577342049,0.5130718954248366,1.0096228122711182,-0.009622812271118164
child_spatial,22,early_late_halves,0,10,1,460,73,0.48017769282503275,0.4923011574811511,1.0141746997833252,-0.014174699783325195
child_spatial,22,early_late_halves,0,11,2,307,58,0.44294419055532475,0.4691178507131976,1.0440359115600586,-0.044035911560058594
child_spatial,22,early_late_halves,0,12,2,721,105,0.5369975262832406,0.549025974025974,1.0081970691680908,-0.00819706916809082
child_spatial,22,early_late_halves,0,13,1,430,71,0.5003923261014555,0.5131821570089058,1.0076617002487183,-0.007661700248718262
child_spatial,22,early_late_halves,0,14,1,401,60,0.5398338220918866,0.5403225806451613,1.0008018016815186,-0.0008018016815185547
child_spatial,22,early_late_halves,0,15,1,475,72,0.524348635235732,0.5078232699200441,1.0019246339797974,-0.0019246339797973633
child_spatial,22,early_late_halves,0,18,1,456,66,0.4733682983682983,0.4946386946386946,1.0138226747512817,-0.013822674751281738
child_spatial,22,early_late_halves,0,20,1,447,65,0.5179420056383408,0.528896496173983,1.012006163597107,-0.012006163597106934
child_spatial,22,early_late_halves,0,21,1,389,60,0.49713779128672747,0.47973657548125637,1.0107059478759766,-0.010705947875976562
child_spatial,22,early_late_halves,0,22,1,455,57,0.5892400599488672,0.5672000352640395,0.9814705848693848,0.018529415130615234
child_spatial,22,early_late_halves,0,26,1,387,57,0.5165869218500797,0.5067783094098883,1.0061819553375244,-0.006181955337524414
child_spatial_meanfilter,22,early_late_halves,0,0,1,357,49,0.6654850251789026,0.5667903525046383,0.988243043422699,0.011756956577301025
child_spatial_meanfilter,22,early_late_halves,0,1,1,470,69,0.4928078354837544,0.5133904369511004,1.0013298988342285,-0.0013298988342285156
child_spatial_meanfilter,22,early_late_halves,0,2,1,465,71,0.5097769357260313,0.5376778437120183,0.9994032382965088,0.0005967617034912109
child_spatial_meanfilter,22,early_late_halves,0,4,1,474,67,0.4873299350911291,0.48599141882723973,1.002697467803955,-0.002697467803955078
child_spatial_meanfilter,22,early_late_halves,0,5,1,421,55,0.4023099850968703,0.4862394436164928,1.0066739320755005,-0.006673932075500488
child_spatial_meanfilter,22,early_late_halves,0,6,1,417,67,0.48473347547974416,0.5004904051172708,1.0035414695739746,-0.0035414695739746094
child_spatial_meanfilter,22,early_late_halves,0,7,1,480,73,0.4993100198579651,0.5023392009693379,1.003113865852356,-0.003113865852355957
child_spatial_meanfilter,22,early_late_halves,0,8,1,405,63,0.5133435440452985,0.4674185463659148,1.0005987882614136,-0.0005987882614135742
child_spatial_meanfilter,22,early_late_halves,0,9,1,393,51,0.5527462446967092,0.553921568627451,0.9948681592941284,0.005131840705871582
child_spatial_meanfilter,22,early_late_halves,0,10,1,460,73,0.5513079183037769,0.5350430073271742,0.9955305457115173,0.004469454288482666
child_spatial_meanfilter,22,early_late_halves,0,11,2,307,58,0.494564464755574,0.45391912477496194,1.005110502243042,-0.005110502243041992
child_spatial_meanfilter,22,early_late_halves,0,12,2,721,105,0.49816017316017314,0.48869047619047623,1.0088164806365967,-0.00881648063659668
child_spatial_meanfilter,22,early_late_halves,0,13,1,430,71,0.5348581741143239,0.519125897445957,0.997001051902771,0.002998948097229004
child_spatial_meanfilter,22,early_late_halves,0,14,1,401,60,0.5325513196480939,0.5218963831867057,1.0016318559646606,-0.0016318559646606445
child_spatial_meanfilter,22,early_late_halves,0,15,1,475,72,0.5135442514474773,0.5066515026192445,0.999345064163208,0.0006549358367919922
child_spatial_meanfilter,22,early_late_halves,0,18,1,456,66,0.5288850038850038,0.5268065268065268,1.0007203817367554,-0.0007203817367553711
child_spatial_meanfilter,22,early_late_halves,0,20,1,447,65,0.4916834474426097,0.4867700362464761,1.0039085149765015,-0.003908514976501465
child_spatial_meanfilter,22,early_late_halves,0,21,1,389,60,0.4349544072948328,0.45048125633232017,1.0065449476242065,-0.006544947624206543
child_spatial_meanfilter,22,early_late_halves,0,22,1,455,57,0.5807546504452086,0.5387243233712422,0.9971696138381958,0.0028303861618041992
child_spatial_meanfilter,22,early_late_halves,0,26,1,387,57,0.4827485380116958,0.4698564593301435,1.0037219524383545,-0.003721952438354492
child_spatial,22,early_late_halves,1,0,1,311,57,0.5668600635446884,0.5548418289819035,0.9854987859725952,0.014501214027404785
child_spatial,22,early_late_halves,1,1,1,486,74,0.4723825767515088,0.49275124639202306,1.0136346817016602,-0.013634681701660156
child_spatial,22,early_late_halves,1,2,1,479,72,0.47177859677859685,0.47855241605241605,1.0262411832809448,-0.026241183280944824
child_spatial,22,early_late_halves,1,4,1,469,74,0.5260862127950735,0.49974341430037633,1.0000200271606445,-2.002716064453125e-05
child_spatial,22,early_late_halves,1,5,1,317,56,0.520320197044335,0.5214490968801313,1.0426064729690552,-0.042606472969055176
child_spatial,22,early_late_halves,1,6,1,435,64,0.4989049865229111,0.5368092991913747,1.0168194770812988,-0.016819477081298828
child_spatial,22,early_late_halves,1,7,1,481,74,0.5563948469353875,0.5583538083538083,0.9939031004905701,0.006096899509429932
child_spatial,22,early_late_halves,1,8,1,477,64,0.47843523002421307,0.5093069007263922,1.0254944562911987,-0.02549445629119873
child_spatial,22,early_late_halves,1,9,1,466,78,0.5853158868622786,0.5539254559873117,0.9891068935394287,0.010893106460571289
child_spatial,22,early_late_halves,1,10,1,467,70,0.483717164447643,0.47704210147535087,1.0161962509155273,-0.016196250915527344
child_spatial,22,early_late_halves,1,11,2,324,50,0.5345255474452555,0.5239416058394161,1.0039548873901367,-0.003954887390136719
child_spatial,22,early_late_halves,1,12,2,703,102,0.48986982480180086,0.5017617695996868,1.026935338973999,-0.026935338973999023
child_spatial,22,early_late_halves,1,13,1,479,68,0.506673107199084,0.5344568484328038,1.0178167819976807,-0.017816781997680664
child_spatial,22,early_late_halves,1,14,1,452,67,0.5178910641597209,0.5008528784648187,1.0016926527023315,-0.001692652702331543
child_spatial,22,early_late_halves,1,15,1,479,70,0.5006636395389452,0.4986203283269298,1.0125397443771362,-0.01253974437713623
child_spatial,22,early_late_halves,1,18,1,441,70,0.4879861378513669,0.4963611859838275,1.012938141822815,-0.012938141822814941
child_spatial,22,early_late_halves,1,20,1,492,75,0.4907434052757794,0.49587529976019185,1.0196044445037842,-0.01960444450378418
child_spatial,22,early_late_halves,1,21,1,400,58,0.45167876588021777,0.4477213147812059,1.0291104316711426,-0.029110431671142578
child_spatial,22,early_late_halves,1,22,1,464,77,0.5175677036142152,0.5244303500117453,0.9999551773071289,4.482269287109375e-05
child_spatial,22,early_late_halves,1,26,1,469,74,0.5226821758467329,0.5469893944577489,1.0123941898345947,-0.012394189834594727
child_spatial_meanfilter,22,early_late_halves,1,0,1,311,57,0.5911728139245752,0.5774278215223096,0.9916832447052002,0.008316755294799805
child_spatial_meanfilter,22,early_late_halves,1,1,1,486,74,0.5079211493046445,0.5188926790868538,1.0006333589553833,-0.0006333589553833008
child_spatial_meanfilter,22,early_late_halves,1,2,1,479,72,0.47310947310947316,0.4810606060606061,1.002899408340454,-0.0028994083404541016
child_spatial_meanfilter,22,early_late_halves,1,4,1,469,74,0.4820218953130346,0.5107765993841944,1.0017273426055908,-0.0017273426055908203
child_spatial_meanfilter,22,early_late_halves,1,5,1,317,56,0.518336070060208,0.4793377120963328,0.9986888766288757,0.0013111233711242676
child_spatial_meanfilter,22,early_late_halves,1,6,1,435,64,0.44840801886792453,0.47159282345013476,1.0053232908248901,-0.005323290824890137
child_spatial_meanfilter,22,early_late_halves,1,7,1,481,74,0.5605949930274255,0.5300982800982801,0.9943909645080566,0.005609035491943359
child_spatial_meanfilter,22,early_late_halves,1,8,1,477,64,0.48308868038740915,0.5138090193704601,1.0028626918792725,-0.002862691879272461
child_spatial_meanfilter,22,early_late_halves,1,9,1,466,78,0.46570182394924664,0.496365318530267,1.0038607120513916,-0.0038607120513916016
