child,kind,n,slope_per_position,slope_per_second,position_coef_given_time,bin0,bin1,bin2,bin3,bin4
7,standard,823,0.0074791377553966275,0.0006771877836219159,0.009734163902844315,-0.05145942306518555,-0.013878097534179689,0.012398069555109198,-0.0028118048773871506,-0.00758646767714928
7,deviant,149,-0.011356992273612114,-0.0006170057330493568,-0.017741771383435113,0.010869852701822915,0.015348052978515625,0.03184000651041665,0.031173999492938694,-0.028593011804529132
8,standard,753,-0.0018714161857299484,5.377748111429626e-05,-0.0030183903813087725,-0.021101835446479995,-0.007013137789740081,-0.012983526502336775,-0.030620610272442852,-0.021709060926588003
8,deviant,126,-0.0022421034042444596,-0.00014075382726762758,-0.002523853896462495,0.02809718035269474,-0.061939451429579,,-0.010762320624457464,-0.0021369987063937727
9,standard,729,-0.003301037893359907,-0.0010832364017342075,0.0005620985683461529,-0.018204182117908925,-0.04092896143595378,-0.028368965027824284,-0.0034267752020208696,-0.03970059112266258
9,deviant,130,0.0036183972718578446,-0.0006264723261701512,0.008071422818700236,-0.0517242431640625,0.059143586592240754,-0.01993018256293402,0.003947957356770832,-0.009984643609674125
10,standard,772,-0.006148969076286608,-0.001660628127592587,-0.0015304257108219382,-0.013038477611020616,-0.0030331731592334304,-0.024803733460291133,-0.008752455733751472,-0.0333486323941351
10,deviant,143,-0.007238483340306649,-0.0005053224744373012,-0.009263549060843956,0.010902404785156252,-0.040755886501736116,-0.025325959188896307,-0.004193941752115885,-0.03362870188386228
11,standard,546,-0.00029937454864840306,-0.0008044908898819046,0.003991650846935465,-0.05381655185780627,-0.05778220847800926,-0.04943038150668144,-0.05604947846511315,-0.055691346266821845
11,deviant,110,-0.02234804365936208,-0.002614176301263014,-0.017108818138762312,0.023193641945167827,-0.026078118218315974,-0.1085341771443685,,-0.0860669804715562
12,standard,1200,-0.00210253478911683,-0.0004994973871287002,-3.936782476886226e-05,-0.014570999855879747,-0.0034202683023560106,-0.004173908430784554,-0.012135835341465324,-0.017343422218605326
12,deviant,207,-0.005557598422286,-0.0005327669160869468,-0.00398090163181804,0.0290923721488865,-0.07032185872395832,0.00829386393229167,-0.07432352701822917,-0.02109551429748535
13,standard,773,-0.0032584860693766495,-0.001053009004475836,-0.0007859084112882592,-0.030440754360622827,-0.02524077687476509,-0.05479248946275169,-0.03540903383547122,-0.042977940664307046
13,deviant,138,-0.0028511924536800647,-0.0007831743268829294,-0.0007619832292642916,-0.04355425516764323,-0.014216404335171566,0.004730224609375,,-0.040419513232087444
14,standard,732,0.002380652322970932,-0.0002404935024166203,0.005397482452869702,-0.03534412384033203,-0.056599970493051745,-0.022616871198018397,-0.01289370610163762,-0.03322493513530592
14,deviant,128,-0.02569518073153286,-0.0026301550038598117,-0.0265748342407616,0.05259280734592013,0.001939596953215422,-0.06851871808369954,-0.04856719970703125,-0.06903892879684767
15,standard,803,-0.0072931899021325295,-0.0018878899464589022,-0.003360294318310326,0.03589634485142205,0.032519740240015214,0.009603556880244503,0.017948013168197493,0.006450714120542368
15,deviant,143,0.007164464485291847,0.0011334217084227637,0.006834842646977302,0.0005737304687499945,0.039911563845648285,0.02279639966560133,-0.019082705179850258,0.04510168833275364
16,standard,52,0.019125523590183574,0.011519321690097657,-0.016555795307541178,-0.014071655273437506,,,,0.04223185221354167
17,standard,279,-0.0013466675920332525,0.0002720894196038912,-0.004592770914574984,-0.046920458475748696,0.0013345697874663973,0.030970940223106973,-0.04393269856770834,-0.028212634368054178
18,standard,771,-0.0018560893660088072,-0.0006828071334865713,0.0005538291686404259,0.004609901293189121,0.019850477225049977,0.02663759733068532,0.014117826010294002,0.005284181402378385
18,deviant,135,-0.013251673402271982,0.0006857135403719755,-0.024610837569585542,0.11479806208956067,-0.07502120580428687,0.0003028445773654616,-0.019691255357530378,0.014027931839947537
19,standard,98,0.007687744211152979,0.000845326799616226,0.004664954886516915,-0.03461710611979167,0.06629538536071777,0.046309407552083334,0.02302754720052084,0.026131418016221788
20,standard,799,-0.004701480420488952,-0.001142242628438697,-0.0023175265333205326,-0.04361532916541861,-0.06459620825770727,-0.07184083011734438,-0.044723616706000426,-0.07019765332271236
20,deviant,139,-0.007372424372411205,0.0008264515779651968,-0.016759584051051386,-0.02628951602511936,-0.037154642740885424,-0.06525389353434245,-0.07875615900213066,-0.058438368246588906
21,standard,677,0.0022008106931281804,-3.1925940892762184e-05,0.003536039097141889,-0.016286362336291462,-0.01780341249523741,-0.019501855363061413,-0.03350295213164475,-0.008514186234602808
21,deviant,119,-0.003270242618801798,-0.0028288767462552825,0.010503377399962332,-0.04340807596842447,-0.004781765407986108,0.000512325402462124,-0.0247926257905506,-0.03738610202042514
22,standard,785,-0.0031381112708916037,-0.0010991033421748884,0.0010043312494939516,-0.023751313004170195,-0.021384825529875577,-0.04028024474779764,-0.0462624830900183,-0.035483282010678234
22,deviant,135,-0.0035482727574706933,-0.0011627051969966824,7.823650282502768e-05,0.01814573398534802,-0.04028643983783143,-0.0016520182291666643,-0.03955540512547349,-0.014692002448482787
23,standard,293,-0.003336372705598588,-0.0001587261820521588,-0.003959572326579796,-0.07676346735520796,-0.056396484375,-0.10313685735066733,-0.08721993983477012,-0.08453971438937717
23,deviant,55,-0.00014776604197847334,-0.001320334093465048,0.007404729236975755,-0.10332234700520833,,,,-0.09808647769621048
24,standard,80,0.0037946741802568668,0.002204398842026608,-0.0011358898889732958,-0.054316929408482144,-0.0541830351858428,-0.04627710978190104,,-0.0425230833861205
25,standard,231,-0.010345845870564885,-0.0009685434216976214,-0.009600728324473003,-0.0041117350260416645,0.054545423719618055,0.0056457519531250035,-0.07575966655344202,-0.019338451630887935
26,standard,720,-0.0009776506834341333,5.168836432757879e-07,-0.0015828072674750763,-0.00440062227703276,-0.01972341368384395,-0.0055153448257088105,-0.009356856346130373,-0.01280022380429606
26,deviant,132,-0.002910081707946945,-0.00047289264557526397,-0.0022056425892414515,-0.016124664791046624,0.03269120758655024,0.029270559117413945,,-0.00574827194213867
