partition,metric,window_centre_s,children,spearman_block0_block1,mean_abs_diff,between_child_sd
early_late_halves,bacc,-0.16,24,0.09478260869565217,0.03644445533619084,0.03692286090623947
early_late_halves,bacc,-0.14,24,0.2713043478260869,0.03583920314180688,0.03650012773576391
early_late_halves,bacc,-0.12000000000000001,24,0.23391304347826083,0.03807366524610614,0.027126285606258974
early_late_halves,bacc,-0.1,24,0.12869565217391304,0.03611958826555659,0.025193664931733927
early_late_halves,bacc,-0.08000000000000002,24,0.07478260869565216,0.038115906381601374,0.025565699974541868
early_late_halves,bacc,-0.06,24,0.26347826086956516,0.030548633165722445,0.02843879283906323
early_late_halves,bacc,-0.04000000000000001,24,-0.2695652173913043,0.0405915779819558,0.01795056884752054
early_late_halves,bacc,-0.020000000000000018,24,-0.19304347826086957,0.04318785428815717,0.022100081716511257
early_late_halves,bacc,0.0,24,0.18956521739130433,0.04073571677033002,0.027884388339401323
early_late_halves,bacc,0.01999999999999999,24,0.29913043478260865,0.03264734583302224,0.02644720745043281
early_late_halves,bacc,0.03999999999999998,24,0.1973913043478261,0.025548671215534047,0.02690387434979447
early_late_halves,bacc,0.06,24,0.35913043478260864,0.03245682004240321,0.033655817967126606
early_late_halves,bacc,0.08000000000000002,24,0.41478260869565214,0.03664518465789151,0.037870766405285736
early_late_halves,bacc,0.09999999999999998,24,0.17478260869565218,0.04720576579596734,0.03305510165117802
early_late_halves,bacc,0.12,24,0.011304347826086955,0.039818257622023644,0.02142112451541287
early_late_halves,bacc,0.14,24,-0.4539130434782608,0.04575760110122553,0.017573808493385225
early_late_halves,bacc,0.15999999999999998,24,-0.6373913043478261,0.05276281007304923,0.01642797320739406
early_late_halves,bacc,0.18,24,-0.4982608695652173,0.047000697537873,0.016094318678862043
early_late_halves,bacc,0.2,24,-0.09652173913043478,0.02985179394689501,0.017810170903403366
early_late_halves,bacc,0.21999999999999997,24,0.32956521739130434,0.031296936088689255,0.02548152722855791
early_late_halves,bacc,0.24,24,0.37652173913043474,0.02915862968890932,0.028543273101292052
early_late_halves,bacc,0.26,24,0.24695652173913044,0.041482716983988366,0.03330912090332487
early_late_halves,bacc,0.27999999999999997,24,0.26086956521739124,0.03869892134274298,0.032749111012684594
early_late_halves,bacc,0.3,24,0.006956521739130434,0.040969856291947444,0.028023389848895387
early_late_halves,bacc,0.32,24,0.24608695652173912,0.03648379757078866,0.027713108930848454
early_late_halves,bacc,0.34,24,0.10521739130434782,0.039923727295038486,0.02428456299120651
early_late_halves,bacc,0.36000000000000004,24,0.08434782608695651,0.03926280742322821,0.02554353726394059
early_late_halves,bacc,0.37999999999999995,24,0.25217391304347825,0.04045003556147498,0.02987474634192145
early_late_halves,bacc,0.39999999999999997,24,-0.17391304347826084,0.04727280398975462,0.023728234306822634
early_late_halves,bacc,0.42,24,-0.1591304347826087,0.04774791239202991,0.025198088977899897
early_late_halves,bacc,0.44,24,-0.04608695652173912,0.05059580614927722,0.030270110107592292
early_late_halves,bacc,0.46,24,0.003478260869565217,0.04801442548116038,0.02780651269460201
early_late_halves,bacc,0.48000000000000004,24,0.25913043478260867,0.04125026658727072,0.03093110690903728
early_late_halves,bacc,0.49999999999999994,24,0.4339130434782608,0.03392965536061937,0.03628975855137273
early_late_halves,bacc,0.52,24,0.20347826086956516,0.04284701345548347,0.03621890964495581
early_late_halves,bacc,0.54,24,-0.050434782608695654,0.046561431158217044,0.030417576846690785
early_late_halves,bacc,0.56,24,0.003478260869565217,0.048638603336943996,0.02694605830286523
early_late_halves,bacc,0.5800000000000001,24,-0.29913043478260865,0.05215339831920338,0.022689619869936558
early_late_halves,bacc,0.6000000000000001,24,-0.07217391304347825,0.047788882930043915,0.024472654660174335
early_late_halves,bacc,0.6199999999999999,24,-0.12782608695652173,0.041919174173090414,0.020006635477079995
early_late_halves,bacc,0.6399999999999999,24,-0.1843478260869565,0.04617104697699175,0.023042942645287248
early_late_halves,bacc,0.6599999999999999,24,-0.18347826086956517,0.03863531514026886,0.020611638288889525
early_late_halves,bacc,0.6799999999999999,24,0.005217391304347826,0.036651459152501,0.021540399021818563
early_late_halves,bacc,0.7,24,0.008695652173913044,0.037952250665991526,0.02248802124563389
early_late_halves,bacc,0.72,24,0.21826086956521737,0.035118670335519804,0.02200607458580527
early_late_halves,bacc,0.74,24,0.248695652173913,0.034455249178109874,0.026591635827375792
early_late_halves,bacc,0.76,24,0.029565217391304344,0.036126707612020054,0.024980708485824336
early_late_halves,auc,-0.16,24,-0.015652173913043476,0.054791251071564795,0.03968099088177709
early_late_halves,auc,-0.14,24,0.19826086956521738,0.047060266102087016,0.035423849381948445
early_late_halves,auc,-0.12000000000000001,24,0.18173913043478263,0.041559770031431645,0.0339186886642375
early_late_halves,auc,-0.1,24,0.19304347826086957,0.041713073034086584,0.031334537649781835
early_late_halves,auc,-0.08000000000000002,24,0.033913043478260865,0.041276303439273195,0.0275553771068398
early_late_halves,auc,-0.06,24,-0.08956521739130434,0.04504762462292388,0.02793583752292899
early_late_halves,auc,-0.04000000000000001,24,-0.4017391304347826,0.048490899569738545,0.020237113264030833
early_late_halves,auc,-0.020000000000000018,24,-0.1843478260869565,0.04349999331961446,0.023365304196423513
early_late_halves,auc,0.0,24,0.03130434782608695,0.048407488782704094,0.029474953850339124
early_late_halves,auc,0.01999999999999999,24,0.13826086956521738,0.042548334829392624,0.034062958101186945
early_late_halves,auc,0.03999999999999998,24,0.06173913043478261,0.0405553975770235,0.031027357825010413
early_late_halves,auc,0.06,24,0.16869565217391302,0.0464119483436324,0.037828380883386324
early_late_halves,auc,0.08000000000000002,24,0.46086956521739125,0.04374798912583116,0.04331956697587687
early_late_halves,auc,0.09999999999999998,24,0.2843478260869565,0.05279643663322073,0.0399914200352477
early_late_halves,auc,0.12,24,-0.05739130434782608,0.051883435736252335,0.026917200324163348
early_late_halves,auc,0.14,24,-0.5008695652173912,0.058698509482163486,0.02085039452917856
early_late_halves,auc,0.15999999999999998,24,-0.5182608695652173,0.0602589861085564,0.021968979657647686
early_late_halves,auc,0.18,24,-0.4956521739130434,0.05589766629721963,0.01841842179902034
early_late_halves,auc,0.2,24,0.006956521739130434,0.04142046738221326,0.023467305827201305
early_late_halves,auc,0.21999999999999997,24,0.3504347826086956,0.03064134813994789,0.02846708509378606
early_late_halves,auc,0.24,24,0.46086956521739125,0.02824254803070329,0.034465698100136506
early_late_halves,auc,0.26,24,0.4660869565217391,0.03356762432358452,0.03644937832158516
early_late_halves,auc,0.27999999999999997,24,0.4139130434782608,0.03562099762925807,0.03564459097389834
early_late_halves,auc,0.3,24,0.35826086956521735,0.04192821222718141,0.03448949796398043
early_late_halves,auc,0.32,24,0.288695652173913,0.03863252295836448,0.03063576535267708
early_late_halves,auc,0.34,24,0.33652173913043476,0.03664918758165248,0.027806628375301446
early_late_halves,auc,0.36000000000000004,24,0.20173913043478262,0.03972579102021629,0.030371697520782896
early_late_halves,auc,0.37999999999999995,24,0.15652173913043477,0.043881519792657975,0.030101530367526528
early_late_halves,auc,0.39999999999999997,24,-0.23304347826086955,0.05341283633062877,0.025920662328419525
early_late_halves,auc,0.42,24,-0.42869565217391303,0.051338130384012935,0.02191684166176862
early_late_halves,auc,0.44,24,-0.09999999999999999,0.05344824290366732,0.025418187625426834
early_late_halves,auc,0.46,24,0.40869565217391296,0.041688734943479876,0.03077564768949424
early_late_halves,auc,0.48000000000000004,24,0.40086956521739125,0.03808916981171288,0.035763654434900344
early_late_halves,auc,0.49999999999999994,24,0.2713043478260869,0.04299775952527098,0.03930528430807041
early_late_halves,auc,0.52,24,0.12,0.05039997558870659,0.03865555789788274
early_late_halves,auc,0.54,24,-0.1034782608695652,0.0601066803710305,0.03632691638205823
