mode,variant,baseline,augmented,n,estimate,ci_lower,ci_upper,n_candidates,n_bootstrap,seed,effect,gain_definition,valid,leave_one_out_min,leave_one_out_max,positive_folds,fold_min,fold_max
R_SIM,budget40,D1_C,D7_CPRE,52,-0.1121516724764317,-0.47806813184907415,0.24476031984281155,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.16524764458740432,-0.06019405216328197,1,-0.7548100011548132,0.47024488101150225
R_SIM,budget40,D2_CV,D3_CVN,52,0.019687257343925887,-0.27417966103870156,0.29528154129475637,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.04793648235013959,0.09399813420215336,1,0.0,0.09306703471674056
R_SIM,budget40_count_qc,D1_C,D2_CV,52,-0.012677470875478146,-0.6751221332471096,0.6857270099904602,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.1828161622857214,0.10791164848054577,2,-1.2721277078816882,0.9347645766143373
R_SIM,budget40_count_qc,D1_C,D3_CVN,52,0.04746110595941648,-0.6688174184168302,0.8125740063140425,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.12149839766975042,0.16922941309651676,3,-1.2721277078816882,0.9347645766143373
R_SIM,budget40_count_qc,D2_CV,D3_CVN,52,0.060138576834894625,-0.17876280184692978,0.30212690442600276,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.002985908663463133,0.1318143828529942,1,0.0,0.2842914541285928
R_SUP,all_trials,D1_C,D2_CV,52,0.23351639910600946,-0.12598613712982049,0.6374494352674036,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.11777474256145502,0.2971113359233617,3,0.0,1.0497984280525146
R_SUP,all_trials,D1_C,D3_CVN,52,-0.16241560890355158,-0.6917239894648526,0.3520166395111815,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.28592063815417584,-0.057670290052800596,3,-1.8762966818323685,1.0497984280525146
R_SUP,all_trials,D1_C,D4_CN,52,-0.3969089134645395,-0.7374690702326291,-0.10059750347386152,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.42054108243303945,-0.2967615025463569,0,-1.8762966818323685,0.0
R_SUP,all_trials,D1_C,D5_CFULL,52,-0.07717789567993108,-0.3460011312306067,0.19782205557639554,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.1518347529654232,-0.02003135704400519,2,-0.6925621692525823,0.22535962378847074
R_SUP,all_trials,D1_C,D6_CRANDOM_0,52,0.3224891880887023,-0.07752867902918197,0.7688339445771032,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.2084920960340046,0.38782868939591125,5,0.015091665971760128,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_1,52,0.1960976714753508,-0.20683730425947178,0.6496075598554182,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.0796223143890187,0.25895890775092534,3,-0.19457738367942526,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_10,52,0.15541864710732264,-0.27801770068308446,0.6335601292881611,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.03814566209220571,0.21748225545411237,3,-0.6897349747873072,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_11,52,0.12328147802694904,-0.26415041301484,0.5464308673955582,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.005378352441628697,0.18471494580353534,3,-0.5211105360101039,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_12,52,0.2223069778107021,-0.1412671253688537,0.6234298214324759,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.10634552869172985,0.2856821220536365,3,-0.05298999157781672,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_13,52,0.11662457165916293,-0.4461317396025105,0.7015982734799546,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.0017772786624496908,0.21801475015002972,4,-0.2431801867171453,0.7028643049946496
R_SUP,all_trials,D1_C,D6_CRANDOM_14,52,-0.019210328719625844,-0.540993135998983,0.4989330684393559,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.13990741129997708,0.06930793475403046,3,-1.1947081679030034,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_15,52,-0.3418172803236971,-0.9976950711317417,0.292524031768388,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.46883998940608895,-0.1903441347304122,1,-2.373446730422877,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_16,52,0.05371357018252026,-0.5303880818839535,0.702777799883807,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.06555363202720065,0.15625471489078258,2,-0.8348853434847343,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_17,52,0.225215821530603,-0.15162322467527256,0.6214960640886215,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.10931140856300134,0.28864800192490797,3,-0.03923909399283074,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_18,52,-0.1998963709170462,-0.8761874943926927,0.4176327617557153,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.3241363170698959,-0.022816994908423868,2,-2.0337687014099575,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_19,52,0.2800486999047548,-0.13512100986799738,0.7344629662902631,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.17450431604590644,0.338008864679092,4,-0.1838515680704475,1.3207980447207404
R_SUP,all_trials,D1_C,D6_CRANDOM_2,52,0.42710694023234935,-0.282465592339556,1.147166880092594,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.28227143008610356,0.6110695802080222,4,0.0,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_3,52,0.18182180840022172,-0.33626822194325495,0.7892757956783373,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.017456065230575187,0.25448328829701233,3,-0.7690163813361132,1.6358732692229352
R_SUP,all_trials,D1_C,D6_CRANDOM_4,52,0.1809426381060993,-0.21423840256430643,0.6293264135464572,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.0641701235027231,0.24350671686462974,2,-0.11686847721944815,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_5,52,0.20222656038409126,-0.2242868380738811,0.6550334718136777,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.08587137759008742,0.26520797095199405,3,-0.08075883826225053,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_6,52,0.07277504347075031,-0.5515229819161481,0.6709946640879193,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.046118404360770006,0.22135621399173763,3,-0.5595104847722915,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_7,52,0.32674621986935415,-0.21044049324740202,0.9257649357473188,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.15217499991984118,0.4217787984082266,2,-0.08688541913743238,1.6467682896420186
R_SUP,all_trials,D1_C,D6_CRANDOM_8,52,0.13917298776180112,-0.28550004829000114,0.5843217397699448,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.021581460406575922,0.2030018286597474,3,-0.44598703544534857,1.0497984280525146
R_SUP,all_trials,D1_C,D6_CRANDOM_9,52,0.28556139911446804,-0.09081033978165606,0.6949694517803617,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.1739020183489602,0.33747218095269865,5,0.015091665971760128,0.9375275776150389
R_SUP,all_trials,D1_C,D7_CPRE,52,0.0,0.0,0.0,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.0,0.0,0,0.0,0.0
R_SUP,all_trials,D2_CV,D3_CVN,52,-0.3959320080095611,-0.7566831100700908,-0.08842734101647948,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.4264806880276451,-0.2957654420824573,1,-1.8762966818323685,0.004618098514443664
R_SUP,all_trials_count_qc,D1_C,D2_CV,52,0.459144357889926,-0.7951134048335856,1.639026268353438,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.2606510968850238,0.6900127673714382,4,-2.4623782708450563,2.7761362953008684
R_SUP,all_trials_count_qc,D1_C,D3_CVN,52,0.38276575461635526,-0.881973815821676,1.564846515875142,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.18277487393942224,0.6135445239692503,4,-2.823440759047391,2.7761362953008684
R_SUP,all_trials_count_qc,D2_CV,D3_CVN,52,-0.07637860327357078,-0.2147074665024003,0.05572394704452935,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.10948492777505302,-0.03411476423513379,0,-0.3610624882023346,0.0
R_SUP,budget40,D1_C,D2_CV,52,0.22686733822597083,-0.1046411881129535,0.5950500773567766,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.12465172577066407,0.2840344650204956,3,0.0,0.785976632623455
R_SUP,budget40,D1_C,D3_CVN,52,-0.11126177688808443,-0.5825537469491943,0.38028515386628464,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.2201073719926864,-0.02577908647318051,3,-1.6169971247460895,0.785976632623455
R_SUP,budget40,D1_C,D4_CN,52,-0.2980582631675073,-0.6813512477954479,0.058035984908998785,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.377046108050795,-0.2162382489541607,2,-1.6169971247460895,0.20295997483568867
R_SUP,budget40,D1_C,D5_CFULL,52,0.006119154229131196,-0.3312985721809855,0.3467149760947045,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.06690442756794795,0.06788031662732603,3,-0.6485394794256908,0.3087874845298984
R_SUP,budget40,D1_C,D6_CRANDOM_0,52,0.32471457832698963,-0.09893825481221714,0.7714593089278678,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.20332026990069074,0.3895104133890926,5,0.02470459009126619,0.8707463890863266
R_SUP,budget40,D1_C,D6_CRANDOM_1,52,0.200935172163358,-0.1700848821077872,0.6030504807840998,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.09821108586368628,0.25759382511351786,3,-0.13484726352558668,0.785976632623455
R_SUP,budget40,D1_C,D6_CRANDOM_10,52,0.1104538467597593,-0.4525968070331376,0.6789027123738574,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.036449787811760385,0.23276780909440267,3,-0.6157998504191518,0.6038372625210742
R_SUP,budget40,D1_C,D6_CRANDOM_11,52,0.12491896388823229,-0.23374821550016886,0.5072737960455009,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.02070436370081301,0.1800871029506446,3,-0.48193776959658213,0.785976632623455
R_SUP,budget40,D1_C,D6_CRANDOM_12,52,0.22884024593814842,-0.10203938679514911,0.5975251167821685,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.12666331794778632,0.2860460571976179,4,0.0,0.785976632623455
R_SUP,budget40,D1_C,D6_CRANDOM_13,52,0.23690913811108566,-0.2661934843928726,0.7179968768770849,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.1304445328420818,0.3199278837175222,5,0.02470459009126619,0.5929670460768733
R_SUP,budget40,D1_C,D6_CRANDOM_14,52,0.1711814378662662,-0.18389410356848332,0.5489254275585247,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.06787394501174955,0.22725668426158113,3,-0.2632424380640582,0.785976632623455
R_SUP,budget40,D1_C,D6_CRANDOM_15,52,0.07712598743976361,-0.3829324416528269,0.5342112745274509,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.028025729932919765,0.1438652203941934,2,-0.5612236455257431,0.785976632623455
R_SUP,budget40,D1_C,D6_CRANDOM_16,52,0.19848376462541537,-0.13712780253573478,0.5708345707712437,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.09571161151127418,0.25509435076110576,2,-0.1094723032931778,0.785976632623455
R_SUP,budget40,D1_C,D6_CRANDOM_17,52,0.2213827122695998,-0.12527736030124756,0.5891177906410244,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.119059558128874,0.27844229737870557,3,-0.025927322702844823,0.785976632623455
R_SUP,budget40,D1_C,D6_CRANDOM_18,52,0.0931872946687819,-0.39998625094116613,0.5667408383343936,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.01164949511117562,0.2134312489927179,2,-0.6072374339972633,0.785976632623455
R_SUP,budget40,D1_C,D6_CRANDOM_19,52,0.27764501096321337,-0.09079224980163979,0.67326791185413,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.18660555027605763,0.3261977179360924,4,-0.05955229403204285,1.0080834092798057
R_SUP,budget40,D1_C,D6_CRANDOM_2,52,0.4004372681694231,-0.26245261951559185,1.0816120741066633,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.24134689493652922,0.5683363531905818,4,0.0,0.8171264923281331
R_SUP,budget40,D1_C,D6_CRANDOM_3,52,0.10247616708989121,-0.32872029725159796,0.584338335400327,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.04579966903953777,0.18398266435174757,2,-0.6500919804903937,0.9335844858576252
R_SUP,budget40,D1_C,D6_CRANDOM_4,52,0.17111818127028494,-0.19339742195831738,0.5837671070563453,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.06780944809035691,0.22719218734018848,2,-0.1448640487242275,0.785976632623455
R_SUP,budget40,D1_C,D6_CRANDOM_5,52,0.22239998904985347,-0.15661482176392041,0.631361742303749,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.12009678151266205,0.27947952076249366,4,-0.023592399534376085,0.785976632623455
R_SUP,budget40,D1_C,D6_CRANDOM_6,52,0.11639761020047956,-0.4100452635978558,0.6387207937301382,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.012015924646633761,0.23476492805461827,3,-0.3878454333665489,0.785976632623455
R_SUP,budget40,D1_C,D6_CRANDOM_7,52,0.2803412807050724,-0.19948848132794783,0.7772041515254616,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.13583352008546648,0.35877391440435175,2,-0.033132014563299415,1.1276613986348054
R_SUP,budget40,D1_C,D6_CRANDOM_8,52,0.10286475822425742,-0.3090398238375856,0.5137580482137016,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.0017822773683378427,0.17493987623019386,3,-0.5861940145535542,0.785976632623455
R_SUP,budget40,D1_C,D6_CRANDOM_9,52,0.3469572729194331,-0.036113323934132996,0.7566257718585264,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.24503739500856403,0.43726307192579045,4,0.0,0.7069040562914182
R_SUP,budget40,D1_C,D7_CPRE,52,0.0,0.0,0.0,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.0,0.0,0,0.0,0.0
R_SUP,budget40,D2_CV,D3_CVN,52,-0.33812911511405525,-0.669922544843554,-0.05304005918087728,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.3720826514487338,-0.25709480388005274,1,-1.6169971247460895,0.01856858057055565
R_SUP,budget40_count_qc,D1_C,D2_CV,52,0.45929293202499966,-0.755209416460576,1.56880317565033,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.3080944526775174,0.6712723483750448,4,-2.0231616595728994,2.3338043117247764
R_SUP,budget40_count_qc,D1_C,D3_CVN,52,0.4661101147246733,-0.7380056504570527,1.5739591305511889,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.3150453056262042,0.6782232013237316,4,-2.0231616595728994,2.3338043117247764
R_SUP,budget40_count_qc,D2_CV,D3_CVN,52,0.006817182699673634,-0.11461478036286903,0.12211477661360307,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.02352520215896308,0.04098649250145551,1,0.0,0.032226681853002634
