seed,stratum,child,n,n_dev,dev_rate,auc
22,after_standard_run3,25,286,72,0.2517482517482518,0.6504413291796469
22,after_standard_run3,30,158,39,0.2468354430379747,0.6543848308554191
22,after_standard_run3,47,160,40,0.25,0.4870833333333333
22,after_standard_run3,49,157,40,0.25477707006369427,0.507051282051282
22,after_standard_run3,50,114,33,0.2894736842105263,0.6322484100261877
22,after_standard_run3,52,157,39,0.2484076433121019,0.5372664059104737
22,after_standard_run3,63,152,37,0.24342105263157895,0.5844888366627496
22,after_standard_run3,64,153,38,0.24836601307189543,0.5991990846681923
22,after_standard_run3,65,155,40,0.25806451612903225,0.7469565217391304
22,after_standard_run3,70,129,30,0.23255813953488372,0.49208754208754213
22,after_standard_run4plus,10,236,118,0.5,0.616740879057742
22,after_standard_run4plus,11,207,107,0.5169082125603864,0.5515420560747664
22,after_standard_run4plus,12,222,110,0.4954954954954955,0.5751623376623376
22,after_standard_run4plus,14,234,119,0.5085470085470085,0.5073438070880526
22,after_standard_run4plus,24,436,219,0.5022935779816514,0.5077962249857964
22,after_standard_run4plus,25,421,211,0.501187648456057,0.6361317986910404
22,after_standard_run4plus,30,239,119,0.497907949790795,0.6243697478991597
22,after_standard_run4plus,47,240,120,0.5,0.48628472222222224
22,after_standard_run4plus,49,230,115,0.5,0.6009073724007561
22,after_standard_run4plus,50,170,83,0.48823529411764705,0.6028943359645478
22,after_standard_run4plus,52,240,120,0.5,0.5689236111111111
22,after_standard_run4plus,63,227,113,0.4977973568281938,0.4982921906536253
22,after_standard_run4plus,64,229,115,0.5021834061135371,0.6795957284515637
22,after_standard_run4plus,65,223,113,0.5067264573991032,0.5722847948511665
22,after_standard_run4plus,70,184,93,0.5054347826086957,0.5701287959352476
22,all,10,991,198,0.19979818365287588,0.632908530449514
22,all,11,892,182,0.2040358744394619,0.5149009441262962
22,all,12,981,194,0.19775739041794088,0.5618556701030928
22,all,14,984,198,0.20121951219512196,0.5228429331482767
22,all,24,1831,366,0.19989077007099945,0.4838835114418396
22,all,25,1776,356,0.20045045045045046,0.6041640291185314
22,all,30,988,197,0.19939271255060728,0.6319732780583596
22,all,47,999,200,0.2002002002002002,0.49782853566958707
22,all,49,994,196,0.19718309859154928,0.5456370518132064
22,all,50,737,149,0.2021709633649932,0.5959457608546774
22,all,52,991,198,0.19979818365287588,0.5795597844778172
22,all,63,944,187,0.19809322033898305,0.5152480591131613
22,all,64,981,197,0.20081549439347604,0.6660170413343002
22,all,65,985,197,0.2,0.633670669174676
22,all,70,791,162,0.20480404551201012,0.5437987006614458
22,after_standard_run2,6,155,33,0.2129032258064516,0.5207401887729757
22,after_standard_run2,17,148,30,0.20270270270270271,0.4766949152542373
22,after_standard_run2,19,197,39,0.19796954314720813,0.6058098020123337
22,after_standard_run2,23,193,38,0.19689119170984457,0.5391341256366723
22,after_standard_run2,26,193,39,0.20207253886010362,0.4552947052947053
22,after_standard_run2,34,199,39,0.19597989949748743,0.5894230769230769
22,after_standard_run2,38,390,75,0.19230769230769232,0.687068783068783
22,after_standard_run2,41,196,38,0.19387755102040816,0.5108261159227181
22,after_standard_run2,45,386,77,0.19948186528497408,0.5660488378934981
22,after_standard_run2,53,197,39,0.19796954314720813,0.4694092827004219
22,after_standard_run2,62,179,35,0.19553072625698323,0.5383928571428571
22,after_standard_run2,67,199,39,0.19597989949748743,0.5205128205128206
22,after_standard_run2,71,187,35,0.18716577540106952,0.5164473684210527
22,after_standard_run3,6,121,30,0.24793388429752067,0.5620879120879121
22,after_standard_run3,17,120,26,0.21666666666666667,0.39770867430441903
22,after_standard_run3,19,159,40,0.25157232704402516,0.6326680672268907
22,after_standard_run3,23,156,39,0.25,0.5963182117028272
22,after_standard_run3,26,153,39,0.2549019607843137,0.3911381016644175
22,after_standard_run3,34,160,40,0.25,0.6198958333333333
22,after_standard_run3,38,313,78,0.24920127795527156,0.6122749590834697
22,after_standard_run3,41,157,40,0.25477707006369427,0.4824786324786325
22,after_standard_run3,45,309,78,0.2524271844660194,0.547979797979798
22,after_standard_run3,53,154,38,0.24675324675324675,0.5488883847549909
22,after_standard_run3,62,153,40,0.26143790849673204,0.6476769911504425
22,after_standard_run3,67,157,40,0.25477707006369427,0.44508547008547006
22,after_standard_run3,71,153,38,0.24836601307189543,0.5478260869565217
22,after_standard_run4plus,6,178,91,0.5112359550561798,0.5349248452696728
22,after_standard_run4plus,9,239,38,0.1589958158995816,0.44330976695470015
22,after_standard_run4plus,17,180,86,0.4777777777777778,0.45843641761504206
22,after_standard_run4plus,19,239,120,0.502092050209205,0.6909313725490196
22,after_standard_run4plus,23,236,119,0.5042372881355932,0.5865115276879983
22,after_standard_run4plus,26,232,115,0.4956896551724138,0.40813823857302123
22,after_standard_run4plus,34,240,120,0.5,0.6749999999999999
22,after_standard_run4plus,38,471,235,0.4989384288747346,0.7150198341146773
22,after_standard_run4plus,41,237,117,0.4936708860759494,0.4565883190883191
22,after_standard_run4plus,45,460,232,0.5043478260869565,0.5383204779189352
22,after_standard_run4plus,53,225,116,0.5155555555555555,0.5243198354950964
22,after_standard_run4plus,62,229,113,0.49344978165938863,0.6468950259383582
22,after_standard_run4plus,67,234,117,0.5,0.4894075535101176
22,after_standard_run4plus,71,231,116,0.5021645021645021,0.4832833583208396
22,after_deviant,9,68,11,0.16176470588235295,0.6794258373205742
22,all,6,772,155,0.20077720207253885,0.5370993882992627
22,all,9,459,69,0.1503267973856209,0.5184875510962468
22,all,17,740,143,0.19324324324324324,0.4484778203371168
22,all,19,993,200,0.2014098690835851,0.6567875157629256
22,all,23,988,200,0.20242914979757085,0.6117829949238579
22,all,26,965,195,0.20207253886010362,0.43252081252081254
22,all,34,999,200,0.2002002002002002,0.656842928660826
22,all,38,1980,398,0.201010101010101,0.6809156401476407
22,all,41,990,198,0.2,0.47749591878379755
22,all,45,1944,392,0.20164609053497942,0.5632084341468546
22,all,53,978,197,0.20143149284253578,0.5319322487764613
22,all,62,922,190,0.20607375271149675,0.6158865401207939
22,all,67,996,200,0.20080321285140562,0.4850094221105527
22,all,71,951,190,0.19978969505783387,0.4921640500726191
22,after_standard_run2,1,385,76,0.1974025974025974,0.4936126724578436
22,after_standard_run2,3,196,38,0.19387755102040816,0.5788640906062625
22,after_standard_run2,7,115,22,0.19130434782608696,0.5400782013685239
22,after_standard_run2,8,191,37,0.193717277486911,0.6351351351351352
22,after_standard_run2,13,198,39,0.19696969696969696,0.5560393484921787
22,after_standard_run2,15,188,38,0.20212765957446807,0.5264035087719299
22,after_standard_run2,22,205,35,0.17073170731707318,0.48000000000000004
22,after_standard_run2,27,196,38,0.19387755102040816,0.6026815456362424
22,after_standard_run2,40,154,29,0.18831168831168832,0.5586206896551724
22,after_standard_run2,51,391,76,0.19437340153452684,0.631140350877193
22,after_standard_run2,55,127,24,0.1889763779527559,0.5414644012944985
22,after_standard_run2,59,364,72,0.1978021978021978,0.5819777397260273
22,after_standard_run2,66,167,31,0.18562874251497005,0.6107685009487667
22,after_standard_run2,69,184,36,0.1956521739130435,0.47663288288288286
22,after_standard_run3,1,309,78,0.2524271844660194,0.4699189699189699
22,after_standard_run3,3,158,40,0.25316455696202533,0.6076271186440677
22,after_standard_run3,7,85,21,0.24705882352941178,0.36346726190476186
22,after_standard_run3,8,155,40,0.25806451612903225,0.48967391304347824
22,after_standard_run3,13,159,40,0.25157232704402516,0.5502100840336135
22,after_standard_run3,15,142,36,0.2535211267605634,0.592898322851153
22,after_standard_run3,22,162,40,0.24691358024691357,0.5806352459016394
22,after_standard_run3,27,157,39,0.2484076433121019,0.41329856584093877
22,after_standard_run3,40,126,33,0.2619047619047619,0.4340175953079179
22,after_standard_run3,51,313,78,0.24920127795527156,0.5460992907801419
22,after_standard_run3,55,103,25,0.24271844660194175,0.48589743589743595
22,after_standard_run3,59,281,74,0.26334519572953735,0.570831701266484
22,after_standard_run3,66,134,31,0.23134328358208955,0.576417162543063
22,after_standard_run3,69,153,39,0.2549019607843137,0.580071974808817
22,after_standard_run4plus,1,456,226,0.4956140350877193,0.5275586764140054
22,after_standard_run4plus,3,237,119,0.5021097046413502,0.5897308075772681
22,after_standard_run4plus,7,112,51,0.45535714285714285,0.4967855994856959
22,after_standard_run4plus,8,220,112,0.509090909090909,0.6278521825396826
22,after_standard_run4plus,13,234,117,0.5,0.5784936810577836
22,after_standard_run4plus,15,210,107,0.5095238095238095,0.441747572815534
22,after_standard_run4plus,22,219,111,0.5068493150684932,0.5496746746746748
22,after_standard_run4plus,27,237,119,0.5021097046413502,0.4865047714000854
22,after_standard_run4plus,40,188,92,0.48936170212765956,0.5540081521739131
22,after_standard_run4plus,51,472,234,0.4957627118644068,0.577264239028945
22,after_standard_run4plus,55,167,81,0.48502994011976047,0.43367786391042207
22,after_standard_run4plus,59,432,218,0.5046296296296297,0.5399339792506216
22,after_standard_run4plus,66,208,107,0.5144230769230769,0.6125196631812714
22,after_standard_run4plus,69,225,113,0.5022222222222222,0.4947850821744627
22,all,1,1972,394,0.1997971602434077,0.5167113804661816
22,all,3,992,198,0.19959677419354838,0.6160375798285118
22,all,7,558,95,0.17025089605734767,0.4662953279527112
22,all,8,966,195,0.20186335403726707,0.5635970600951146
22,all,13,993,200,0.2014098690835851,0.5698991172761665
22,all,15,932,185,0.1984978540772532,0.5083071022830058
22,all,22,993,190,0.19133937562940584,0.5442387101002819
22,all,27,991,199,0.20080726538849647,0.48946753971879603
22,all,40,780,155,0.1987179487179487,0.5276077419354839
22,all,51,1989,397,0.19959778783308196,0.5824494006556713
22,all,55,655,131,0.2,0.5050769185944874
22,all,59,1837,372,0.2025040827436037,0.5668455723145803
22,all,66,865,175,0.2023121387283237,0.6007950310559007
22,all,69,969,194,0.2002063983488132,0.507435982707017
33,after_standard_run2,1,385,76,0.1974025974025974,0.49974450689831373
33,after_standard_run2,3,196,38,0.19387755102040816,0.5934377081945369
33,after_standard_run2,15,188,38,0.20212765957446807,0.4783333333333334
33,after_standard_run2,21,167,34,0.20359281437125748,0.5546218487394958
33,after_standard_run2,26,193,39,0.20207253886010362,0.41650016650016647
33,after_standard_run2,44,165,34,0.20606060606060606,0.5112258643915581
33,after_standard_run2,50,147,29,0.19727891156462585,0.5498246639392168
33,after_standard_run2,51,391,76,0.19437340153452684,0.6126357560568088
33,after_standard_run2,55,127,24,0.1889763779527559,0.5983009708737864
33,after_standard_run2,56,196,39,0.1989795918367347,0.46317164788502363
33,after_standard_run2,58,192,38,0.19791666666666666,0.5927887901572113
33,after_standard_run2,61,187,36,0.1925133689839572,0.472682119205298
33,after_standard_run2,64,189,37,0.19576719576719576,0.6632290184921764
33,after_standard_run2,69,184,36,0.1956521739130435,0.4911786786786787
33,after_standard_run2,71,187,35,0.18716577540106952,0.4803571428571428
33,after_standard_run3,1,309,78,0.2524271844660194,0.47721722721722726
33,after_standard_run3,3,158,40,0.25316455696202533,0.5987288135593221
33,after_standard_run3,15,142,36,0.2535211267605634,0.5807127882599581
33,after_standard_run3,21,133,30,0.22556390977443608,0.6040453074433657
33,after_standard_run3,26,153,39,0.2549019607843137,0.41947818263607733
33,after_standard_run3,44,136,34,0.25,0.48298731257208766
33,after_standard_run3,50,114,33,0.2894736842105263,0.6124205013093902
33,after_standard_run3,51,313,78,0.24920127795527156,0.5326241134751774
33,after_standard_run3,55,103,25,0.24271844660194175,0.4141025641025641
33,after_standard_run3,56,157,39,0.2484076433121019,0.542264232942199
33,after_standard_run3,58,154,39,0.2532467532467532,0.6248606465997769
33,after_standard_run3,61,151,37,0.24503311258278146,0.6446183025130393
33,after_standard_run3,64,153,38,0.24836601307189543,0.5654462242562929
33,after_standard_run3,69,153,39,0.2549019607843137,0.5892937471884842
33,after_standard_run3,71,153,38,0.24836601307189543,0.48924485125858125
33,after_standard_run4plus,1,456,226,0.4956140350877193,0.520892651019623
33,after_standard_run4plus,3,237,119,0.5021097046413502,0.624661729098419
33,after_standard_run4plus,15,210,107,0.5095238095238095,0.45000453679339436
33,after_standard_run4plus,21,211,106,0.5023696682464455,0.582210242587601
33,after_standard_run4plus,26,232,115,0.4956896551724138,0.378446674098848
33,after_standard_run4plus,44,205,103,0.5024390243902439,0.5535408338092519
33,after_standard_run4plus,50,170,83,0.48823529411764705,0.6496330148178923
33,after_standard_run4plus,51,472,234,0.4957627118644068,0.5328233857645622
33,after_standard_run4plus,55,167,81,0.48502994011976047,0.5080390467987367
33,after_standard_run4plus,56,235,117,0.4978723404255319,0.5655512096190063
33,after_standard_run4plus,58,226,113,0.5,0.5561907745320699
33,after_standard_run4plus,61,222,112,0.5045045045045045,0.5465097402597403
33,after_standard_run4plus,64,229,115,0.5021834061135371,0.666323417238749
33,after_standard_run4plus,69,225,113,0.5022222222222222,0.5128792667509482
33,after_standard_run4plus,71,231,116,0.5021645021645021,0.5003748125937031
33,all,1,1972,394,0.1997971602434077,0.5180745079873643
33,all,3,992,198,0.19959677419354838,0.6213425183828207
33,all,15,932,185,0.1984978540772532,0.49941748977893563
33,all,21,874,174,0.19908466819221968,0.5919170771756979
33,all,26,965,195,0.20207253886010362,0.41933066933066937
33,all,44,845,175,0.20710059171597633,0.531407249466951
33,all,50,737,149,0.2021709633649932,0.6144820344245081
33,all,51,1989,397,0.19959778783308196,0.550113603280888
33,all,55,655,131,0.2,0.5292960783171144
33,all,56,996,200,0.20080321285140562,0.5496608040201005
33,all,58,969,195,0.20123839009287925,0.5725932551513947
33,all,61,932,186,0.19957081545064378,0.529836547608752
33,all,64,981,197,0.20081549439347604,0.6344594944576816
33,all,69,969,194,0.2002063983488132,0.5200099767209844
33,all,71,951,190,0.19978969505783387,0.48394425617262604
33,after_standard_run2,7,115,22,0.19130434782608696,0.5923753665689149
33,after_standard_run2,8,191,37,0.193717277486911,0.607932607932608
33,after_standard_run2,13,198,39,0.19696969696969696,0.5994194484760522
33,after_standard_run2,17,148,30,0.20270270270270271,0.42175141242937847
33,after_standard_run2,18,188,38,0.20212765957446807,0.49096491228070177
33,after_standard_run2,19,197,39,0.19796954314720813,0.6010223953261928
33,after_standard_run2,20,352,70,0.19886363636363635,0.5392603850050659
33,after_standard_run2,32,199,39,0.19597989949748743,0.66875
33,after_standard_run2,33,186,37,0.1989247311827957,0.530110647560312
33,after_standard_run2,34,199,39,0.19597989949748743,0.5753205128205128
33,after_standard_run2,35,191,39,0.20418848167539266,0.5130735492577598
33,after_standard_run2,38,390,75,0.19230769230769232,0.6614179894179893
33,after_standard_run2,53,197,39,0.19796954314720813,0.4763875365141188
33,after_standard_run2,54,198,38,0.1919191919191919,0.5608552631578948
33,after_standard_run2,68,149,30,0.20134228187919462,0.5368347338935574
33,after_standard_run3,7,85,21,0.24705882352941178,0.40252976190476186
33,after_standard_run3,8,155,40,0.25806451612903225,0.5495652173913044
33,after_standard_run3,13,159,40,0.25157232704402516,0.5789915966386554
33,after_standard_run3,17,120,26,0.21666666666666667,0.3915711947626841
33,after_standard_run3,18,150,39,0.26,0.5948255948255948
33,after_standard_run3,19,159,40,0.25157232704402516,0.6074579831932773
33,after_standard_run3,20,289,75,0.25951557093425603,0.5259501557632398
33,after_standard_run3,32,160,40,0.25,0.6596875
33,after_standard_run3,33,148,34,0.22972972972972974,0.47936016511867907
33,after_standard_run3,34,160,40,0.25,0.6276041666666666
33,after_standard_run3,35,149,36,0.24161073825503357,0.5390855457227139
33,after_standard_run3,38,313,78,0.24920127795527156,0.5955264593562466
33,after_standard_run3,53,154,38,0.24675324675324675,0.5491152450090744
33,after_standard_run3,54,159,40,0.25157232704402516,0.5057773109243697
33,after_standard_run3,68,111,26,0.23423423423423423,0.5757918552036199
33,after_standard_run4plus,7,112,51,0.45535714285714285,0.4876245580199293
33,after_standard_run4plus,8,220,112,0.509090909090909,0.579943783068783
33,after_standard_run4plus,13,234,117,0.5,0.5738549200087661
33,after_standard_run4plus,17,180,86,0.4777777777777778,0.4085848589807026
33,after_standard_run4plus,18,213,104,0.48826291079812206,0.641848976711362
33,after_standard_run4plus,19,239,120,0.502092050209205,0.6879201680672269
33,after_standard_run4plus,20,435,216,0.496551724137931,0.5115635041434128
33,after_standard_run4plus,32,240,120,0.5,0.6941319444444444
33,after_standard_run4plus,33,227,112,0.4933920704845815,0.4830357142857143
33,after_standard_run4plus,34,240,120,0.5,0.6676041666666667
33,after_standard_run4plus,35,227,113,0.4977973568281938,0.6013041453190499
33,after_standard_run4plus,38,471,235,0.4989384288747346,0.7018662098809954
33,after_standard_run4plus,53,225,116,0.5155555555555555,0.5098070230939575
33,after_standard_run4plus,54,233,117,0.5021459227467812,0.5349985263778367
33,after_standard_run4plus,68,162,83,0.5123456790123457,0.7147323471099588
33,all,7,558,95,0.17025089605734767,0.49471410708195973
33,all,8,966,195,0.20186335403726707,0.554311749642489
33,all,13,993,200,0.2014098690835851,0.5943663303909206
33,all,17,740,143,0.19324324324324324,0.41766524932354077
33,all,18,935,185,0.19786096256684493,0.5724540540540541
33,all,19,993,200,0.2014098690835851,0.6432408575031525
33,all,20,1811,365,0.2015461071231364,0.5290901684382046
33,all,32,1000,200,0.2,0.6542718750000001
33,all,33,970,193,0.19896907216494844,0.504151079280613
33,all,34,999,200,0.2002002002002002,0.6424530663329162
33,all,35,969,195,0.20123839009287925,0.5533161068044788
33,all,38,1980,398,0.201010101010101,0.6488812583778564
33,all,53,978,197,0.20143149284253578,0.5163300987280397
33,all,54,985,196,0.19898477157360406,0.5786322133416104
33,all,68,721,142,0.19694868238557559,0.6469933591184412
33,after_standard_run2,11,179,36,0.2011173184357542,0.5355477855477855
33,after_standard_run2,23,193,38,0.19689119170984457,0.5726655348047538
33,after_standard_run2,24,366,69,0.1885245901639344,0.46715951788415555
33,after_standard_run2,27,196,38,0.19387755102040816,0.5591272485009994
33,after_standard_run2,28,114,19,0.16666666666666666,0.47340720221606647
33,after_standard_run2,30,195,38,0.19487179487179487,0.6118002011397922
33,after_standard_run2,36,177,34,0.192090395480226,0.5227272727272727
33,after_standard_run2,37,144,29,0.2013888888888889,0.4640179910044977
33,after_standard_run2,39,198,39,0.19696969696969696,0.5291888405095952
33,after_standard_run2,43,192,38,0.19791666666666666,0.6261107313738893
33,after_standard_run2,45,386,77,0.19948186528497408,0.5752111965704199
33,after_standard_run2,59,364,72,0.1978021978021978,0.5612157534246575
33,after_standard_run2,62,179,35,0.19553072625698323,0.6237103174603175
33,after_standard_run2,66,167,31,0.18562874251497005,0.6258301707779886
33,after_standard_run3,11,141,38,0.2695035460992908,0.47406745017884516
33,after_standard_run3,23,156,39,0.25,0.5683760683760685
33,after_standard_run3,24,290,72,0.2482758620689655,0.5047782874617737
33,after_standard_run3,27,157,39,0.2484076433121019,0.42731421121251634
33,after_standard_run3,28,87,24,0.27586206896551724,0.45072751322751325
33,after_standard_run3,30,158,39,0.2468354430379747,0.5885585003232062
33,after_standard_run3,36,142,32,0.22535211267605634,0.47159090909090906
33,after_standard_run3,37,117,29,0.24786324786324787,0.6324451410658307
33,after_standard_run3,39,158,40,0.25316455696202533,0.4861228813559322
33,after_standard_run3,43,152,35,0.23026315789473684,0.6084249084249085
33,after_standard_run3,45,309,78,0.2524271844660194,0.5187035187035187
33,after_standard_run3,59,281,74,0.26334519572953735,0.5301605953779868
33,after_standard_run3,62,153,40,0.26143790849673204,0.6728982300884956
33,after_standard_run3,66,134,31,0.23134328358208955,0.5914500469777639
33,after_standard_run4plus,9,239,38,0.1589958158995816,0.4588897617177271
33,after_standard_run4plus,11,207,107,0.5169082125603864,0.5569158878504672
33,after_standard_run4plus,23,236,119,0.5042372881355932,0.5726495726495726
33,after_standard_run4plus,24,436,219,0.5022935779816514,0.5202112661237717
33,after_standard_run4plus,27,237,119,0.5021097046413502,0.43601338840620996
33,after_standard_run4plus,28,116,60,0.5172413793103449,0.5785714285714285
33,after_standard_run4plus,30,239,119,0.497907949790795,0.6282913165266105
33,after_standard_run4plus,36,214,106,0.4953271028037383,0.5380415793151642
33,after_standard_run4plus,37,191,96,0.5026178010471204,0.4739583333333334
33,after_standard_run4plus,39,234,116,0.49572649572649574,0.4716174751607247
33,after_standard_run4plus,43,227,114,0.5022026431718062,0.6056512963825493
33,after_standard_run4plus,45,460,232,0.5043478260869565,0.5771513914095584
33,after_standard_run4plus,59,432,218,0.5046296296296297,0.5461716539483839
33,after_standard_run4plus,62,229,113,0.49344978165938863,0.6646322856270979
33,after_standard_run4plus,66,208,107,0.5144230769230769,0.65402054224114
33,after_deviant,9,68,11,0.16176470588235295,0.6937799043062202
33,all,9,459,69,0.1503267973856209,0.5444630248978075
33,all,11,892,182,0.2040358744394619,0.5248607026776041
33,all,23,988,200,0.20242914979757085,0.6004505076142133
33,all,24,1831,366,0.19989077007099945,0.49539622148865137
33,all,27,991,199,0.20080726538849647,0.4737957464088117
33,all,28,526,106,0.20152091254752852,0.5228212039532795
33,all,30,988,197,0.19939271255060728,0.6212947691991759
33,all,36,885,174,0.19661016949152543,0.512823932618782
33,all,37,739,157,0.2124492557510149,0.5065773633637577
33,all,39,994,197,0.1981891348088531,0.4932424255934373
33,all,43,977,192,0.19651995905834185,0.6145501592356688
33,all,45,1944,392,0.20164609053497942,0.5698982879234168
33,all,59,1837,372,0.2025040827436037,0.5602756064442732
33,all,62,922,190,0.20607375271149675,0.6435684498130572
33,all,66,865,175,0.2023121387283237,0.6256438923395444
33,after_standard_run2,0,171,32,0.1871345029239766,0.6234262589928057
33,after_standard_run2,4,380,75,0.19736842105263158,0.6118907103825136
33,after_standard_run2,6,155,33,0.2129032258064516,0.6102831594634873
33,after_standard_run2,12,192,39,0.203125,0.6090162560750796
33,after_standard_run2,14,197,38,0.19289340101522842,0.5313637868255544
33,after_standard_run2,16,194,38,0.1958762886597938,0.5965755735492577
33,after_standard_run2,22,205,35,0.17073170731707318,0.5608403361344538
33,after_standard_run2,40,154,29,0.18831168831168832,0.5976551724137931
33,after_standard_run2,41,196,38,0.19387755102040816,0.5428880746169219
33,after_standard_run2,42,192,39,0.203125,0.5457516339869282
33,after_standard_run2,46,175,38,0.21714285714285714,0.5098924318094507
33,after_standard_run2,48,155,31,0.2,0.6018470343392299
33,after_standard_run2,57,197,39,0.19796954314720813,0.5118468029860435
33,after_standard_run2,70,162,35,0.21604938271604937,0.5138357705286839
33,after_standard_run3,0,142,34,0.23943661971830985,0.5860566448801743
33,after_standard_run3,4,304,77,0.2532894736842105,0.5446535843011613
33,after_standard_run3,6,121,30,0.24793388429752067,0.5923076923076923
33,after_standard_run3,12,152,40,0.2631578947368421,0.547767857142857
33,after_standard_run3,14,157,39,0.2484076433121019,0.5557366362451108
33,after_standard_run3,16,156,39,0.25,0.4517861056322595
33,after_standard_run3,22,162,40,0.24691358024691357,0.6516393442622951
33,after_standard_run3,40,126,33,0.2619047619047619,0.48403388725969376
33,after_standard_run3,41,157,40,0.25477707006369427,0.42126068376068376
33,after_standard_run3,42,155,38,0.24516129032258063,0.49628879892037786
33,after_standard_run3,46,134,37,0.27611940298507465,0.6433546949010867
33,after_standard_run3,48,123,33,0.2682926829268293,0.6555555555555556
33,after_standard_run3,57,158,40,0.25316455696202533,0.7069915254237288
33,after_standard_run3,70,129,30,0.23255813953488372,0.47407407407407404
33,after_standard_run4plus,0,211,102,0.4834123222748815,0.6058643640942616
33,after_standard_run4plus,4,459,231,0.5032679738562091,0.5714095845674791
33,after_standard_run4plus,6,178,91,0.5112359550561798,0.5596185423771631
33,after_standard_run4plus,12,222,110,0.4954954954954955,0.5377029220779221
33,after_standard_run4plus,14,234,119,0.5085470085470085,0.5465473145780051
33,after_standard_run4plus,16,229,114,0.4978165938864629,0.5603356216628528
33,after_standard_run4plus,22,219,111,0.5068493150684932,0.5329913246579914
33,after_standard_run4plus,40,188,92,0.48936170212765956,0.554291213768116
33,after_standard_run4plus,41,237,117,0.4936708860759494,0.4764245014245014
33,after_standard_run4plus,42,226,112,0.49557522123893805,0.5169956140350878
33,after_standard_run4plus,46,202,100,0.49504950495049505,0.542156862745098
33,after_standard_run4plus,48,171,88,0.5146198830409356,0.7031763417305585
33,after_standard_run4plus,57,237,118,0.4978902953586498,0.6795328300811849
33,after_standard_run4plus,70,184,93,0.5054347826086957,0.5584308164953327
33,all,0,871,170,0.19517795637198623,0.5993077116724008
33,all,4,1934,390,0.20165460186142709,0.5721984190248439
33,all,6,772,155,0.20077720207253885,0.5750352904271449
33,all,12,981,194,0.19775739041794088,0.550089076356777
33,all,14,984,198,0.20121951219512196,0.5264605340941219
33,all,16,978,194,0.1983640081799591,0.5571875657479487
33,all,22,993,190,0.19133937562940584,0.565035721308252
33,all,40,780,155,0.1987179487179487,0.5439380645161289
33,all,41,990,198,0.2,0.48102872155902454
33,all,42,980,194,0.19795918367346937,0.5283210041709294
33,all,46,867,178,0.20530565167243367,0.5466071981865919
33,all,48,766,155,0.20234986945169714,0.6708938282033684
33,all,57,998,200,0.20040080160320642,0.6216102756892231
33,all,70,791,162,0.20480404551201012,0.5371351743900764
33,after_standard_run2,2,169,35,0.20710059171597633,0.4487206823027719
33,after_standard_run2,5,196,38,0.19387755102040816,0.6076782145236509
33,after_standard_run2,10,197,38,0.19289340101522842,0.6063389606090698
33,after_standard_run2,25,352,72,0.20454545454545456,0.5232886904761904
33,after_standard_run2,29,76,12,0.15789473684210525,0.6263020833333334
33,after_standard_run2,31,351,73,0.20797720797720798,0.5574800433625702
33,after_standard_run2,47,198,39,0.19696969696969696,0.47411707789066276
33,after_standard_run2,49,192,35,0.18229166666666666,0.5899909008189262
33,after_standard_run2,52,196,37,0.18877551020408162,0.6226415094339622
33,after_standard_run2,63,189,35,0.18518518518518517,0.43237476808905384
33,after_standard_run2,65,194,38,0.1958762886597938,0.576417004048583
33,after_standard_run2,67,199,39,0.19597989949748743,0.45432692307692313
33,after_standard_run2,72,144,30,0.20833333333333334,0.5172514619883041
33,after_standard_run3,2,135,35,0.25925925925925924,0.594857142857143
33,after_standard_run3,5,158,40,0.25316455696202533,0.49300847457627117
33,after_standard_run3,10,158,40,0.25316455696202533,0.6100635593220338
33,after_standard_run3,25,286,72,0.2517482517482518,0.653718847352025
33,after_standard_run3,29,71,15,0.2112676056338028,0.7279761904761906
33,after_standard_run3,31,279,69,0.24731182795698925,0.6048999309868875
33,after_standard_run3,47,160,40,0.25,0.46093750000000006
33,after_standard_run3,49,157,40,0.25477707006369427,0.49732905982905984
33,after_standard_run3,52,157,39,0.2484076433121019,0.5002172968274663
33,after_standard_run3,63,152,37,0.24342105263157895,0.5690951821386604
33,after_standard_run3,65,155,40,0.25806451612903225,0.7235869565217391
33,after_standard_run3,67,157,40,0.25477707006369427,0.4702991452991453
33,after_standard_run3,72,109,34,0.3119266055045872,0.5976470588235294
33,after_standard_run4plus,2,195,99,0.5076923076923077,0.5747579966329966
33,after_standard_run4plus,5,236,118,0.5,0.5339342143062338
33,after_standard_run4plus,10,236,118,0.5,0.5970626256822752
33,after_standard_run4plus,25,421,211,0.501187648456057,0.6237869555405101
33,after_standard_run4plus,29,117,54,0.46153846153846156,0.46031746031746035
33,after_standard_run4plus,31,403,202,0.5012406947890818,0.5343209694103739
33,after_standard_run4plus,47,240,120,0.5,0.4972222222222223
33,after_standard_run4plus,49,230,115,0.5,0.5772400756143667
33,after_standard_run4plus,52,240,120,0.5,0.5292013888888889
33,after_standard_run4plus,60,309,44,0.1423948220064725,0.5080188679245283
33,after_standard_run4plus,63,227,113,0.4977973568281938,0.5000776276975625
33,after_standard_run4plus,65,223,113,0.5067264573991032,0.5366049879324215
33,after_standard_run4plus,67,234,117,0.5,0.5321425962451602
33,after_standard_run4plus,72,168,82,0.4880952380952381,0.4905700510493477
33,after_deviant,60,90,16,0.17777777777777778,0.5198479729729729
33,all,2,847,172,0.20306965761511217,0.5464771748492679
33,all,5,995,200,0.20100502512562815,0.5405
