test_lane,train_lanes,seed,child,n_train_children,n,n_class1,auc,bacc,ce_bal_bits,j_bits,epochs
mff_puretone,mff_bapa+mff_unknown_hdev_ldev,11,20,33,1170,179,0.42855250325555694,0.4388575390807773,1.0381052494049072,-0.03810524940490723,14
mff_puretone,mff_bapa+mff_unknown_hdev_ldev,11,21,33,936,141,0.5073464472099558,0.4982470226147464,1.0252957344055176,-0.025295734405517578,14
mff_puretone,mff_bapa+mff_unknown_hdev_ldev,11,22,33,879,138,0.5448864636507657,0.5046646717127267,1.011420726776123,-0.011420726776123047,14
mff_puretone,mff_bapa+mff_unknown_hdev_ldev,11,23,33,958,145,0.44646477499257753,0.46052508800950076,1.0380021333694458,-0.0380021333694458,14
mff_puretone,mff_bapa+mff_unknown_hdev_ldev,11,24,33,491,67,0.5297099408617292,0.5576422134609968,1.0271036624908447,-0.027103662490844727,14
mff_puretone,mff_bapa+mff_unknown_hdev_ldev,11,25,33,659,99,0.48021284271284276,0.503742784992785,1.0378817319869995,-0.03788173198699951,14
mff_puretone,mff_bapa+mff_unknown_hdev_ldev,11,26,33,669,104,0.5193073519400954,0.49027399591558884,1.0085879564285278,-0.008587956428527832,14
mff_puretone,mff_bapa+mff_unknown_hdev_ldev,11,27,33,776,124,0.490661488224817,0.5046754403324758,1.0115798711776733,-0.01157987117767334,14
mff_puretone,mff_bapa+mff_unknown_hdev_ldev,11,28,33,88,10,0.2455128205128205,0.38974358974358975,1.1744014024734497,-0.1744014024734497,14
mff_puretone,mff_bapa+mff_unknown_hdev_ldev,11,29,33,860,130,0.5178451001053741,0.49178082191780825,1.0135464668273926,-0.013546466827392578,14
mff_puretone,mff_bapa+mff_unknown_hdev_ldev,11,30,33,508,74,0.5202547017063146,0.49358575165026775,1.025621771812439,-0.025621771812438965,14
mff_puretone,mff_bapa+mff_unknown_hdev_ldev,11,31,33,811,120,0.4940906898215147,0.4724252291365171,1.0199224948883057,-0.019922494888305664,14
