child,n_dev,frontal_shift_sd,kurtosis_dev,kurtosis_std,bic2_minus_bic1_dev,bic2_minus_bic1_std_matched,frac_dev_beyond_3sd,frac_std_beyond_3sd,frontal_mean_top10pct_logit,frontal_mean_bottom10pct_logit,frontal_auc_std_vs_dev
0,138,-0.18349793553352356,11.430755615234375,20.497323989868164,-63.25253688764366,-39.91103851270469,0.021739130434782608,0.016270337922403004,-0.14847880601882935,0.42555126547813416,0.4661624131613792
2,140,0.04106738045811653,2.4809980392456055,4.084585189819336,-2.1222229625798263,5.575149473943611,0.007142857142857143,0.013871374527112233,0.1355879157781601,-0.04596712067723274,0.5127634660421546
3,141,0.04055064916610718,1.2976150512695312,4.44071626663208,15.152597954215537,8.862416555823813,0.0070921985815602835,0.012360939431396786,-0.21005456149578094,-0.10569937527179718,0.5095687697796948
4,149,-0.05573262646794319,8.859169960021973,10.503828048706055,-32.65639256943774,8.768040423497439,0.006711409395973154,0.00831353919239905,0.10773965716362,0.20913757383823395,0.49179805193770026
5,111,-0.14963635802268982,-0.11444735527038574,1.264378547668457,13.831368228067277,5.257094164956925,0.0,0.004966887417218543,-0.5297627449035645,0.4726293385028839,0.4676182805321878
6,139,-0.004288161173462868,4.352537631988525,8.137797355651855,-5.073628838806826,10.117433134764951,0.014388489208633094,0.012515644555694618,-0.19777971506118774,0.38370051980018616,0.5070726897830923
9,124,-1.7083849906921387,8.010272979736328,0.3652665615081787,-3.305391131584571,15.566046894843652,0.08064516129032258,0.00741839762611276,0.5079395174980164,1.2456238269805908,0.11526036182636162
10,417,0.079694464802742,0.2168118953704834,1.041703701019287,20.73628926689787,13.538539890600873,0.002398081534772182,0.00955223880597015,-0.41870278120040894,0.47655364871025085,0.5238770177887542
11,437,-0.13643687963485718,15.993913650512695,17.2963809967041,-118.39021483426882,-106.84941664701296,0.013729977116704805,0.012290502793296089,-0.27620741724967957,0.32452788949012756,0.4615624560551244
12,184,-0.06333864480257034,6.705639839172363,7.553518295288086,-41.796627587402554,-24.39835030468771,0.021739130434782608,0.018995929443690638,0.3666529357433319,-0.30326083302497864,0.4671922010500855
13,163,0.05929368734359741,7.208183288574219,4.894062042236328,-54.4087124999204,-24.515925281826526,0.024539877300613498,0.023006134969325152,0.18855097889900208,0.13495275378227234,0.539491512665136
14,30,-0.06497564166784286,1.7606654167175293,4.495527267456055,1.3705056543553553,-33.27217642114513,0.0,0.007633587786259542,-0.19983132183551788,0.843421220779419,0.5076335877862596
15,145,0.036843813955783844,0.5375070571899414,0.40288853645324707,9.190705473019761,14.721670801236314,0.006896551724137931,0.003389830508474576,-0.050356123596429825,0.09660641103982925,0.496177673874927
16,164,-0.051773883402347565,8.218259811401367,8.911005020141602,-48.38511026547769,-9.02123773740152,0.012195121951219513,0.025073746312684365,-1.0188498497009277,1.1848071813583374,0.5116375278797036
17,45,-0.5251806378364563,10.114230155944824,26.659107208251953,-38.701057643298896,7.720169811840265,0.06666666666666667,0.012658227848101266,-1.266127109527588,-0.3425525724887848,0.4386310360993905
18,85,0.02039758674800396,5.167599678039551,8.116068840026855,-8.379035042021968,-5.432055042479703,0.011764705882352941,0.01488095238095238,-0.024457046762108803,0.22972466051578522,0.49565826330532214
19,191,-0.1744200438261032,10.40749740600586,10.326748847961426,-54.56315318464067,-50.69484106420305,0.020942408376963352,0.0129366106080207,-0.09352102875709534,-0.09615069627761841,0.4495776975542356
21,163,-0.024547981098294258,1.4388957023620605,15.233640670776367,14.952631599124402,-73.43647562820104,0.0,0.016923076923076923,0.5151198506355286,0.2143600583076477,0.49266635205285514
22,136,-0.12172619998455048,1.6078476905822754,11.712657928466797,14.625741985699392,-75.24684903297737,0.0,0.019332161687170474,0.05175231397151947,1.1771438121795654,0.44277886901685104
23,233,-0.02806919626891613,7.957585334777832,6.437599182128906,-57.16261144403609,-64.6183487964073,0.012875536480686695,0.019417475728155338,-0.6780721545219421,0.49128109216690063,0.4986416100670861
24,112,0.024875061586499214,11.6481351852417,13.223037719726562,-75.11701391467915,-56.148756010626414,0.044642857142857144,0.02217741935483871,-0.4664981961250305,-0.01040240190923214,0.5284598214285714
25,66,-0.017824208363890648,0.7835874557495117,1.2019805908203125,12.620592815709415,-1.5936658550974698,0.0,0.006944444444444444,0.05277082696557045,0.15980182588100433,0.4788510101010101
26,118,-0.29766368865966797,0.7913498878479004,11.57297134399414,12.715230657912343,-36.320231244706065,0.00847457627118644,0.01556420233463035,-0.3102937638759613,-0.18409085273742676,0.40287212293081837
27,137,-0.264618843793869,3.1280651092529297,3.5548582077026367,-12.394958011776453,-4.704928629070821,0.029197080291970802,0.019748653500897665,-0.6706360578536987,0.41069748997688293,0.4342738078077291
28,183,-0.1037529930472374,2.7622156143188477,3.3345794677734375,-1.0670960363335098,-3.4399025854057754,0.02185792349726776,0.013404825737265416,-0.01754014380276203,0.24426117539405823,0.49114402496374104
29,62,-0.08303205668926239,11.163627624511719,5.894843101501465,-35.14669638176048,-12.708462052536845,0.04838709677419355,0.011673151750972763,0.2637621760368347,0.6294847726821899,0.470691602861805
