seed,fold,child,group,n_channels,auc_base,auc_occluded,drop
11,1,21,frontal_polar,8,0.5237989617744219,0.5212411514865503,0.002557810287871609
11,1,27,frontal_polar,8,0.5482839507790693,0.5523791426961433,-0.00409519191707397
11,1,31,frontal_polar,8,0.542215526021194,0.5398840135682241,0.0023315124529699194
11,1,32,frontal_polar,8,0.46416895652786583,0.45482632283520047,0.009342633692665359
11,1,37,frontal_polar,8,0.4729276957369741,0.4817741710782948,-0.008846475341320714
11,1,39,frontal_polar,8,0.520549417269912,0.5323798638179811,-0.011830446548069085
11,1,41,frontal_polar,8,0.6811002178649237,0.6974400871459696,-0.016339869281045916
11,1,9,non_periocular,114,0.945050014358189,0.3063199961711496,0.6387300181870394
11,1,12,non_periocular,114,0.5142211373960238,0.5364948970562208,-0.022273759660196957
11,1,21,non_periocular,114,0.5237989617744219,0.5353043888626711,-0.011505427088249198
11,1,27,non_periocular,114,0.5482839507790693,0.526176466733937,0.022107484045132297
11,1,31,non_periocular,114,0.542215526021194,0.5064348060299477,0.035780719991246324
11,1,32,non_periocular,114,0.46416895652786583,0.545325160290284,-0.08115620376241817
11,1,37,non_periocular,114,0.4729276957369741,0.4779360546113124,-0.0050083588743383145
11,1,39,non_periocular,114,0.520549417269912,0.4490098961538837,0.07153952111602829
11,1,41,non_periocular,114,0.6811002178649237,0.6470588235294117,0.03404139433551201
11,1,9,vertex_ring,6,0.945050014358189,0.9453551258734565,-0.0003051115152674644
11,1,12,vertex_ring,6,0.5142211373960238,0.516426022063595,-0.002204884667571183
11,1,21,vertex_ring,6,0.5237989617744219,0.5228220858895706,0.0009768758848512915
11,1,27,vertex_ring,6,0.5482839507790693,0.5470193555150769,0.001264595263992474
11,1,31,vertex_ring,6,0.542215526021194,0.5428720529935105,-0.0006565269723164402
11,1,32,vertex_ring,6,0.46416895652786583,0.46274571972098927,0.00142323680687656
11,1,37,vertex_ring,6,0.4729276957369741,0.4698244636388967,0.003103232098077391
11,1,39,vertex_ring,6,0.520549417269912,0.5156990318767524,0.004850385393159629
11,1,41,vertex_ring,6,0.6811002178649237,0.6748366013071895,0.0062636165577342195
11,1,9,left_temporal,8,0.945050014358189,0.9645173255480042,-0.01946731118981515
11,1,12,left_temporal,8,0.5142211373960238,0.5115922364462273,0.002628900949796509
11,1,21,left_temporal,8,0.5237989617744219,0.5321330816422841,-0.008334119867862255
11,1,27,left_temporal,8,0.5482839507790693,0.5500399690731106,-0.0017560182940412616
11,1,31,left_temporal,8,0.542215526021194,0.5323844554613786,0.009831070559815469
11,1,32,left_temporal,8,0.46416895652786583,0.455668287183823,0.00850066934404281
11,1,37,left_temporal,8,0.4729276957369741,0.46870298133184735,0.004224714405126728
11,1,39,left_temporal,8,0.520549417269912,0.5418168674227992,-0.021267450152887224
11,1,41,left_temporal,8,0.6811002178649237,0.6715686274509804,0.009531590413943247
11,1,9,right_temporal,8,0.945050014358189,0.6115212501196515,0.3335287642385375
11,1,12,right_temporal,8,0.5142211373960238,0.5121563624564923,0.0020647749395314996
11,1,21,right_temporal,8,0.5237989617744219,0.5269136385087306,-0.0031146767343087634
11,1,27,right_temporal,8,0.5482839507790693,0.5073582408365986,0.04092570994247069
11,1,31,right_temporal,8,0.542215526021194,0.5402080685481496,0.0020074574730444272
11,1,32,right_temporal,8,0.46416895652786583,0.4634432466708941,0.0007257098569717346
11,1,37,right_temporal,8,0.4729276957369741,0.4792177486765116,-0.006290052939537549
11,1,39,right_temporal,8,0.520549417269912,0.5183415882691988,0.0022078290007131463
11,1,41,right_temporal,8,0.6811002178649237,0.6889978213507625,-0.007897603485838789
11,1,9,occipital,9,0.945050014358189,0.9530247918062602,-0.00797477744807118
11,1,12,occipital,9,0.5142211373960238,0.5149880538021356,-0.0007669164061118172
11,1,21,occipital,9,0.5237989617744219,0.5227277017461067,0.0010712600283151463
11,1,27,occipital,9,0.5482839507790693,0.5469407278302691,0.0013432229488001823
11,1,31,occipital,9,0.542215526021194,0.5418493859789406,0.00036614004225343777
11,1,32,occipital,9,0.46416895652786583,0.4711477488902981,-0.006978792362432262
11,1,37,occipital,9,0.4729276957369741,0.4672645583728058,0.005663137364168291
11,1,39,occipital,9,0.520549417269912,0.5154499184275568,0.005099498842355166
11,1,41,occipital,9,0.6811002178649237,0.6781045751633987,0.00299564270152497
11,1,9,band_0,16,0.945050014358189,0.950942854407964,-0.005892840049774972
11,1,12,band_0,16,0.5142211373960238,0.5097007551176922,0.004520382278331625
11,1,21,band_0,16,0.5237989617744219,0.5178716375648891,0.005927324209532792
11,1,27,band_0,16,0.5482839507790693,0.5301995832732705,0.018084367505798782
11,1,31,band_0,16,0.542215526021194,0.550830338279731,-0.008614812258536997
11,1,32,band_0,16,0.46416895652786583,0.47270133164235895,-0.008532375114493118
11,1,37,band_0,16,0.4729276957369741,0.4661709389802174,0.006756756756756688
11,1,39,band_0,16,0.520549417269912,0.5231919736623585,-0.0026425563924464823
11,1,41,band_0,16,0.6811002178649237,0.6614923747276689,0.019607843137254832
11,1,9,band_1,16,0.945050014358189,0.9526598545036853,-0.0076098401454962605
11,1,12,band_1,16,0.5142211373960238,0.5149364344286473,-0.0007152970326235186
11,1,21,band_1,16,0.5237989617744219,0.5151156205757433,0.00868334119867853
11,1,27,band_1,16,0.5482839507790693,0.5512652504946992,-0.0029812997156298815
11,1,31,band_1,16,0.542215526021194,0.5409193061014923,0.0012962199197017465
11,1,32,band_1,16,0.46416895652786583,0.4764073839216515,-0.012238427393785667
11,1,37,band_1,16,0.4729276957369741,0.49543396489272773,-0.022506269155753655
11,1,39,band_1,16,0.520549417269912,0.5187274698865801,0.0018219473833318567
11,1,41,band_1,16,0.6811002178649237,0.7012527233115469,-0.02015250544662317
11,1,9,band_2,16,0.945050014358189,0.95651861778501,-0.011468603426820989
11,1,12,band_2,16,0.5142211373960238,0.515065482862368,-0.0008443454663441541
11,1,21,band_2,16,0.5237989617744219,0.5203586597451628,0.003440302029259046
11,1,27,band_2,16,0.5482839507790693,0.5558453131347547,-0.007561362355685386
11,1,31,band_2,16,0.542215526021194,0.5446354171050527,-0.0024198910838586496
11,1,32,band_2,16,0.46416895652786583,0.45550271260480524,0.00866624392306059
11,1,37,band_2,16,0.4729276957369741,0.4699080523822792,0.003019643354694901
11,1,39,band_2,16,0.520549417269912,0.5219757138809922,-0.00142629661108018
11,1,41,band_2,16,0.6811002178649237,0.6740196078431372,0.007080610021786504
11,1,9,band_3,16,0.945050014358189,0.9627464822437062,-0.017696467885517153
11,1,12,band_3,16,0.5142211373960238,0.5116696655064599,0.00255147188956395
11,1,21,band_3,16,0.5237989617744219,0.5267012741859367,-0.00290231241151484
11,1,27,band_3,16,0.5482839507790693,0.5755415481791138,-0.02725759740004452
11,1,31,band_3,16,0.542215526021194,0.5214591732810356,0.020756352740158412
11,1,32,band_3,16,0.46416895652786583,0.47042556189670964,-0.006256605368843815
11,1,37,band_3,16,0.4729276957369741,0.4647081359710226,0.008219559765951456
11,1,39,band_3,16,0.520549417269912,0.5403954553891542,-0.019846038119242237
11,1,41,band_3,16,0.6811002178649237,0.6672113289760349,0.01388888888888884
11,1,9,band_4,16,0.945050014358189,0.9515949554896143,-0.00654494113142523
11,1,12,band_4,16,0.5142211373960238,0.5087679192967967,0.005453218099227164
11,1,21,band_4,16,0.5237989617744219,0.5258187824445494,-0.0020198206701275145
11,1,27,band_4,16,0.5482839507790693,0.5324077107549567,0.015876240024112587
11,1,31,band_4,16,0.542215526021194,0.5482294814278621,-0.006013955406668048
11,1,32,band_4,16,0.46416895652786583,0.4664482491368985,-0.002279292609032646
11,1,37,band_4,16,0.4729276957369741,0.469086096405684,0.00384159933129008
11,1,39,band_4,16,0.520549417269912,0.5195090022762131,0.0010404149936988905
11,1,41,band_4,16,0.6811002178649237,0.6865468409586056,-0.005446623093681935
11,1,9,band_5,16,0.945050014358189,0.954640088063559,-0.009590073705370017
11,1,12,band_5,16,0.5142211373960238,0.5108474426287535,0.003373694767270341
11,1,21,band_5,16,0.5237989617744219,0.5343463898065125,-0.010547428032090633
11,1,27,band_5,16,0.5482839507790693,0.5415350744997314,0.006748876279337956
11,1,31,band_5,16,0.542215526021194,0.5344382065029838,0.007777319518210257
11,1,32,band_5,16,0.46416895652786583,0.46050870147255685,0.0036602550553089808
11,1,37,band_5,16,0.4729276957369741,0.47243661186960156,0.0004910838673725104
11,1,39,band_5,16,0.520549417269912,0.5077811318542832,0.0127682854156288
11,1,41,band_5,16,0.6811002178649237,0.6729302832244008,0.008169934640522847
11,1,9,band_6,16,0.945050014358189,0.6350447496889059,0.31000526466928313
11,1,12,band_6,16,0.5142211373960238,0.5209795882248835,-0.00675845082885973
11,1,21,band_6,16,0.5237989617744219,0.5096224634261444,0.0141764983482775
11,1,27,band_6,16,0.5482839507790693,0.5348517212910666,0.013432229488002712
11,1,31,band_6,16,0.542215526021194,0.525280496940416,0.01693502908077804
11,1,32,band_6,16,0.46416895652786583,0.47293031776227723,-0.008761361234411402
11,1,37,band_6,16,0.4729276957369741,0.474035246586793,-0.0011075508498189501
11,1,39,band_6,16,0.520549417269912,0.5220489825425203,-0.0014995652726083053
11,1,41,band_6,16,0.6811002178649237,0.6753812636165577,0.005718954248365993
11,1,9,band_7,16,0.945050014358189,0.9599406528189911,-0.014890638460802075
11,1,12,band_7,16,0.5142211373960238,0.5123812754409769,0.0018398619550469286
11,1,21,band_7,16,0.5237989617744219,0.517022180273714,0.006776781500707818
11,1,27,band_7,16,0.5482839507790693,0.5600256850437039,-0.01174173426463454
11,1,31,band_7,16,0.542215526021194,0.5096458962855723,0.03256962973562172
11,1,32,band_7,16,0.46416895652786583,0.46766715986754037,-0.0034982033396745438
11,1,37,band_7,16,0.4729276957369741,0.49885413764279746,-0.025926441905823383
11,1,39,band_7,16,0.520549417269912,0.517232789191407,0.0033166280785049684
11,1,41,band_7,16,0.6811002178649237,0.6402505446623094,0.040849673202614345
11,2,0,periocular_eog,6,0.4610246503781902,0.46950898768388016,-0.008484337305689982
11,2,4,periocular_eog,6,0.560115735943503,0.5710715936807538,-0.01095585773725083
11,2,5,periocular_eog,6,0.5156091521985562,0.5200092476582543,-0.004400095459698106
11,2,8,periocular_eog,6,0.5499311294765841,0.5559573002754821,-0.006026170798898001
11,2,13,periocular_eog,6,0.5330130979713199,0.5400372614701343,-0.007024163498814406
11,2,16,periocular_eog,6,0.5625899345276638,0.5658860349665443,-0.0032961004388805115
11,2,22,periocular_eog,6,0.5299286674247907,0.515817223198594,0.014111444226196701
11,2,25,periocular_eog,6,0.4299505471380471,0.43247579966329963,-0.0025252525252525415
11,2,26,periocular_eog,6,0.34134076370111455,0.32088801688320256,0.020452746817911982
11,2,0,frontal_polar,8,0.4610246503781902,0.44434619361157973,0.01667845676661045
11,2,4,frontal_polar,8,0.560115735943503,0.5699835801622855,-0.009867844218782507
11,2,5,frontal_polar,8,0.5156091521985562,0.5151691426525863,0.0004400095459698994
11,2,8,frontal_polar,8,0.5499311294765841,0.5633608815426997,-0.01342975206611563
11,2,13,frontal_polar,8,0.5330130979713199,0.5234013323798412,0.009611765591478694
11,2,16,frontal_polar,8,0.5625899345276638,0.5608317145118354,0.0017582200158283712
11,2,22,frontal_polar,8,0.5299286674247907,0.5405316344463972,-0.010602967021606458
11,2,25,frontal_polar,8,0.4299505471380471,0.4081702441077441,0.021780303030302983
11,2,26,frontal_polar,8,0.34134076370111455,0.3297253182087978,0.011615445492316745
11,2,0,non_periocular,114,0.4610246503781902,0.5255618436088589,-0.06453719323066875
11,2,4,non_periocular,114,0.560115735943503,0.4741148432144622,0.08600089272904077
11,2,5,non_periocular,114,0.5156091521985562,0.4835332020762485,0.032075950122307684
11,2,8,non_periocular,114,0.5499311294765841,0.3985881542699724,0.15134297520661166
11,2,13,non_periocular,114,0.5330130979713199,0.5135966728141819,0.01941642515713804
11,2,16,non_periocular,114,0.5625899345276638,0.5135261529606446,0.04906378156701918
11,2,22,non_periocular,114,0.5299286674247907,0.5231120128191874,0.006816654605603323
11,2,25,non_periocular,114,0.4299505471380471,0.4787194865319865,-0.04876893939393939
11,2,26,non_periocular,114,0.34134076370111455,0.6156103673415552,-0.2742696036404406
11,2,0,vertex_ring,6,0.4610246503781902,0.45722914512706103,0.00379550525112915
11,2,4,vertex_ring,6,0.560115735943503,0.5583103508743963,0.0018053850691066575
11,2,5,vertex_ring,6,0.5156091521985562,0.5154227074756875,0.00018644472286866165
11,2,8,vertex_ring,6,0.5499311294765841,0.5308195592286502,0.019111570247933862
11,2,13,vertex_ring,6,0.5330130979713199,0.5313476231698596,0.0016654748014602871
11,2,16,vertex_ring,6,0.5625899345276638,0.5531333189438089,0.00945661558385491
11,2,22,vertex_ring,6,0.5299286674247907,0.5219489817016438,0.00797968572314689
11,2,25,vertex_ring,6,0.4299505471380471,0.4431029040404041,-0.013152356902356999
11,2,26,vertex_ring,6,0.34134076370111455,0.3339378750906813,0.007402888610433256
11,2,0,left_temporal,8,0.4610246503781902,0.4687607698028332,-0.007736119424643029
11,2,4,left_temporal,8,0.560115735943503,0.5628457332334327,-0.002729997289929731
11,2,5,left_temporal,8,0.5156091521985562,0.5165488336018138,-0.0009396814032576195
11,2,8,left_temporal,8,0.5499311294765841,0.5447658402203857,0.005165289256198413
11,2,13,left_temporal,8,0.5330130979713199,0.5363158191877753,-0.003302721216455362
11,2,16,left_temporal,8,0.5625899345276638,0.5671990790704368,-0.004609144542772947
11,2,22,left_temporal,8,0.5299286674247907,0.5343158792515248,-0.004387211826734072
11,2,25,left_temporal,8,0.4299505471380471,0.43447495791245794,-0.0045244107744108475
11,2,26,left_temporal,8,0.34134076370111455,0.31323781573567233,0.028102947965442215
11,2,0,right_temporal,8,0.4610246503781902,0.45818142243021165,0.0028432279479785327
11,2,4,right_temporal,8,0.560115735943503,0.5537271437453172,0.006388592198185772
11,2,5,right_temporal,8,0.5156091521985562,0.5115073682954477,0.004101783903108447
11,2,8,right_temporal,8,0.5499311294765841,0.44507575757575757,0.1048553719008265
11,2,13,right_temporal,8,0.5330130979713199,0.5295315969739169,0.0034815009974029643
11,2,16,right_temporal,8,0.5625899345276638,0.5601841859126556,0.0024057486150081964
11,2,22,right_temporal,8,0.5299286674247907,0.5246756435438851,0.0052530238809056495
11,2,25,right_temporal,8,0.4299505471380471,0.4265572390572391,0.0033933080808080107
11,2,26,right_temporal,8,0.34134076370111455,0.636252720437908,-0.2949119567367935
11,2,0,occipital,9,0.4610246503781902,0.4759391268070596,-0.014914476428869394
11,2,4,occipital,9,0.560115735943503,0.5498772497568908,0.010238486186612161
11,2,5,occipital,9,0.5156091521985562,0.49660670604379215,0.01900244615476404
11,2,8,occipital,9,0.5499311294765841,0.5483815426997245,0.0015495867768595684
11,2,13,occipital,9,0.5330130979713199,0.5345656592269186,-0.0015525612555986612
11,2,16,occipital,9,0.5625899345276638,0.5607597668897043,0.0018301676379595122
11,2,22,occipital,9,0.5299286674247907,0.5311886178021297,-0.0012599503773389475
11,2,25,occipital,9,0.4299505471380471,0.4384732744107744,-0.008522727272727293
11,2,26,occipital,9,0.34134076370111455,0.3526017278902592,-0.011260964189144629
11,2,0,band_0,16,0.4610246503781902,0.4733090275888339,-0.012284377210643738
11,2,4,band_0,16,0.560115735943503,0.572538219962059,-0.012422484018556057
11,2,5,band_0,16,0.5156091521985562,0.5168396873694887,-0.001230535170932523
11,2,8,band_0,16,0.5499311294765841,0.5609504132231404,-0.011019283746556363
11,2,13,band_0,16,0.5330130979713199,0.5171487447777485,0.01586435319357138
11,2,16,band_0,16,0.5625899345276638,0.5729638822936902,-0.010373947766026403
11,2,22,band_0,16,0.5299286674247907,0.5417011268479273,-0.011772459423136539
11,2,25,band_0,16,0.4299505471380471,0.3992792508417508,0.03067129629629628
11,2,26,band_0,16,0.34134076370111455,0.3203274417991162,0.02101332190199834
11,2,0,band_1,16,0.4610246503781902,0.4326014402060547,0.028423210172135505
11,2,4,band_1,16,0.560115735943503,0.5695013470643562,-0.009385611120853232
11,2,5,band_1,16,0.5156091521985562,0.5168471451584035,-0.0012379929598472783
11,2,8,band_1,16,0.5499311294765841,0.5408057851239669,0.009125344352617137
