candidate,ci_high,ci_low,gain_MAE,interval,meaning,n_identity_groups,n_nonzero_paired_differences,reference,repetitions,scope,seed,status
M4_amplitude,-1.062150669648103,-5.772801796107639,-3.4586096271732014,percentile,EEG increment after adding the amplitude summary to Q,52,45,M1_CQ_amplitude,2000,fixed_oof_group_paired_not_pipeline_refit,20260919,PASS
M4_amplitude,-0.8633669906530738,-5.762028456763978,-3.3883672206429827,percentile,amplitude-adjusted method against the original clinical baseline,52,47,M0_C,2000,fixed_oof_group_paired_not_pipeline_refit,20260919,PASS
M4_mismatch,-3.697431907091995,-10.793600341025552,-7.284838795730659,percentile,training-correspondence mismatch diagnostic,52,48,M1_CQ,2000,fixed_oof_group_paired_not_pipeline_refit,20260919,PASS
M4_MLP_THEN_MEAN,7.367209541988424,0.35619043760064295,3.6968883582938017,percentile,real correspondence against mismatched training,52,49,M4_mismatch,2000,fixed_oof_group_paired_not_pipeline_refit,20260919,PASS
