mode,outer_fold,child_role,calibration,n_records,n_trials,n_clusters,n_bootstrap,seed,ce_bits,ce_ci_lower,ce_ci_upper,bacc,bacc_ci_lower,bacc_ci_upper,bootstrap_scope
R_RAND,1,heldout,mixture_diagnostic,11,3042,11,2000,20260918,0.994248725592742,0.9881916002790102,1.000732599067742,0.5268888216116385,0.501890480973767,0.5491287617170124,fixed_later_block_predictions_clustered_by_record
R_RAND,1,heldout,raw,11,3042,11,2000,20260918,0.9946752724112096,0.9870741031162348,1.0026237229682657,0.5268888216116385,0.501890480973767,0.5491287617170124,fixed_later_block_predictions_clustered_by_record
R_RAND,1,heldout,temperature,11,3042,11,2000,20260918,0.994248725592742,0.9881916002790102,1.000732599067742,0.5268888216116385,0.501890480973767,0.5491287617170124,fixed_later_block_predictions_clustered_by_record
R_RAND,2,heldout,mixture_diagnostic,11,3104,11,2000,20260919,0.9894995755125359,0.9827539480443074,0.9949934966481013,0.5325434355374901,0.520512321013198,0.5445779469917983,fixed_later_block_predictions_clustered_by_record
R_RAND,2,heldout,raw,11,3104,11,2000,20260919,0.9887499173115678,0.9805736097421296,0.9956139989136447,0.5325434355374901,0.520512321013198,0.5445779469917983,fixed_later_block_predictions_clustered_by_record
R_RAND,2,heldout,temperature,11,3104,11,2000,20260919,0.9894995755125359,0.9827539480443074,0.9949934966481013,0.5325434355374901,0.520512321013198,0.5445779469917983,fixed_later_block_predictions_clustered_by_record
R_RAND,3,heldout,mixture_diagnostic,12,3425,12,2000,20260920,0.9959987119783514,0.9899015761832928,1.0026052962029464,0.5216856330124461,0.5024566425151145,0.5397607591237954,fixed_later_block_predictions_clustered_by_record
R_RAND,3,heldout,raw,12,3425,12,2000,20260920,0.9968046436227501,0.9891731870809892,1.0051557491078085,0.5216856330124461,0.5024566425151145,0.5397607591237954,fixed_later_block_predictions_clustered_by_record
R_RAND,3,heldout,temperature,12,3425,12,2000,20260920,0.9959987119783514,0.9899015761832928,1.0026052962029464,0.5216856330124461,0.5024566425151145,0.5397607591237954,fixed_later_block_predictions_clustered_by_record
R_RAND,4,heldout,mixture_diagnostic,12,2902,12,2000,20260921,0.9969423304116551,0.9925634268440654,1.0010934087715475,0.5351288310384608,0.5150978659322899,0.5547972415490139,fixed_later_block_predictions_clustered_by_record
R_RAND,4,heldout,raw,12,2902,12,2000,20260921,0.997986173464107,0.9925358623926743,1.0031938107925464,0.5351288310384608,0.5150978659322899,0.5547972415490139,fixed_later_block_predictions_clustered_by_record
R_RAND,4,heldout,temperature,12,2902,12,2000,20260921,0.9969423304116551,0.9925634268440654,1.0010934087715475,0.5351288310384608,0.5150978659322899,0.5547972415490139,fixed_later_block_predictions_clustered_by_record
R_SIM,0,heldout,mixture_diagnostic,11,3503,11,2000,20260917,0.9915119887334627,0.9825967476274611,1.0000470163820314,0.5402021101305259,0.5115726108195756,0.569396290551346,fixed_later_block_predictions_clustered_by_record
R_SIM,0,heldout,raw,11,3503,11,2000,20260917,0.9896519300809085,0.9744827038435719,1.0041356922719693,0.5402021101305259,0.5115726108195756,0.569396290551346,fixed_later_block_predictions_clustered_by_record
R_SIM,0,heldout,temperature,11,3503,11,2000,20260917,0.9915119887334627,0.9825967476274611,1.0000470163820314,0.5402021101305259,0.5115726108195756,0.569396290551346,fixed_later_block_predictions_clustered_by_record
R_SIM,1,heldout,mixture_diagnostic,11,3042,11,2000,20260918,0.9991188335225959,0.9972777664020338,1.0008287754422833,0.5056380963816063,0.48307904075195485,0.5285466807274068,fixed_later_block_predictions_clustered_by_record
R_SIM,1,heldout,raw,11,3042,11,2000,20260918,0.9993015597661068,0.9980104245583993,1.0004980116958013,0.5056380963816063,0.48307904075195485,0.5285466807274068,fixed_later_block_predictions_clustered_by_record
R_SIM,1,heldout,temperature,11,3042,11,2000,20260918,0.9991188335225959,0.9972777664020338,1.0008287754422833,0.5056380963816063,0.48307904075195485,0.5285466807274068,fixed_later_block_predictions_clustered_by_record
R_SIM,2,heldout,mixture_diagnostic,11,3104,11,2000,20260919,0.9999999999999999,0.9999999999999999,1.0000000000000002,0.5,0.5,0.5,fixed_later_block_predictions_clustered_by_record
R_SIM,2,heldout,raw,11,3104,11,2000,20260919,0.9997578306541577,0.9995410468353169,0.9999372422011953,0.5272927127251357,0.5036245362866639,0.5527210900342017,fixed_later_block_predictions_clustered_by_record
R_SIM,2,heldout,temperature,11,3104,11,2000,20260919,0.9999846705146549,0.9999710682909554,0.9999959375513982,0.5272927127251357,0.5036245362866639,0.5527210900342017,fixed_later_block_predictions_clustered_by_record
R_SIM,3,heldout,mixture_diagnostic,12,3425,12,2000,20260920,0.9992303372676606,0.9956789210532893,1.0031047170659502,0.5074657700072566,0.4729269052882933,0.5401615362487799,fixed_later_block_predictions_clustered_by_record
R_SIM,3,heldout,raw,12,3425,12,2000,20260920,0.9994031043156548,0.998014800745479,1.0009399705473643,0.5074657700072566,0.4729269052882933,0.5401615362487799,fixed_later_block_predictions_clustered_by_record
R_SIM,3,heldout,temperature,12,3425,12,2000,20260920,0.9992303372676606,0.9956789210532893,1.0031047170659502,0.5074657700072566,0.4729269052882933,0.5401615362487799,fixed_later_block_predictions_clustered_by_record
R_SIM,4,heldout,mixture_diagnostic,12,2902,12,2000,20260921,1.006446636669524,1.0015663118308544,1.011331614232605,0.5001457177868168,0.4800169743354039,0.5195158767932141,fixed_later_block_predictions_clustered_by_record
R_SIM,4,heldout,raw,12,2902,12,2000,20260921,1.0113385269168045,1.004467682777949,1.0182870244315916,0.5001457177868168,0.4800169743354039,0.5195158767932141,fixed_later_block_predictions_clustered_by_record
R_SIM,4,heldout,temperature,12,2902,12,2000,20260921,1.006446636669524,1.0015663118308544,1.011331614232605,0.5001457177868168,0.4800169743354039,0.5195158767932141,fixed_later_block_predictions_clustered_by_record
R_SUP,0,heldout,mixture_diagnostic,11,3503,11,2000,20260917,0.9851923761522062,0.9678061610664564,1.0024568488454608,0.538477877811751,0.49181328459552387,0.5836837757445427,fixed_later_block_predictions_clustered_by_record
R_SUP,0,heldout,raw,11,3503,11,2000,20260917,0.9851749767803976,0.9644597164402796,1.0057550609131167,0.538477877811751,0.49181328459552387,0.5836837757445427,fixed_later_block_predictions_clustered_by_record
R_SUP,0,heldout,temperature,11,3503,11,2000,20260917,0.9851923761522062,0.9678061610664564,1.0024568488454608,0.538477877811751,0.49181328459552387,0.5836837757445427,fixed_later_block_predictions_clustered_by_record
R_SUP,1,heldout,mixture_diagnostic,11,3042,11,2000,20260918,1.0009384457695665,0.9930751902467259,1.00827441860768,0.5155010025787903,0.4941381135104652,0.5378386110180896,fixed_later_block_predictions_clustered_by_record
R_SUP,1,heldout,raw,11,3042,11,2000,20260918,1.004281346885289,0.9932760730816359,1.0146358799477717,0.5155010025787903,0.4941381135104652,0.5378386110180896,fixed_later_block_predictions_clustered_by_record
R_SUP,1,heldout,temperature,11,3042,11,2000,20260918,1.0009384457695665,0.9930751902467259,1.00827441860768,0.5155010025787903,0.4941381135104652,0.5378386110180896,fixed_later_block_predictions_clustered_by_record
R_SUP,2,heldout,mixture_diagnostic,11,3104,11,2000,20260919,0.9937232084710144,0.9856423242906779,1.0014198288429237,0.5372020670413228,0.5057918998382286,0.5659970872392868,fixed_later_block_predictions_clustered_by_record
R_SUP,2,heldout,raw,11,3104,11,2000,20260919,0.9962303771409224,0.9930597644396393,0.9989734957884585,0.5372020670413228,0.5057918998382286,0.5659970872392868,fixed_later_block_predictions_clustered_by_record
R_SUP,2,heldout,temperature,11,3104,11,2000,20260919,0.9937232084710144,0.9856423242906779,1.0014198288429237,0.5372020670413228,0.5057918998382286,0.5659970872392868,fixed_later_block_predictions_clustered_by_record
R_SUP,3,heldout,mixture_diagnostic,12,3425,12,2000,20260920,0.9913055677098422,0.9822899184256357,0.9996819082582535,0.5474757928068567,0.5183183280730763,0.575288759033188,fixed_later_block_predictions_clustered_by_record
R_SUP,3,heldout,raw,12,3425,12,2000,20260920,0.9916973666479824,0.981330762088802,1.001188146026142,0.5474757928068567,0.5183183280730763,0.575288759033188,fixed_later_block_predictions_clustered_by_record
R_SUP,3,heldout,temperature,12,3425,12,2000,20260920,0.9913055677098422,0.9822899184256357,0.9996819082582535,0.5474757928068567,0.5183183280730763,0.575288759033188,fixed_later_block_predictions_clustered_by_record
R_SUP,4,heldout,mixture_diagnostic,12,2902,12,2000,20260921,1.0092942256741024,1.0028932054019715,1.0157555851391769,0.49360078932430257,0.46846653846642844,0.5202032695345477,fixed_later_block_predictions_clustered_by_record
R_SUP,4,heldout,raw,12,2902,12,2000,20260921,1.011753829248381,1.004479046922053,1.0191113982960947,0.49360078932430257,0.46846653846642844,0.5202032695345477,fixed_later_block_predictions_clustered_by_record
R_SUP,4,heldout,temperature,12,2902,12,2000,20260921,1.0092942256741024,1.0028932054019715,1.0157555851391769,0.49360078932430257,0.46846653846642844,0.5202032695345477,fixed_later_block_predictions_clustered_by_record
L0,ALL,heldout,mixture_diagnostic,57,15976,57,2000,20260917,0.9952196366634589,0.9909592694747992,0.9989714635381874,0.538351941402658,0.5254570479131397,0.552183038508699,fixed_later_block_predictions_clustered_by_record
L0,ALL,heldout,raw,57,15976,57,2000,20260917,0.9948250546548083,0.990337496038527,0.9987706838436737,0.538351941402658,0.5254570479131397,0.552183038508699,fixed_later_block_predictions_clustered_by_record
L0,ALL,heldout,temperature,57,15976,57,2000,20260917,0.9952196366634589,0.9909592694747992,0.9989714635381874,0.538351941402658,0.5254570479131397,0.552183038508699,fixed_later_block_predictions_clustered_by_record
R_RAND,ALL,heldout,mixture_diagnostic,57,15976,57,2000,20260917,0.9933677832436918,0.9898579214901585,0.9966239766830792,0.5318020856907029,0.5221185719438952,0.5419195401829081,fixed_later_block_predictions_clustered_by_record
R_RAND,ALL,heldout,raw,57,15976,57,2000,20260917,0.9937373597829592,0.9896461572798215,0.9975851756156197,0.5318020856907029,0.5221185719438952,0.5419195401829081,fixed_later_block_predictions_clustered_by_record
R_RAND,ALL,heldout,temperature,57,15976,57,2000,20260917,0.9933677832436918,0.9898579214901585,0.9966239766830792,0.5318020856907029,0.5221185719438952,0.5419195401829081,fixed_later_block_predictions_clustered_by_record
R_SIM,ALL,heldout,mixture_diagnostic,57,15976,57,2000,20260917,0.9993870654747871,0.9966365257015692,1.0019406508562396,0.5104487741256549,0.49907947384950935,0.5223295884139254,fixed_later_block_predictions_clustered_by_record
R_SIM,ALL,heldout,raw,57,15976,57,2000,20260917,1.0000828789526737,0.9958137426011315,1.0035987079512874,0.5157157888620847,0.5033872549768809,0.5285903163351398,fixed_later_block_predictions_clustered_by_record
R_SIM,ALL,heldout,temperature,57,15976,57,2000,20260917,0.9993841071530539,0.9966341465717261,1.0019384808270682,0.5157157888620847,0.5033872549768809,0.5285903163351398,fixed_later_block_predictions_clustered_by_record
R_SUP,ALL,heldout,mixture_diagnostic,57,15976,57,2000,20260917,0.996238453595228,0.9907054333641958,1.0011132727854408,0.5262440246899017,0.5119124452413613,0.5412332768185579,fixed_later_block_predictions_clustered_by_record
R_SUP,ALL,heldout,raw,57,15976,57,2000,20260917,0.9979643519233169,0.9915614255753671,1.0035670782023218,0.5262440246899017,0.5119124452413613,0.5412332768185579,fixed_later_block_predictions_clustered_by_record
R_SUP,ALL,heldout,temperature,57,15976,57,2000,20260917,0.996238453595228,0.9907054333641958,1.0011132727854408,0.5262440246899017,0.5119124452413613,0.5412332768185579,fixed_later_block_predictions_clustered_by_record
