mode,outer_fold,child_role,calibration,n_records,n_trials,n_clusters,n_bootstrap,seed,ce_bits,ce_ci_lower,ce_ci_upper,bacc,bacc_ci_lower,bacc_ci_upper,bootstrap_scope
L0,0,heldout,mixture_diagnostic,11,3503,11,2000,20260917,0.9833494679278036,0.9687995514660934,0.9978340172500709,0.5605277964115563,0.5172825649974626,0.6020071345053337,fixed_later_block_predictions_clustered_by_record
L0,0,heldout,raw,11,3503,11,2000,20260917,0.9825148108229672,0.9667190377621497,0.9983927005437818,0.5605277964115563,0.5172825649974626,0.6020071345053337,fixed_later_block_predictions_clustered_by_record
L0,0,heldout,temperature,11,3503,11,2000,20260917,0.9833494679278036,0.9687995514660934,0.9978340172500709,0.5605277964115563,0.5172825649974626,0.6020071345053337,fixed_later_block_predictions_clustered_by_record
L0,1,heldout,mixture_diagnostic,11,3042,11,2000,20260918,0.998448509675313,0.9971030356694787,0.9997715444247129,0.526559042139167,0.5033209478305964,0.5483880981423809,fixed_later_block_predictions_clustered_by_record
L0,1,heldout,raw,11,3042,11,2000,20260918,0.9988127111684766,0.9978685803543875,0.9997337314117537,0.526559042139167,0.5033209478305964,0.5483880981423809,fixed_later_block_predictions_clustered_by_record
L0,1,heldout,temperature,11,3042,11,2000,20260918,0.998448509675313,0.9971030356694787,0.9997715444247129,0.526559042139167,0.5033209478305964,0.5483880981423809,fixed_later_block_predictions_clustered_by_record
L0,2,heldout,mixture_diagnostic,11,3104,11,2000,20260919,0.9905088205082673,0.9830617757076336,0.9969486335913024,0.5455731866642157,0.5244730348640039,0.5669374823387355,fixed_later_block_predictions_clustered_by_record
L0,2,heldout,raw,11,3104,11,2000,20260919,0.9891582810617741,0.9799659255094212,0.9972369042761906,0.5455731866642157,0.5244730348640039,0.5669374823387355,fixed_later_block_predictions_clustered_by_record
L0,2,heldout,temperature,11,3104,11,2000,20260919,0.9905088205082673,0.9830617757076336,0.9969486335913024,0.5455731866642157,0.5244730348640039,0.5669374823387355,fixed_later_block_predictions_clustered_by_record
L0,3,heldout,mixture_diagnostic,12,3425,12,2000,20260920,0.9974803878715371,0.9959923470078648,0.9991042544894294,0.5485431561257966,0.5204355649270417,0.5753205083482497,fixed_later_block_predictions_clustered_by_record
L0,3,heldout,raw,12,3425,12,2000,20260920,0.9984639031966688,0.9976202435873158,0.9993598973154932,0.5485431561257966,0.5204355649270417,0.5753205083482497,fixed_later_block_predictions_clustered_by_record
L0,3,heldout,temperature,12,3425,12,2000,20260920,0.9974803878715371,0.9959923470078648,0.9991042544894294,0.5485431561257966,0.5204355649270417,0.5753205083482497,fixed_later_block_predictions_clustered_by_record
L0,4,heldout,mixture_diagnostic,12,2902,12,2000,20260921,1.0051983213444549,0.9979355871906681,1.0126193306550126,0.5120235424231341,0.4917899929172383,0.5328536691427433,fixed_later_block_predictions_clustered_by_record
L0,4,heldout,raw,12,2902,12,2000,20260921,1.004009786948221,0.9976013522433737,1.0106191934431856,0.5120235424231341,0.4917899929172383,0.5328536691427433,fixed_later_block_predictions_clustered_by_record
L0,4,heldout,temperature,12,2902,12,2000,20260921,1.0051983213444549,0.9979355871906681,1.0126193306550126,0.5120235424231341,0.4917899929172383,0.5328536691427433,fixed_later_block_predictions_clustered_by_record
R_RAND,0,heldout,mixture_diagnostic,11,3503,11,2000,20260917,0.9895854385502104,0.9767032167099207,1.0015824208396924,0.5433809533744337,0.5151577091884342,0.5724746588790856,fixed_later_block_predictions_clustered_by_record
R_RAND,0,heldout,raw,11,3503,11,2000,20260917,0.9898056923305307,0.9756191206961731,1.002899976578345,0.5433809533744337,0.5151577091884342,0.5724746588790856,fixed_later_block_predictions_clustered_by_record
R_RAND,0,heldout,temperature,11,3503,11,2000,20260917,0.9895854385502104,0.9767032167099207,1.0015824208396924,0.5433809533744337,0.5151577091884342,0.5724746588790856,fixed_later_block_predictions_clustered_by_record
