model,seed,partition,train_block,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
child_spatial,11,odd_even_blocks,0,63,1,281,54,0.47430249632892807,0.44689182574645125,1.0222902297973633,-0.02229022979736328
child_spatial,11,odd_even_blocks,0,64,1,295,56,0.4917438732815302,0.47384937238493724,1.0090737342834473,-0.009073734283447266
child_spatial,11,odd_even_blocks,0,65,1,294,55,0.5789273488018258,0.5670597185241537,0.9923495650291443,0.007650434970855713
child_spatial,11,odd_even_blocks,0,66,1,254,52,0.5050932977913176,0.48095963442498096,1.0097973346710205,-0.009797334671020508
child_spatial,11,odd_even_blocks,0,67,1,299,58,0.5277221347832308,0.5218200028616398,0.9971548318862915,0.002845168113708496
child_spatial,11,odd_even_blocks,0,68,1,215,41,0.499439304737875,0.5348331931595178,1.0068060159683228,-0.006806015968322754
child_spatial,11,odd_even_blocks,0,69,1,294,56,0.46574879951980797,0.48686974789915966,1.0412218570709229,-0.04122185707092285
child_spatial,11,odd_even_blocks,0,70,1,247,49,0.49139352710781287,0.4954133168418883,1.0166420936584473,-0.016642093658447266
child_spatial,11,odd_even_blocks,0,71,1,298,56,0.5729043683589138,0.5423553719008265,0.9900566339492798,0.009943366050720215
child_spatial,11,odd_even_blocks,0,72,1,207,40,0.36107784431137724,0.393562874251497,1.058730125427246,-0.058730125427246094
