packet,world,seed,dimension,rate,first,second,estimate,ci_lower,ci_upper,test_groups,test_trials,units,ci_scope,oracle_expected_gain_bits,mode,outer_profile
N1,trial_key,220000,400,0.15,HP,HPB,0.07847347882212374,0.06443207174702222,0.09149698508468568,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.08805258195794677,L0,0
N1,trial_key,220000,400,0.15,HB,HPB,0.07898268128676872,0.06494540934399898,0.09201993185734926,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.10750489216723474,L0,0
N1,trial_key,220000,400,0.15,HPBnoise,HPB,0.07822428144234665,0.06458885360499829,0.09090328387406647,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N1,trial_key,220000,400,0.15,HPP,HPB,0.07028517665984911,0.05778629479115354,0.08227319907103013,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N1,group_key,220000,400,0.15,HP,HPB,0.07467124074483862,0.06270325340102227,0.08648175164614433,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.08793394261065939,L0,0
N1,group_key,220000,400,0.15,HB,HPB,0.07413328612141565,0.06451687739393927,0.08334379911141632,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.10785086108732683,L0,0
N1,group_key,220000,400,0.15,HPBnoise,HPB,0.07467124074483862,0.06270325340102227,0.08648175164614433,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N1,group_key,220000,400,0.15,HPP,HPB,0.07467124074483862,0.06270325340102227,0.08648175164614433,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N1,additive_background,220000,400,0.15,HP,HPB,0.03359822111380066,0.0262413668526512,0.040423040347575205,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.07613602178373174,L0,0
N1,additive_background,220000,400,0.15,HB,HPB,0.06724875924972928,0.0584671407414122,0.07521490823306815,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.10861131254161158,L0,0
N1,additive_background,220000,400,0.15,HPBnoise,HPB,0.03359822111380066,0.0262413668526512,0.040423040347575205,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N1,additive_background,220000,400,0.15,HPP,HPB,0.03359822111380066,0.0262413668526512,0.040423040347575205,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N1,independent_background,220000,400,0.15,HP,HPB,0.0,0.0,0.0,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,L0,0
N1,independent_background,220000,400,0.15,HB,HPB,0.11056839692397726,0.09912210209954873,0.12204832026642302,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.10861131254161158,L0,0
N1,independent_background,220000,400,0.15,HPBnoise,HPB,0.0,0.0,0.0,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N1,independent_background,220000,400,0.15,HPP,HPB,0.0,0.0,0.0,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N1,history_only,220000,400,0.15,HP,HPB,0.0,0.0,0.0,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,L0,0
N1,history_only,220000,400,0.15,HB,HPB,0.0003227628463104935,-0.00043535204913620684,0.0010903264699851497,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,L0,0
N1,history_only,220000,400,0.15,HPBnoise,HPB,0.0005589182907099153,-0.00025572771187484333,0.0013845094824704591,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N1,history_only,220000,400,0.15,HPP,HPB,0.0,0.0,0.0,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N1,trial_key_weak,220000,400,0.15,HP,HPB,0.008246552199695811,0.0033022370808131864,0.012413023586644896,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.014506020110774499,L0,0
N1,trial_key_weak,220000,400,0.15,HB,HPB,0.00851804597192612,0.003871151335757757,0.012627790331202468,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.01520805328628716,L0,0
N1,trial_key_weak,220000,400,0.15,HPBnoise,HPB,0.008246552199695811,0.0033022370808131864,0.012413023586644896,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N1,trial_key_weak,220000,400,0.15,HPP,HPB,0.008815567074053787,0.004363395207966448,0.013042039665689372,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,0
N1,trial_key,220001,400,0.15,HP,HPB,0.0894153619557746,0.08207740655665156,0.0974615031801716,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.08562216153672256,L0,1
N1,trial_key,220001,400,0.15,HB,HPB,0.08986498914811825,0.08211398611071455,0.0983419108917393,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.1052707404982789,L0,1
N1,trial_key,220001,400,0.15,HPBnoise,HPB,0.08960122840672513,0.0817222319790506,0.09791394144822288,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N1,trial_key,220001,400,0.15,HPP,HPB,0.08307277778439219,0.0770539889185981,0.09004285591374235,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N1,group_key,220001,400,0.15,HP,HPB,0.08556213006195101,0.07524899965505603,0.09791942733130092,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.08627496552222463,L0,1
N1,group_key,220001,400,0.15,HB,HPB,0.08390792512362734,0.07405296051920235,0.09529466931291303,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.10426787904734236,L0,1
N1,group_key,220001,400,0.15,HPBnoise,HPB,0.11350111136910286,0.0829275367222816,0.14427069947765306,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N1,group_key,220001,400,0.15,HPP,HPB,0.09943843545952896,0.07421593826937149,0.12620938397253725,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N1,additive_background,220001,400,0.15,HP,HPB,0.04935863403687791,0.04164915416500591,0.056727993704501635,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.07444450593104673,L0,1
N1,additive_background,220001,400,0.15,HB,HPB,0.08008061879983211,0.07326738247621087,0.08805154806859902,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.10351206267533766,L0,1
N1,additive_background,220001,400,0.15,HPBnoise,HPB,0.04935863403687791,0.04164915416500591,0.056727993704501635,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N1,additive_background,220001,400,0.15,HPP,HPB,0.04805723991563898,0.03902074701224221,0.05586592090705912,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N1,independent_background,220001,400,0.15,HP,HPB,8.943001793214334e-05,-0.0020651583610332767,0.00207322675126438,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,L0,1
N1,independent_background,220001,400,0.15,HB,HPB,0.10517812467323258,0.09612990355805699,0.11473945321834925,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.10351206267533766,L0,1
N1,independent_background,220001,400,0.15,HPBnoise,HPB,8.943001793214334e-05,-0.0020651583610332767,0.00207322675126438,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
N1,independent_background,220001,400,0.15,HPP,HPB,-0.0022930985648396593,-0.006351387607755861,0.001481014024718879,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,L0,1
