candidate,ci_high,ci_low,gain_MAE,interval,loo_max,loo_min,meaning,n_identity_groups,n_nonzero_paired_differences,reference,repetitions,scope,seed,status
M4s,1.223797836157548,-0.39254839032896416,0.4108413161356689,percentile,0.5527790398377371,0.2177389901532556,corrected method vs original clinical numbers,52,40,M0_C,2000,fixed_oof_group_paired_not_pipeline_refit,20260919,PASS
M4s,0.6420068133175387,-0.3147820615830658,0.1618276047861206,percentile,0.2531798378033521,0.03874468999381724,corrected EEG increment beyond the acquisition summary,52,41,M1_CQ,2000,fixed_oof_group_paired_not_pipeline_refit,20260919,PASS
M4s,0.07165947708178717,-0.07404314966840726,-0.000782813275552604,percentile,0.012608022077829273,-0.022128017191615123,corrected learning-order comparison,52,37,M3s,2000,fixed_oof_group_paired_not_pipeline_refit,20260919,PASS
M4s,5.997298405546868,1.3331938762737439,3.749778042222978,percentile,4.556047317752346,3.2323766399517684,corrected objective vs the original M4,52,47,M4_MLP_THEN_MEAN,2000,fixed_oof_group_paired_not_pipeline_refit,20260919,PASS
M3s,5.981561696755477,1.3919992391638687,3.8056080394564895,percentile,4.617650469779956,3.310631197649538,corrected objective vs the original M3,52,46,M3_MEAN_THEN_MLP,2000,fixed_oof_group_paired_not_pipeline_refit,20260919,PASS
M4s_amplitude,0.7820131793239902,-0.11116055115438635,0.3350262248435545,percentile,0.4214751940841854,0.2278624395199742,amplitude-adjusted corrected increment,52,38,M1_CQ_amplitude,2000,fixed_oof_group_paired_not_pipeline_refit,20260919,PASS
M4s_amplitude,1.2483740762900968,-0.4167826419894808,0.40526863137377317,percentile,0.5441875976914273,0.20821585338184517,amplitude-adjusted corrected method vs original clinical,52,40,M0_C,2000,fixed_oof_group_paired_not_pipeline_refit,20260919,PASS
M4s,2.8345411036898693,0.1977762784665023,1.390687797544204,percentile,1.5320092877044293,1.037315569620082,"real correspondence vs mismatched training, corrected",52,43,M4s_mismatch,2000,fixed_oof_group_paired_not_pipeline_refit,20260919,PASS
