packet,world,seed,dimension,rate,first,second,estimate,ci_lower,ci_upper,test_groups,test_trials,units,ci_scope,oracle_expected_gain_bits,mode,outer_profile
N1,trial_key_weak,220000,64,0.15,HB,HPB,0.008474245306820408,0.004388016551561375,0.012447322540181908,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.01520805328628716,R_SIM,0
N1,trial_key_weak,220000,64,0.15,HPBnoise,HPB,0.00812624949895365,0.003672721652724934,0.012129406866781692,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N1,trial_key_weak,220000,64,0.15,HPP,HPB,0.008829004323258172,0.004780061110870174,0.012918352781262285,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N1,trial_key,220001,64,0.15,HP,HPB,0.09015853353098983,0.08260203018991595,0.09819218955629584,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.08562216153672256,R_SIM,1
N1,trial_key,220001,64,0.15,HB,HPB,0.09067899774414556,0.0824971829402693,0.09949339220784886,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.10527074049827888,R_SIM,1
N1,trial_key,220001,64,0.15,HPBnoise,HPB,0.09034101538229218,0.08275782838489992,0.09834354587300573,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N1,trial_key,220001,64,0.15,HPP,HPB,0.08417069690929675,0.07780400952284153,0.09155662843613142,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N1,group_key,220001,64,0.15,HP,HPB,0.08726620848575045,0.07648324915038146,0.1005856314814048,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.08627496552222463,R_SIM,1
N1,group_key,220001,64,0.15,HB,HPB,0.08542244613690081,0.07495792461319509,0.0973763635919151,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.10426787904734236,R_SIM,1
N1,group_key,220001,64,0.15,HPBnoise,HPB,0.11492799850903505,0.08423169581718151,0.14689921082835003,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N1,group_key,220001,64,0.15,HPP,HPB,0.10147074520696371,0.07459882780229865,0.1290823378756821,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N1,additive_background,220001,64,0.15,HP,HPB,0.04689571943030576,0.03786968337219878,0.05474998330800722,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.07444450593104673,R_SIM,1
N1,additive_background,220001,64,0.15,HB,HPB,0.07776711550233079,0.07023316635726713,0.08623419267873479,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.10351206267533766,R_SIM,1
N1,additive_background,220001,64,0.15,HPBnoise,HPB,0.04689571943030576,0.03786968337219878,0.05474998330800722,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N1,additive_background,220001,64,0.15,HPP,HPB,0.046032184670535436,0.03588414041593695,0.05417123189846674,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N1,independent_background,220001,64,0.15,HP,HPB,0.00028533787392000704,-0.0019178106348416212,0.002325885651472323,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,1
N1,independent_background,220001,64,0.15,HB,HPB,0.10438334817415917,0.09529873710183204,0.11371584096572288,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.10351206267533766,R_SIM,1
N1,independent_background,220001,64,0.15,HPBnoise,HPB,0.00028533787392000704,-0.0019178106348416212,0.002325885651472323,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N1,independent_background,220001,64,0.15,HPP,HPB,-0.001274681520019481,-0.005402528801794199,0.0025056946325487444,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N1,history_only,220001,64,0.15,HP,HPB,0.0,0.0,0.0,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,1
N1,history_only,220001,64,0.15,HB,HPB,0.00036887396106967857,-0.0004300263283382745,0.001274272409377408,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,1
N1,history_only,220001,64,0.15,HPBnoise,HPB,0.0,0.0,0.0,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N1,history_only,220001,64,0.15,HPP,HPB,0.0,0.0,0.0,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N1,trial_key_weak,220001,64,0.15,HP,HPB,0.006741388284643092,0.004283609469782123,0.009675561594468472,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.014153964756882405,R_SIM,1
N1,trial_key_weak,220001,64,0.15,HB,HPB,0.006164408003137546,0.0037525368588276543,0.00902932848346906,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.014837486187451022,R_SIM,1
N1,trial_key_weak,220001,64,0.15,HPBnoise,HPB,0.006090678190354794,0.003752277405900221,0.008944605875461633,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N1,trial_key_weak,220001,64,0.15,HPP,HPB,0.006741388284643092,0.004283609469782123,0.009675561594468472,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N1,trial_key,220002,64,0.15,HP,HPB,0.0907537884793581,0.07518818461806905,0.10670959523515135,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,0.09353475999984186,R_SIM,2
N1,trial_key,220002,64,0.15,HB,HPB,0.0913771415571991,0.07544300392125815,0.10754836609234653,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,0.11430354206998265,R_SIM,2
N1,trial_key,220002,64,0.15,HPBnoise,HPB,0.0907537884793581,0.07518818461806905,0.10670959523515135,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N1,trial_key,220002,64,0.15,HPP,HPB,0.08531167845185848,0.07055327823204224,0.09969194816723508,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N1,group_key,220002,64,0.15,HP,HPB,0.10179567631894094,0.08349066133081207,0.11819248977429962,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,0.09412991592498382,R_SIM,2
N1,group_key,220002,64,0.15,HB,HPB,0.08669254750915084,0.07759361204111477,0.09514529439049549,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,0.11353772194873879,R_SIM,2
N1,group_key,220002,64,0.15,HPBnoise,HPB,0.10179567631894094,0.08349066133081207,0.11819248977429962,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N1,group_key,220002,64,0.15,HPP,HPB,0.09575958354263542,0.07634716139537717,0.11309905567743567,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N1,additive_background,220002,64,0.15,HP,HPB,0.0618275508446751,0.05037107882030354,0.07352166360870256,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,0.07988311560682303,R_SIM,2
N1,additive_background,220002,64,0.15,HB,HPB,0.09583171140796805,0.07833794538000817,0.11385250526527897,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,0.11334537209811034,R_SIM,2
N1,additive_background,220002,64,0.15,HPBnoise,HPB,0.0618275508446751,0.05037107882030354,0.07352166360870256,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N1,additive_background,220002,64,0.15,HPP,HPB,0.05773908781420958,0.046434009630219306,0.06920949288821847,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N1,independent_background,220002,64,0.15,HP,HPB,0.002051698833566227,-0.00013525764135068665,0.0041885618976168415,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,2
N1,independent_background,220002,64,0.15,HB,HPB,0.12382994677442842,0.10328480192702526,0.14375889001557368,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,0.11334537209811034,R_SIM,2
N1,independent_background,220002,64,0.15,HPBnoise,HPB,0.002051698833566227,-0.00013525764135068665,0.0041885618976168415,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N1,independent_background,220002,64,0.15,HPP,HPB,-0.001472658068424519,-0.003943920623124838,0.0009747633845267022,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N1,history_only,220002,64,0.15,HP,HPB,0.00033702264181913313,-0.0002921140509245473,0.0009598990479671136,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,2
N1,history_only,220002,64,0.15,HB,HPB,0.0,0.0,0.0,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,2
N1,history_only,220002,64,0.15,HPBnoise,HPB,0.0003007996334734132,-0.00031022899197174326,0.000896365637145801,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N1,history_only,220002,64,0.15,HPP,HPB,0.00033702264181913313,-0.0002921140509245473,0.0009598990479671136,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N1,trial_key_weak,220002,64,0.15,HP,HPB,0.009318987362933583,0.0071599947717769724,0.011362874366165537,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,0.01546688630221164,R_SIM,2
N1,trial_key_weak,220002,64,0.15,HB,HPB,0.00956677648771454,0.00750868828563997,0.011582432554483945,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,0.01612842271198712,R_SIM,2
N1,trial_key_weak,220002,64,0.15,HPBnoise,HPB,0.009318987362933583,0.0071599947717769724,0.011362874366165537,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N1,trial_key_weak,220002,64,0.15,HPP,HPB,0.011179572498778318,0.008164578336654177,0.013943339787482193,11,8221,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N1,trial_key,220003,64,0.15,HP,HPB,0.09253467103251845,0.07362666888028688,0.11911844060061756,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,0.08835477462254217,R_SIM,3
N1,trial_key,220003,64,0.15,HB,HPB,0.09254542695217642,0.07418457210875988,0.11848526658639132,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,0.10832572975108813,R_SIM,3
N1,trial_key,220003,64,0.15,HPBnoise,HPB,0.09253467103251845,0.07362666888028688,0.11911844060061756,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N1,trial_key,220003,64,0.15,HPP,HPB,0.08744572371085617,0.07076109503155892,0.11071843257914257,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N1,group_key,220003,64,0.15,HP,HPB,0.07566458519118249,0.0659094736136898,0.0857865676106749,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,0.0884771993875428,R_SIM,3
N1,group_key,220003,64,0.15,HB,HPB,0.08250717368143193,0.07022857952694446,0.09581161319024016,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,0.10727733459604777,R_SIM,3
N1,group_key,220003,64,0.15,HPBnoise,HPB,0.07566458519118249,0.0659094736136898,0.0857865676106749,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N1,group_key,220003,64,0.15,HPP,HPB,0.06888121921880476,0.05817792174213138,0.07929681544835562,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N1,additive_background,220003,64,0.15,HP,HPB,0.04447315255027363,0.036217336539789265,0.05143282814266586,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,0.07863333220558977,R_SIM,3
N1,additive_background,220003,64,0.15,HB,HPB,0.06749278135817255,0.05481471780467556,0.0785758388220603,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,0.10738140634962537,R_SIM,3
N1,additive_background,220003,64,0.15,HPBnoise,HPB,0.04447315255027363,0.036217336539789265,0.05143282814266586,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N1,additive_background,220003,64,0.15,HPP,HPB,0.04447315255027363,0.036217336539789265,0.05143282814266586,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N1,independent_background,220003,64,0.15,HP,HPB,0.0,0.0,0.0,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,3
N1,independent_background,220003,64,0.15,HB,HPB,0.10140466425599809,0.08763406249074884,0.11382355497313455,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,0.10738140634962537,R_SIM,3
N1,independent_background,220003,64,0.15,HPBnoise,HPB,0.0,0.0,0.0,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N1,independent_background,220003,64,0.15,HPP,HPB,0.0,0.0,0.0,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N1,history_only,220003,64,0.15,HP,HPB,-0.0003548546458643498,-0.0009272801630345392,0.000145743618466087,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,3
N1,history_only,220003,64,0.15,HB,HPB,0.0,0.0,0.0,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,3
N1,history_only,220003,64,0.15,HPBnoise,HPB,9.269174527423707e-05,-0.0005431840580632537,0.0006806940479168746,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N1,history_only,220003,64,0.15,HPP,HPB,-0.0003548546458643498,-0.0009272801630345392,0.000145743618466087,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N1,trial_key_weak,220003,64,0.15,HP,HPB,0.005789146858647028,0.002223061560594089,0.010108408884106534,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,0.014615363713986852,R_SIM,3
N1,trial_key_weak,220003,64,0.15,HB,HPB,0.006049126911837344,0.0027180530091362076,0.009933075243128088,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,0.015359403334951416,R_SIM,3
N1,trial_key_weak,220003,64,0.15,HPBnoise,HPB,0.005789146858647028,0.002223061560594089,0.010108408884106534,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N1,trial_key_weak,220003,64,0.15,HPP,HPB,0.007281267691714634,0.0038488682952181165,0.010855469526026038,12,8849,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N1,trial_key,220004,64,0.15,HP,HPB,0.08091731023562619,0.06894288551766017,0.09394243665276955,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,0.08927083116550609,R_SIM,4
N1,trial_key,220004,64,0.15,HB,HPB,0.0814207866742409,0.06933055823750031,0.09473030661314139,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,0.10786606622828723,R_SIM,4
N1,trial_key,220004,64,0.15,HPBnoise,HPB,0.08091731023562619,0.06894288551766017,0.09394243665276955,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N1,trial_key,220004,64,0.15,HPP,HPB,0.0740082750050469,0.0635007620545214,0.08491265155105276,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N1,group_key,220004,64,0.15,HP,HPB,0.07972158552954177,0.06807262555063832,0.09178892305001635,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,0.09029531652086344,R_SIM,4
N1,group_key,220004,64,0.15,HB,HPB,0.07830897250060964,0.06753186130524756,0.08902249748510901,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,0.10757226445450183,R_SIM,4
N1,group_key,220004,64,0.15,HPBnoise,HPB,0.08273001318530195,0.06874669118359862,0.0969656347302241,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N1,group_key,220004,64,0.15,HPP,HPB,0.07801837380324247,0.058256357234997544,0.0995271338804599,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N1,additive_background,220004,64,0.15,HP,HPB,0.038161074511941374,0.028956734888665053,0.04708413990549554,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,0.07934008040897472,R_SIM,4
N1,additive_background,220004,64,0.15,HB,HPB,0.07278921835209338,0.06254613558916758,0.08460452433408146,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,0.10848952828959142,R_SIM,4
N1,additive_background,220004,64,0.15,HPBnoise,HPB,0.038161074511941374,0.028956734888665053,0.04708413990549554,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N1,additive_background,220004,64,0.15,HPP,HPB,0.038161074511941374,0.028956734888665053,0.04708413990549554,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N1,independent_background,220004,64,0.15,HP,HPB,0.0,0.0,0.0,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,4
N1,independent_background,220004,64,0.15,HB,HPB,0.10545683421781488,0.09024125141182672,0.12086582167581654,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,0.10848952828959142,R_SIM,4
N1,independent_background,220004,64,0.15,HPBnoise,HPB,0.0,0.0,0.0,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N1,independent_background,220004,64,0.15,HPP,HPB,0.0,0.0,0.0,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N1,history_only,220004,64,0.15,HP,HPB,-0.0005476725803188152,-0.0013126291492955668,0.00013856604200898848,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,4
N1,history_only,220004,64,0.15,HB,HPB,0.0,0.0,0.0,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,4
N1,history_only,220004,64,0.15,HPBnoise,HPB,-0.0005476725803188152,-0.0013126291492955668,0.00013856604200898848,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N1,history_only,220004,64,0.15,HPP,HPB,-0.0005476725803188152,-0.0013126291492955668,0.00013856604200898848,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N1,trial_key_weak,220004,64,0.15,HP,HPB,0.006153580408708999,0.003323180585572937,0.009001058112613548,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,0.014806861607625878,R_SIM,4
N1,trial_key_weak,220004,64,0.15,HB,HPB,0.006907803414550773,0.00425828737702949,0.009595336235913444,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,0.015321409197643979,R_SIM,4
N1,trial_key_weak,220004,64,0.15,HPBnoise,HPB,0.006153580408708999,0.003323180585572937,0.009001058112613548,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N1,trial_key_weak,220004,64,0.15,HPP,HPB,0.006153580408708999,0.003323180585572937,0.009001058112613548,12,8344,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N1,trial_key,220005,64,0.15,HP,HPB,0.06737132866815436,0.0610385677205882,0.0733185632806466,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.08999659235319482,R_SIM,0
N1,trial_key,220005,64,0.15,HB,HPB,0.06790527377061713,0.06158336353831773,0.07389161123514172,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.10832383270695005,R_SIM,0
N1,trial_key,220005,64,0.15,HPBnoise,HPB,0.0677056266000689,0.061505943979002935,0.07359881525871856,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N1,trial_key,220005,64,0.15,HPP,HPB,0.06737132866815436,0.0610385677205882,0.0733185632806466,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N1,group_key,220005,64,0.15,HP,HPB,0.07616661053479752,0.052150316913469406,0.10142776255735535,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.08946691269817043,R_SIM,0
N1,group_key,220005,64,0.15,HB,HPB,0.08057175287937131,0.06630566555942528,0.0979691027408767,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.10767635229319142,R_SIM,0
N1,group_key,220005,64,0.15,HPBnoise,HPB,0.08051653070952898,0.06597262367288247,0.09807922413101193,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N1,group_key,220005,64,0.15,HPP,HPB,0.07649349618935157,0.06198061895176069,0.0949552316014847,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N1,additive_background,220005,64,0.15,HP,HPB,0.030952096585390863,0.02454803135131035,0.03829455401828437,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.07550501647118114,R_SIM,0
N1,additive_background,220005,64,0.15,HB,HPB,0.06341963772985185,0.0559345226933446,0.0720917259696776,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.1073432830584307,R_SIM,0
N1,additive_background,220005,64,0.15,HPBnoise,HPB,0.030952096585390863,0.02454803135131035,0.03829455401828437,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N1,additive_background,220005,64,0.15,HPP,HPB,0.030952096585390863,0.02454803135131035,0.03829455401828437,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N1,independent_background,220005,64,0.15,HP,HPB,0.0,0.0,0.0,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,0
N1,independent_background,220005,64,0.15,HB,HPB,0.10270798160535295,0.08982105307989624,0.11648980156758879,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.1073432830584307,R_SIM,0
N1,independent_background,220005,64,0.15,HPBnoise,HPB,0.0,0.0,0.0,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N1,independent_background,220005,64,0.15,HPP,HPB,0.0,0.0,0.0,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N1,history_only,220005,64,0.15,HP,HPB,0.0009962805363580897,0.00026121041916863015,0.0017990429363860228,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,0
N1,history_only,220005,64,0.15,HB,HPB,0.0,0.0,0.0,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,0
N1,history_only,220005,64,0.15,HPBnoise,HPB,0.00018901534171695175,-0.0005305472426043691,0.0007745335767299042,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N1,history_only,220005,64,0.15,HPP,HPB,0.0009962805363580897,0.00026121041916863015,0.0017990429363860228,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N1,trial_key_weak,220005,64,0.15,HP,HPB,0.001131481073530995,-0.002723170173217316,0.004380413374473707,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.014812991081737371,R_SIM,0
N1,trial_key_weak,220005,64,0.15,HB,HPB,0.0014201966832061291,-0.0027650033707144425,0.005074187876126224,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,0.0153429396811903,R_SIM,0
N1,trial_key_weak,220005,64,0.15,HPBnoise,HPB,0.0008458364133161386,-0.002960724245466909,0.004204001140954765,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N1,trial_key_weak,220005,64,0.15,HPP,HPB,0.001131481073530995,-0.002723170173217316,0.004380413374473707,12,9693,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N1,trial_key,220006,64,0.15,HP,HPB,0.0901507486231264,0.07796783079265278,0.10289038296708565,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.09503729262440018,R_SIM,1
N1,trial_key,220006,64,0.15,HB,HPB,0.08972128395734276,0.07719694725861037,0.10280420623615645,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,0.11467132983286683,R_SIM,1
N1,trial_key,220006,64,0.15,HPBnoise,HPB,0.0901507486231264,0.07796783079265278,0.10289038296708565,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N1,trial_key,220006,64,0.15,HPP,HPB,0.08605850241411893,0.07396206320524838,0.0991842556849069,12,8681,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
