source,child,segment,segment_start_s,auc,n
child_spatial_s11_odd_even_blocks_b1,11,0,0.0,0.4761284722222222,82
child_spatial_s11_odd_even_blocks_b1,11,1,120.0,0.43820531488896974,175
child_spatial_s11_odd_even_blocks_b1,11,2,240.0,0.44505050505050503,124
child_spatial_s11_odd_even_blocks_b1,11,3,360.0,0.5141933165648581,144
child_spatial_s11_odd_even_blocks_b1,11,4,480.0,0.4545762711864407,143
child_spatial_s11_odd_even_blocks_b1,11,5,600.0,0.4329501915708812,38
child_spatial_s11_odd_even_blocks_b1,12,2,240.0,0.5074074074074074,37
child_spatial_s11_odd_even_blocks_b1,12,4,480.0,0.5689655172413793,37
child_spatial_s11_odd_even_blocks_b1,12,6,720.0,0.5096153846153846,34
child_spatial_s11_odd_even_blocks_b1,12,7,840.0,0.6799999999999999,37
child_spatial_s11_odd_even_blocks_b1,12,8,960.0,0.40340909090909083,30
child_spatial_s11_odd_even_blocks_b1,13,2,240.0,0.46634615384615385,34
child_spatial_s11_odd_even_blocks_b1,13,8,960.0,0.38,35
child_spatial_s11_odd_even_blocks_b1,15,1,120.0,0.34920634920634924,30
child_spatial_s11_odd_even_blocks_b1,15,6,720.0,0.546875,32
child_spatial_s11_odd_even_blocks_b1,16,7,840.0,0.58,33
child_spatial_s11_odd_even_blocks_b1,16,8,960.0,0.37103174603174605,37
child_spatial_s11_odd_even_blocks_b1,19,2,240.0,0.4698275862068966,37
child_spatial_s11_odd_even_blocks_b1,19,4,480.0,0.4340277777777778,36
child_spatial_s11_odd_even_blocks_b1,19,5,600.0,0.6064814814814814,33
child_spatial_s11_odd_even_blocks_b1,19,6,720.0,0.3282828282828283,31
child_spatial_s11_odd_even_blocks_b1,21,0,0.0,0.5087719298245614,31
child_spatial_s11_odd_even_blocks_b1,21,1,120.0,0.5156985871271585,62
child_spatial_s11_odd_even_blocks_b1,21,2,240.0,0.4070247933884298,55
child_spatial_s11_odd_even_blocks_b1,21,3,360.0,0.4468599033816425,55
child_spatial_s11_odd_even_blocks_b1,21,4,480.0,0.7021604938271605,66
child_spatial_s11_odd_even_blocks_b1,23,1,120.0,0.5106847984458475,100
child_spatial_s11_odd_even_blocks_b1,23,2,240.0,0.4549107142857143,94
child_spatial_s11_odd_even_blocks_b1,23,3,360.0,0.43181818181818177,99
child_spatial_s11_odd_even_blocks_b1,23,4,480.0,0.46248196248196244,87
child_spatial_s11_odd_even_blocks_b1,26,2,240.0,0.45,28
child_spatial_s11_odd_even_blocks_b1,27,1,120.0,0.5294117647058824,42
child_spatial_s11_odd_even_blocks_b1,27,2,240.0,0.5698529411764706,42
child_spatial_s11_odd_even_blocks_b1,27,4,480.0,0.38286713286713286,57
child_spatial_s11_odd_even_blocks_b1,28,0,0.0,0.33984375,40
child_spatial_s11_odd_even_blocks_b1,28,1,120.0,0.39215686274509803,63
child_spatial_s11_odd_even_blocks_b1,28,2,240.0,0.5265282583621684,68
child_spatial_s11_odd_even_blocks_b1,28,3,360.0,0.3527272727272727,65
child_spatial_s11_odd_even_blocks_b1,28,4,480.0,0.26142857142857145,64
child_spatial_s11_odd_even_blocks_b1,30,3,360.0,0.5595238095238095,37
child_spatial_s11_odd_even_blocks_b1,30,4,480.0,0.41071428571428575,29
child_spatial_s11_odd_even_blocks_b1,30,5,600.0,0.59375,28
child_spatial_s11_odd_even_blocks_b1,31,6,720.0,0.3833333333333333,37
child_spatial_s11_odd_even_blocks_b1,32,4,480.0,0.4267241379310345,37
child_spatial_s11_odd_even_blocks_b1,32,5,600.0,0.518,35
child_spatial_s11_odd_even_blocks_b1,32,7,840.0,0.41600000000000004,35
child_spatial_s11_odd_even_blocks_b1,33,1,120.0,0.5573333333333333,65
child_spatial_s11_odd_even_blocks_b1,33,2,240.0,0.36165577342047933,60
child_spatial_s11_odd_even_blocks_b1,33,3,360.0,0.39583333333333337,72
child_spatial_s11_odd_even_blocks_b1,33,4,480.0,0.5447941888619855,73
child_spatial_s11_odd_even_blocks_b1,34,4,480.0,0.5025641025641026,28
child_spatial_s11_odd_even_blocks_b1,34,8,960.0,0.68125,28
child_spatial_s11_odd_even_blocks_b1,37,0,0.0,0.3367003367003367,42
child_spatial_s11_odd_even_blocks_b1,37,1,120.0,0.3744419642857143,72
child_spatial_s11_odd_even_blocks_b1,37,2,240.0,0.5547169811320755,68
child_spatial_s11_odd_even_blocks_b1,37,3,360.0,0.39699074074074076,70
child_spatial_s11_odd_even_blocks_b1,37,4,480.0,0.4345479082321188,70
child_spatial_s11_odd_even_blocks_b1,38,1,120.0,0.4600301659125189,56
child_spatial_s11_odd_even_blocks_b1,38,2,240.0,0.4317073170731707,51
child_spatial_s11_odd_even_blocks_b1,38,3,360.0,0.3964285714285714,54
child_spatial_s11_odd_even_blocks_b1,38,4,480.0,0.4865196078431372,59
child_spatial_s11_odd_even_blocks_b1,39,1,120.0,0.44318181818181823,67
child_spatial_s11_odd_even_blocks_b1,39,2,240.0,0.5729166666666667,68
child_spatial_s11_odd_even_blocks_b1,39,4,480.0,0.6181818181818182,46
child_spatial_s11_odd_even_blocks_b1,40,4,480.0,0.4871794871794872,35
child_spatial_s11_odd_even_blocks_b1,40,5,600.0,0.38888888888888895,37
child_spatial_s11_odd_even_blocks_b1,40,7,840.0,0.493006993006993,37
child_spatial_s11_odd_even_blocks_b1,40,9,1080.0,0.5240384615384615,34
child_spatial_s11_odd_even_blocks_b1,43,1,120.0,0.4797872340425532,67
child_spatial_s11_odd_even_blocks_b1,43,2,240.0,0.6545329670329669,66
child_spatial_s11_odd_even_blocks_b1,43,3,360.0,0.5220125786163522,62
child_spatial_s11_odd_even_blocks_b1,43,4,480.0,0.38866120218579236,73
child_spatial_s22_odd_even_blocks_b0,0,4,480.0,0.6272401433691757,40
child_spatial_s22_odd_even_blocks_b0,0,6,720.0,0.48897058823529416,42
child_spatial_s22_odd_even_blocks_b0,2,0,0.0,0.4542857142857143,45
child_spatial_s22_odd_even_blocks_b0,2,1,120.0,0.411764705882353,43
child_spatial_s22_odd_even_blocks_b0,3,0,0.0,0.6492063492063491,44
child_spatial_s22_odd_even_blocks_b0,3,3,360.0,0.6810344827586207,37
child_spatial_s22_odd_even_blocks_b0,3,4,480.0,0.4340175953079179,42
child_spatial_s22_odd_even_blocks_b0,4,2,240.0,0.43827160493827155,45
child_spatial_s22_odd_even_blocks_b0,4,3,360.0,0.43589743589743585,35
child_spatial_s22_odd_even_blocks_b0,4,6,720.0,0.4660493827160493,45
child_spatial_s22_odd_even_blocks_b0,4,7,840.0,0.30092592592592593,33
child_spatial_s22_odd_even_blocks_b0,10,0,0.0,0.48125814863103006,144
child_spatial_s22_odd_even_blocks_b0,10,1,120.0,0.49876670092497427,174
child_spatial_s22_odd_even_blocks_b0,10,2,240.0,0.49113581730769235,154
child_spatial_s22_odd_even_blocks_b0,10,3,360.0,0.4915254237288135,152
child_spatial_s22_odd_even_blocks_b0,10,4,480.0,0.6137931034482758,39
child_spatial_s22_odd_even_blocks_b0,11,0,0.0,0.4825174825174825,147
child_spatial_s22_odd_even_blocks_b0,11,1,120.0,0.5204301075268817,166
child_spatial_s22_odd_even_blocks_b0,11,2,240.0,0.4553018575851393,155
child_spatial_s22_odd_even_blocks_b0,11,3,360.0,0.35570987654320985,132
child_spatial_s22_odd_even_blocks_b0,11,4,480.0,0.5155844155844156,69
child_spatial_s22_odd_even_blocks_b0,12,0,0.0,0.44855967078189296,36
child_spatial_s22_odd_even_blocks_b0,12,2,240.0,0.5889423076923077,34
child_spatial_s22_odd_even_blocks_b0,12,3,360.0,0.5334821428571428,36
child_spatial_s22_odd_even_blocks_b0,12,7,840.0,0.4656862745098039,29
child_spatial_s22_odd_even_blocks_b0,12,8,960.0,0.6647727272727273,30
child_spatial_s22_odd_even_blocks_b0,13,0,0.0,0.608187134502924,28
child_spatial_s22_odd_even_blocks_b0,13,1,120.0,0.4230769230769231,35
child_spatial_s22_odd_even_blocks_b0,16,1,120.0,0.37499999999999994,30
child_spatial_s22_odd_even_blocks_b0,19,3,360.0,0.5769230769230769,36
child_spatial_s22_odd_even_blocks_b0,19,4,480.0,0.5700757575757576,34
child_spatial_s22_odd_even_blocks_b0,19,6,720.0,0.5423076923076923,36
child_spatial_s22_odd_even_blocks_b0,19,7,840.0,0.5669642857142857,36
child_spatial_s22_odd_even_blocks_b0,21,1,120.0,0.6175438596491228,67
child_spatial_s22_odd_even_blocks_b0,21,2,240.0,0.5773809523809523,54
child_spatial_s22_odd_even_blocks_b0,21,3,360.0,0.5475880052151239,72
child_spatial_s22_odd_even_blocks_b0,23,0,0.0,0.5337899543378996,88
child_spatial_s22_odd_even_blocks_b0,23,1,120.0,0.664179104477612,85
child_spatial_s22_odd_even_blocks_b0,23,2,240.0,0.685626102292769,95
child_spatial_s22_odd_even_blocks_b0,23,3,360.0,0.6396713615023474,95
child_spatial_s22_odd_even_blocks_b0,26,2,240.0,1.0,22
child_spatial_s22_odd_even_blocks_b0,27,0,0.0,0.48051948051948057,60
child_spatial_s22_odd_even_blocks_b0,27,1,120.0,0.49583333333333335,52
child_spatial_s22_odd_even_blocks_b0,27,2,240.0,0.5942249240121581,61
child_spatial_s22_odd_even_blocks_b0,27,3,360.0,0.5524296675191817,63
child_spatial_s22_odd_even_blocks_b0,28,0,0.0,0.4456140350877193,72
child_spatial_s22_odd_even_blocks_b0,28,1,120.0,0.4107142857142857,71
child_spatial_s22_odd_even_blocks_b0,28,2,240.0,0.3299319727891156,67
child_spatial_s22_odd_even_blocks_b0,28,3,360.0,0.44206349206349205,73
child_spatial_s22_odd_even_blocks_b0,30,0,0.0,0.41000000000000003,33
child_spatial_s22_odd_even_blocks_b0,30,2,240.0,0.5797413793103449,37
child_spatial_s22_odd_even_blocks_b0,30,4,480.0,0.5512820512820512,35
child_spatial_s22_odd_even_blocks_b0,30,6,720.0,0.5511363636363636,30
child_spatial_s22_odd_even_blocks_b0,31,0,0.0,0.5595238095238095,29
child_spatial_s22_odd_even_blocks_b0,31,1,120.0,0.6111111111111112,34
child_spatial_s22_odd_even_blocks_b0,31,2,240.0,0.40444444444444444,34
child_spatial_s22_odd_even_blocks_b0,31,6,720.0,0.3616071428571429,36
child_spatial_s22_odd_even_blocks_b0,32,2,240.0,0.5555555555555556,37
child_spatial_s22_odd_even_blocks_b0,32,6,720.0,0.4538461538461539,36
child_spatial_s22_odd_even_blocks_b0,32,7,840.0,0.6354166666666666,36
child_spatial_s22_odd_even_blocks_b0,32,8,960.0,0.5044642857142857,36
child_spatial_s22_odd_even_blocks_b0,33,0,0.0,0.603448275862069,73
child_spatial_s22_odd_even_blocks_b0,33,1,120.0,0.5576470588235294,67
child_spatial_s22_odd_even_blocks_b0,33,2,240.0,0.4211469534050179,71
child_spatial_s22_odd_even_blocks_b0,33,3,360.0,0.5225464190981433,71
child_spatial_s22_odd_even_blocks_b0,37,0,0.0,0.5522959183673469,70
child_spatial_s22_odd_even_blocks_b0,37,1,120.0,0.5774134790528234,70
child_spatial_s22_odd_even_blocks_b0,37,2,240.0,0.43891402714932126,69
child_spatial_s22_odd_even_blocks_b0,37,3,360.0,0.5132275132275133,72
child_spatial_s22_odd_even_blocks_b0,38,0,0.0,0.317948717948718,67
child_spatial_s22_odd_even_blocks_b0,38,1,120.0,0.5340909090909091,56
child_spatial_s22_odd_even_blocks_b0,38,2,240.0,0.4914004914004914,48
child_spatial_s22_odd_even_blocks_b0,38,3,360.0,0.525369978858351,54
child_spatial_s22_odd_even_blocks_b0,39,0,0.0,0.6415094339622642,66
child_spatial_s22_odd_even_blocks_b0,39,1,120.0,0.4828042328042328,68
child_spatial_s22_odd_even_blocks_b0,39,2,240.0,0.6283950617283951,69
child_spatial_s22_odd_even_blocks_b0,39,3,360.0,0.44489795918367353,59
child_spatial_s22_odd_even_blocks_b0,40,7,840.0,0.38333333333333336,28
child_spatial_s22_odd_even_blocks_b0,40,8,960.0,0.5034722222222222,36
child_spatial_s22_odd_even_blocks_b0,43,0,0.0,0.420125786163522,68
child_spatial_s22_odd_even_blocks_b0,43,1,120.0,0.398989898989899,53
child_spatial_s22_odd_even_blocks_b0,43,2,240.0,0.6008474576271187,69
child_spatial_s22_odd_even_blocks_b0,43,3,360.0,0.4456327985739751,62
child_spatial_s22_odd_even_blocks_b1,0,2,240.0,0.4019607843137255,43
child_spatial_s22_odd_even_blocks_b1,0,7,840.0,0.4111111111111111,46
child_spatial_s22_odd_even_blocks_b1,2,2,240.0,0.5709677419354838,41
child_spatial_s22_odd_even_blocks_b1,2,4,480.0,0.5873015873015873,44
child_spatial_s22_odd_even_blocks_b1,3,6,720.0,0.3848684210526316,46
child_spatial_s22_odd_even_blocks_b1,4,5,600.0,0.5254010695187166,45
child_spatial_s22_odd_even_blocks_b1,4,7,840.0,0.5138888888888888,44
child_spatial_s22_odd_even_blocks_b1,10,0,0.0,0.44338118022328554,68
child_spatial_s22_odd_even_blocks_b1,10,1,120.0,0.5070989616444161,176
child_spatial_s22_odd_even_blocks_b1,10,2,240.0,0.5060182956186807,165
child_spatial_s22_odd_even_blocks_b1,10,3,360.0,0.5442406692406693,139
child_spatial_s22_odd_even_blocks_b1,10,4,480.0,0.5754801920768308,132
child_spatial_s22_odd_even_blocks_b1,11,0,0.0,0.5616319444444444,82
child_spatial_s22_odd_even_blocks_b1,11,1,120.0,0.527484528576629,175
child_spatial_s22_odd_even_blocks_b1,11,2,240.0,0.4670707070707071,124
child_spatial_s22_odd_even_blocks_b1,11,3,360.0,0.4998203377650018,144
child_spatial_s22_odd_even_blocks_b1,11,4,480.0,0.6098305084745763,143
child_spatial_s22_odd_even_blocks_b1,11,5,600.0,0.4559386973180076,38
child_spatial_s22_odd_even_blocks_b1,12,2,240.0,0.5407407407407407,37
child_spatial_s22_odd_even_blocks_b1,12,4,480.0,0.5862068965517242,37
child_spatial_s22_odd_even_blocks_b1,12,6,720.0,0.5336538461538461,34
child_spatial_s22_odd_even_blocks_b1,12,7,840.0,0.5533333333333333,37
child_spatial_s22_odd_even_blocks_b1,12,8,960.0,0.3693181818181819,30
child_spatial_s22_odd_even_blocks_b1,13,2,240.0,0.5240384615384616,34
child_spatial_s22_odd_even_blocks_b1,13,8,960.0,0.512,35
child_spatial_s22_odd_even_blocks_b1,15,1,120.0,0.37830687830687837,30
child_spatial_s22_odd_even_blocks_b1,15,6,720.0,0.6041666666666667,32
child_spatial_s22_odd_even_blocks_b1,16,7,840.0,0.49,33
child_spatial_s22_odd_even_blocks_b1,16,8,960.0,0.40476190476190477,37
child_spatial_s22_odd_even_blocks_b1,19,2,240.0,0.4568965517241379,37
child_spatial_s22_odd_even_blocks_b1,19,4,480.0,0.5902777777777778,36
child_spatial_s22_odd_even_blocks_b1,19,5,600.0,0.6759259259259259,33
child_spatial_s22_odd_even_blocks_b1,19,6,720.0,0.4797979797979798,31
child_spatial_s22_odd_even_blocks_b1,21,0,0.0,0.456140350877193,31
child_spatial_s22_odd_even_blocks_b1,21,1,120.0,0.4937205651491366,62
child_spatial_s22_odd_even_blocks_b1,21,2,240.0,0.4132231404958678,55
child_spatial_s22_odd_even_blocks_b1,21,3,360.0,0.8188405797101449,55
child_spatial_s22_odd_even_blocks_b1,21,4,480.0,0.4537037037037037,66
child_spatial_s22_odd_even_blocks_b1,23,1,120.0,0.41743564837299657,100
child_spatial_s22_odd_even_blocks_b1,23,2,240.0,0.38526785714285716,94
child_spatial_s22_odd_even_blocks_b1,23,3,360.0,0.5295159386068476,99
child_spatial_s22_odd_even_blocks_b1,23,4,480.0,0.4834054834054834,87
child_spatial_s22_odd_even_blocks_b1,26,2,240.0,0.6875000000000001,28
child_spatial_s22_odd_even_blocks_b1,27,1,120.0,0.48161764705882354,42
child_spatial_s22_odd_even_blocks_b1,27,2,240.0,0.5,42
child_spatial_s22_odd_even_blocks_b1,27,4,480.0,0.40034965034965037,57
child_spatial_s22_odd_even_blocks_b1,28,0,0.0,0.55859375,40
child_spatial_s22_odd_even_blocks_b1,28,1,120.0,0.5236928104575164,63
child_spatial_s22_odd_even_blocks_b1,28,2,240.0,0.552479815455594,68
child_spatial_s22_odd_even_blocks_b1,28,3,360.0,0.3854545454545455,65
child_spatial_s22_odd_even_blocks_b1,28,4,480.0,0.5428571428571429,64
child_spatial_s22_odd_even_blocks_b1,30,3,360.0,0.4523809523809524,37
child_spatial_s22_odd_even_blocks_b1,30,4,480.0,0.5297619047619048,29
child_spatial_s22_odd_even_blocks_b1,30,5,600.0,0.45625000000000004,28
child_spatial_s22_odd_even_blocks_b1,31,6,720.0,0.48,37
child_spatial_s22_odd_even_blocks_b1,32,4,480.0,0.75,37
child_spatial_s22_odd_even_blocks_b1,32,5,600.0,0.416,35
child_spatial_s22_odd_even_blocks_b1,32,7,840.0,0.516,35
child_spatial_s22_odd_even_blocks_b1,33,1,120.0,0.48533333333333334,65
child_spatial_s22_odd_even_blocks_b1,33,2,240.0,0.4989106753812636,60
child_spatial_s22_odd_even_blocks_b1,33,3,360.0,0.5541666666666667,72
child_spatial_s22_odd_even_blocks_b1,33,4,480.0,0.4576271186440678,73
child_spatial_s22_odd_even_blocks_b1,34,4,480.0,0.43589743589743585,28
child_spatial_s22_odd_even_blocks_b1,34,8,960.0,0.5687500000000001,28
child_spatial_s22_odd_even_blocks_b1,37,0,0.0,0.4511784511784512,42
child_spatial_s22_odd_even_blocks_b1,37,1,120.0,0.5122767857142857,72
child_spatial_s22_odd_even_blocks_b1,37,2,240.0,0.5264150943396226,68
child_spatial_s22_odd_even_blocks_b1,37,3,360.0,0.4976851851851852,70
child_spatial_s22_odd_even_blocks_b1,37,4,480.0,0.5823211875843455,70
child_spatial_s22_odd_even_blocks_b1,38,1,120.0,0.42986425339366513,56
child_spatial_s22_odd_even_blocks_b1,38,2,240.0,0.5195121951219512,51
child_spatial_s22_odd_even_blocks_b1,38,3,360.0,0.2857142857142857,54
child_spatial_s22_odd_even_blocks_b1,38,4,480.0,0.42401960784313725,59
child_spatial_s22_odd_even_blocks_b1,39,1,120.0,0.5045454545454545,67
child_spatial_s22_odd_even_blocks_b1,39,2,240.0,0.5446428571428571,68
child_spatial_s22_odd_even_blocks_b1,39,4,480.0,0.35844155844155845,46
child_spatial_s22_odd_even_blocks_b1,40,4,480.0,0.3547008547008547,35
child_spatial_s22_odd_even_blocks_b1,40,5,600.0,0.3814814814814815,37
child_spatial_s22_odd_even_blocks_b1,40,7,840.0,0.5,37
child_spatial_s22_odd_even_blocks_b1,40,9,1080.0,0.5576923076923076,34
child_spatial_s22_odd_even_blocks_b1,43,1,120.0,0.4542553191489362,67
child_spatial_s22_odd_even_blocks_b1,43,2,240.0,0.3818681318681319,66
child_spatial_s22_odd_even_blocks_b1,43,3,360.0,0.7085953878406709,62
child_spatial_s22_odd_even_blocks_b1,43,4,480.0,0.38661202185792354,73
child_spatial_s33_odd_even_blocks_b0,0,4,480.0,0.44802867383512546,40
child_spatial_s33_odd_even_blocks_b0,0,6,720.0,0.4852941176470589,42
child_spatial_s33_odd_even_blocks_b0,2,0,0.0,0.5171428571428571,45
child_spatial_s33_odd_even_blocks_b0,2,1,120.0,0.45751633986928103,43
child_spatial_s33_odd_even_blocks_b0,3,0,0.0,0.5492063492063493,44
child_spatial_s33_odd_even_blocks_b0,3,3,360.0,0.521551724137931,37
child_spatial_s33_odd_even_blocks_b0,3,4,480.0,0.35043988269794724,42
child_spatial_s33_odd_even_blocks_b0,4,2,240.0,0.4197530864197531,45
child_spatial_s33_odd_even_blocks_b0,4,3,360.0,0.3717948717948718,35
child_spatial_s33_odd_even_blocks_b0,4,6,720.0,0.5246913580246914,45
child_spatial_s33_odd_even_blocks_b0,4,7,840.0,0.42592592592592593,33
child_spatial_s33_odd_even_blocks_b0,10,0,0.0,0.5065189048239895,144
child_spatial_s33_odd_even_blocks_b0,10,1,120.0,0.4869475847893114,174
child_spatial_s33_odd_even_blocks_b0,10,2,240.0,0.46153846153846156,154
child_spatial_s33_odd_even_blocks_b0,10,3,360.0,0.515702891326022,152
child_spatial_s33_odd_even_blocks_b0,10,4,480.0,0.2655172413793104,39
child_spatial_s33_odd_even_blocks_b0,11,0,0.0,0.4777495232040686,147
child_spatial_s33_odd_even_blocks_b0,11,1,120.0,0.5507765830346476,166
