packet,mode,first,second,estimate,ci_lower,ci_upper,n_groups,n_trials,units,ci_scope
N1,L0,HP,HPB,0.0001136498014765142,-0.00022475708051199742,0.0004322723998682839,59,43788,bits_per_trial,fixed_predictions_identity_bootstrap_no_refit
N1,L0,HB,HPB,-0.0006182050322722449,-0.0025332394284478623,0.0005070676519247796,59,43788,bits_per_trial,fixed_predictions_identity_bootstrap_no_refit
N1,L0,HPBnoise,HPB,-6.354702138168922e-05,-0.0003575530336811396,0.00018271800643068333,59,43788,bits_per_trial,fixed_predictions_identity_bootstrap_no_refit
N1,L0,HPP,HPB,0.0010782426671829986,-7.11559201314197e-05,0.0026217946210846423,59,43788,bits_per_trial,fixed_predictions_identity_bootstrap_no_refit
