mode,outer_fold,window,family,calibration,effect,first,second,estimate,ci_lower,ci_upper,n_candidates,n_bootstrap,units,bootstrap_scope
L0,3,post_minus_pre,logistic,mixture_diagnostic,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0005821149489148949,-0.0018081921730537624,0.0009217733180409011,11,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
L0,3,post_minus_pre,logistic,raw,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0008350494820702933,-0.002057111718347457,0.0006527865298369964,11,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
L0,3,post_minus_pre,logistic,temperature,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0005821149489148949,-0.0018081921730537624,0.0009217733180409011,11,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
L0,4,post_minus_pre,logistic,mixture_diagnostic,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.00041814742956843676,-0.002331080417138126,0.0014845021392637476,12,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
L0,4,post_minus_pre,logistic,raw,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0007992521293960474,-0.002056684066615959,0.0004542193931581378,12,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
L0,4,post_minus_pre,logistic,temperature,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.00041814742956843676,-0.002331080417138126,0.0014845021392637476,12,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,0,post_minus_pre,logistic,mixture_diagnostic,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.001518133358438955,-0.004718621235615954,0.0015885410949447263,12,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,0,post_minus_pre,logistic,raw,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0005446975688762056,-0.0028752176214896724,0.001845365600370061,12,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,0,post_minus_pre,logistic,temperature,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.001518133358438955,-0.004718621235615954,0.0015885410949447263,12,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,1,post_minus_pre,logistic,mixture_diagnostic,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0015257333384235102,-0.0036640077121689422,0.0004861808291848858,11,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,1,post_minus_pre,logistic,raw,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0007025552110411756,-0.002792074634917871,0.001289688563075878,11,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,1,post_minus_pre,logistic,temperature,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0015257333384235102,-0.0036640077121689422,0.0004861808291848858,11,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,2,post_minus_pre,logistic,mixture_diagnostic,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.005708729780743912,-0.015492131692250126,0.0001926764138177768,11,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,2,post_minus_pre,logistic,raw,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.001031450589739826,-0.002139782515889094,-9.785739222233994e-05,11,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,2,post_minus_pre,logistic,temperature,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.005708729780743912,-0.015492131692250126,0.0001926764138177768,11,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,3,post_minus_pre,logistic,mixture_diagnostic,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0009983683717871158,-0.003910807397092546,0.002121873672592431,11,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,3,post_minus_pre,logistic,raw,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0008254953709027258,-0.003633196258529481,0.0018907358046234904,11,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,3,post_minus_pre,logistic,temperature,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0009983683717871158,-0.003910807397092546,0.002121873672592431,11,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,4,post_minus_pre,logistic,mixture_diagnostic,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0023511336883656948,-0.005099799797843034,8.579451301003986e-05,12,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,4,post_minus_pre,logistic,raw,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0011301247984213624,-0.003250755350684852,0.001130570535835492,12,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,4,post_minus_pre,logistic,temperature,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0023511336883656948,-0.005099799797843034,8.579451301003986e-05,12,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
L0,ALL,post,logistic,mixture_diagnostic,gain_mu_var,HMU,HMUVAR,-0.0014512500682599444,-0.0025546176986971166,-0.00041049261274404754,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
L0,ALL,post,logistic,mixture_diagnostic,mv_vs_dup,HMUMU,HMUVAR,-0.0016698896292594004,-0.003067098708886002,-0.0004704923972307529,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
L0,ALL,post,logistic,raw,gain_mu_var,HMU,HMUVAR,-0.0015909396267995194,-0.003025025408631367,-0.0005399447500946346,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
L0,ALL,post,logistic,raw,mv_vs_dup,HMUMU,HMUVAR,-0.001373359055621327,-0.002715657534864961,-0.0003612904267130344,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
L0,ALL,post,logistic,temperature,gain_mu_var,HMU,HMUVAR,-0.0014512500682599444,-0.0025546176986971166,-0.00041049261274404754,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
L0,ALL,post,logistic,temperature,mv_vs_dup,HMUMU,HMUVAR,-0.0016698896292594004,-0.003067098708886002,-0.0004704923972307529,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
L0,ALL,pre,logistic,mixture_diagnostic,gain_mu_var,HMU,HMUVAR,0.00015172448514191424,-0.0007206902514779664,0.0012781480069835485,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
L0,ALL,pre,logistic,mixture_diagnostic,mv_vs_dup,HMUMU,HMUVAR,0.000463087405315441,-0.0005557846631949983,0.0018760182504742164,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
L0,ALL,pre,logistic,raw,gain_mu_var,HMU,HMUVAR,-0.00037716434482996627,-0.0007644723780614057,-1.131060142060604e-05,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
L0,ALL,pre,logistic,raw,mv_vs_dup,HMUMU,HMUVAR,-0.00017237392989714033,-0.0006058095394140455,0.000256463911334264,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
L0,ALL,pre,logistic,temperature,gain_mu_var,HMU,HMUVAR,0.00015172448514191424,-0.0007206902514779664,0.0012781480069835485,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
L0,ALL,pre,logistic,temperature,mv_vs_dup,HMUMU,HMUVAR,0.000463087405315441,-0.0005557846631949983,0.0018760182504742164,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
R_SIM,ALL,post,logistic,mixture_diagnostic,gain_mu_var,HMU,HMUVAR,-0.0014935038347629584,-0.003017306791144204,-0.0002579784684654549,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
R_SIM,ALL,post,logistic,mixture_diagnostic,mv_vs_dup,HMUMU,HMUVAR,-0.0008287359913380026,-0.0017620540304157165,0.0001031153272239907,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
R_SIM,ALL,post,logistic,raw,gain_mu_var,HMU,HMUVAR,-0.00032138826926184154,-0.0009646578919769889,0.000335942999520969,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
R_SIM,ALL,post,logistic,raw,mv_vs_dup,HMUMU,HMUVAR,-0.00017437232757390306,-0.000841501261634524,0.0005072894512876363,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
R_SIM,ALL,post,logistic,temperature,gain_mu_var,HMU,HMUVAR,-0.0014935038347629584,-0.003017306791144204,-0.0002579784684654549,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
R_SIM,ALL,post,logistic,temperature,mv_vs_dup,HMUMU,HMUVAR,-0.0008287359913380026,-0.0017620540304157165,0.0001031153272239907,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
R_SIM,ALL,pre,logistic,mixture_diagnostic,gain_mu_var,HMU,HMUVAR,0.0009098707435204755,-0.0001921590621320693,0.002104382593577427,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
R_SIM,ALL,pre,logistic,mixture_diagnostic,mv_vs_dup,HMUMU,HMUVAR,0.0009774378843229047,-0.00014054089865730228,0.0022645931820779613,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
R_SIM,ALL,pre,logistic,raw,gain_mu_var,HMU,HMUVAR,0.0005251447359327517,-0.0002706467043041266,0.0013242732401941588,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
R_SIM,ALL,pre,logistic,raw,mv_vs_dup,HMUMU,HMUVAR,0.0006440786767628721,-0.00014269067123687617,0.0014493720587119066,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
R_SIM,ALL,pre,logistic,temperature,gain_mu_var,HMU,HMUVAR,0.0009098707435204755,-0.0001921590621320693,0.002104382593577427,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
R_SIM,ALL,pre,logistic,temperature,mv_vs_dup,HMUMU,HMUVAR,0.0009774378843229047,-0.00014054089865730228,0.0022645931820779613,57,2000,bits_per_bag,candidate_cluster_fixed_oof_no_refit
L0,ALL,post_minus_pre,logistic,mixture_diagnostic,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0016029745534018585,-0.0032963353183660623,-0.0001569755724319565,57,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
L0,ALL,post_minus_pre,logistic,raw,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0012137752819695532,-0.0026908774047853094,-5.949009340758457e-05,57,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
L0,ALL,post_minus_pre,logistic,temperature,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0016029745534018585,-0.0032963353183660623,-0.0001569755724319565,57,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,ALL,post_minus_pre,logistic,mixture_diagnostic,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.002403374578283434,-0.004820110557751392,-0.000636928076695323,57,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,ALL,post_minus_pre,logistic,raw,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.0008465330051945932,-0.001844533775973482,0.00011768748216810523,57,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
R_SIM,ALL,post_minus_pre,logistic,temperature,gain_mu_var_post_minus_pre,post_gain,pre_gain,-0.002403374578283434,-0.004820110557751392,-0.000636928076695323,57,2000,bits_per_bag,shared_candidate_fixed_oof_no_refit
