model,seed,fold,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
shared,11,0,0,1,827,120,0.5177215935879302,0.5150695426685525,1.006389856338501,-0.0063898563385009766
shared,11,0,1,1,321,39,0.6362520458265138,0.6201582105837425,0.978397011756897,0.021602988243103027
shared,11,0,14,1,748,112,0.5181589734950585,0.5015161725067385,0.997367262840271,0.002632737159729004
shared,11,0,15,1,940,141,0.5026762176124411,0.5047976637463496,1.020084023475647,-0.020084023475646973
shared,11,0,23,1,958,145,0.5077109046952538,0.5164143020740553,1.0008187294006348,-0.0008187294006347656
shared,11,0,29,1,860,130,0.47146996838777666,0.47476290832455215,1.011124849319458,-0.011124849319458008
shared,11,0,32,1,781,120,0.5188350983358547,0.5231089258698941,1.0091168880462646,-0.009116888046264648
shared,11,0,34,1,416,60,0.4902855805243446,0.4560861423220974,1.004576325416565,-0.004576325416564941
shared,11,1,2,1,965,145,0.4901934398654332,0.48833052985702274,1.005584716796875,-0.005584716796875
shared,11,1,6,2,1717,259,0.5204503445244186,0.5153804598249043,0.9995526671409607,0.00044733285903930664
shared,11,1,7,1,901,132,0.5530155258698821,0.5519417188793001,0.9954581260681152,0.004541873931884766
shared,11,1,17,1,828,119,0.5734790390062936,0.5605717604390135,0.991403341293335,0.008596658706665039
shared,11,1,19,1,855,131,0.5093205685125047,0.5159366960482477,1.0048463344573975,-0.004846334457397461
shared,11,1,21,1,936,141,0.5030152995227263,0.5172086176903519,1.006328821182251,-0.0063288211822509766
shared,11,1,33,1,97,23,0.517626321974148,0.5499412455934195,1.0013912916183472,-0.001391291618347168
shared,11,2,5,1,963,147,0.49361828064559155,0.478016206482593,1.0031189918518066,-0.0031189918518066406
shared,11,2,12,1,740,110,0.4912770562770563,0.49783549783549785,1.0044374465942383,-0.004437446594238281
shared,11,2,26,1,669,104,0.512210687542546,0.5208219877467665,1.0024113655090332,-0.002411365509033203
shared,11,2,27,1,776,124,0.5149106966158717,0.49846625766871167,1.0718843936920166,-0.0718843936920166
shared,11,2,30,1,508,74,0.5040945323203387,0.49411508282476024,1.0163514614105225,-0.01635146141052246
shared,11,2,31,1,811,120,0.5402375783888085,0.533544380125422,1.0031585693359375,-0.0031585693359375
shared,11,2,35,1,797,120,0.4837456917774495,0.48265632693254557,1.0084660053253174,-0.008466005325317383
shared,11,3,8,1,967,141,0.5249901258736456,0.5144119313791149,0.997673749923706,0.0023262500762939453
shared,11,3,9,1,580,91,0.483190633497382,0.48557270949908987,1.006648063659668,-0.006648063659667969
shared,11,3,10,1,785,116,0.5161589608783053,0.5098448533580743,0.9988281726837158,0.0011718273162841797
shared,11,3,11,1,467,69,0.45745029495302597,0.47095987182288257,1.0085091590881348,-0.008509159088134766
shared,11,3,20,2,1170,179,0.4613166543585002,0.4809261002655182,1.0090768337249756,-0.009076833724975586
shared,11,3,24,2,491,67,0.47020205575894114,0.47900239369191777,1.0087898969650269,-0.008789896965026855
shared,11,3,28,1,88,10,0.5820512820512821,0.5435897435897435,0.9899232387542725,0.010076761245727539
shared,11,4,3,1,866,131,0.5041231759879524,0.4837409773069533,1.000192403793335,-0.00019240379333496094
shared,11,4,4,1,786,128,0.4599817154255319,0.4888749050151976,1.0084718465805054,-0.008471846580505371
shared,11,4,13,1,960,142,0.5329815076276732,0.4959537174145115,0.997597336769104,0.002402663230895996
shared,11,4,16,1,888,137,0.5370503562160429,0.5580296830503367,1.000832438468933,-0.0008324384689331055
shared,11,4,18,2,1416,199,0.49294748186288884,0.5085534492511861,1.0043044090270996,-0.004304409027099609
shared,11,4,22,1,879,138,0.47325881593616137,0.4695182772985977,1.0066555738449097,-0.006655573844909668
shared,11,4,25,1,659,99,0.49097222222222225,0.4974386724386724,1.0021485090255737,-0.0021485090255737305
shared,22,0,7,1,901,132,0.5348642471529337,0.5187472908539229,0.9997792840003967,0.00022071599960327148
shared,22,0,17,1,828,119,0.5483459956620166,0.5315689040073011,0.9963399171829224,0.0036600828170776367
shared,22,0,20,2,1170,179,0.4479928293186161,0.46164361939015386,1.0107929706573486,-0.010792970657348633
shared,22,0,21,1,936,141,0.5371782862750346,0.5622240064231232,0.9974967837333679,0.00250321626663208
shared,22,0,29,1,860,130,0.5288040042149631,0.5117492096944152,1.0005760192871094,-0.000576019287109375
shared,22,0,30,1,508,74,0.45642358948810563,0.48586374392826004,1.0184736251831055,-0.01847362518310547
shared,22,0,31,1,811,120,0.5362518089725036,0.5258321273516642,1.0004334449768066,-0.0004334449768066406
shared,22,0,34,1,416,60,0.448057116104869,0.425936329588015,1.0100756883621216,-0.010075688362121582
shared,22,1,10,1,785,116,0.5322728209886088,0.525211329312922,0.998011589050293,0.0019884109497070312
shared,22,1,12,1,740,110,0.4669552669552669,0.4824675324675325,1.0306081771850586,-0.030608177185058594
shared,22,1,14,1,748,112,0.4811531334231806,0.48837601078167114,1.0131123065948486,-0.013112306594848633
shared,22,1,15,1,940,141,0.5028182391109455,0.4972882770129328,1.008131742477417,-0.008131742477416992
shared,22,1,24,2,491,67,0.47775274570543513,0.5077090960292876,1.0254324674606323,-0.025432467460632324
shared,22,1,27,1,776,124,0.5106557985355235,0.5142242232337225,1.0058351755142212,-0.005835175514221191
shared,22,1,28,1,88,10,0.4974358974358974,0.514102564102564,0.9997103214263916,0.00028967857360839844
shared,22,2,1,1,321,39,0.39679941807601377,0.4541734860883797,1.020619511604309,-0.020619511604309082
shared,22,2,5,1,963,147,0.48611111111111105,0.4980992396958783,1.0039830207824707,-0.003983020782470703
shared,22,2,8,1,967,141,0.4979822437449556,0.4805136262943691,1.0008645057678223,-0.0008645057678222656
shared,22,2,9,1,580,91,0.4873817389154812,0.4902357356345086,1.00431227684021,-0.004312276840209961
shared,22,2,13,1,960,142,0.5502944316264334,0.5249492062398843,0.9966083765029907,0.0033916234970092773
shared,22,2,16,1,888,137,0.5796845082469116,0.5617376344922099,0.9923847913742065,0.007615208625793457
shared,22,2,33,1,97,23,0.530846063454759,0.549059929494712,0.9986257553100586,0.0013742446899414062
shared,22,3,4,1,786,128,0.5087326652735562,0.520006174012158,1.0048704147338867,-0.004870414733886719
shared,22,3,18,2,1416,199,0.4791686451980527,0.4874268631571993,1.0088605880737305,-0.008860588073730469
shared,22,3,19,1,855,131,0.46043503015478043,0.48343595799417993,1.0199496746063232,-0.019949674606323242
shared,22,3,22,1,879,138,0.505755050949559,0.495731385319486,1.0048179626464844,-0.004817962646484375
shared,22,3,23,1,958,145,0.5310175170717224,0.5213640412266192,0.9980583190917969,0.001941680908203125
shared,22,3,26,1,669,104,0.5454560925799864,0.5332539142273656,0.9928339719772339,0.007166028022766113
shared,22,3,32,1,781,120,0.508743066061523,0.5119831064044378,1.0088117122650146,-0.008811712265014648
