package,analysis,metric,estimate,ci_lower,ci_upper,n,status,units,notes
A2,R_SUP_minus_R_SIM,post_delta,0.0411295863551624,-0.007438424775248067,0.09324449473544763,49,COMPLETE,cosine_difference,frozen saved Stage0 posthoc contrast; R_SIM primary unchanged
A2,R_SUP_minus_R_SIM,post_minus_pre,0.05836607281299333,-0.014810101607343704,0.1304411408616815,49,COMPLETE,cosine_difference,frozen saved Stage0 posthoc contrast; R_SIM primary unchanged
A2,R_SUP_minus_R_RAND,post_delta,0.014386327814030975,-0.042119064964738766,0.06758149871901419,49,COMPLETE,cosine_difference,frozen saved Stage0 posthoc contrast; R_SIM primary unchanged
A2,R_SUP_minus_R_RAND,post_minus_pre,0.030160039014122952,-0.04199917254055424,0.0971321695124229,49,COMPLETE,cosine_difference,frozen saved Stage0 posthoc contrast; R_SIM primary unchanged
A2,L0_post_delta,projected_inner_product,-5.566202544904247,-70.80494664155157,44.64697632366381,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,L0_post_minus_pre,projected_inner_product,20.790926379589795,-24.223360064212525,67.55194202787219,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,L0_pre_delta,projected_inner_product,-26.35712892449404,-74.28441674738413,10.182401489708747,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,L0_common_response,projected_inner_product,121.59154833469773,87.64387416148254,160.60845590088962,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,R_RAND_post_delta,projected_inner_product,7.771154180089579,0.8089244329758372,14.897974606033483,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,R_RAND_post_minus_pre,projected_inner_product,6.321581436226996,-5.143799183298734,17.698248060392864,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,R_RAND_pre_delta,projected_inner_product,1.4495727438625825,-7.469560960247105,10.394673792833084,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,R_RAND_common_response,projected_inner_product,21.082399617985942,15.612144592207253,27.100296419753136,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,R_SUP_post_delta,projected_inner_product,11.173026129145457,4.218304282971131,18.217659042178624,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,R_SUP_post_minus_pre,projected_inner_product,11.33051101526096,0.6915296803199004,22.20495838476343,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,R_SUP_pre_delta,projected_inner_product,-0.15748488611550282,-8.774063773320812,8.664795095265282,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,R_SUP_common_response,projected_inner_product,27.925357663062155,20.538560158592116,35.09335915502751,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,R_SIM_post_delta,projected_inner_product,1.0963103382867054,-3.0039412363202587,4.989915820539414,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,R_SIM_post_minus_pre,projected_inner_product,-0.4967338536674277,-5.65823683547145,4.368122173215376,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,R_SIM_pre_delta,projected_inner_product,1.5930441919541332,-2.511678955915446,5.7279557025379955,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
A2,R_SIM_common_response,projected_inner_product,20.806227259594582,15.614317155572612,26.340156021774384,49,COMPLETE,projected_inner_product,saved projected inner-product scale diagnostic from A2/repeatability_aggregate.csv; not information
