child,kind,n,slope_per_position,slope_per_second,position_coef_given_time,bin0,bin1,bin2,bin3,bin4
0,standard,797,-0.004223050701174258,-0.000982548278615028,-0.003587680300500798,-0.015325534911382768,-0.015217245014664394,-0.016735201137732726,-0.04676316753370032,-0.02924998582489759
0,deviant,137,0.010120254817932769,0.001927056354444009,0.009377944696933906,-0.04530283610026042,-0.041742197672526044,-0.009432983398437502,-0.062119983491443445,-0.002276085283113943
2,standard,787,0.00994655182829784,0.0013939242088144934,0.010315876794020875,-0.0612549820566565,-0.07242062382965592,-0.03974534526015774,-0.038523365334036275,-0.02766610522967058
2,deviant,139,0.006022678022689439,-0.0006437806718578386,0.012124915982727965,-0.07611802045036764,-0.054912480441006745,-0.08900275597205527,-0.025559542471902407,-0.050160753960702936
3,standard,803,0.003871752032287933,0.0007488099675940343,0.002882460800678715,-0.034689356069095796,-0.037467702229817705,-0.08765726311262263,-0.03208186739966983,-0.027983916083047556
3,deviant,140,-0.017735767828455228,0.0010016411160432702,-0.03246918480085425,0.07829886988589638,-0.005562299563560959,,-0.053505622016059025,-0.026302511351449155
4,standard,823,0.0035188416952645334,-0.0004385728131970933,0.006946487976728099,-0.07844631125529605,-0.13442655664366726,-0.1365121639136112,-0.09826118881637984,-0.08922144542091143
4,deviant,148,-0.01752952384292243,-0.0040631175132652695,-0.011497456255359402,0.0049649193173363065,-0.0020134335472470266,-0.04215499206825539,-0.028978983561197925,-0.06375063647021045
5,standard,600,-0.0047122402925751095,-8.246676996135213e-05,-0.006885271030391956,0.11138433339644452,0.10535516618173334,0.14010529019939366,0.07173146765216502,0.09721745141868383
5,deviant,110,-0.0002929098138451453,-0.001995380619798775,0.010890376673469003,0.04464330428685899,0.15056623492324558,0.16747559441460502,0.1607960065205892,0.09681406656901043
6,standard,797,2.3822907445726956e-05,-0.0005067383271146308,0.0027656258809890676,-0.02215351243646873,-0.020784848401335633,-0.0440088287601626,-0.02037545104524983,-0.024156319661741563
6,deviant,138,0.004545948297847345,0.0007949084642726609,0.0032217458444047855,0.013762758489240684,-0.053288414364769346,0.002970417340596517,-0.006728871663411454,0.004112568660755061
7,standard,64,0.01953490251470947,0.0033378915574265758,0.02858004194791189,-0.11397189185732888,0.012970433090672355,,,-0.01145056522253788
8,standard,132,0.017257514188890846,0.0014554179894498305,0.014467090295244336,0.07198737649356617,-0.038675689697265626,-0.020065216791062136,0.04906699770972842,0.08442926406860352
9,standard,673,-0.0005654945644879715,0.001307200883273453,-0.0065271420013748,-3.4513597339855924,-3.3904593008535877,-3.4474761599586117,-3.3983458746047255,-3.4362198528668553
9,deviant,123,0.016472820117981176,-0.00039471541972238095,0.023802919955109032,-2.544633453967524,-2.5396350224812827,-2.4711616711738786,,-2.474849591936384
10,standard,1638,0.007134177726436394,0.001235892886077577,0.00686192141535755,0.001447540145736557,0.04891389491511327,0.037511413453391235,0.04771934807633554,0.04193030463324653
10,deviant,411,0.007400936822396084,0.001759238709955704,0.004230926348908634,-0.003629477627306099,0.04382863017798817,0.018574930826822916,-0.015113959236750522,0.04140765518791933
11,standard,1753,0.001750878193517038,-0.0002576805607240755,0.004470924065846783,-0.09419258115655285,-0.06305294280545083,-0.0623279571533203,-0.10358131754798061,-0.07439902390462015
11,deviant,428,0.017587693933985665,0.0021237690339305938,0.013178299829854374,-0.10146961367227196,-0.07222863221779847,-0.07718293353764696,-0.048614667256673176,-0.02829242667766533
12,standard,721,-0.001913748909006305,-0.001709612880907606,0.00495562718479182,-0.11311945659575205,-0.10783219857379282,-0.06752812585165333,-0.08666678837367467,-0.11751913242239172
12,deviant,183,-0.008562785783328798,-0.00349621990221666,-3.021485336575022e-05,-0.06326732790567043,-0.021928010163483797,-0.10425337534102183,-0.1673401991526286,-0.07293568486752719
13,standard,650,-0.0017954622844770136,0.0005182881142846498,-0.005529284055524732,-0.014304386774698889,0.017609412616124816,-0.011015189372427096,-0.005123992760976158,-0.011152735078968285
13,deviant,162,-0.002149361226784335,0.0016809324921692643,-0.012311666582897889,-0.007781442842985454,0.14038715665302579,-0.0026085263206845344,-0.033501095241970494,0.02424631516138712
14,standard,124,-0.0008638551305018018,0.0009110368904114403,-0.00955001257601877,-0.015404209946141096,0.05621560414632161,-0.06945153438683713,-0.020634841918945317,-0.0013040787134415007
15,standard,583,0.005897893998472367,8.075911333173801e-06,0.010957912316254563,-0.03638146718343099,0.012009093294972956,-0.02718634433574505,-0.029907417297363285,0.0018624602598920686
