packet,mode,first,second,estimate,ci_lower,ci_upper,n_groups,n_trials,units,ci_scope
N1,R_SIM,HP,HPB,0.0003482207063211445,-0.000199887961659348,0.0011203787334974626,59,43788,bits_per_trial,fixed_predictions_identity_bootstrap_no_refit
N1,R_SIM,HB,HPB,7.078304285301574e-06,-0.0002987347848647994,0.00031438206235904153,59,43788,bits_per_trial,fixed_predictions_identity_bootstrap_no_refit
N1,R_SIM,HPBnoise,HPB,-0.00033813228586544,-0.0013576266419787176,0.00032189797134045265,59,43788,bits_per_trial,fixed_predictions_identity_bootstrap_no_refit
N1,R_SIM,HPP,HPB,0.00045803735586623633,-0.0002475840246136877,0.001359040517145117,59,43788,bits_per_trial,fixed_predictions_identity_bootstrap_no_refit
