model,seed,partition,train_block,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
per_child,11,odd_even_blocks,0,0,1,303,62,0.47955427653593896,0.500334627225271,1.0120065212249756,-0.012006521224975586
per_child,11,odd_even_blocks,1,0,1,267,53,0.6291218479985893,0.6026714865103157,0.9929128289222717,0.0070871710777282715
per_child,11,odd_even_blocks,0,1,2,590,111,0.52419643025071,0.5109180161372229,1.0004562139511108,-0.00045621395111083984
per_child,11,odd_even_blocks,1,1,2,697,141,0.5444091535282412,0.538898668299403,0.9990478754043579,0.0009521245956420898
per_child,11,odd_even_blocks,0,2,1,253,52,0.5241580558744738,0.5006218905472637,0.9997475147247314,0.0002524852752685547
per_child,11,odd_even_blocks,1,2,1,311,68,0.5101367707576858,0.5068385378842896,1.0023921728134155,-0.0023921728134155273
per_child,11,odd_even_blocks,0,3,1,306,58,0.5483870967741934,0.5419911012235817,0.9983594417572021,0.0016405582427978516
per_child,11,odd_even_blocks,1,3,1,349,70,0.5059651817716334,0.5064516129032258,1.0335075855255127,-0.033507585525512695
per_child,11,odd_even_blocks,0,4,2,573,111,0.5150052650052651,0.478003978003978,1.0012905597686768,-0.0012905597686767578
per_child,11,odd_even_blocks,1,4,2,688,143,0.5478283184705203,0.5374286264194521,0.9961605072021484,0.0038394927978515625
per_child,11,odd_even_blocks,0,5,1,299,56,0.5285493827160495,0.5215681951793063,1.0113322734832764,-0.011332273483276367
per_child,11,odd_even_blocks,1,5,1,351,72,0.5860463958582238,0.5705645161290323,0.9928513765335083,0.007148623466491699
per_child,11,odd_even_blocks,0,6,1,226,40,0.4973790322580645,0.5283602150537634,1.0003736019134521,-0.00037360191345214844
per_child,11,odd_even_blocks,1,6,1,292,58,0.560271146478043,0.5573975832596523,0.9956029653549194,0.004397034645080566
per_child,11,odd_even_blocks,0,8,1,289,53,0.5081547809401983,0.5586024944035817,1.0032614469528198,-0.0032614469528198242
per_child,11,odd_even_blocks,1,8,1,338,70,0.4601279317697228,0.48939232409381667,1.009461760520935,-0.009461760520935059
per_child,11,odd_even_blocks,0,10,1,299,57,0.5035885167464115,0.49800637958532695,1.002610445022583,-0.002610445022583008
per_child,11,odd_even_blocks,1,10,1,347,72,0.616919191919192,0.5882070707070708,0.9780616760253906,0.021938323974609375
per_child,11,odd_even_blocks,0,11,1,256,53,0.49196021935124085,0.473138767543452,1.0151352882385254,-0.01513528823852539
per_child,11,odd_even_blocks,1,11,1,318,67,0.5124576321579354,0.5186715823274068,1.0472315549850464,-0.04723155498504639
per_child,11,odd_even_blocks,0,12,1,295,57,0.42049977885891193,0.45698805838124723,1.020975947380066,-0.020975947380065918
per_child,11,odd_even_blocks,1,12,1,346,70,0.5527691511387164,0.530175983436853,0.9934445023536682,0.006555497646331787
per_child,11,odd_even_blocks,0,13,1,298,56,0.4943181818181819,0.47314049586776863,1.001819372177124,-0.0018193721771240234
per_child,11,odd_even_blocks,1,13,1,351,72,0.5985911987256073,0.6106630824372761,0.9911139011383057,0.008886098861694336
per_child,11,odd_even_blocks,0,14,1,295,55,0.49022727272727273,0.46571969696969695,1.0066170692443848,-0.006617069244384766
per_child,11,odd_even_blocks,1,14,1,345,73,0.5235193392425462,0.5082594681708299,0.9983174800872803,0.0016825199127197266
per_child,11,odd_even_blocks,0,15,1,275,51,0.5184698879551821,0.5170255602240896,1.0041793584823608,-0.00417935848236084
per_child,11,odd_even_blocks,1,15,1,329,69,0.48857302118171686,0.49573578595317724,1.0013755559921265,-0.0013755559921264648
per_child,11,odd_even_blocks,0,16,1,290,54,0.4959196484620213,0.49223163841807904,1.0054497718811035,-0.005449771881103516
per_child,11,odd_even_blocks,1,16,1,343,71,0.5721313173156587,0.5558719966859984,1.018039345741272,-0.018039345741271973
per_child,11,odd_even_blocks,0,17,1,242,46,0.49467613132209404,0.5265084294587401,1.0067048072814941,-0.006704807281494141
per_child,11,odd_even_blocks,1,17,1,255,50,0.5400975609756097,0.5768292682926829,0.9971030950546265,0.002896904945373535
per_child,11,odd_even_blocks,0,18,1,281,52,0.5104131676184078,0.49790057104467583,1.0013525485992432,-0.001352548599243164
per_child,11,odd_even_blocks,1,18,1,320,63,0.46121301957877836,0.4647952566240504,1.0693641901016235,-0.06936419010162354
per_child,11,odd_even_blocks,0,19,1,300,58,0.536833855799373,0.4788401253918495,1.0169428586959839,-0.016942858695983887
per_child,11,odd_even_blocks,1,19,1,349,71,0.5299169115411897,0.5242172459215726,1.0353248119354248,-0.035324811935424805
per_child,11,odd_even_blocks,0,20,2,556,104,0.5245277399591559,0.5296545268890401,1.0012223720550537,-0.001222372055053711
per_child,11,odd_even_blocks,1,20,2,638,138,0.5506376811594202,0.5221449275362319,1.001697063446045,-0.0016970634460449219
per_child,11,odd_even_blocks,0,21,1,279,55,0.6128652597402597,0.5799512987012987,0.9822942018508911,0.017705798149108887
per_child,11,odd_even_blocks,1,21,1,292,61,0.5976154992548436,0.5364062167340855,0.9903618097305298,0.009638190269470215
per_child,11,odd_even_blocks,0,22,2,314,57,0.5053245955355313,0.5315721209638883,1.050208330154419,-0.050208330154418945
per_child,11,odd_even_blocks,1,22,2,340,67,0.4716253895358373,0.4481985676015527,1.0367714166641235,-0.036771416664123535
per_child,11,odd_even_blocks,0,23,1,300,57,0.6893365099992779,0.6272471301711068,0.9312642216682434,0.06873577833175659
per_child,11,odd_even_blocks,1,23,1,351,71,0.6750251509054326,0.6201710261569416,0.9389373660087585,0.061062633991241455
per_child,11,odd_even_blocks,0,24,2,549,104,0.5975259291270528,0.5510371650821089,0.9926881194114685,0.007311880588531494
per_child,11,odd_even_blocks,1,24,2,640,132,0.44845353137675975,0.4816869482223813,1.0041918754577637,-0.004191875457763672
per_child,11,odd_even_blocks,0,25,2,545,106,0.5578394292345381,0.5164503373877165,0.9958715438842773,0.004128456115722656
per_child,11,odd_even_blocks,1,25,2,621,129,0.5233345938110544,0.5142512762336926,0.9996734261512756,0.00032657384872436523
per_child,11,odd_even_blocks,0,26,1,290,56,0.5016407203907204,0.4907661782661783,1.0037084817886353,-0.003708481788635254
per_child,11,odd_even_blocks,1,26,1,343,69,0.5358087379667831,0.5527874748757009,1.002800703048706,-0.0028007030487060547
per_child,11,odd_even_blocks,0,27,1,294,56,0.5420543217286915,0.5267857142857143,0.9947845935821533,0.00521540641784668
per_child,11,odd_even_blocks,1,27,1,346,70,0.5906573498964802,0.5420807453416149,0.9834514856338501,0.016548514366149902
per_child,11,odd_even_blocks,0,30,1,300,56,0.5943354800936769,0.544496487119438,0.9783264398574829,0.02167356014251709
per_child,11,odd_even_blocks,1,30,1,355,74,0.46349908627488695,0.4542656535539098,1.005199670791626,-0.0051996707916259766
per_child,11,odd_even_blocks,0,31,2,521,101,0.5354431871758605,0.5284064120697785,0.9992308616638184,0.0007691383361816406
