model,seed,fold,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
shared,11,0,1,1,215,36,0.5722377405338299,0.5313469894475481,1.0764622688293457,-0.0764622688293457
shared,11,0,4,1,998,150,0.4953459119496855,0.5112264150943396,1.0023133754730225,-0.002313375473022461
shared,11,0,7,1,152,20,0.5106060606060606,0.4916666666666667,1.0004780292510986,-0.0004780292510986328
shared,11,0,14,1,395,66,0.5011283043197937,0.5007138251819103,1.004761815071106,-0.004761815071105957
shared,11,0,19,1,998,200,0.4643452380952381,0.4644486215538847,1.004359245300293,-0.004359245300292969
shared,11,0,22,2,1000,199,0.4624840808286125,0.4695136104994385,1.019237995147705,-0.019237995147705078
shared,11,0,32,1,999,200,0.5088078848560701,0.5291426783479349,1.003244400024414,-0.0032444000244140625
shared,11,0,33,2,1000,211,0.4839619411457301,0.4794268346157774,1.0019268989562988,-0.0019268989562988281
shared,11,0,36,1,999,200,0.5446777221526908,0.5541082603254068,0.9998065233230591,0.00019347667694091797
shared,11,0,37,2,917,193,0.48455615034494603,0.49713737726505025,1.0109248161315918,-0.010924816131591797
shared,11,1,2,1,998,150,0.41788522012578616,0.43677672955974844,1.01100754737854,-0.011007547378540039
shared,11,1,3,1,998,149,0.5221342123777678,0.514794349451783,1.0009808540344238,-0.0009808540344238281
shared,11,1,30,1,999,199,0.5227952261306532,0.5055684673366834,1.0042839050292969,-0.004283905029296875
shared,11,1,34,1,999,199,0.5368781407035176,0.538856783919598,0.999470055103302,0.000529944896697998
shared,11,1,38,2,1000,191,0.5116037509950233,0.5106006381092293,1.003901720046997,-0.0039017200469970703
shared,11,1,40,2,1000,175,0.5661298701298701,0.5491774891774892,0.9928829073905945,0.007117092609405518
shared,11,1,42,1,500,109,0.5074262652807433,0.4881742884628921,1.0725306272506714,-0.07253062725067139
shared,11,1,43,1,500,69,0.44634991089142206,0.4714516291738121,1.051647424697876,-0.05164742469787598
shared,11,1,44,1,999,200,0.5156445556946183,0.5015394242803505,1.0163213014602661,-0.016321301460266113
shared,11,2,10,8,3902,711,0.49667511606350667,0.5012636630537451,1.0655937194824219,-0.06559371948242188
shared,11,2,15,1,998,200,0.5149279448621553,0.5118483709273183,1.0203405618667603,-0.020340561866760254
shared,11,2,17,1,323,54,0.47927853504061685,0.4896392675203084,1.0317715406417847,-0.03177154064178467
shared,11,2,20,1,999,200,0.9356789737171465,0.8680913642052566,0.6225701570510864,0.3774298429489136
shared,11,2,21,2,1000,202,0.5956475346782799,0.5677374128390282,0.9781054854393005,0.021894514560699463
shared,11,2,24,1,966,191,0.5251477790913697,0.5021617969937511,1.0558265447616577,-0.055826544761657715
shared,11,2,26,1,999,200,0.49458698372966203,0.5144023779724656,1.2502830028533936,-0.25028300285339355
shared,11,2,28,2,1000,201,0.49485052833454757,0.4952054495980672,1.032071590423584,-0.032071590423583984
shared,11,2,45,2,1029,188,0.5232214688693805,0.5153755660687631,1.009070634841919,-0.009070634841918945
shared,11,3,0,1,998,149,0.5408455269128307,0.5344740357783733,1.0181721448898315,-0.018172144889831543
shared,11,3,5,1,999,150,0.5138476639183353,0.5090459363957598,1.1393650770187378,-0.1393650770187378
shared,11,3,8,1,182,26,0.49593195266272183,0.5064102564102564,1.2118370532989502,-0.2118370532989502
shared,11,3,12,1,999,199,0.5509327889447235,0.5307820351758794,1.0289480686187744,-0.028948068618774414
shared,11,3,18,1,630,122,0.8745885504066091,0.7373983477475152,0.7633060812950134,0.23669391870498657
shared,11,3,29,1,349,68,0.5431756332426209,0.5473885283650827,1.0094022750854492,-0.009402275085449219
shared,11,3,31,1,999,200,0.5363548185231539,0.5366426783479349,1.0116851329803467,-0.01168513298034668
