model,seed,partition,train_block,child,n_records,n,n_class1,auc,auc_pitch_direction,bacc,ce_bal_bits,j_bits
child_spatial,11,early_late_halves,0,0,2,544,62,0.5268736562205306,0.5022885789014822,0.36532001641109807,1.5932083129882812,-0.008245812267125174
child_spatial,11,early_late_halves,0,1,2,456,58,0.525934851297949,0.5152298850574712,0.3399725679566528,1.5860916376113892,-0.0011291368902330845
child_spatial,11,early_late_halves,0,2,8,1296,155,0.49953699103175825,0.49817015657423125,0.3384357875807651,1.58760404586792,-0.0026415451467638462
child_spatial,11,early_late_halves,0,3,3,1336,170,0.519421001650712,0.5216642754662841,0.34520141925617914,1.5919828414916992,-0.007020340770543143
child_spatial,11,early_late_halves,0,4,2,919,115,0.48425871601077813,0.480197628458498,0.3271584406905795,1.6080409288406372,-0.02307842811948113
child_spatial,11,early_late_halves,0,5,3,1448,192,0.5379880110565595,0.5405092592592592,0.3479231206113176,1.5860141515731812,-0.0010516508520250767
child_spatial,11,early_late_halves,0,7,3,1354,169,0.5314768545976765,0.582194110045569,0.3303348267338539,1.5809181928634644,0.00404430785769172
child_spatial,11,early_late_halves,0,8,3,1362,179,0.5116628609676681,0.5109996877060273,0.3419618209131121,1.5933114290237427,-0.0083489283025866
child_spatial,11,early_late_halves,0,9,3,1416,172,0.4710240573709652,0.472781699889258,0.29616032747786875,1.608496069908142,-0.023533569186986014
child_spatial,11,early_late_halves,0,10,4,1428,183,0.5128089156647239,0.5236166069970478,0.3329190856042184,1.5896738767623901,-0.004711376041234061
child_spatial,11,early_late_halves,0,11,4,1905,253,0.5144022115383332,0.5486995559459327,0.34160075424594183,1.5910135507583618,-0.006051050037205741
child_spatial,11,early_late_halves,0,12,6,1820,214,0.48437394767432895,0.4820280768169092,0.330193128404862,1.5976829528808594,-0.0127204521597033
child_spatial,11,early_late_halves,0,13,5,2440,315,0.4962702005046941,0.4705574261129817,0.3408785328187225,1.598526954650879,-0.01356445392972283
child_spatial,11,early_late_halves,0,14,5,2440,302,0.5427117752311291,0.5356146589723387,0.3572624523578691,1.5800352096557617,0.004927291065394357
child_spatial_meanfilter,11,early_late_halves,0,0,2,544,62,0.5189812500010446,0.5216870095902354,0.326765332695124,1.5827633142471313,0.002199186474024728
child_spatial_meanfilter,11,early_late_halves,0,1,2,456,58,0.511386819640506,0.519971264367816,0.3506370581967399,1.584996223449707,-3.3722728550955594e-05
child_spatial_meanfilter,11,early_late_halves,0,2,8,1296,155,0.5240954852299439,0.5149971703452179,0.3280678417026937,1.5840624570846558,0.0009000436365003139
child_spatial_meanfilter,11,early_late_halves,0,3,3,1336,170,0.5168710941907776,0.5030846484935437,0.3368698280149409,1.5836820602416992,0.001280440479456857
child_spatial_meanfilter,11,early_late_halves,0,4,2,919,115,0.5028655010576732,0.5194861660079051,0.3475952356543761,1.585787296295166,-0.00082479557400994
child_spatial_meanfilter,11,early_late_halves,0,5,3,1448,192,0.5018405245852383,0.5070023148148148,0.3466478211482858,1.5876260995864868,-0.0026635988653307408
child_spatial_meanfilter,11,early_late_halves,0,7,3,1354,169,0.5388374091196247,0.5418622049921784,0.38787259078249164,1.580274224281311,0.0046882764398450405
child_spatial_meanfilter,11,early_late_halves,0,8,3,1362,179,0.534967121638746,0.5306221589923314,0.35235522100542177,1.582171082496643,0.0027914182245130092
child_spatial_meanfilter,11,early_late_halves,0,9,3,1416,172,0.5015022477846812,0.4491106035437431,0.3315447544396278,1.5866354703903198,-0.0016729696691637486
child_spatial_meanfilter,11,early_late_halves,0,10,4,1428,183,0.5235321685826048,0.47490735506563664,0.3367683610093746,1.5851179361343384,-0.00015543541318230325
child_spatial_meanfilter,11,early_late_halves,0,11,4,1905,253,0.5032100608768547,0.4842059890369069,0.3251582156494104,1.586889624595642,-0.0019271238744860142
child_spatial_meanfilter,11,early_late_halves,0,12,6,1820,214,0.49670340168610494,0.47574825505737617,0.3439025911744697,1.585683822631836,-0.0007213219106798618
child_spatial_meanfilter,11,early_late_halves,0,13,5,2440,315,0.4943797805564231,0.4647159424937203,0.31831220755363715,1.5883933305740356,-0.003430829852879569
child_spatial_meanfilter,11,early_late_halves,0,14,5,2440,302,0.5241518967203362,0.5249675262451822,0.3439703473021656,1.5833877325057983,0.0015747682153577358
child_spatial,11,early_late_halves,1,0,2,539,74,0.5021881914345062,0.4685423128046078,0.34462310874419294,1.6011282205581665,-0.016165719837010428
child_spatial,11,early_late_halves,1,1,2,640,76,0.5250920290774564,0.5664642375168691,0.37384831975475247,1.5816558599472046,0.003306640773951486
child_spatial,11,early_late_halves,1,2,8,2030,250,0.5046255536536169,0.5016581196581196,0.34616897203701863,1.5866092443466187,-0.0016467436254625767
child_spatial,11,early_late_halves,1,3,3,1368,164,0.5229204643001721,0.5013531104412168,0.3476744053530291,1.585945725440979,-0.0009832247198229283
child_spatial,11,early_late_halves,1,4,2,905,115,0.49974565232215423,0.47444761225944404,0.32851666588419737,1.5986703634262085,-0.01370786270505242
child_spatial,11,early_late_halves,1,5,3,1435,171,0.5036575283708292,0.5066078567416659,0.3312747458383952,1.5957303047180176,-0.010767803996861502
child_spatial,11,early_late_halves,1,7,3,1312,166,0.5165169831883463,0.5222090895226476,0.342401070483955,1.5952590703964233,-0.010296569675267264
child_spatial,11,early_late_halves,1,8,3,1328,164,0.5306300135961448,0.5284668989547039,0.34282090216539896,1.581223487854004,0.0037390128671521694
child_spatial,11,early_late_halves,1,9,3,1445,187,0.48663055776545505,0.4539825499577821,0.30952464780690336,1.6049553155899048,-0.01999281486874871
child_spatial,11,early_late_halves,1,10,4,1534,195,0.5339797681094384,0.5334226304375558,0.36256740720712605,1.581777572631836,0.003184928089320138
child_spatial,11,early_late_halves,1,11,4,1899,229,0.5291698808150628,0.5590444822737028,0.35359857616919815,1.5816141366958618,0.0033483640252942592
child_spatial,11,early_late_halves,1,12,6,2228,288,0.4972846032642843,0.5162649317406143,0.3270562561433102,1.5865987539291382,-0.001636253207982108
child_spatial,11,early_late_halves,1,13,5,2418,295,0.5041051365985968,0.49471013710460976,0.33273896450311685,1.594794750213623,-0.009832249492466971
child_spatial,11,early_late_halves,1,14,5,2433,311,0.5186772653514962,0.5008303012354036,0.3421106777570068,1.5867356061935425,-0.0017731054723864048
child_spatial_meanfilter,11,early_late_halves,1,0,2,539,74,0.5239973124972247,0.5650199379707576,0.3594702071004619,1.5820178985595703,0.002944602161585763
child_spatial_meanfilter,11,early_late_halves,1,1,2,640,76,0.4984095635065106,0.4642375168690958,0.32449337176432697,1.5857586860656738,-0.0007961853445177525
child_spatial_meanfilter,11,early_late_halves,1,2,8,2030,250,0.5305441066633619,0.5371538461538461,0.3506885446497348,1.584303855895996,0.0006586448251599819
child_spatial_meanfilter,11,early_late_halves,1,3,3,1368,164,0.5339265784864567,0.526205809810907,0.3436655453682469,1.5831737518310547,0.0017887488901013882
child_spatial_meanfilter,11,early_late_halves,1,4,2,905,115,0.499952203220086,0.48784746970776904,0.33029379587226115,1.5868908166885376,-0.001928315967381522
child_spatial_meanfilter,11,early_late_halves,1,5,3,1435,171,0.5262092020935722,0.5644100835893878,0.36325054150838887,1.5825554132461548,0.0024070874750012905
child_spatial_meanfilter,11,early_late_halves,1,7,3,1312,166,0.5258911534785543,0.5487456153728839,0.3635259533496051,1.584385871887207,0.0005766288339490444
child_spatial_meanfilter,11,early_late_halves,1,8,3,1328,164,0.51567830835133,0.5227526132404181,0.36408156386922813,1.5850915908813477,-0.0001290901601915806
child_spatial_meanfilter,11,early_late_halves,1,9,3,1445,187,0.5049202363086309,0.48280326484660857,0.32943838144902604,1.5888065099716187,-0.0038440092504625767
child_spatial_meanfilter,11,early_late_halves,1,10,4,1534,195,0.5181245371329505,0.5304885827273886,0.344130884489723,1.5842515230178833,0.0007109777032727749
child_spatial_meanfilter,11,early_late_halves,1,11,4,1899,229,0.49950778102685156,0.49375508844645105,0.3399753376908207,1.5889387130737305,-0.003976212352574393
child_spatial_meanfilter,11,early_late_halves,1,12,6,2228,288,0.5181086403057183,0.49502275312855515,0.3387302291614429,1.585433006286621,-0.0004705055654650181
child_spatial_meanfilter,11,early_late_halves,1,13,5,2418,295,0.5149690558373113,0.5034653999784088,0.3250275107761937,1.5863059759140015,-0.0013434751928453892
child_spatial_meanfilter,11,early_late_halves,1,14,5,2433,311,0.5206616229105343,0.5119997038415975,0.3462589510770336,1.5839287042617798,0.0010337964593762905
child_spatial,22,odd_even_blocks,0,0,2,358,52,0.5097815892487209,0.5074519230769231,0.3044534412955466,1.5980936288833618,-0.01313112816220574
child_spatial,22,odd_even_blocks,0,1,2,358,50,0.5128248149972096,0.5002325581395349,0.3205821266637414,1.5879236459732056,-0.0029611452520494908
child_spatial,22,odd_even_blocks,0,2,7,1078,152,0.4943076991439493,0.48118115055079563,0.3283621209072987,1.590039610862732,-0.005077110141575858
child_spatial,22,odd_even_blocks,0,3,3,891,111,0.46707821773944086,0.3649784238019533,0.2908825631082461,1.6262141466140747,-0.04125164589291863
child_spatial,22,odd_even_blocks,0,4,2,598,79,0.47887575632803653,0.5547078203572048,0.29624962708550245,1.6245533227920532,-0.03959082207089715
child_spatial,22,odd_even_blocks,0,5,3,938,127,0.49110674070008065,0.5020036557930259,0.3196956201290289,1.6021499633789062,-0.017187462657750174
child_spatial,22,odd_even_blocks,0,7,3,895,97,0.5233362882681535,0.5526062241063686,0.34090442095055656,1.5850743055343628,-0.00011180481320671731
child_spatial,22,odd_even_blocks,0,8,3,879,110,0.5289987241033791,0.5706457094307561,0.3426612455412184,1.5802818536758423,0.0046806470453137905
child_spatial,22,odd_even_blocks,0,9,3,934,106,0.48304428584819753,0.5068290622359899,0.3175529832756721,1.6055186986923218,-0.0205561979711657
child_spatial,22,odd_even_blocks,0,10,4,998,133,0.5152620186170338,0.5448322298283022,0.35485660677614367,1.5863476991653442,-0.0013851984441881626
child_spatial,22,odd_even_blocks,0,11,4,1251,157,0.5018126805900583,0.5274324621128926,0.34346365574067317,1.6180232763290405,-0.03306077560788445
child_spatial,22,odd_even_blocks,0,12,6,1348,154,0.5393959547045952,0.5934873949579832,0.3475952241692131,1.5757595300674438,0.009202970653712228
child_spatial,22,odd_even_blocks,0,13,5,1600,203,0.48161273268544447,0.48188930744711683,0.30243495014369404,1.618526816368103,-0.03356431564694695
child_spatial,22,odd_even_blocks,0,14,5,1605,213,0.5237763611964924,0.5240668433040487,0.3354110425837234,1.5892888307571411,-0.004326330035985038
child_spatial_meanfilter,22,odd_even_blocks,0,0,2,358,52,0.454634713633106,0.428125,0.2987227684596106,1.6015291213989258,-0.016566620677769706
child_spatial_meanfilter,22,odd_even_blocks,0,1,2,358,50,0.4945310731423769,0.45976744186046514,0.31949685534591193,1.5883888006210327,-0.003426299899876639
child_spatial_meanfilter,22,odd_even_blocks,0,2,7,1078,152,0.5145490293605953,0.5417686658506732,0.33226023024940016,1.5864893198013306,-0.0015268190801744908
child_spatial_meanfilter,22,odd_even_blocks,0,3,3,891,111,0.5294859397466799,0.5238095238095237,0.3617145158481814,1.5837026834487915,0.0012598172723645717
child_spatial_meanfilter,22,odd_even_blocks,0,4,2,598,79,0.5272348015965845,0.5273972602739726,0.35407632156880425,1.586194396018982,-0.001231895297825858
child_spatial_meanfilter,22,odd_even_blocks,0,5,3,938,127,0.5013016955931556,0.531179696287964,0.31131204495360826,1.5858702659606934,-0.0009077652395372837
child_spatial_meanfilter,22,odd_even_blocks,0,7,3,895,97,0.4785400436369294,0.48728201175450425,0.3222579155923913,1.5926108360290527,-0.007648335307896659
child_spatial_meanfilter,22,odd_even_blocks,0,8,3,879,110,0.5109849450372802,0.5076465590484283,0.33901713010615514,1.5873273611068726,-0.002364860385716483
child_spatial_meanfilter,22,odd_even_blocks,0,9,3,934,106,0.48520122870760346,0.4933821458744016,0.31030103140975024,1.5888681411743164,-0.0039056404531603306
child_spatial_meanfilter,22,odd_even_blocks,0,10,4,998,133,0.49852618807475996,0.4727583885085849,0.3095769519558129,1.5883945226669312,-0.0034320219457750767
child_spatial_meanfilter,22,odd_even_blocks,0,11,4,1251,157,0.4852643869306484,0.48218756863606416,0.31724153360286694,1.5968904495239258,-0.011927948802769706
child_spatial_meanfilter,22,odd_even_blocks,0,12,6,1348,154,0.5054857946878976,0.525305576776165,0.33555199778775147,1.5867754220962524,-0.0018129213750963658
child_spatial_meanfilter,22,odd_even_blocks,0,13,5,1600,203,0.5311336073552773,0.550045880421134,0.36800216806091174,1.5826658010482788,0.002296699672877267
child_spatial_meanfilter,22,odd_even_blocks,0,14,5,1605,213,0.5461001183767643,0.5514456375214987,0.35955132854982735,1.5803416967391968,0.004620803981959298
child_spatial,22,odd_even_blocks,1,0,2,380,42,0.5112113367825122,0.4941798941798942,0.34797117937049676,1.6081544160842896,-0.023191915363133475
child_spatial,22,odd_even_blocks,1,1,2,377,45,0.4483669955444695,0.48257575757575766,0.30357744107744106,1.6075633764266968,-0.0226008757055407
child_spatial,22,odd_even_blocks,1,2,8,1133,137,0.5035467588764493,0.5177159367396593,0.3356933640230135,1.5867382287979126,-0.001775728076756522
child_spatial,22,odd_even_blocks,1,3,3,913,103,0.4899640662533901,0.4461359223300971,0.3398513689084166,1.5995393991470337,-0.014576898425877616
child_spatial,22,odd_even_blocks,1,4,2,631,75,0.49292198668758,0.5374285714285714,0.3474936311973349,1.5973562002182007,-0.012393699497044608
child_spatial,22,odd_even_blocks,1,5,3,984,122,0.49430065609996426,0.49477789529349553,0.3417069253541116,1.6042046546936035,-0.01924215397244744
child_spatial,22,odd_even_blocks,1,7,3,898,116,0.48393068604243417,0.4369289714117301,0.3296299620256063,1.6194648742675781,-0.03450237354642205
child_spatial,22,odd_even_blocks,1,8,3,884,112,0.5205588117264522,0.5629505242463957,0.33841007586285515,1.5911363363265991,-0.0061738356054430454
child_spatial,22,odd_even_blocks,1,9,3,967,137,0.4751860572373083,0.4372894441325098,0.3094045967304096,1.6114563941955566,-0.026493893474400565
child_spatial,22,odd_even_blocks,1,10,4,993,116,0.51156622847451,0.5338669950738917,0.33650388897429556,1.5914808511734009,-0.006518350452244803
child_spatial,22,odd_even_blocks,1,11,4,1286,166,0.4799334075664167,0.4607872483723715,0.31620802473620285,1.618883728981018,-0.03392122825986199
child_spatial,22,odd_even_blocks,1,12,6,1352,158,0.5186972709601246,0.5189706862091938,0.34858580335553196,1.5877960920333862,-0.002833591312230155
child_spatial,22,odd_even_blocks,1,13,5,1655,209,0.47533224625280907,0.4522492310321258,0.3020891715600562,1.6194416284561157,-0.03447912773495965
child_spatial,22,odd_even_blocks,1,14,5,1638,181,0.49687626198485796,0.46489759473184883,0.3313939808241609,1.6002616882324219,-0.0152991875112658
child_spatial_meanfilter,22,odd_even_blocks,1,0,2,380,42,0.5429400702769462,0.5613756613756613,0.3428083861530961,1.5803066492080688,0.004655851513087228
child_spatial_meanfilter,22,odd_even_blocks,1,1,2,377,45,0.5165286829434995,0.5984848484848485,0.3162878787878788,1.5844882726669312,0.0004742280542249233
child_spatial_meanfilter,22,odd_even_blocks,1,2,8,1133,137,0.49657987104392465,0.465860705596107,0.3241081049693674,1.58636474609375,-0.0014022453725939243
child_spatial_meanfilter,22,odd_even_blocks,1,3,3,913,103,0.4886582341817727,0.47514563106796115,0.32425219096213354,1.587888240814209,-0.0029257400930529087
child_spatial_meanfilter,22,odd_even_blocks,1,4,2,631,75,0.4993529132436803,0.5315238095238095,0.328206937095826,1.585969090461731,-0.0010065897405748814
child_spatial_meanfilter,22,odd_even_blocks,1,5,3,984,122,0.49391348492707254,0.5034042834479112,0.34202209199952033,1.5883890390396118,-0.0034265383184557408
child_spatial_meanfilter,22,odd_even_blocks,1,7,3,898,116,0.5136776738033403,0.49517388741526674,0.3416669436633139,1.5859051942825317,-0.0009426935613756626
child_spatial_meanfilter,22,odd_even_blocks,1,8,3,884,112,0.5223599508366648,0.5282192005242464,0.3472337123510896,1.582840919494629,0.0021215812265271694
child_spatial_meanfilter,22,odd_even_blocks,1,9,3,967,137,0.47665406805442156,0.45430937675463223,0.29882131250744387,1.5902427434921265,-0.005280242770970389
child_spatial_meanfilter,22,odd_even_blocks,1,10,4,993,116,0.4994836507065102,0.46862684729064036,0.3329373063032353,1.588244080543518,-0.0032815798223619908
child_spatial_meanfilter,22,odd_even_blocks,1,11,4,1286,166,0.48832863956279066,0.4622652099079548,0.3373696991347536,1.5914974212646484,-0.006534920543492362
child_spatial_meanfilter,22,odd_even_blocks,1,12,6,1352,158,0.5292420686294762,0.5273317788141239,0.3352543191657089,1.5848630666732788,9.943404787726706e-05
child_spatial_meanfilter,22,odd_even_blocks,1,13,5,1655,209,0.4755282241037764,0.4537551264524949,0.324559177757666,1.5934842824935913,-0.008521781772435233
child_spatial_meanfilter,22,odd_even_blocks,1,14,5,1638,181,0.5194219363139102,0.5363441040236621,0.34887426892613854,1.5841413736343384,0.0008211270868176967
child_spatial,22,early_late_halves,0,0,2,544,62,0.5124163551567188,0.4900828247602441,0.35570556324825775,1.6036287546157837,-0.018666253894627616
child_spatial,22,early_late_halves,0,1,2,456,58,0.5347996487227312,0.5830459770114942,0.3489593960416242,1.57736074924469,0.007601751476466134
child_spatial,22,early_late_halves,0,2,8,1296,155,0.5237766820853499,0.5396717600452745,0.34966507648495293,1.583487868309021,0.0014746324121350796
child_spatial,22,early_late_halves,0,3,3,1336,170,0.5289645923396031,0.526219512195122,0.35339512271487633,1.5937013626098633,-0.008738861888707206
child_spatial,22,early_late_halves,0,4,2,919,115,0.49858649830756957,0.5301581027667984,0.33931648270703524,1.6033806800842285,-0.01841817936307244
child_spatial,22,early_late_halves,0,5,3,1448,192,0.52213941036867,0.5360387731481482,0.36384112969847165,1.5918418169021606,-0.006879316181004569
child_spatial,22,early_late_halves,0,7,3,1354,169,0.5394559484338034,0.5641535741005237,0.36727565170528126,1.5827916860580444,0.002170814663111642
child_spatial,22,early_late_halves,0,8,3,1362,179,0.5460687373823602,0.5559700197786183,0.3768054148701048,1.5767866373062134,0.008175863414942697
child_spatial,22,early_late_halves,0,9,3,1416,172,0.5139183411180702,0.5401266611295682,0.3136769765109006,1.5953845977783203,-0.010422097057164237
child_spatial,22,early_late_halves,0,10,4,1428,183,0.5247628094476843,0.512671942717166,0.3602573244610953,1.5862380266189575,-0.0012755258978014439
child_spatial,22,early_late_halves,0,11,4,1905,253,0.5122401537649611,0.5261308739569609,0.3435653041956664,1.5984777212142944,-0.013515220493138358
child_spatial,22,early_late_halves,0,12,6,1820,214,0.5187160873706892,0.5382408612326984,0.3284362005957729,1.585107684135437,-0.00014518341428093606
child_spatial,22,early_late_halves,0,13,5,2440,315,0.5038090018031838,0.48794826572604344,0.31137667880920983,1.6069828271865845,-0.022020326465428397
child_spatial,22,early_late_halves,0,14,5,2440,302,0.5295005067249763,0.5203360235088691,0.3392416800097715,1.5862174034118652,-0.0012549026907091587
child_spatial_meanfilter,22,early_late_halves,0,0,2,544,62,0.5184033961143569,0.5345466434176112,0.33643748112438815,1.5838346481323242,0.001127852588831857
child_spatial_meanfilter,22,early_late_halves,0,1,2,456,58,0.526811503132517,0.5375000000000001,0.3514962932734816,1.5825952291488647,0.0023672715722913296
