mode,variant,comparison,baseline_MAE,augmented_MAE,leave_one_out_gain_minimum,leave_one_out_gain_maximum,estimate,ci_lower,ci_upper,n_candidates,n_bootstrap,seed,effect,gain_definition,valid,model,original_MAE,variant_MAE
L0,all_trials,D2_minus_D3,6.439218289537803,7.21445364089966,-0.8208481073801437,-0.5837919957291526,-0.775235351361857,-1.4196389040834192,-0.2254744958654494,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
L0,all_trials,D1_minus_D3,6.554955657064546,7.21445364089966,-0.8476185662560174,-0.46467988122237286,-0.6594979838351132,-1.5088975060239094,0.18738019975990464,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
L0,all_trials,original_budget_minus_variant,,,,,0.0,0.0,0.0,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D0_mean,18.04626972740316,18.04626972740316
L0,all_trials,original_budget_minus_variant,,,,,2.7864421010200007e-16,-2.2291536808160006e-15,2.6471199959690008e-15,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D1_C,6.554955657064546,6.554955657064546
L0,all_trials,original_budget_minus_variant,,,,,0.2072212075032423,-0.03467040533232923,0.5123238867749573,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D2_CV,6.646439497041046,6.439218289537803
L0,all_trials,original_budget_minus_variant,,,,,-0.23915401461856725,-0.738523438437144,0.22196067440313105,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D3_CVN,6.975299626281093,7.21445364089966
L0,all_trials,original_budget_minus_variant,,,,,-0.17919171052348623,-0.7668834966057694,0.43227979541957556,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D4_CN,7.141526703574806,7.320718414098292
L0,all_trials,original_budget_minus_variant,,,,,-0.2312837519748709,-0.4838174435957186,-0.006654718723415241,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D5_CFULL,6.576769729987285,6.8080534819621565
L0,all_trials,original_budget_minus_variant,,,,,0.02161370799449184,-0.3215006482754936,0.37868556384134733,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_0,6.754348070431146,6.732734362436653
L0,all_trials,original_budget_minus_variant,,,,,0.019709535326253233,-0.5467264877961371,0.6091342775397779,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_1,6.911497941995174,6.891788406668923
L0,all_trials,original_budget_minus_variant,,,,,0.25815721096461497,-0.2755254684173356,0.9310537198008868,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_10,6.759166484919365,6.50100927395475
L0,all_trials,original_budget_minus_variant,,,,,0.2072212075032423,-0.03467040533232923,0.5123238867749573,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_11,6.646439497041046,6.439218289537803
L0,all_trials,original_budget_minus_variant,,,,,0.2072212075032423,-0.03467040533232923,0.5123238867749573,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_12,6.646439497041046,6.439218289537803
L0,all_trials,original_budget_minus_variant,,,,,1.0873799378626123,0.2645315908941634,2.1720603152097766,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_13,7.68074253987233,6.593362602009719
L0,all_trials,original_budget_minus_variant,,,,,0.05779522148906259,-0.2988486028154822,0.49028538522575504,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_14,6.795537484763192,6.737742263274129
L0,all_trials,original_budget_minus_variant,,,,,0.2975738930279027,0.014353904611532733,0.6879824985499265,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_15,6.844065107294878,6.546491214266975
L0,all_trials,original_budget_minus_variant,,,,,0.3279813086445678,-0.16310648797022045,0.9842229476040385,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_16,6.697359362817426,6.3693780541728575
L0,all_trials,original_budget_minus_variant,,,,,0.2072212075032423,-0.03467040533232923,0.5123238867749573,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_17,6.646439497041046,6.439218289537803
L0,all_trials,original_budget_minus_variant,,,,,0.6537743620062054,0.12232330412471734,1.3197934491489713,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_18,7.114464827796276,6.460690465790069
L0,all_trials,original_budget_minus_variant,,,,,0.24841581842898708,-0.06544708106102727,0.6796614608273003,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_19,6.724522277260605,6.476106458831616
L0,all_trials,original_budget_minus_variant,,,,,0.4233832262783296,-0.004851142765348609,0.9119691088200239,51,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_2,6.8322568774238945,6.408873651145567
