model,seed,fold,partition,train_block,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
adapt_finetuned,11,1,odd_even_blocks,0,8,1,289,53,0.5430124720179085,0.5318596098496962,0.9990955591201782,0.0009044408798217773
adapt_zero_shot,11,1,odd_even_blocks,0,10,1,299,57,0.6974046686965347,0.6043932144410613,0.958404541015625,0.041595458984375
adapt_finetuned,11,1,odd_even_blocks,0,10,1,299,57,0.7091851529650572,0.6188560243584167,0.9562169313430786,0.04378306865692139
adapt_zero_shot,11,1,odd_even_blocks,0,11,1,256,53,0.5089692350590204,0.5203085788642068,1.0138823986053467,-0.01388239860534668
adapt_finetuned,11,1,odd_even_blocks,0,11,1,256,53,0.5144994888000743,0.548192211172042,1.0135183334350586,-0.013518333435058594
adapt_zero_shot,11,1,odd_even_blocks,0,20,2,556,104,0.5540546289993193,0.5300374404356706,0.9963574409484863,0.003642559051513672
adapt_finetuned,11,1,odd_even_blocks,0,20,2,556,104,0.5543205411844793,0.5289312457454051,0.995904803276062,0.004095196723937988
adapt_zero_shot,11,1,odd_even_blocks,0,25,2,545,106,0.5898053036489448,0.5758692568874371,0.9896724224090576,0.010327577590942383
adapt_finetuned,11,1,odd_even_blocks,0,25,2,545,106,0.5915029870632227,0.57440795977135,0.9893965125083923,0.010603487491607666
adapt_zero_shot,11,1,odd_even_blocks,0,27,1,294,56,0.44459033613445376,0.4590336134453782,1.028615951538086,-0.028615951538085938
adapt_finetuned,11,1,odd_even_blocks,0,27,1,294,56,0.4491296518607443,0.4632352941176471,1.0235844850540161,-0.023584485054016113
adapt_zero_shot,11,1,odd_even_blocks,0,40,1,259,47,0.4461059815335206,0.43541750301083904,1.0282258987426758,-0.02822589874267578
adapt_finetuned,11,1,odd_even_blocks,0,40,1,259,47,0.4448012846246487,0.4283420313127258,1.0316245555877686,-0.031624555587768555
adapt_zero_shot,11,1,odd_even_blocks,0,43,1,297,53,0.5839777296628518,0.5941463037426539,0.9945425987243652,0.005457401275634766
adapt_finetuned,11,1,odd_even_blocks,0,43,1,297,53,0.6034256108877204,0.5687055366532632,0.9866821765899658,0.01331782341003418
adapt_zero_shot,11,1,odd_even_blocks,0,45,2,574,109,0.5587747854394792,0.5282726644963993,0.9948588609695435,0.005141139030456543
adapt_finetuned,11,1,odd_even_blocks,0,45,2,574,109,0.5604320804971885,0.521534970898688,0.9942967295646667,0.005703270435333252
adapt_zero_shot,11,1,odd_even_blocks,0,50,1,220,40,0.6095833333333334,0.5611111111111111,0.9736027717590332,0.026397228240966797
adapt_finetuned,11,1,odd_even_blocks,0,50,1,220,40,0.6129861111111111,0.5541666666666667,0.9730453491210938,0.02695465087890625
adapt_zero_shot,11,1,odd_even_blocks,0,56,1,298,57,0.5512484530829147,0.5346509427094708,0.9966852068901062,0.003314793109893799
adapt_finetuned,11,1,odd_even_blocks,0,56,1,298,57,0.5421853388658368,0.5341777680716313,0.9983763694763184,0.0016236305236816406
adapt_zero_shot,11,1,odd_even_blocks,0,58,1,292,54,0.54104419545596,0.5150171179582944,0.9959189891815186,0.004081010818481445
adapt_finetuned,11,1,odd_even_blocks,0,58,1,292,54,0.539760348583878,0.4943977591036415,0.9976286292076111,0.002371370792388916
adapt_zero_shot,11,1,odd_even_blocks,0,62,1,283,55,0.5840510366826156,0.572567783094099,0.9855432510375977,0.014456748962402344
adapt_finetuned,11,1,odd_even_blocks,0,62,1,283,55,0.5897129186602871,0.5810207336523125,0.983065128326416,0.016934871673583984
adapt_zero_shot,11,1,odd_even_blocks,0,69,1,294,56,0.5411914765906363,0.5283613445378151,1.0000590085983276,-5.900859832763672e-05
adapt_finetuned,11,1,odd_even_blocks,0,69,1,294,56,0.5407788115246098,0.5551470588235294,0.9993249773979187,0.0006750226020812988
adapt_zero_shot,11,2,odd_even_blocks,0,4,2,573,111,0.5356460356460356,0.5215865215865216,0.9955108165740967,0.00448918342590332
adapt_finetuned,11,2,odd_even_blocks,0,4,2,573,111,0.5370695370695371,0.525008775008775,0.9951742887496948,0.004825711250305176
adapt_zero_shot,11,2,odd_even_blocks,0,6,1,226,40,0.6044354838709678,0.5509408602150537,0.9783698916435242,0.02163010835647583
adapt_finetuned,11,2,odd_even_blocks,0,6,1,226,40,0.6084677419354838,0.5455645161290322,0.9810879230499268,0.018912076950073242
adapt_zero_shot,11,2,odd_even_blocks,0,16,1,290,54,0.5968691148775895,0.5991839296924042,0.9833177328109741,0.01668226718902588
adapt_finetuned,11,2,odd_even_blocks,0,16,1,290,54,0.6017341494036409,0.5907093534212178,0.983620285987854,0.016379714012145996
adapt_zero_shot,11,2,odd_even_blocks,0,31,2,521,101,0.6111032531824612,0.575035360678925,0.9806753396987915,0.019324660301208496
adapt_finetuned,11,2,odd_even_blocks,0,31,2,521,101,0.6106671381423856,0.5754125412541253,0.9788027405738831,0.021197259426116943
adapt_zero_shot,11,2,odd_even_blocks,0,32,1,301,58,0.688058748403576,0.627217255569746,0.9607398509979248,0.039260149002075195
adapt_finetuned,11,2,odd_even_blocks,0,32,1,301,58,0.6933801617709665,0.6342769973038173,0.9530012607574463,0.04699873924255371
adapt_zero_shot,11,2,odd_even_blocks,0,46,1,270,53,0.5587774976089036,0.5473437092426745,0.9927974939346313,0.007202506065368652
adapt_finetuned,11,2,odd_even_blocks,0,46,1,270,53,0.5607773237109817,0.5289105295191723,0.9920390844345093,0.007960915565490723
adapt_zero_shot,11,2,odd_even_blocks,0,47,1,301,58,0.5013480913864056,0.5227756492124308,1.0100736618041992,-0.010073661804199219
adapt_finetuned,11,2,odd_even_blocks,0,47,1,301,58,0.5051085568326947,0.5252234993614304,1.0074803829193115,-0.0074803829193115234
adapt_zero_shot,11,2,odd_even_blocks,0,59,2,565,108,0.5423150174244267,0.537077558959397,0.9963698387145996,0.0036301612854003906
adapt_finetuned,11,2,odd_even_blocks,0,59,2,565,108,0.5447463327660264,0.525204635707918,0.996111273765564,0.003888726234436035
adapt_zero_shot,11,2,odd_even_blocks,0,63,1,281,54,0.4946973405123185,0.4869880894109969,1.0136375427246094,-0.013637542724609375
adapt_finetuned,11,2,odd_even_blocks,0,63,1,281,54,0.48556045031815953,0.49318812204274765,1.0114853382110596,-0.01148533821105957
adapt_zero_shot,11,2,odd_even_blocks,0,65,1,294,55,0.6364397109166985,0.5620007607455306,0.9706780314445496,0.02932196855545044
adapt_finetuned,11,2,odd_even_blocks,0,65,1,294,55,0.6352605553442373,0.5599087105363256,0.9670418500900269,0.032958149909973145
adapt_zero_shot,11,2,odd_even_blocks,0,67,1,299,58,0.505830590928602,0.5230719702389469,1.0034006834030151,-0.0034006834030151367
adapt_finetuned,11,2,odd_even_blocks,0,67,1,299,58,0.5011804263843181,0.5064744598655029,1.004675030708313,-0.004675030708312988
adapt_zero_shot,11,2,odd_even_blocks,0,68,1,215,41,0.6750770955985422,0.6460611157835716,0.9712152481079102,0.028784751892089844
adapt_finetuned,11,2,odd_even_blocks,0,68,1,215,41,0.6707317073170732,0.6424866834875245,0.9688847064971924,0.031115293502807617
adapt_zero_shot,11,2,odd_even_blocks,0,70,1,247,49,0.5371572871572872,0.512987012987013,0.9912163019180298,0.008783698081970215
adapt_finetuned,11,2,odd_even_blocks,0,70,1,247,49,0.5492166563595136,0.5207689136260565,0.9885512590408325,0.01144874095916748
adapt_zero_shot,11,3,odd_even_blocks,0,0,1,303,62,0.6612903225806452,0.6142082719850087,0.9562720060348511,0.043727993965148926
adapt_finetuned,11,3,odd_even_blocks,0,0,1,303,62,0.6617588006960247,0.6142082719850087,0.9562317728996277,0.043768227100372314
adapt_zero_shot,11,3,odd_even_blocks,0,1,2,590,111,0.5590099494066092,0.533920141435799,0.9921348094940186,0.007865190505981445
adapt_finetuned,11,3,odd_even_blocks,0,1,2,590,111,0.5632605465590852,0.5363369632680698,0.9911874532699585,0.008812546730041504
adapt_zero_shot,11,3,odd_even_blocks,0,2,1,253,52,0.5188002296211252,0.48335246842709534,1.0017740726470947,-0.0017740726470947266
adapt_finetuned,11,3,odd_even_blocks,0,2,1,253,52,0.5209050899349407,0.4715843857634902,1.0010669231414795,-0.0010669231414794922
adapt_zero_shot,11,3,odd_even_blocks,0,3,1,306,58,0.6037958843159066,0.5478309232480534,0.9785425662994385,0.021457433700561523
adapt_finetuned,11,3,odd_even_blocks,0,3,1,306,58,0.6068895995550612,0.5538793103448276,0.9781397581100464,0.021860241889953613
adapt_zero_shot,11,3,odd_even_blocks,0,19,1,300,58,0.640282131661442,0.6222570532915361,0.9644168019294739,0.03558319807052612
adapt_finetuned,11,3,odd_even_blocks,0,19,1,300,58,0.6327657452265603,0.6070817896836705,0.9625113010406494,0.037488698959350586
adapt_zero_shot,11,3,odd_even_blocks,0,22,2,314,57,0.49382210389787695,0.478018977404601,1.0195643901824951,-0.019564390182495117
adapt_finetuned,11,3,odd_even_blocks,0,22,2,314,57,0.49225203085534847,0.49457300839647755,1.0190623998641968,-0.019062399864196777
adapt_zero_shot,11,3,odd_even_blocks,0,36,1,274,53,0.47848544352428923,0.5035003841885085,1.0257859230041504,-0.02578592300415039
adapt_finetuned,11,3,odd_even_blocks,0,36,1,274,53,0.48467514727226163,0.47293605395714167,1.0205284357070923,-0.020528435707092285
adapt_zero_shot,11,3,odd_even_blocks,0,41,1,326,67,0.4148562208263701,0.4265832997176281,1.045046091079712,-0.045046091079711914
adapt_finetuned,11,3,odd_even_blocks,0,41,1,326,67,0.4145104592865787,0.4417679940068,1.04313063621521,-0.04313063621520996
adapt_zero_shot,11,3,odd_even_blocks,0,44,1,257,50,0.47222222222222227,0.4568115942028986,1.0327744483947754,-0.03277444839477539
adapt_finetuned,11,3,odd_even_blocks,0,44,1,257,50,0.4810144927536232,0.46439613526570045,1.0304794311523438,-0.03047943115234375
adapt_zero_shot,11,3,odd_even_blocks,0,53,1,297,57,0.5047880116959065,0.4905701754385965,1.0189883708953857,-0.018988370895385742
adapt_finetuned,11,3,odd_even_blocks,0,53,1,297,57,0.5038377192982456,0.4926535087719298,1.0168883800506592,-0.01688838005065918
adapt_zero_shot,11,3,odd_even_blocks,0,61,1,289,55,0.5290598290598291,0.496037296037296,1.0036371946334839,-0.0036371946334838867
adapt_finetuned,11,3,odd_even_blocks,0,61,1,289,55,0.540947940947941,0.5067210567210567,0.9991905689239502,0.0008094310760498047
adapt_zero_shot,11,3,odd_even_blocks,0,64,1,295,56,0.6918335325762105,0.6436043036461447,0.9418642520904541,0.0581357479095459
adapt_finetuned,11,3,odd_even_blocks,0,64,1,295,56,0.6936267184698147,0.6436043036461447,0.9424135088920593,0.057586491107940674
adapt_zero_shot,11,3,odd_even_blocks,0,71,1,298,56,0.5169347697756789,0.5184474616292798,1.0089755058288574,-0.008975505828857422
adapt_finetuned,11,3,odd_even_blocks,0,71,1,298,56,0.5268963990554899,0.5039846517119244,1.004966139793396,-0.004966139793395996
adapt_zero_shot,11,4,odd_even_blocks,0,13,1,298,56,0.6069214876033059,0.5343122786304605,0.9762680530548096,0.02373194694519043
adapt_finetuned,11,4,odd_even_blocks,0,13,1,298,56,0.6073642266824085,0.5425767414403778,0.9765526056289673,0.023447394371032715
adapt_zero_shot,11,4,odd_even_blocks,0,15,1,275,51,0.45680147058823534,0.4928658963585434,1.0235559940338135,-0.023555994033813477
adapt_finetuned,11,4,odd_even_blocks,0,15,1,275,51,0.4577205882352941,0.48082983193277307,1.0232799053192139,-0.023279905319213867
adapt_zero_shot,11,4,odd_even_blocks,0,17,1,242,46,0.36080301685891747,0.36135758651286604,1.0416464805603027,-0.041646480560302734
adapt_finetuned,11,4,odd_even_blocks,0,17,1,242,46,0.36080301685891747,0.35880656610470274,1.0429863929748535,-0.042986392974853516
adapt_zero_shot,11,4,odd_even_blocks,0,18,1,281,52,0.5955660060463553,0.5740678535438362,0.980244517326355,0.01975548267364502
adapt_finetuned,11,4,odd_even_blocks,0,18,1,281,52,0.5955660060463553,0.5592038965401411,0.9800130128860474,0.019986987113952637
adapt_zero_shot,11,4,odd_even_blocks,0,26,1,290,56,0.38610347985347987,0.44177350427350426,1.0578991174697876,-0.0578991174697876
adapt_finetuned,11,4,odd_even_blocks,0,26,1,290,56,0.3890033577533577,0.4375,1.0484485626220703,-0.04844856262207031
adapt_zero_shot,11,4,odd_even_blocks,0,34,1,303,57,0.6579303950934245,0.6384253316217372,0.9626854658126831,0.037314534187316895
adapt_finetuned,11,4,odd_even_blocks,0,34,1,303,57,0.661995435743831,0.6276208814719726,0.9597668647766113,0.04023313522338867
adapt_zero_shot,11,4,odd_even_blocks,0,35,1,290,57,0.5570363677433928,0.5267299149160455,0.9936435222625732,0.006356477737426758
adapt_finetuned,11,4,odd_even_blocks,0,35,1,290,57,0.548904449966117,0.5421278518183872,0.9949171543121338,0.005082845687866211
adapt_zero_shot,11,4,odd_even_blocks,0,38,2,596,113,0.711125158027813,0.6414005386687187,0.9516138434410095,0.04838615655899048
adapt_finetuned,11,4,odd_even_blocks,0,38,2,596,113,0.7228329577309953,0.6514685135308451,0.9427564144134521,0.05724358558654785
adapt_zero_shot,11,4,odd_even_blocks,0,39,1,299,54,0.47773998488284203,0.4620937263794407,1.0181971788406372,-0.018197178840637207
adapt_finetuned,11,4,odd_even_blocks,0,39,1,299,54,0.47826908541194263,0.4620937263794407,1.0178542137145996,-0.01785421371459961
adapt_zero_shot,11,4,odd_even_blocks,0,51,2,604,113,0.5674440819710542,0.5548366166213075,0.9931467771530151,0.006853222846984863
adapt_finetuned,11,4,odd_even_blocks,0,51,2,604,113,0.5647585746985564,0.5350287475442927,0.9925620555877686,0.007437944412231445
adapt_zero_shot,11,4,odd_even_blocks,0,52,1,297,55,0.5231404958677687,0.5132231404958678,1.0025920867919922,-0.0025920867919921875
adapt_finetuned,11,4,odd_even_blocks,0,52,1,297,55,0.5236288504883546,0.5012396694214876,1.002265214920044,-0.0022652149200439453
adapt_zero_shot,11,4,odd_even_blocks,0,54,1,296,55,0.5151263674085251,0.5296869105997737,1.0065269470214844,-0.006526947021484375
adapt_finetuned,11,4,odd_even_blocks,0,54,1,296,55,0.5199547340626178,0.522670690305545,1.0030786991119385,-0.0030786991119384766
adapt_zero_shot,11,4,odd_even_blocks,0,72,1,207,40,0.5603293413173652,0.5708832335329341,0.9904180765151978,0.009581923484802246
adapt_finetuned,11,4,odd_even_blocks,0,72,1,207,40,0.5600299401197604,0.5708832335329341,0.9905012845993042,0.0094987154006958
adapt_zero_shot,22,0,odd_even_blocks,0,4,2,573,111,0.5656663156663156,0.5464490464490465,0.992938220500946,0.007061779499053955
adapt_finetuned,22,0,odd_even_blocks,0,4,2,573,111,0.5671775671775672,0.5477067977067978,0.9924278855323792,0.00757211446762085
adapt_zero_shot,22,0,odd_even_blocks,0,21,1,279,55,0.6687905844155845,0.6236607142857142,0.9659066200256348,0.034093379974365234
adapt_finetuned,22,0,odd_even_blocks,0,21,1,279,55,0.67049512987013,0.616801948051948,0.9672931432723999,0.0327068567276001
adapt_zero_shot,22,0,odd_even_blocks,0,31,2,521,101,0.5896511079679395,0.5758015087223008,0.9867873191833496,0.01321268081665039
adapt_finetuned,22,0,odd_even_blocks,0,31,2,521,101,0.606989627534182,0.5795497406883545,0.9803640246391296,0.01963597536087036
adapt_zero_shot,22,0,odd_even_blocks,0,36,1,274,53,0.5307777682916417,0.4933407325194229,1.0067247152328491,-0.006724715232849121
adapt_finetuned,22,0,odd_even_blocks,0,36,1,274,53,0.5328694612823359,0.5027746947835738,1.0048198699951172,-0.0048198699951171875
adapt_zero_shot,22,0,odd_even_blocks,0,37,1,230,46,0.45457230623818523,0.45652173913043476,1.0172971487045288,-0.01729714870452881
adapt_finetuned,22,0,odd_even_blocks,0,37,1,230,46,0.45581285444234404,0.46739130434782605,1.0184727907180786,-0.018472790718078613
adapt_zero_shot,22,0,odd_even_blocks,0,42,1,286,54,0.5064256066411239,0.5197956577266922,1.0066883563995361,-0.006688356399536133
adapt_finetuned,22,0,odd_even_blocks,0,42,1,286,54,0.5065852490421456,0.5197956577266922,1.0064783096313477,-0.006478309631347656
adapt_zero_shot,22,0,odd_even_blocks,0,43,1,297,53,0.6802118775131457,0.6076399628827713,0.9586942195892334,0.0413057804107666
adapt_finetuned,22,0,odd_even_blocks,0,43,1,297,53,0.6786266625425301,0.6088772038354469,0.961247444152832,0.03875255584716797
adapt_zero_shot,22,0,odd_even_blocks,0,48,1,229,43,0.6104651162790697,0.5550137534383596,0.9791519641876221,0.02084803581237793
adapt_finetuned,22,0,odd_even_blocks,0,48,1,229,43,0.6099024756189046,0.5550137534383596,0.9791467785835266,0.02085322141647339
adapt_zero_shot,22,0,odd_even_blocks,0,54,1,296,55,0.5197661259901925,0.5247453791022255,1.0060820579528809,-0.006082057952880859
adapt_finetuned,22,0,odd_even_blocks,0,54,1,296,55,0.5241795548849492,0.518521312712184,1.002868413925171,-0.0028684139251708984
adapt_zero_shot,22,0,odd_even_blocks,0,57,1,299,56,0.6004188712522046,0.5841784244562023,0.9860351085662842,0.01396489143371582
adapt_finetuned,22,0,odd_even_blocks,0,57,1,299,56,0.6085023515579071,0.5745517342739564,0.9829583168029785,0.017041683197021484
adapt_zero_shot,22,0,odd_even_blocks,0,61,1,289,55,0.5350815850815851,0.5532634032634033,1.0022279024124146,-0.0022279024124145508
adapt_finetuned,22,0,odd_even_blocks,0,61,1,289,55,0.5398989898989899,0.5324009324009324,0.9998362064361572,0.00016379356384277344
adapt_zero_shot,22,0,odd_even_blocks,0,72,1,207,40,0.5268712574850299,0.5309131736526946,0.9964462518692017,0.00355374813079834
adapt_finetuned,22,0,odd_even_blocks,0,72,1,207,40,0.5264970059880241,0.5309131736526946,0.9965721964836121,0.0034278035163879395
adapt_zero_shot,22,1,odd_even_blocks,0,0,1,303,62,0.6362267434078436,0.6040690670592959,0.9690043926239014,0.030995607376098633
adapt_finetuned,22,1,odd_even_blocks,0,0,1,303,62,0.6411457636193281,0.6079842055949672,0.967445969581604,0.032554030418395996
adapt_zero_shot,22,1,odd_even_blocks,0,2,1,253,52,0.4870838117106774,0.5140164561806353,1.0115309953689575,-0.01153099536895752
adapt_finetuned,22,1,odd_even_blocks,0,2,1,253,52,0.4904324531190203,0.5022483735170302,1.0111150741577148,-0.011115074157714844
adapt_zero_shot,22,1,odd_even_blocks,0,5,1,299,56,0.61603468547913,0.5676807760141094,0.9796891212463379,0.02031087875366211
adapt_finetuned,22,1,odd_even_blocks,0,5,1,299,56,0.6371987066431511,0.571061140505585,0.9774540066719055,0.022545993328094482
adapt_zero_shot,22,1,odd_even_blocks,0,16,1,290,54,0.5479833647206529,0.5108286252354048,0.9892995357513428,0.010700464248657227
adapt_finetuned,22,1,odd_even_blocks,0,16,1,290,54,0.5435106716886378,0.49231010671688635,0.992150068283081,0.007849931716918945
adapt_zero_shot,22,1,odd_even_blocks,0,18,1,281,52,0.5993029895868325,0.539553241518307,0.9766873121261597,0.023312687873840332
adapt_finetuned,22,1,odd_even_blocks,0,18,1,281,52,0.5946002687269063,0.539553241518307,0.9784326553344727,0.021567344665527344
adapt_zero_shot,22,1,odd_even_blocks,0,20,2,556,104,0.5610002552756977,0.5620319945541185,0.9925808906555176,0.007419109344482422
adapt_finetuned,22,1,odd_even_blocks,0,20,2,556,104,0.5726259360108918,0.5538631722260041,0.9898859262466431,0.010114073753356934
adapt_zero_shot,22,1,odd_even_blocks,0,32,1,301,58,0.6647864339435221,0.6120334894281254,0.9585133194923401,0.04148668050765991
adapt_finetuned,22,1,odd_even_blocks,0,32,1,301,58,0.6741875975592451,0.6100823045267489,0.9530361890792847,0.04696381092071533
adapt_zero_shot,22,1,odd_even_blocks,0,33,1,295,56,0.5307830245068739,0.5318664076509265,1.0026838779449463,-0.002683877944946289
adapt_finetuned,22,1,odd_even_blocks,0,33,1,295,56,0.530409444112373,0.5318664076509265,1.0014722347259521,-0.0014722347259521484
adapt_zero_shot,22,1,odd_even_blocks,0,35,1,290,57,0.5498456441533017,0.5263534372411716,1.0004775524139404,-0.0004775524139404297
adapt_finetuned,22,1,odd_even_blocks,0,35,1,290,57,0.551615089225209,0.534937128228296,1.0005751848220825,-0.0005751848220825195
adapt_zero_shot,22,1,odd_even_blocks,0,39,1,299,54,0.47324263038548753,0.45786092214663643,1.017390251159668,-0.01739025115966797
adapt_finetuned,22,1,odd_even_blocks,0,39,1,299,54,0.4760393046107332,0.4782690854119426,1.015244960784912,-0.01524496078491211
adapt_zero_shot,22,1,odd_even_blocks,0,44,1,257,50,0.49169082125603863,0.49164251207729465,1.019372820854187,-0.01937282085418701
adapt_finetuned,22,1,odd_even_blocks,0,44,1,257,50,0.4984541062801932,0.49922705314009663,1.0189027786254883,-0.01890277862548828
adapt_zero_shot,22,1,odd_even_blocks,0,46,1,270,53,0.5483001478132336,0.5324319624380489,0.9966990947723389,0.003300905227661133
adapt_finetuned,22,1,odd_even_blocks,0,46,1,270,53,0.5442570211285975,0.5372576297713243,0.9977591037750244,0.002240896224975586
adapt_zero_shot,22,1,odd_even_blocks,0,56,1,298,57,0.5164883162262502,0.549355754531557,1.013831615447998,-0.013831615447998047
adapt_finetuned,22,1,odd_even_blocks,0,56,1,298,57,0.5108466186212419,0.5343597583169541,1.0130709409713745,-0.013070940971374512
adapt_zero_shot,22,1,odd_even_blocks,0,58,1,292,54,0.5461017740429506,0.514161220043573,0.9961589574813843,0.0038410425186157227
adapt_finetuned,22,1,odd_even_blocks,0,58,1,292,54,0.5495642701525055,0.49268596327419856,0.9964559078216553,0.0035440921783447266
adapt_zero_shot,22,1,odd_even_blocks,0,68,1,215,41,0.673395009812167,0.6403139893467901,0.9711892604827881,0.028810739517211914
adapt_finetuned,22,1,odd_even_blocks,0,68,1,215,41,0.6701710120549482,0.6338659938323521,0.969916820526123,0.030083179473876953
adapt_zero_shot,22,2,odd_even_blocks,0,10,1,299,57,0.6959910105843121,0.6219733217340873,0.9553501605987549,0.04464983940124512
adapt_finetuned,22,2,odd_even_blocks,0,10,1,299,57,0.71382485138466,0.638502247353922,0.9582257866859436,0.041774213314056396
adapt_zero_shot,22,2,odd_even_blocks,0,11,1,256,53,0.5698020262106144,0.5527465377823217,0.9898555874824524,0.010144412517547607
adapt_finetuned,22,2,odd_even_blocks,0,11,1,256,53,0.5685937354772749,0.5568361371874709,0.9912464022636414,0.008753597736358643
adapt_zero_shot,22,2,odd_even_blocks,0,12,1,295,57,0.5805690697331564,0.5720919946926138,0.9886295199394226,0.011370480060577393
adapt_finetuned,22,2,odd_even_blocks,0,12,1,295,57,0.5845127524694088,0.5854341736694677,0.9871783256530762,0.012821674346923828
adapt_zero_shot,22,2,odd_even_blocks,0,14,1,295,55,0.5282954545454546,0.506439393939394,0.9994055032730103,0.0005944967269897461
adapt_finetuned,22,2,odd_even_blocks,0,14,1,295,55,0.5227272727272727,0.5022727272727273,0.9977549314498901,0.0022450685501098633
adapt_zero_shot,22,2,odd_even_blocks,0,24,2,549,104,0.5110630942091616,0.48020743301642177,1.0028504133224487,-0.0028504133224487305
adapt_finetuned,22,2,odd_even_blocks,0,24,2,549,104,0.5292783059636992,0.5157951598962836,1.0014536380767822,-0.0014536380767822266
adapt_zero_shot,22,2,odd_even_blocks,0,25,2,545,106,0.5835947909055744,0.5597842437787424,0.9876946806907654,0.01230531930923462
adapt_finetuned,22,2,odd_even_blocks,0,25,2,545,106,0.5835410667468947,0.5633622727468088,0.9878609776496887,0.01213902235031128
adapt_zero_shot,22,2,odd_even_blocks,0,30,1,300,56,0.6610070257611241,0.6595433255269321,0.9598283767700195,0.04017162322998047
adapt_finetuned,22,2,odd_even_blocks,0,30,1,300,56,0.6603117681498829,0.6595433255269321,0.9605125784873962,0.03948742151260376
