child,n_dev,slope_sd_per_step,slope_se,slope_shrunk,shrinkage_factor
0,169,-0.07557579047291126,0.05289682842762705,0.004895900177350432,0.06246063168082295
1,392,0.05715026885381566,0.042214044588059926,0.014697904486407242,0.09470093533110342
2,171,0.030195238450576603,0.06498404923900923,0.011099997832684136,0.042276845471207566
3,197,0.07207538575303761,0.053104926306256614,0.01408995658081259,0.06200236402894185
4,388,-0.034159986094414084,0.04520855878848136,0.006544485744755156,0.08358476075672108
5,199,0.03430600727742656,0.062319681891444996,0.011358515317687482,0.04579996018658541
6,154,-0.04284443689272444,0.0584147131407041,0.007506405927349741,0.05180020587636988
7,94,0.05703828624605873,0.06614634441125428,0.012168758411801428,0.04086433812028031
8,194,-0.024302686749787812,0.06087831819895933,0.008602033139618423,0.04788927796517465
9,68,-0.05494867793882599,0.06748668473517255,0.007693155606186965,0.039320450363801385
10,197,0.013949590020504474,0.057933822465448176,0.010451369011680124,0.05261829268492245
11,181,0.05757653413407551,0.06662088822415897,0.01216441071150491,0.04030763598187458
12,193,0.027458821936422916,0.05548005985121328,0.011239362765108202,0.05710394380188988
13,199,0.025161220023773873,0.06262966736211466,0.010933249801547619,0.04536822632479529
14,197,0.033937565674544326,0.06007537515519263,0.011420134812932574,0.04911467640937497
15,184,-0.10488809560519577,0.061258172680478375,0.004807803723723225,0.04732522800743193
16,193,0.11206058220660822,0.05225248926548996,0.01676349080597336,0.06391150767796294
17,142,-0.04104955750942726,0.05836351747609667,0.007594958450251976,0.051886405231960454
18,184,0.1371994383808118,0.0560628917060447,0.01736444313047876,0.055988936760177396
19,199,0.0761905615780357,0.06315235387439873,0.013201252002066833,0.044653740880491
20,363,-0.05065515589287599,0.045196010490742414,0.00516314985587993,0.08362729847998997
21,173,-0.045994866171292656,0.05802640539018914,0.007306136608086297,0.05245931973342959
22,188,-0.04124056610271698,0.0609009280811531,0.00779263354747657,0.04785542747634519
23,199,0.05021954012019128,0.05716170907048554,0.012413934953718508,0.0539721404046198
24,364,0.03288551578920638,0.03968741148150748,0.012651753696760182,0.10582605108948599
25,354,0.05884257350957043,0.04293739567743765,0.01471856295834814,0.09182756021631867
26,194,0.010133384724861201,0.06338480635923856,0.010251590587277561,0.04434131816818355
27,198,-0.08655997917073946,0.06408153780583686,0.006052892067318249,0.043423993282829906
28,105,0.05156414969187604,0.07489472262321638,0.011585691951585313,0.032164387871018635
29,83,-0.09645623098126728,0.07625870710695398,0.006942614000870824,0.03105949298669896
30,196,0.04978795420921818,0.057820752188902994,0.01234483562921418,0.05281340803509757
31,353,-0.0018220925313993978,0.04118133720910562,0.009060828581746111,0.099033859918688
32,199,-0.008807732804558951,0.05781074699029109,0.009249867568858056,0.05283072439101456
33,192,-0.036384560702101304,0.06515659523979227,0.00829520508100133,0.04206263496145818
34,199,0.11442136358100448,0.06063335689367796,0.015283866430199048,0.048258297755224264
35,194,-0.005291865151548669,0.05778428656808774,0.009434900697885358,0.05287656069424335
36,173,0.027513313343475117,0.058822955662607285,0.011139219646857445,0.051120322600644814
37,156,-0.01605756237073727,0.059697712596477506,0.0089490514308476,0.04970707849215036
38,396,0.03343267000213897,0.04083682380256375,0.01258722277789389,0.10054316236426647
39,196,-0.11368061823899957,0.06252037626675706,0.004615461895143088,0.04551975379177907
40,154,-0.02255009101663285,0.053414252800013745,0.008245003923698995,0.06133023648717428
41,197,-0.09708106410639812,0.06203533617263426,0.005297909514253308,0.046201338161899946
42,193,0.0005375675815092675,0.05734874083857197,0.009735725388938177,0.05363952760285554
43,191,0.007328089678727374,0.05326494776807535,0.010076493516929826,0.06165331579910658
44,174,0.059043811399097264,0.06282755116198123,0.012457149997499212,0.045095757226301124
45,390,0.04644570100136954,0.04083821662406365,0.013895370833075975,0.10053699375687244
46,177,-0.09888454310181292,0.06388809766038939,0.005490222554356175,0.043675847085592946
47,199,0.05146445013753972,0.06266670321730104,0.01212447171536442,0.04531704657699179
48,154,0.033957946313644155,0.06079213513632963,0.01139515858716662,0.04801863170621912
49,195,0.07030363741597222,0.06416052176558523,0.012858398834211977,0.04332177484000764
50,148,-0.003030471139139638,0.05966718984015455,0.009595947792395566,0.04975541584577276
51,395,-0.08019696864217847,0.04568817225168126,0.002841452256979026,0.08198221565971568
52,197,-0.10497672587278713,0.056547186477476585,0.003909234630949622,0.055086619517031914
53,196,0.038472855874735735,0.05716196593760087,0.011779928314526936,0.053971681519315355
54,195,0.060009002578082844,0.062254450793869244,0.012540269900666774,0.04589158320044895
55,130,-0.01264462239109926,0.05582341212547332,0.008964430679261308,0.05644317421292627
56,199,0.003682934457827606,0.06022786214853677,0.009935741498399049,0.048878431457393276
57,199,0.03977204890855649,0.0575413268863069,0.011830228597146017,0.05330017998859179
58,194,-0.054780706534637985,0.06157610323766178,0.007209363705757907,0.046860630836151856
59,370,0.033307416052101656,0.04047347358311401,0.012612157177100302,0.10217124359997143
60,89,0.009989036433054821,0.04809271744932191,0.010237083407148531,0.07458540237576652
61,185,0.04391922202782841,0.06180185904146308,0.011823536601911808,0.04653480432788671
62,189,0.027950984820556957,0.05720019283042997,0.011210838034493438,0.05390345428548483
63,186,0.004485498378661101,0.057836318210364515,0.009952413938746603,0.052786483971046134
64,196,0.1089386192031933,0.061911458395697325,0.01483371077331936,0.04637782711579119
65,196,-0.10340065735088518,0.06352822871015262,0.005239067857709197,0.04415016220767449
66,174,-0.014320613500930338,0.06334698634069308,0.009166024173244452,0.044391929038675414
67,199,0.020506958558467892,0.057286660555691725,0.010808002259616093,0.053749594431526666
68,141,0.12257182210790014,0.05438048613875908,0.016917143554848694,0.0592982538090098
69,193,0.0076786861954562515,0.057463614440710985,0.010119294502745286,0.053436732446234626
70,161,0.11357487155006346,0.06781986107470134,0.014281310969514112,0.03895007371206491
71,189,0.002678888688673997,0.06084447198810987,0.009893776795772129,0.04794001701168542
72,147,0.014669837242353085,0.06263789031420258,0.01045722419712263,0.04535685568282954
