seed,fold,child,group,n_channels,auc_base,auc_occluded,drop
11,0,0,periocular_eog,6,0.4793140028288543,0.47998585572843,-0.00067185289957572
11,0,1,periocular_eog,6,0.3390161847608656,0.33365157301327514,0.005364611747590453
11,0,14,periocular_eog,6,0.46597035040431267,0.46668632075471694,-0.0007159703504042714
11,0,15,periocular_eog,6,0.5237841628276481,0.5204777248155938,0.0033064380120542136
11,0,23,periocular_eog,6,0.5187386011791153,0.5180005937990414,0.0007380073800739018
11,0,29,periocular_eog,6,0.4470969441517387,0.4457376185458377,0.0013593256059009629
11,0,32,periocular_eog,6,0.48441754916792734,0.48373676248108927,0.0006807866868380752
11,0,34,periocular_eog,6,0.5504915730337079,0.5473080524344569,0.0031835205992509774
11,0,0,frontal_polar,8,0.4793140028288543,0.48160655351249404,-0.0022925506836397602
11,0,1,frontal_polar,8,0.3390161847608656,0.3474268048736133,-0.008410620112747735
11,0,14,frontal_polar,8,0.46597035040431267,0.4781067497753818,-0.01213639937106914
11,0,15,frontal_polar,8,0.5237841628276481,0.5315554016989321,-0.0077712388712840585
11,0,23,frontal_polar,8,0.5187386011791153,0.5131993044068371,0.005539296772278157
11,0,29,frontal_polar,8,0.4470969441517387,0.44581664910432034,0.0012802950474183339
11,0,32,frontal_polar,8,0.48441754916792734,0.48949193141704483,-0.005074382249117493
11,0,34,frontal_polar,8,0.5504915730337079,0.549555243445693,0.000936329588014928
11,0,0,non_periocular,114,0.4793140028288543,0.5133663366336634,-0.0340523338048091
11,0,1,non_periocular,114,0.3390161847608656,0.5121840334606292,-0.17316784869976365
11,0,14,non_periocular,114,0.46597035040431267,0.48242362982929016,-0.016453279424977485
11,0,15,non_periocular,114,0.5237841628276481,0.4406793953434701,0.08310476748417794
11,0,23,non_periocular,114,0.5187386011791153,0.5038469695041778,0.014891631674937456
11,0,29,non_periocular,114,0.4470969441517387,0.47041095890410956,-0.023314014752370882
11,0,32,non_periocular,114,0.48441754916792734,0.45470247100352995,0.02971507816439739
11,0,34,non_periocular,114,0.5504915730337079,0.518000936329588,0.03249063670411989
11,0,0,vertex_ring,6,0.4793140028288543,0.4778406412069779,0.00147336162187639
11,0,1,vertex_ring,6,0.3390161847608656,0.3319239861793053,0.007092198581560294
11,0,14,vertex_ring,6,0.46597035040431267,0.4662441037735849,-0.0002737533692722116
11,0,15,vertex_ring,6,0.5237841628276481,0.5214186172431852,0.0023655455844628914
11,0,23,vertex_ring,6,0.5187386011791153,0.5097807184968401,0.008957882682275153
11,0,29,vertex_ring,6,0.4470969441517387,0.43844573234984197,0.008651211801896708
11,0,32,vertex_ring,6,0.48441754916792734,0.4883446797781139,-0.003927130610186569
11,0,34,vertex_ring,6,0.5504915730337079,0.55437734082397,-0.0038857677902621734
11,0,0,left_temporal,8,0.4793140028288543,0.4779231494578029,0.0013908533710513815
11,0,1,left_temporal,8,0.3390161847608656,0.5525095471903982,-0.21349336242953265
11,0,14,left_temporal,8,0.46597035040431267,0.46674247529200363,-0.0007721248876909614
11,0,15,left_temporal,8,0.5237841628276481,0.514583832627664,0.009200330199984008
11,0,23,left_temporal,8,0.5187386011791153,0.5290876701870467,-0.010349069007931422
11,0,29,left_temporal,8,0.4470969441517387,0.44345626975763963,0.0036406743940990416
11,0,32,left_temporal,8,0.48441754916792734,0.49156580937972766,-0.007148260211800317
11,0,34,left_temporal,8,0.5504915730337079,0.5571395131086142,-0.006647940074906322
11,0,0,right_temporal,8,0.4793140028288543,0.449941065535125,0.029372937293729307
11,0,1,right_temporal,8,0.3390161847608656,0.32414984542644115,0.014866339334424439
11,0,14,right_temporal,8,0.46597035040431267,0.47668884770889486,-0.010718497304582186
11,0,15,right_temporal,8,0.5237841628276481,0.5232604585519134,0.000523704275734671
11,0,23,right_temporal,8,0.5187386011791153,0.5094710947109471,0.009267506468168207
11,0,29,right_temporal,8,0.4470969441517387,0.4527713382507903,-0.005674394099051627
11,0,32,right_temporal,8,0.48441754916792734,0.49018532526475034,-0.005767776096822996
11,0,34,right_temporal,8,0.5504915730337079,0.5378979400749064,0.012593632958801448
11,0,0,occipital,9,0.4793140028288543,0.49706506364922204,-0.01775106082036776
11,0,1,occipital,9,0.3390161847608656,0.3201945808328787,0.018821603927986874
11,0,14,occipital,9,0.46597035040431267,0.45879660826594787,0.007173742138364803
11,0,15,occipital,9,0.5237841628276481,0.5195723377626289,0.004211825065019159
11,0,23,occipital,9,0.5187386011791153,0.5332485048988421,-0.014509903719726824
11,0,29,occipital,9,0.4470969441517387,0.4572497365648051,-0.010152792413066436
11,0,32,occipital,9,0.48441754916792734,0.48323877962682804,0.0011787695410993004
11,0,34,occipital,9,0.5504915730337079,0.5688436329588015,-0.01835205992509359
11,0,0,band_0,16,0.4793140028288543,0.49289250353606795,-0.01357850070721367
11,0,1,band_0,16,0.3390161847608656,0.3554737224949991,-0.0164575377341335
11,0,14,band_0,16,0.46597035040431267,0.47324236298292904,-0.007272012578616371
11,0,15,band_0,16,0.5237841628276481,0.5355320036570537,-0.01174784082940561
11,0,23,band_0,16,0.5187386011791153,0.5010052169487211,0.017733384230394167
11,0,29,band_0,16,0.4470969441517387,0.4360432033719705,0.011053740779768173
11,0,32,band_0,16,0.48441754916792734,0.49389183055975794,-0.009474281391830597
11,0,34,band_0,16,0.5504915730337079,0.541432584269663,0.009058988764044873
11,0,0,band_1,16,0.4793140028288543,0.47986798679867987,-0.0005539839698255888
11,0,1,band_1,16,0.3390161847608656,0.3158301509365339,0.02318603382433171
11,0,14,band_1,16,0.46597035040431267,0.4763168238993711,-0.010346473495058406
11,0,15,band_1,16,0.5237841628276481,0.5174508916287204,0.006333271198927681
11,0,23,band_1,16,0.5187386011791153,0.49952071934512454,0.019217881833990758
11,0,29,band_1,16,0.4470969441517387,0.45201791359325605,-0.0049209694415173755
11,0,32,band_1,16,0.48441754916792734,0.5001828038325768,-0.01576525466464951
11,0,34,band_1,16,0.5504915730337079,0.5397940074906367,0.010697565543071219
11,0,0,band_2,16,0.4793140028288543,0.4788071664309288,0.0005068363979254809
11,0,1,band_2,16,0.3390161847608656,0.5271867612293144,-0.1881705764684488
11,0,14,band_2,16,0.46597035040431267,0.488137353998203,-0.022167003593890344
11,0,15,band_2,16,0.5237841628276481,0.5126532278823708,0.011130934945277282
11,0,23,band_2,16,0.5187386011791153,0.5180684565466345,0.0006701446324808291
11,0,29,band_2,16,0.4470969441517387,0.4509957850368809,-0.003898840885142252
11,0,32,band_2,16,0.48441754916792734,0.48397629853756935,0.00044125063035799217
11,0,34,band_2,16,0.5504915730337079,0.5647471910112359,-0.014255617977528057
11,0,0,band_3,16,0.4793140028288543,0.47376237623762374,0.005551626591230541
11,0,1,band_3,16,0.3390161847608656,0.31764866339334424,0.021367521367521347
11,0,14,band_3,16,0.46597035040431267,0.47075752470799637,-0.0047871743036836945
11,0,15,band_3,16,0.5237841628276481,0.5180145394509094,0.005769623376738697
11,0,23,band_3,16,0.5187386011791153,0.5237943758747932,-0.0050557746956778615
11,0,29,band_3,16,0.4470969441517387,0.4526396206533193,-0.0055426765015806345
11,0,32,band_3,16,0.48441754916792734,0.48533787191124556,-0.0009203227433182137
11,0,34,band_3,16,0.5504915730337079,0.5383426966292135,0.012148876404494358
11,0,0,band_4,16,0.4793140028288543,0.499009900990099,-0.01969589816124473
11,0,1,band_4,16,0.3390161847608656,0.31473904346244774,0.024277141298417848
11,0,14,band_4,16,0.46597035040431267,0.4585439128481581,0.007426437556154575
11,0,15,band_4,16,0.5237841628276481,0.5204732866437658,0.003310876183882261
11,0,23,band_4,16,0.5187386011791153,0.5352165245790389,-0.0164779233999236
11,0,29,band_4,16,0.4470969441517387,0.46963645943098004,-0.022539515279241362
11,0,32,band_4,16,0.48441754916792734,0.49058245083207264,-0.006164901664145295
11,0,34,band_4,16,0.5504915730337079,0.5530898876404495,-0.0025983146067416474
11,0,0,band_5,16,0.4793140028288543,0.4873408769448373,-0.008026874115983018
11,0,1,band_5,16,0.3390161847608656,0.3149208947081288,0.024095290052736806
11,0,14,band_5,16,0.46597035040431267,0.4670794025157232,-0.0011090521114105467
11,0,15,band_5,16,0.5237841628276481,0.5195945286217701,0.0041896342058779235
11,0,23,band_5,16,0.5187386011791153,0.5288162191966748,-0.010077618017559464
11,0,29,band_5,16,0.4470969441517387,0.45155426765015805,-0.004457323498419374
11,0,32,band_5,16,0.48441754916792734,0.48313161875945543,0.0012859304084719136
11,0,34,band_5,16,0.5504915730337079,0.5453651685393259,0.005126404494381953
11,0,0,band_6,16,0.4793140028288543,0.4436409712399811,0.035673031588873194
11,0,1,band_6,16,0.3390161847608656,0.32005819239861794,0.018957992362247655
11,0,14,band_6,16,0.46597035040431267,0.45538522012578614,0.010585130278526533
11,0,15,band_6,16,0.5237841628276481,0.5263449879725544,-0.002560825144906298
11,0,23,band_6,16,0.5187386011791153,0.5140857615472706,0.004652839631844707
11,0,29,band_6,16,0.4470969441517387,0.44155426765015804,0.0055426765015806345
11,0,32,band_6,16,0.48441754916792734,0.4785552193645991,0.005862329803328237
11,0,34,band_6,16,0.5504915730337079,0.5458333333333333,0.0046582397003746
11,0,0,band_7,16,0.4793140028288543,0.4901697312588401,-0.010855728429985834
11,0,1,band_7,16,0.3390161847608656,0.3393798872522277,-0.00036370249136208344
11,0,14,band_7,16,0.46597035040431267,0.4662090071877808,-0.00023865678346812746
11,0,15,band_7,16,0.5237841628276481,0.5228077650254308,0.0009763978022172548
