model,seed,fold,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
shared,11,0,7,1,558,95,0.45168807548027745,0.4749914743662612,1.0237902402877808,-0.02379024028778076
shared,11,0,12,1,981,194,0.567540837579743,0.5355355715951218,0.9907564520835876,0.009243547916412354
shared,11,0,14,1,984,198,0.5238678129899504,0.5123949417842547,1.0072489976882935,-0.007248997688293457
shared,11,0,21,1,874,174,0.5921756978653531,0.5532101806239738,0.9831997752189636,0.016800224781036377
shared,11,0,23,1,988,200,0.5712341370558376,0.5521827411167513,0.993017315864563,0.006982684135437012
shared,11,0,24,2,1831,366,0.47943173128928174,0.4858576250955818,1.0128734111785889,-0.012873411178588867
shared,11,0,29,1,438,84,0.6210149313962874,0.5963478611783697,0.976285457611084,0.023714542388916016
shared,11,0,30,1,988,197,0.5891212690997067,0.5659256739846111,0.9866225719451904,0.01337742805480957
shared,11,0,33,1,970,193,0.5086022365815112,0.5128166656664066,1.0111888647079468,-0.011188864707946777
shared,11,0,37,1,739,157,0.4961312846105018,0.5076772386017905,1.0086289644241333,-0.0086289644241333
shared,11,0,42,1,980,194,0.5169591563705045,0.5092796621284856,1.0056746006011963,-0.005674600601196289
shared,11,0,48,1,766,155,0.6193970751280291,0.6097566126392482,0.9743392467498779,0.02566075325012207
shared,11,0,49,1,994,196,0.532712521098665,0.5158879341210169,1.0038836002349854,-0.0038836002349853516
shared,11,0,57,1,998,200,0.6166102756892229,0.601296992481203,0.9834562540054321,0.01654374599456787
shared,11,0,66,1,865,175,0.6019254658385094,0.5656935817805383,0.9782488346099854,0.02175116539001465
shared,11,1,5,1,995,200,0.5215597484276729,0.509937106918239,1.0018972158432007,-0.0018972158432006836
shared,11,1,8,1,966,195,0.5453024709834048,0.5258704978549337,0.9934004545211792,0.006599545478820801
shared,11,1,10,1,991,198,0.6124358337473093,0.5522087202415071,0.9844582080841064,0.015541791915893555
shared,11,1,11,1,892,182,0.5112134344528712,0.5285946447918279,1.0128135681152344,-0.012813568115234375
shared,11,1,20,2,1811,365,0.5288789101726066,0.5230280982966711,1.0043267011642456,-0.0043267011642456055
shared,11,1,25,2,1776,356,0.5950041541383131,0.5677045418578889,0.986341118812561,0.013658881187438965
shared,11,1,27,1,991,199,0.4630697680320796,0.469792142530836,1.0227227210998535,-0.022722721099853516
shared,11,1,40,1,780,155,0.5421470967741936,0.5125161290322581,1.0000295639038086,-2.956390380859375e-05
shared,11,1,43,1,977,192,0.5961949309978768,0.5740014596602973,0.9827370643615723,0.017262935638427734
shared,11,1,45,2,1944,392,0.5459471320744792,0.5448598253734483,0.9980847239494324,0.001915276050567627
shared,11,1,50,1,737,149,0.5958601561429941,0.5370440122357668,0.9812204837799072,0.018779516220092773
shared,11,1,56,1,996,200,0.5549246231155779,0.5389321608040201,0.9948863387107849,0.005113661289215088
shared,11,1,58,1,969,195,0.5463625521765056,0.5455476048499305,0.9987025260925293,0.0012974739074707031
shared,11,1,62,1,922,190,0.6335274662064998,0.5981952832901927,0.9709077477455139,0.029092252254486084
shared,11,1,69,1,969,194,0.5224742268041238,0.5287063518456934,1.0025255680084229,-0.0025255680084228516
shared,11,2,4,2,1934,390,0.5614404809352996,0.5330393915238475,0.9914455413818359,0.008554458618164062
shared,11,2,6,1,772,155,0.5655513148951744,0.5513410362315052,0.9935848712921143,0.006415128707885742
shared,11,2,9,1,459,69,0.5242289111854329,0.534726867335563,1.0099222660064697,-0.009922266006469727
shared,11,2,16,1,978,194,0.5589397485798442,0.5585879970544918,0.9897633790969849,0.010236620903015137
shared,11,2,31,2,1776,355,0.5750641781724832,0.554709538016275,0.9896030426025391,0.010396957397460938
