original_fs,frequency_hz,group_delay_seconds,absolute_impulse_fraction_in_fixed_post,impulse_peak_delay_seconds
1000.0,0.5,1.2034320039081674,0.402802941921078,0.031
1000.0,1.0,0.2643099643738534,0.402802941921078,0.031
1000.0,2.0,0.08058510678869686,0.402802941921078,0.031
1000.0,4.0,0.04037020479587175,0.402802941921078,0.031
1000.0,8.0,0.031092693348582147,0.402802941921078,0.031
1000.0,16.0,0.03138676054384062,0.402802941921078,0.031
1000.0,30.0,0.04905234210641075,0.402802941921078,0.031
