median_icc_a1,n_candidates,scope,status,total_selected_trials,trial_selection_q025,trial_selection_q975,trials_per_half
0.39906084607983483,57,budget_specific,measured,40,0.14095777625655398,0.6028204673493283,20
0.5242959520276919,57,budget_specific,measured,80,0.3208031091832091,0.692041133830298,40
0.6724370419208596,57,budget_specific,measured,160,0.5463555468198181,0.7651665050054729,80
0.8030155945616733,49,budget_specific,measured,320,0.737656711476471,0.8580376586203157,160
0.7585083633628893,25,budget_specific,measured,640,0.712761611494938,0.8063077654007853,320
0.39376785279856247,49,common_through_160,measured,40,0.17866586280754515,0.6184750323755752,20
0.5614955994125033,49,common_through_160,measured,80,0.3536807044153872,0.7413278363568174,40
0.6980062936815139,49,common_through_160,measured,160,0.5764564209851003,0.8094329149398981,80
0.8088657478930141,49,common_through_160,measured,320,0.7390202740887646,0.8554630091134571,160
