icc_a1,n_candidates,repeat,scope,trials_per_half
0.6831407678586517,57,76,budget_specific,80
0.6857652185352319,57,77,budget_specific,80
0.6727713971567643,57,78,budget_specific,80
0.6812285380031111,57,79,budget_specific,80
0.6164716700793993,57,80,budget_specific,80
0.659190285196077,57,81,budget_specific,80
0.7177751669207312,57,82,budget_specific,80
0.6313103722822541,57,83,budget_specific,80
0.7106344439833104,57,84,budget_specific,80
0.7479717511791283,57,85,budget_specific,80
0.6911449823920228,57,86,budget_specific,80
0.6362257895300444,57,87,budget_specific,80
0.6622917601382836,57,88,budget_specific,80
0.7451774141731913,57,89,budget_specific,80
0.5351719714487692,57,90,budget_specific,80
0.6604859915482819,57,91,budget_specific,80
0.6517951237508686,57,92,budget_specific,80
0.7389625013946278,57,93,budget_specific,80
0.7240257727555653,57,94,budget_specific,80
0.7277615040927167,57,95,budget_specific,80
0.5709437856665135,57,96,budget_specific,80
0.6359144138622161,57,97,budget_specific,80
0.6055997377698992,57,98,budget_specific,80
0.6632336727419288,57,99,budget_specific,80
0.7940596933971331,49,0,budget_specific,160
0.7990189176425814,49,1,budget_specific,160
0.7816621420810845,49,2,budget_specific,160
0.8244085748213271,49,3,budget_specific,160
0.7870219190085265,49,4,budget_specific,160
0.8303445692951427,49,5,budget_specific,160
0.8494471002422991,49,6,budget_specific,160
0.7568227899244562,49,7,budget_specific,160
0.8509183013940504,49,8,budget_specific,160
0.8533423716161088,49,9,budget_specific,160
0.7459449982039231,49,10,budget_specific,160
0.8541375726555294,49,11,budget_specific,160
0.7843362803860962,49,12,budget_specific,160
0.7994390766998739,49,13,budget_specific,160
0.8344419394170064,49,14,budget_specific,160
0.8568512791019427,49,15,budget_specific,160
0.8466855535873475,49,16,budget_specific,160
0.8016746249880605,49,17,budget_specific,160
0.8319438340768751,49,18,budget_specific,160
0.7858386286329152,49,19,budget_specific,160
0.7984465165428096,49,20,budget_specific,160
0.8454503220861199,49,21,budget_specific,160
0.8579013378073295,49,22,budget_specific,160
0.8831876167864782,49,23,budget_specific,160
0.8172191096825951,49,24,budget_specific,160
0.7991258333050375,49,25,budget_specific,160
0.8305250136173111,49,26,budget_specific,160
0.8253648932725544,49,27,budget_specific,160
0.848403161458731,49,28,budget_specific,160
0.8168781980687131,49,29,budget_specific,160
0.8260201282405194,49,30,budget_specific,160
0.7829286453031814,49,31,budget_specific,160
0.7674471484133194,49,32,budget_specific,160
0.8243170567568984,49,33,budget_specific,160
0.815834309324176,49,34,budget_specific,160
0.7334276679429087,49,35,budget_specific,160
0.8099880930002281,49,36,budget_specific,160
0.8412905214615858,49,37,budget_specific,160
0.8078736271322633,49,38,budget_specific,160
0.7424526871666576,49,39,budget_specific,160
0.769423697660266,49,40,budget_specific,160
0.8159139424785502,49,41,budget_specific,160
0.7433235515470284,49,42,budget_specific,160
0.7862589674373582,49,43,budget_specific,160
0.8102728319184781,49,44,budget_specific,160
0.7290686572424412,49,45,budget_specific,160
0.826927542560353,49,46,budget_specific,160
0.7554531467359193,49,47,budget_specific,160
0.7981465758168619,49,48,budget_specific,160
0.8089631327426375,49,49,budget_specific,160
0.8143275695911815,49,50,budget_specific,160
0.826546732863331,49,51,budget_specific,160
0.7882426542402382,49,52,budget_specific,160
0.7970214811117784,49,53,budget_specific,160
0.7927375131688653,49,54,budget_specific,160
0.7695239691593608,49,55,budget_specific,160
0.8434126424748836,49,56,budget_specific,160
0.7957908471316251,49,57,budget_specific,160
0.7913655015313804,49,58,budget_specific,160
0.7423309174872504,49,59,budget_specific,160
0.8036420347685341,49,60,budget_specific,160
0.7997502637576841,49,61,budget_specific,160
0.8071273416945041,49,62,budget_specific,160
0.7806263992742941,49,63,budget_specific,160
0.7826509025102031,49,64,budget_specific,160
0.8254723795405909,49,65,budget_specific,160
0.8409790560169598,49,66,budget_specific,160
0.776154857973792,49,67,budget_specific,160
0.7931719478118652,49,68,budget_specific,160
0.8031757752513821,49,69,budget_specific,160
0.829829475553893,49,70,budget_specific,160
0.7711210057734723,49,71,budget_specific,160
0.8311463681703894,49,72,budget_specific,160
0.816333001534222,49,73,budget_specific,160
0.7982713994221906,49,74,budget_specific,160
0.8117917176063633,49,75,budget_specific,160
0.785499961420968,49,76,budget_specific,160
0.7699704699907494,49,77,budget_specific,160
0.8220957267241248,49,78,budget_specific,160
0.7514959519136035,49,79,budget_specific,160
0.7278287733404192,49,80,budget_specific,160
0.8241972200941274,49,81,budget_specific,160
0.7799730145319275,49,82,budget_specific,160
0.8028554138719646,49,83,budget_specific,160
0.8544654094566011,49,84,budget_specific,160
0.8711856613396386,49,85,budget_specific,160
0.7935813772615086,49,86,budget_specific,160
0.7902446110803735,49,87,budget_specific,160
0.7795148606980035,49,88,budget_specific,160
0.8045628397445367,49,89,budget_specific,160
0.7884158755981875,49,90,budget_specific,160
0.7975516004602266,49,91,budget_specific,160
0.773799033010294,49,92,budget_specific,160
0.8581609964987318,49,93,budget_specific,160
0.8331080408189835,49,94,budget_specific,160
0.7694882460716703,49,95,budget_specific,160
0.8228677715685494,49,96,budget_specific,160
0.7885073831591948,49,97,budget_specific,160
0.8522300592726767,49,98,budget_specific,160
0.8255399580349937,49,99,budget_specific,160
0.8082821228930449,25,0,budget_specific,320
0.7766400509677013,25,1,budget_specific,320
0.751442011846787,25,2,budget_specific,320
0.783104851863211,25,3,budget_specific,320
0.7497520954589624,25,4,budget_specific,320
0.7510151931829927,25,5,budget_specific,320
0.7472636031544009,25,6,budget_specific,320
0.7722972567367313,25,7,budget_specific,320
0.7403126243883921,25,8,budget_specific,320
0.7819840040114177,25,9,budget_specific,320
0.7141183367670868,25,10,budget_specific,320
0.7397558843529358,25,11,budget_specific,320
0.7654939045476621,25,12,budget_specific,320
0.7380240499460369,25,13,budget_specific,320
0.7055553801120956,25,14,budget_specific,320
0.7135584770091685,25,15,budget_specific,320
0.7527184994506352,25,16,budget_specific,320
0.7549115159488046,25,17,budget_specific,320
0.756083179513007,25,18,budget_specific,320
0.7505326751833528,25,19,budget_specific,320
0.7497646129743499,25,20,budget_specific,320
0.7697720261177251,25,21,budget_specific,320
0.7530779851543021,25,22,budget_specific,320
0.7694138492313983,25,23,budget_specific,320
0.7628975837321844,25,24,budget_specific,320
0.7702554454592997,25,25,budget_specific,320
0.7695490350834275,25,26,budget_specific,320
0.738641151725633,25,27,budget_specific,320
0.7776118152435826,25,28,budget_specific,320
0.8041255808040774,25,29,budget_specific,320
0.7606108551147998,25,30,budget_specific,320
0.7195428312858658,25,31,budget_specific,320
0.7738815016656814,25,32,budget_specific,320
0.788430942936285,25,33,budget_specific,320
0.7494262437969645,25,34,budget_specific,320
0.7378737770694398,25,35,budget_specific,320
0.7982839780556421,25,36,budget_specific,320
0.7566035093627739,25,37,budget_specific,320
0.7787376241256838,25,38,budget_specific,320
0.7717002976707601,25,39,budget_specific,320
0.7489518326913633,25,40,budget_specific,320
0.8122922283224069,25,41,budget_specific,320
0.7603251551599476,25,42,budget_specific,320
0.7577049152081361,25,43,budget_specific,320
0.7792276269066651,25,44,budget_specific,320
0.7645770311623765,25,45,budget_specific,320
0.7645641100541688,25,46,budget_specific,320
0.7826378240886964,25,47,budget_specific,320
0.7434400601864753,25,48,budget_specific,320
0.7479882174843461,25,49,budget_specific,320
0.7497307498885849,25,50,budget_specific,320
0.7669552968799922,25,51,budget_specific,320
0.7810713801428963,25,52,budget_specific,320
0.7598278754709492,25,53,budget_specific,320
0.7747009203415144,25,54,budget_specific,320
0.7593118115176426,25,55,budget_specific,320
0.7672784628043128,25,56,budget_specific,320
0.7251484291814424,25,57,budget_specific,320
0.742800839473572,25,58,budget_specific,320
0.735191489278737,25,59,budget_specific,320
0.7425894008196499,25,60,budget_specific,320
0.7334214511232525,25,61,budget_specific,320
0.7813758584457866,25,62,budget_specific,320
0.7434695225135978,25,63,budget_specific,320
0.732769740397654,25,64,budget_specific,320
0.7622407666074286,25,65,budget_specific,320
0.7655962690396352,25,66,budget_specific,320
0.7685553336294821,25,67,budget_specific,320
0.747961808961636,25,68,budget_specific,320
0.7713115996982207,25,69,budget_specific,320
0.7558091941125176,25,70,budget_specific,320
0.7946614084593293,25,71,budget_specific,320
0.7445882837991107,25,72,budget_specific,320
0.7277657201327232,25,73,budget_specific,320
0.756116929082013,25,74,budget_specific,320
0.7601391427187212,25,75,budget_specific,320
0.7340573470220947,25,76,budget_specific,320
0.7605864017563226,25,77,budget_specific,320
0.7516517223480732,25,78,budget_specific,320
0.7946776431541758,25,79,budget_specific,320
0.7662945644901888,25,80,budget_specific,320
0.7475349157392194,25,81,budget_specific,320
0.7660566046838551,25,82,budget_specific,320
0.7350999240034344,25,83,budget_specific,320
0.7688187853734683,25,84,budget_specific,320
0.754683347507364,25,85,budget_specific,320
0.7111709451333569,25,86,budget_specific,320
0.7927053512124527,25,87,budget_specific,320
0.7120406379344437,25,88,budget_specific,320
0.7301214628836529,25,89,budget_specific,320
0.764174837152262,25,90,budget_specific,320
0.7475055606808864,25,91,budget_specific,320
0.7743605966310778,25,92,budget_specific,320
0.7642372908796716,25,93,budget_specific,320
0.7649629153164033,25,94,budget_specific,320
0.7495088129230901,25,95,budget_specific,320
0.7542010492295871,25,96,budget_specific,320
0.8113027167822224,25,97,budget_specific,320
0.7707502485869406,25,98,budget_specific,320
0.7469993934496597,25,99,budget_specific,320
0.22908636109988664,49,0,common_through_160,20
0.2314237387578334,49,1,common_through_160,20
0.4442677426316911,49,2,common_through_160,20
0.4544536563306932,49,3,common_through_160,20
0.475262497266582,49,4,common_through_160,20
0.38278352286159234,49,5,common_through_160,20
0.3272861348901972,49,6,common_through_160,20
0.3593609626429089,49,7,common_through_160,20
0.2961981396185368,49,8,common_through_160,20
0.4729774875259672,49,9,common_through_160,20
0.40493619526990887,49,10,common_through_160,20
0.4086390261466547,49,11,common_through_160,20
0.348750152068807,49,12,common_through_160,20
0.28409535947458636,49,13,common_through_160,20
0.02961964702918976,49,14,common_through_160,20
0.2527794423849875,49,15,common_through_160,20
0.39693995380979474,49,16,common_through_160,20
0.4946633400515821,49,17,common_through_160,20
0.39679039895674945,49,18,common_through_160,20
0.30120804375229704,49,19,common_through_160,20
0.33307208026324653,49,20,common_through_160,20
0.2912308492364069,49,21,common_through_160,20
0.3220188127791719,49,22,common_through_160,20
0.31715964342316066,49,23,common_through_160,20
0.4892039098568426,49,24,common_through_160,20
0.32153372374648026,49,25,common_through_160,20
0.3905420883267077,49,26,common_through_160,20
0.17930572371601108,49,27,common_through_160,20
0.45033643281328706,49,28,common_through_160,20
0.35043693182080266,49,29,common_through_160,20
0.37845188787283335,49,30,common_through_160,20
0.17808694103321884,49,31,common_through_160,20
0.30007657579104363,49,32,common_through_160,20
0.514273675565048,49,33,common_through_160,20
0.32472812680783436,49,34,common_through_160,20
0.2071343075985601,49,35,common_through_160,20
0.31988197174663174,49,36,common_through_160,20
0.39761312331464754,49,37,common_through_160,20
0.5168909940622174,49,38,common_through_160,20
0.42893455176944767,49,39,common_through_160,20
0.3757815729103168,49,40,common_through_160,20
0.5436768050560482,49,41,common_through_160,20
0.24914404573843657,49,42,common_through_160,20
0.2915890310307184,49,43,common_through_160,20
0.3676920385562742,49,44,common_through_160,20
0.4828595674993978,49,45,common_through_160,20
0.4200481233296612,49,46,common_through_160,20
0.2871742512687971,49,47,common_through_160,20
0.4047887660523715,49,48,common_through_160,20
0.3721863523359762,49,49,common_through_160,20
0.5395480057159507,49,50,common_through_160,20
0.46763795280389614,49,51,common_through_160,20
0.49943194153174464,49,52,common_through_160,20
0.36477032944478094,49,53,common_through_160,20
0.32545445881689083,49,54,common_through_160,20
0.46503677671611326,49,55,common_through_160,20
0.478022404220808,49,56,common_through_160,20
0.4254905117642562,49,57,common_through_160,20
0.4601247719579465,49,58,common_through_160,20
0.41924629798060903,49,59,common_through_160,20
0.4702893480208184,49,60,common_through_160,20
0.6446497827844269,49,61,common_through_160,20
0.4473437457297739,49,62,common_through_160,20
0.28130257442224293,49,63,common_through_160,20
0.12501547896756704,49,64,common_through_160,20
0.4382257890421387,49,65,common_through_160,20
0.4354046744508528,49,66,common_through_160,20
0.5895450450815823,49,67,common_through_160,20
0.4827659990247866,49,68,common_through_160,20
0.3676756113428036,49,69,common_through_160,20
0.45638426891303335,49,70,common_through_160,20
0.3863156885395938,49,71,common_through_160,20
0.4684387181694222,49,72,common_through_160,20
0.362787152505065,49,73,common_through_160,20
0.2526560512457418,49,74,common_through_160,20
0.6509648416428284,49,75,common_through_160,20
0.2152782326453823,49,76,common_through_160,20
0.4784325439757177,49,77,common_through_160,20
0.5400343831765544,49,78,common_through_160,20
0.45533275143434637,49,79,common_through_160,20
0.7286615683014848,49,80,common_through_160,20
0.32004290083171755,49,81,common_through_160,20
0.41596573753073457,49,82,common_through_160,20
0.48999752526970514,49,83,common_through_160,20
0.3907453066403755,49,84,common_through_160,20
0.4170124879828421,49,85,common_through_160,20
0.37190196335188824,49,86,common_through_160,20
0.28460576948231914,49,87,common_through_160,20
0.3367930037165504,49,88,common_through_160,20
0.20238713192591223,49,89,common_through_160,20
0.5163071973649831,49,90,common_through_160,20
0.3273030539865074,49,91,common_through_160,20
0.502942612491227,49,92,common_through_160,20
0.5201892880080063,49,93,common_through_160,20
0.5574074767453658,49,94,common_through_160,20
0.44072439253904666,49,95,common_through_160,20
0.2756232021046458,49,96,common_through_160,20
0.32267483837168126,49,97,common_through_160,20
0.3740893521370982,49,98,common_through_160,20
0.5438314844494156,49,99,common_through_160,20
0.5279312298597331,49,0,common_through_160,40
0.42814372370327725,49,1,common_through_160,40
0.4485296248304409,49,2,common_through_160,40
0.725730640148822,49,3,common_through_160,40
0.6054426817322537,49,4,common_through_160,40
0.30047488260142136,49,5,common_through_160,40
0.6637152336881232,49,6,common_through_160,40
0.5759328370433953,49,7,common_through_160,40
0.4501069537526281,49,8,common_through_160,40
0.6501919359328182,49,9,common_through_160,40
0.37825472813014077,49,10,common_through_160,40
0.6041322344959064,49,11,common_through_160,40
0.465195516063384,49,12,common_through_160,40
0.5487019686245439,49,13,common_through_160,40
0.5124952465392658,49,14,common_through_160,40
0.4829545994114447,49,15,common_through_160,40
0.5183470556222469,49,16,common_through_160,40
0.6844878657263078,49,17,common_through_160,40
0.6354786083352582,49,18,common_through_160,40
0.5305499130023473,49,19,common_through_160,40
0.6009776389587914,49,20,common_through_160,40
0.49796228419727423,49,21,common_through_160,40
0.5200138713917535,49,22,common_through_160,40
0.5528096696693845,49,23,common_through_160,40
0.47587367510686734,49,24,common_through_160,40
0.6349443869776857,49,25,common_through_160,40
0.656991630719227,49,26,common_through_160,40
0.5400170639328656,49,27,common_through_160,40
0.6458678821512294,49,28,common_through_160,40
0.6434962256476825,49,29,common_through_160,40
0.4074907166245619,49,30,common_through_160,40
0.47871952732097933,49,31,common_through_160,40
0.3130706986703124,49,32,common_through_160,40
0.5236250392905015,49,33,common_through_160,40
0.380758805213464,49,34,common_through_160,40
0.821691216836239,49,35,common_through_160,40
0.6353346409754932,49,36,common_through_160,40
0.7538800519070524,49,37,common_through_160,40
0.7274543349591897,49,38,common_through_160,40
0.6143042881958368,49,39,common_through_160,40
0.5541710655223255,49,40,common_through_160,40
0.5483510166279476,49,41,common_through_160,40
0.5982740962423715,49,42,common_through_160,40
0.4418950891248156,49,43,common_through_160,40
0.6225768603020803,49,44,common_through_160,40
0.6133122575157489,49,45,common_through_160,40
0.49828089896524436,49,46,common_through_160,40
0.48285168884103974,49,47,common_through_160,40
0.4455581676587454,49,48,common_through_160,40
0.4982488316724911,49,49,common_through_160,40
0.5717460731451646,49,50,common_through_160,40
0.5134808063519353,49,51,common_through_160,40
0.4468715042317531,49,52,common_through_160,40
0.5484873451521259,49,53,common_through_160,40
0.5373158513313745,49,54,common_through_160,40
0.6627188161661242,49,55,common_through_160,40
0.6373390171931377,49,56,common_through_160,40
0.6000485985775225,49,57,common_through_160,40
0.5650295332010914,49,58,common_through_160,40
0.4660793528691559,49,59,common_through_160,40
0.6061037190066557,49,60,common_through_160,40
0.5766503734103775,49,61,common_through_160,40
0.6245016982137361,49,62,common_through_160,40
0.5936483175447648,49,63,common_through_160,40
0.6604270941868631,49,64,common_through_160,40
0.4396101091778978,49,65,common_through_160,40
0.3314470639115625,49,66,common_through_160,40
