icc_a1,n_candidates,repeat,scope,trials_per_half
0.4181456705117639,57,0,budget_specific,20
0.3443818832709792,57,1,budget_specific,20
0.3014149843375777,57,2,budget_specific,20
0.3954797571501454,57,3,budget_specific,20
0.3475524674123582,57,4,budget_specific,20
0.4055944080794685,57,5,budget_specific,20
0.5400711214188794,57,6,budget_specific,20
0.08887202125928088,57,7,budget_specific,20
0.4391701568584494,57,8,budget_specific,20
0.47733151536703655,57,9,budget_specific,20
0.5023663520074273,57,10,budget_specific,20
0.370991864396577,57,11,budget_specific,20
0.46011058693244855,57,12,budget_specific,20
0.23255775842815116,57,13,budget_specific,20
0.23724349056315172,57,14,budget_specific,20
0.44200151878975197,57,15,budget_specific,20
0.32087507489244477,57,16,budget_specific,20
0.2840419743097798,57,17,budget_specific,20
0.5884053919132096,57,18,budget_specific,20
0.14958399508755713,57,19,budget_specific,20
0.27288511398267595,57,20,budget_specific,20
0.4454837217602066,57,21,budget_specific,20
0.4517463675549794,57,22,budget_specific,20
0.40536724795030266,57,23,budget_specific,20
0.3369663497315813,57,24,budget_specific,20
0.42972228140568125,57,25,budget_specific,20
0.4850630559547699,57,26,budget_specific,20
0.34331518520272375,57,27,budget_specific,20
0.5014003255727503,57,28,budget_specific,20
0.4056443137591085,57,29,budget_specific,20
0.36250681794091094,57,30,budget_specific,20
0.34941664041419773,57,31,budget_specific,20
0.5031469784060629,57,32,budget_specific,20
0.37530107563715775,57,33,budget_specific,20
0.4960962087900834,57,34,budget_specific,20
0.4784379774474241,57,35,budget_specific,20
0.357203538443286,57,36,budget_specific,20
0.31449986124756185,57,37,budget_specific,20
0.399382470020101,57,38,budget_specific,20
0.4328198804823102,57,39,budget_specific,20
0.6283352182574913,57,40,budget_specific,20
0.14878702601543228,57,41,budget_specific,20
0.31224121272549826,57,42,budget_specific,20
0.2057253125076111,57,43,budget_specific,20
0.3587902507345495,57,44,budget_specific,20
0.15799875540767036,57,45,budget_specific,20
0.26184531052795873,57,46,budget_specific,20
0.4764373700021044,57,47,budget_specific,20
0.24821587024058017,57,48,budget_specific,20
0.3856765856223713,57,49,budget_specific,20
0.3436124184100032,57,50,budget_specific,20
0.28942628622134936,57,51,budget_specific,20
0.2948551241547918,57,52,budget_specific,20
0.3321956007297799,57,53,budget_specific,20
0.32521807760939797,57,54,budget_specific,20
0.5548622437257281,57,55,budget_specific,20
0.4204075472661345,57,56,budget_specific,20
0.3850899099380969,57,57,budget_specific,20
0.48555382485101817,57,58,budget_specific,20
0.4587106742750025,57,59,budget_specific,20
0.13387416933185456,57,60,budget_specific,20
0.3840496963905798,57,61,budget_specific,20
0.4286439741332616,57,62,budget_specific,20
0.2686269109512548,57,63,budget_specific,20
0.4406882478530518,57,64,budget_specific,20
0.485068621914582,57,65,budget_specific,20
0.5727530285596066,57,66,budget_specific,20
0.48844323384870936,57,67,budget_specific,20
0.5305054864715352,57,68,budget_specific,20
0.273086194826691,57,69,budget_specific,20
0.39873922213956864,57,70,budget_specific,20
0.3660256483466294,57,71,budget_specific,20
0.3608800015924809,57,72,budget_specific,20
0.1950888256171292,57,73,budget_specific,20
0.3322296502932876,57,74,budget_specific,20
0.5735445593366462,57,75,budget_specific,20
0.3674544961197485,57,76,budget_specific,20
0.41754389663317976,57,77,budget_specific,20
0.6066113313468281,57,78,budget_specific,20
0.5393506914697849,57,79,budget_specific,20
0.5986305650363023,57,80,budget_specific,20
0.1525258237788851,57,81,budget_specific,20
0.40533016071513295,57,82,budget_specific,20
0.48611377812885376,57,83,budget_specific,20
0.32210031381242493,57,84,budget_specific,20
0.5074303119614871,57,85,budget_specific,20
0.6701683193641851,57,86,budget_specific,20
0.41374201688401585,57,87,budget_specific,20
0.3788708939250391,57,88,budget_specific,20
0.3625410992396598,57,89,budget_specific,20
0.46945929819441984,57,90,budget_specific,20
0.42987868515240857,57,91,budget_specific,20
0.5190841746753996,57,92,budget_specific,20
0.551419264338902,57,93,budget_specific,20
0.07961420521336383,57,94,budget_specific,20
0.41272306817166504,57,95,budget_specific,20
0.4358735716977722,57,96,budget_specific,20
0.3983576010274443,57,97,budget_specific,20
0.33509124337040375,57,98,budget_specific,20
0.45972861494662604,57,99,budget_specific,20
0.5777199178951024,57,0,budget_specific,40
0.32060393735393933,57,1,budget_specific,40
0.6257680865887931,57,2,budget_specific,40
0.5123752956320271,57,3,budget_specific,40
0.4389169649323522,57,4,budget_specific,40
0.505589995637589,57,5,budget_specific,40
0.578949140276152,57,6,budget_specific,40
0.4479128122659203,57,7,budget_specific,40
0.5762812269282291,57,8,budget_specific,40
0.30834907290210134,57,9,budget_specific,40
0.46799683793057145,57,10,budget_specific,40
0.4341803460153674,57,11,budget_specific,40
0.37001302446509016,57,12,budget_specific,40
0.6027150125438744,57,13,budget_specific,40
0.500827071430999,57,14,budget_specific,40
0.5093530994963283,57,15,budget_specific,40
0.5628355938198444,57,16,budget_specific,40
0.3210232464681914,57,17,budget_specific,40
0.5091437639857848,57,18,budget_specific,40
0.4843531048626429,57,19,budget_specific,40
0.5733121269911494,57,20,budget_specific,40
0.418489810580357,57,21,budget_specific,40
0.4375932967257801,57,22,budget_specific,40
0.762404394067196,57,23,budget_specific,40
0.5550814420904245,57,24,budget_specific,40
0.4692909567884704,57,25,budget_specific,40
0.5855974474410036,57,26,budget_specific,40
0.41320306976044713,57,27,budget_specific,40
0.5525625945937535,57,28,budget_specific,40
0.7053300271339044,57,29,budget_specific,40
0.45987160597861115,57,30,budget_specific,40
0.34268087577318473,57,31,budget_specific,40
0.4038843719643009,57,32,budget_specific,40
0.47022567447382096,57,33,budget_specific,40
0.45787143600820646,57,34,budget_specific,40
0.4367503563978094,57,35,budget_specific,40
0.5266355821117873,57,36,budget_specific,40
0.5275968446256547,57,37,budget_specific,40
0.4531640237744554,57,38,budget_specific,40
0.6201701869852575,57,39,budget_specific,40
0.578612293414706,57,40,budget_specific,40
0.4018837867831996,57,41,budget_specific,40
0.5646086297776434,57,42,budget_specific,40
0.64896207516847,57,43,budget_specific,40
0.5475856079517049,57,44,budget_specific,40
0.6577837605168378,57,45,budget_specific,40
0.5113872529568686,57,46,budget_specific,40
0.5013632539867181,57,47,budget_specific,40
0.43229720267225263,57,48,budget_specific,40
0.6988280627611201,57,49,budget_specific,40
0.6029254376654896,57,50,budget_specific,40
0.3719011837805028,57,51,budget_specific,40
0.5857048303196409,57,52,budget_specific,40
0.2543549301305607,57,53,budget_specific,40
0.5762690623138169,57,54,budget_specific,40
0.5864086873330473,57,55,budget_specific,40
0.4303153629608262,57,56,budget_specific,40
0.4929216075509317,57,57,budget_specific,40
0.52716306455631,57,58,budget_specific,40
0.5984642990270777,57,59,budget_specific,40
0.6092945043113007,57,60,budget_specific,40
0.35272485427556466,57,61,budget_specific,40
0.4369615585956125,57,62,budget_specific,40
0.6054478586468944,57,63,budget_specific,40
0.5219563219435964,57,64,budget_specific,40
0.4587326003223411,57,65,budget_specific,40
0.5692489950906096,57,66,budget_specific,40
0.5624683970735945,57,67,budget_specific,40
0.5839130245076841,57,68,budget_specific,40
0.5311997426318138,57,69,budget_specific,40
0.48147569923485023,57,70,budget_specific,40
0.3721862981875941,57,71,budget_specific,40
0.5160948355047257,57,72,budget_specific,40
0.467878762844033,57,73,budget_specific,40
0.6724213093029398,57,74,budget_specific,40
0.4875220515035529,57,75,budget_specific,40
0.4957511988722702,57,76,budget_specific,40
0.5416631854704617,57,77,budget_specific,40
0.5027023295557663,57,78,budget_specific,40
0.48678526522372983,57,79,budget_specific,40
0.45548365072433805,57,80,budget_specific,40
0.5910479465873696,57,81,budget_specific,40
0.5176925475253602,57,82,budget_specific,40
0.49731580498667405,57,83,budget_specific,40
0.5451732347992341,57,84,budget_specific,40
0.5559427811047448,57,85,budget_specific,40
0.5381154670047954,57,86,budget_specific,40
0.675619380099382,57,87,budget_specific,40
0.6757372642405339,57,88,budget_specific,40
0.5660463303383816,57,89,budget_specific,40
0.5834289420226925,57,90,budget_specific,40
0.42674019766224647,57,91,budget_specific,40
0.5612207165268757,57,92,budget_specific,40
0.6725564373395856,57,93,budget_specific,40
0.5985646397736879,57,94,budget_specific,40
0.6845397913278106,57,95,budget_specific,40
0.6777270652510897,57,96,budget_specific,40
0.496158423928774,57,97,budget_specific,40
0.5311323531065939,57,98,budget_specific,40
0.5940295036538324,57,99,budget_specific,40
0.6420443518591104,57,0,budget_specific,80
0.6693709358936869,57,1,budget_specific,80
0.7042316490146442,57,2,budget_specific,80
0.6917037894771944,57,3,budget_specific,80
0.5714404698120302,57,4,budget_specific,80
0.7484901833267508,57,5,budget_specific,80
0.6664502545787191,57,6,budget_specific,80
0.6111011788025683,57,7,budget_specific,80
0.5605606439783616,57,8,budget_specific,80
0.7574719271105151,57,9,budget_specific,80
0.7027304613513362,57,10,budget_specific,80
0.6891994050178539,57,11,budget_specific,80
0.737716227579606,57,12,budget_specific,80
0.6733940928394667,57,13,budget_specific,80
0.6256950091842498,57,14,budget_specific,80
0.6387148720435631,57,15,budget_specific,80
0.6871720196504072,57,16,budget_specific,80
0.716395209316658,57,17,budget_specific,80
0.6944618962047694,57,18,budget_specific,80
0.6225509675997368,57,19,budget_specific,80
0.7324602473540984,57,20,budget_specific,80
0.5768457301327563,57,21,budget_specific,80
0.5587163406509774,57,22,budget_specific,80
0.7572960170196308,57,23,budget_specific,80
0.767312313423361,57,24,budget_specific,80
0.7066954970700045,57,25,budget_specific,80
0.6171956494614924,57,26,budget_specific,80
0.7054949152166136,57,27,budget_specific,80
0.7416351506040808,57,28,budget_specific,80
0.639173033267572,57,29,budget_specific,80
0.7627948220172808,57,30,budget_specific,80
0.6533558879280635,57,31,budget_specific,80
0.7266128184888564,57,32,budget_specific,80
0.6537584748602041,57,33,budget_specific,80
0.6571394904533381,57,34,budget_specific,80
0.6855344443818929,57,35,budget_specific,80
0.7345879986976603,57,36,budget_specific,80
0.672102686684955,57,37,budget_specific,80
0.7316283942770971,57,38,budget_specific,80
0.6235743746695162,57,39,budget_specific,80
0.6704528323814465,57,40,budget_specific,80
0.691200987518363,57,41,budget_specific,80
0.6489797766314709,57,42,budget_specific,80
0.7269240230750516,57,43,budget_specific,80
0.7116059568414217,57,44,budget_specific,80
0.5915554959441347,57,45,budget_specific,80
0.6567498179185076,57,46,budget_specific,80
0.726996462799597,57,47,budget_specific,80
0.6402063199857172,57,48,budget_specific,80
0.655516103175062,57,49,budget_specific,80
0.6472474495429479,57,50,budget_specific,80
0.6471843212203457,57,51,budget_specific,80
0.6614862890820307,57,52,budget_specific,80
0.7427532676220634,57,53,budget_specific,80
0.6635899447316048,57,54,budget_specific,80
0.675138881620957,57,55,budget_specific,80
0.649272286350329,57,56,budget_specific,80
0.5744471757262165,57,57,budget_specific,80
0.6819630231504605,57,58,budget_specific,80
0.6535980063928081,57,59,budget_specific,80
0.677247605202044,57,60,budget_specific,80
0.6637789992795002,57,61,budget_specific,80
0.5891852267407605,57,62,budget_specific,80
0.5219308738816071,57,63,budget_specific,80
0.5945649471040476,57,64,budget_specific,80
0.6414374696167123,57,65,budget_specific,80
0.7346404655782188,57,66,budget_specific,80
0.5082957211301147,57,67,budget_specific,80
0.7181916547265862,57,68,budget_specific,80
0.6772545512084498,57,69,budget_specific,80
0.6248087391964828,57,70,budget_specific,80
0.6807964858119786,57,71,budget_specific,80
0.7855397793823339,57,72,budget_specific,80
0.7996691716179232,57,73,budget_specific,80
0.7232579499340589,57,74,budget_specific,80
0.7192708924724723,57,75,budget_specific,80
