head_fit_attempts_total,head_fit_completed_total,head_fit_attempts_lower_bound,head_fit_completed_lower_bound,fit_attempts,fit_completed,fit_unresolved,fit_numerical_failures,fit_attempt_records,fit_attempts_lower_bound,fit_completed_lower_bound,fit_reused,readout_fit_attempts,transform_fit_attempts,neural_fit_attempts,ridge_fit_attempts,test_fit_count_lower_bound,test_fit_count_unknown,test_fit_completion_count,test_fit_completion_unknown_count,inflight_fit_unknown,model_file_count,prediction_file_count,source_run_count,plan_runs_excluded,unknown_fit_units,model_artifact_count,prediction_artifact_count,model_summary_hash,prediction_summary_hash,status,receipt_schema_version,source_run
7639,6829,7639,6829,7699,6889,649,649,7553,7699,6889,20,4224,60,2934,320,161,0,,161,0,9488,1584,108,True,0,9521,6178,5d456c9391fedf3710b068d89f6087311869b35a1d243cef608e6e373713666d,97eb5ead3ba7d64b982ad0c7bf31a1182f8c62e9a513f148cebb7eb891190989,FIT_ACCOUNTING_PARTIAL,15.2,fit_accounting_001
