packet,analysis_id,representation,population_id,model,readout_family,calibration,metric,estimate,ci_lower,ci_upper,n_candidates,n_records,n_trials,n_bags,unit,aggregation,bootstrap_scope,source_run,code_hash,notes
G0,G0_within__,L0,P_bal,,,mixture_diagnostic,ce_bits,0.9952196366634584,0.991156956597764,0.9992176814468224,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,L0,P_bal,,,mixture_diagnostic,J_bits,0.004780363336541638,0.0007823185531775634,0.008843043402235962,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001 P_bal二分类先验CE=1，J及区间仅精确代数变换；无新bootstrap/fit。
G0,G0_within__,L0,P_bal,,,mixture_diagnostic,bacc,0.5383519414026579,0.5257928046248131,0.5510146976568764,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,L0,P_bal,,,mixture_diagnostic,auroc,0.5516078475652906,0.5349375693552244,0.5685394224808704,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,L0,P_bal,,,mixture_diagnostic,brier_two_class_sum,0.4967072112181973,0.4939435306460323,0.4994297458436948,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,L0,P_bal,,,raw,ce_bits,0.9948250546548082,0.9904676318654768,0.998953705550806,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,L0,P_bal,,,raw,J_bits,0.005174945345191806,0.0010462944491940185,0.009532368134523184,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001 P_bal二分类先验CE=1，J及区间仅精确代数变换；无新bootstrap/fit。
G0,G0_within__,L0,P_bal,,,raw,bacc,0.5383519414026579,0.5257928046248131,0.5510146976568764,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,L0,P_bal,,,raw,auroc,0.5516078475652906,0.5349375693552244,0.5685394224808704,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,L0,P_bal,,,raw,brier_two_class_sum,0.4964552470798611,0.4934756909301535,0.4992662689388253,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,L0,P_bal,,,temperature,ce_bits,0.9952196366634584,0.991156956597764,0.9992176814468224,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,L0,P_bal,,,temperature,J_bits,0.004780363336541638,0.0007823185531775634,0.008843043402235962,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001 P_bal二分类先验CE=1，J及区间仅精确代数变换；无新bootstrap/fit。
G0,G0_within__,L0,P_bal,,,temperature,bacc,0.5383519414026579,0.5257928046248131,0.5510146976568764,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,L0,P_bal,,,temperature,auroc,0.5516078475652906,0.5349375693552244,0.5685394224808704,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,L0,P_bal,,,temperature,brier_two_class_sum,0.4967072112181973,0.4939435306460323,0.4994297458436948,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_RAND,P_bal,,,mixture_diagnostic,ce_bits,0.9933677832436922,0.9898260262647436,0.9968361779478526,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_RAND,P_bal,,,mixture_diagnostic,J_bits,0.006632216756307763,0.0031638220521473803,0.010173973735256414,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001 P_bal二分类先验CE=1，J及区间仅精确代数变换；无新bootstrap/fit。
G0,G0_within__,R_RAND,P_bal,,,mixture_diagnostic,bacc,0.531802085690703,0.5222344531743864,0.541622551875583,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_RAND,P_bal,,,mixture_diagnostic,auroc,0.5516799401224266,0.5391341804091232,0.5646105271699523,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_RAND,P_bal,,,mixture_diagnostic,brier_two_class_sum,0.4954441495371837,0.4930106279634844,0.4978038276541376,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_RAND,P_bal,,,raw,ce_bits,0.9937373597829592,0.9895141359262438,0.99782478209978,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_RAND,P_bal,,,raw,J_bits,0.006262640217040816,0.0021752179002200167,0.01048586407375618,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001 P_bal二分类先验CE=1，J及区间仅精确代数变换；无新bootstrap/fit。
G0,G0_within__,R_RAND,P_bal,,,raw,bacc,0.531802085690703,0.5222344531743864,0.541622551875583,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_RAND,P_bal,,,raw,auroc,0.5516799401224266,0.5391341804091232,0.5646105271699523,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_RAND,P_bal,,,raw,brier_two_class_sum,0.495706211452835,0.4928375837681972,0.4984538104396875,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_RAND,P_bal,,,temperature,ce_bits,0.9933677832436922,0.9898260262647436,0.9968361779478526,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_RAND,P_bal,,,temperature,J_bits,0.006632216756307763,0.0031638220521473803,0.010173973735256414,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001 P_bal二分类先验CE=1，J及区间仅精确代数变换；无新bootstrap/fit。
G0,G0_within__,R_RAND,P_bal,,,temperature,bacc,0.531802085690703,0.5222344531743864,0.541622551875583,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_RAND,P_bal,,,temperature,auroc,0.5516799401224266,0.5391341804091232,0.5646105271699523,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_RAND,P_bal,,,temperature,brier_two_class_sum,0.4954441495371837,0.4930106279634844,0.4978038276541376,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SIM,P_bal,,,mixture_diagnostic,ce_bits,0.9993870654747872,0.9967908395200556,1.0018097747877672,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SIM,P_bal,,,mixture_diagnostic,J_bits,0.0006129345252128271,-0.0018097747877672266,0.0032091604799443507,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001 P_bal二分类先验CE=1，J及区间仅精确代数变换；无新bootstrap/fit。
G0,G0_within__,R_SIM,P_bal,,,mixture_diagnostic,bacc,0.510448774125655,0.4991450269764961,0.5215792328538947,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SIM,P_bal,,,mixture_diagnostic,auroc,0.5182067688481306,0.5035086553259999,0.5333125352728159,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SIM,P_bal,,,mixture_diagnostic,brier_two_class_sum,0.4995734540769068,0.4977844806656761,0.5012458579499038,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SIM,P_bal,,,raw,ce_bits,1.000082878952674,0.9961621215866998,1.0036150529759944,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SIM,P_bal,,,raw,J_bits,-8.287895267389267e-05,-0.003615052975994404,0.0038378784133001886,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001 P_bal二分类先验CE=1，J及区间仅精确代数变换；无新bootstrap/fit。
G0,G0_within__,R_SIM,P_bal,,,raw,bacc,0.5157157888620847,0.5033695017519826,0.5284275857349129,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SIM,P_bal,,,raw,auroc,0.5259808305581303,0.5106239277227304,0.5426065397433746,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SIM,P_bal,,,raw,brier_two_class_sum,0.5000531017315814,0.4973817127188572,0.5024518715603882,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SIM,P_bal,,,temperature,ce_bits,0.999384107153054,0.996789749257077,1.001806886015285,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
