model,seed,fold,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
shared,11,0,7,1,998,200,0.4085244360902256,0.4301065162907268,1.0357367992401123,-0.035736799240112305
shared,11,0,12,1,992,197,0.5541072055677937,0.5287616128723303,0.9935741424560547,0.0064258575439453125
shared,11,0,14,1,999,200,0.5282478097622028,0.5428379224030038,1.0024242401123047,-0.0024242401123046875
shared,11,0,21,1,996,199,0.5746108207284856,0.5498067501875753,0.9913037419319153,0.008696258068084717
shared,11,0,23,1,997,200,0.6016844416562107,0.5828701380175658,0.9802628755569458,0.0197371244430542
shared,11,0,24,2,1995,399,0.4801783594324156,0.48903508771929827,1.0160651206970215,-0.016065120697021484
shared,11,0,29,1,992,199,0.5422731564506011,0.5487842744618426,1.0068460702896118,-0.006846070289611816
shared,11,0,30,1,1000,200,0.6143218749999999,0.589375,0.9810436367988586,0.018956363201141357
shared,11,0,33,1,990,197,0.4886794989149986,0.4893164171270188,1.0154364109039307,-0.015436410903930664
shared,11,0,37,1,997,200,0.5341844416562108,0.5279924717691342,0.9971010088920593,0.002898991107940674
shared,11,0,42,1,994,198,0.5302173747525506,0.508267346835186,0.9995186924934387,0.0004813075065612793
shared,11,0,48,1,998,200,0.6301190476190476,0.5875814536340852,0.9720215797424316,0.02797842025756836
shared,11,0,49,1,994,196,0.5464554242749732,0.5183046902971715,0.9957727193832397,0.004227280616760254
shared,11,0,57,1,998,200,0.6368546365914787,0.596829573934837,0.9807243943214417,0.01927560567855835
shared,11,0,66,1,994,198,0.5968954621592812,0.5671602964316532,0.9872603416442871,0.01273965835571289
shared,11,1,5,1,997,200,0.5334849435382685,0.5074937264742786,0.9984382390975952,0.0015617609024047852
shared,11,1,8,1,995,200,0.5489779874213836,0.5406132075471698,0.9948077201843262,0.005192279815673828
shared,11,1,10,1,999,200,0.64979662077597,0.5695650813516896,0.9726516008377075,0.02734839916229248
shared,11,1,11,1,1000,200,0.5144625,0.510625,1.0065202713012695,-0.006520271301269531
shared,11,1,20,2,1996,399,0.5326112714472467,0.5314907494158063,1.0054234266281128,-0.005423426628112793
shared,11,1,25,2,2000,400,0.5630671875,0.551875,1.0006340742111206,-0.0006340742111206055
shared,11,1,27,1,998,200,0.46650062656641605,0.48620927318295737,1.017616868019104,-0.017616868019104004
shared,11,1,40,1,1000,200,0.5431250000000001,0.514375,0.999056339263916,0.0009436607360839844
shared,11,1,43,1,996,199,0.5849227316002851,0.5643966381468194,0.9895973801612854,0.0104026198387146
shared,11,1,45,2,1995,400,0.5569772727272727,0.5557601880877743,0.9963613152503967,0.0036386847496032715
shared,11,1,50,1,996,200,0.5732129396984924,0.5447236180904522,0.9904682040214539,0.009531795978546143
shared,11,1,56,1,996,200,0.5519032663316583,0.5488819095477386,0.9952791929244995,0.004720807075500488
shared,11,1,58,1,996,200,0.5509484924623116,0.5335301507537689,0.9957132339477539,0.004286766052246094
shared,11,1,62,1,999,200,0.6510638297872341,0.6097246558197748,0.9647161364555359,0.03528386354446411
shared,11,1,69,1,993,198,0.516425258878089,0.5122355631789595,1.0050179958343506,-0.005017995834350586
shared,11,2,4,2,1995,400,0.5522844827586206,0.5288244514106583,0.9961739778518677,0.0038260221481323242
shared,11,2,6,1,997,198,0.5801538539335785,0.548204194637236,0.9870878458023071,0.012912154197692871
shared,11,2,9,1,596,89,0.5203111495246326,0.5241007911707998,1.008159875869751,-0.008159875869750977
shared,11,2,16,1,997,197,0.5483280456852792,0.5387531725888325,0.9936119914054871,0.0063880085945129395
shared,11,2,31,2,1989,400,0.572198709880428,0.54730490874764,0.9925801753997803,0.0074198246002197266
shared,11,2,32,1,1000,200,0.701140625,0.651875,0.951673150062561,0.048326849937438965
shared,11,2,46,1,998,200,0.5258208020050125,0.526967418546366,1.0009257793426514,-0.0009257793426513672
shared,11,2,47,1,1000,200,0.501271875,0.504375,1.0113348960876465,-0.011334896087646484
shared,11,2,55,1,998,200,0.47635964912280704,0.4850062656641604,1.0235958099365234,-0.023595809936523438
shared,11,2,59,2,1991,397,0.56874962469462,0.5527426527058332,0.9914063215255737,0.00859367847442627
shared,11,2,63,1,999,200,0.5205068836045056,0.5428629536921151,1.0176299810409546,-0.01762998104095459
shared,11,2,65,1,992,198,0.6534043202808946,0.6208940793323665,0.9649657607078552,0.035034239292144775
shared,11,2,67,1,997,200,0.46438833124215806,0.4946486825595985,1.0117907524108887,-0.011790752410888672
shared,11,2,68,1,998,200,0.6847807017543859,0.6414285714285715,0.956015944480896,0.043984055519104004
shared,11,2,70,1,995,200,0.522251572327044,0.5117295597484277,1.0123192071914673,-0.012319207191467285
shared,11,3,0,1,999,200,0.6123498122653317,0.572293491864831,0.978539228439331,0.021460771560668945
shared,11,3,1,2,1978,395,0.5210392061220084,0.5219699816883501,1.0019068717956543,-0.0019068717956542969
shared,11,3,2,1,997,199,0.5346122844800443,0.5256734801828693,1.0019930601119995,-0.0019930601119995117
shared,11,3,3,1,999,200,0.6433385481852316,0.6147872340425531,0.972790539264679,0.027209460735321045
shared,11,3,19,1,1000,200,0.6599499999999999,0.599375,0.968143105506897,0.03185689449310303
shared,11,3,22,2,1989,398,0.5451684885773935,0.5340964723049566,1.0036119222640991,-0.003611922264099121
shared,11,3,36,1,999,200,0.5146057571964957,0.4966833541927409,1.0072851181030273,-0.007285118103027344
shared,11,3,41,1,998,200,0.46213972431077693,0.4643295739348371,1.0166285037994385,-0.016628503799438477
shared,11,3,44,1,995,198,0.5062766941687895,0.5001647592613716,1.0123915672302246,-0.01239156723022461
shared,11,3,53,1,997,200,0.5306116687578419,0.5267471769134253,1.0101255178451538,-0.010125517845153809
shared,11,3,60,1,598,90,0.5220691163604549,0.5320647419072615,1.0010900497436523,-0.0010900497436523438
shared,11,3,61,1,1000,200,0.5281,0.510625,1.0042500495910645,-0.004250049591064453
shared,11,3,64,1,994,198,0.6570573828739659,0.6188454900766458,0.9647485613822937,0.0352514386177063
shared,11,3,71,1,1000,200,0.489425,0.47750000000000004,1.0156638622283936,-0.015663862228393555
shared,11,4,13,1,997,200,0.5728575909661229,0.5602478042659975,0.9926406145095825,0.0073593854904174805
shared,11,4,15,1,989,198,0.5156431572360776,0.5179896308214893,0.9987408518791199,0.001259148120880127
shared,11,4,17,1,1000,200,0.50705625,0.506875,1.0019139051437378,-0.001913905143737793
shared,11,4,18,1,997,200,0.5510288582183187,0.5426254705144291,0.9949089288711548,0.005091071128845215
shared,11,4,26,1,999,200,0.4776282853566959,0.48147997496871087,1.0089635848999023,-0.008963584899902344
shared,11,4,28,1,998,200,0.5161309523809524,0.4956077694235589,1.0032684803009033,-0.0032684803009033203
shared,11,4,34,1,1000,200,0.615784375,0.578125,0.9845823049545288,0.015417695045471191
shared,11,4,35,1,993,200,0.5257723833543506,0.5297288776796973,0.9986798763275146,0.0013201236724853516
shared,11,4,38,2,1990,399,0.6433675325964188,0.6023032124623312,0.9794151186943054,0.02058488130569458
shared,11,4,39,1,999,200,0.4980882352941176,0.5040018773466833,1.0048797130584717,-0.00487971305847168
shared,11,4,51,2,1993,399,0.5280524083106134,0.5190800086791634,0.9984557628631592,0.0015442371368408203
shared,11,4,52,1,999,200,0.5340331664580726,0.5184355444305382,0.9997739195823669,0.00022608041763305664
shared,11,4,54,1,1000,200,0.5217093749999999,0.51,0.9985492825508118,0.0014507174491882324
shared,11,4,72,1,997,200,0.5080803011292345,0.5183375156838143,1.0035830736160278,-0.003583073616027832
shared,22,0,4,2,1995,400,0.5764984326018809,0.5562891849529781,0.9905014038085938,0.00949859619140625
shared,22,0,21,1,996,199,0.5682458717678733,0.5511308108926061,0.9935261011123657,0.006473898887634277
shared,22,0,28,1,998,200,0.49656954887218047,0.513157894736842,1.0162906646728516,-0.016290664672851562
shared,22,0,29,1,992,199,0.5400013941079926,0.5404829950509167,1.008075475692749,-0.008075475692749023
shared,22,0,31,2,1989,400,0.5648505349276274,0.5444674323473884,0.9931708574295044,0.0068291425704956055
shared,22,0,36,1,999,200,0.5530193992490613,0.537909887359199,0.9965255260467529,0.0034744739532470703
shared,22,0,37,1,997,200,0.5278607277289837,0.5023557089084065,0.998186469078064,0.0018135309219360352
shared,22,0,42,1,994,198,0.5141331658291457,0.5007042789706107,1.0027271509170532,-0.0027271509170532227
shared,22,0,43,1,996,199,0.602091385408851,0.5737407236937511,0.9840049743652344,0.015995025634765625
shared,22,0,48,1,998,200,0.6235682957393485,0.567531328320802,0.9758342504501343,0.024165749549865723
shared,22,0,54,1,1000,200,0.5337218750000001,0.525625,0.9991589784622192,0.0008410215377807617
shared,22,0,57,1,998,200,0.6156359649122808,0.5855513784461153,0.9843569397926331,0.015643060207366943
shared,22,0,60,1,598,90,0.4804133858267716,0.48665791776028,1.0115442276000977,-0.011544227600097656
shared,22,0,61,1,1000,200,0.521784375,0.514375,1.0053709745407104,-0.005370974540710449
shared,22,0,72,1,997,200,0.5097208281053952,0.5141342534504392,1.0105618238449097,-0.010561823844909668
shared,22,1,0,1,999,200,0.5849030037546934,0.5609981226533167,0.9890351295471191,0.01096487045288086
shared,22,1,2,1,997,199,0.5309536403823629,0.5257175602322389,0.9986693859100342,0.0013306140899658203
shared,22,1,5,1,997,200,0.5492095357590966,0.5390119196988707,0.9948675632476807,0.005132436752319336
shared,22,1,16,1,997,197,0.5548857868020305,0.5539435279187818,0.996747612953186,0.003252387046813965
shared,22,1,18,1,997,200,0.5597176913425346,0.5496863237139272,0.9918652176856995,0.008134782314300537
shared,22,1,20,2,1996,399,0.5216853969614079,0.5057901485084031,1.0107710361480713,-0.010771036148071289
shared,22,1,32,1,1000,200,0.6643625,0.62,0.9619735479354858,0.03802645206451416
shared,22,1,33,1,990,197,0.49300990263792954,0.4970266481458959,1.0152335166931152,-0.015233516693115234
shared,22,1,35,1,993,200,0.5529602774274905,0.5331462799495587,0.9936214685440063,0.006378531455993652
shared,22,1,39,1,999,200,0.4908917396745932,0.5134292866082604,1.0112515687942505,-0.011251568794250488
shared,22,1,44,1,995,198,0.5093627618721721,0.502737538496635,1.0111823081970215,-0.011182308197021484
shared,22,1,46,1,998,200,0.5276817042606516,0.5175501253132833,1.0011568069458008,-0.0011568069458007812
shared,22,1,56,1,996,200,0.5692933417085427,0.5465452261306533,0.992443323135376,0.0075566768646240234
