kind,seed,fold,centre_s,auc_base,auc_occluded,drop,group,n_channels
time,11,0,-0.16,0.5214929697357891,0.5283243416946405,-0.006831371958851418,,
time,11,0,-0.12000000000000001,0.5214929697357891,0.5264211752688551,-0.004928205533066055,,
time,11,0,-0.08000000000000002,0.5214929697357891,0.5229607436093613,-0.0014677738735722201,,
time,11,0,-0.04000000000000001,0.5214929697357891,0.5160039139721635,0.005489055763625572,,
time,11,0,0.0,0.5214929697357891,0.530075203604753,-0.008582233868963951,,
time,11,0,0.03999999999999998,0.5214929697357891,0.4982778486082161,0.023215121127572957,,
time,11,0,0.08000000000000002,0.5214929697357891,0.5061096876252659,0.0153832821105232,,
time,11,0,0.12,0.5214929697357891,0.5390652298914735,-0.01757226015568447,,
time,11,0,0.15999999999999998,0.5214929697357891,0.5175088407687725,0.003984128967016609,,
time,11,0,0.2,0.5214929697357891,0.5172214120193747,0.004271557716414409,,
time,11,0,0.24,0.5214929697357891,0.5226218776603158,-0.0011289079245266898,,
time,11,0,0.27999999999999997,0.5214929697357891,0.5262043087058363,-0.004711338970047274,,
time,11,0,0.32,0.5214929697357891,0.5183379598916523,0.003155009844136747,,
time,11,0,0.36000000000000004,0.5214929697357891,0.5198085410953989,0.001684428640390201,,
time,11,0,0.39999999999999997,0.5214929697357891,0.5181014969067993,0.003391472828989772,,
time,11,0,0.44,0.5214929697357891,0.5213629649266658,0.00013000480912328527,,
time,11,0,0.48000000000000004,0.5214929697357891,0.5214675202363196,2.54494994694765e-05,,
time,11,0,0.52,0.5214929697357891,0.5156484174885435,0.00584455224724556,,
time,11,0,0.56,0.5214929697357891,0.5196431835972664,0.0018497861385227132,,
space,11,0,,0.5214929697357891,0.5214086150523307,8.435468345835417e-05,band_0_0-15,16.0
space,11,0,,0.5214929697357891,0.5191127939501625,0.002380175785626548,band_1_16-31,16.0
space,11,0,,0.5214929697357891,0.5276585405752096,-0.006165570839420487,band_2_32-47,16.0
space,11,0,,0.5214929697357891,0.5177131131316491,0.0037798566041399306,band_3_48-63,16.0
space,11,0,,0.5214929697357891,0.5316775326945301,-0.010184562958741039,band_4_64-79,16.0
space,11,0,,0.5214929697357891,0.514740169622792,0.006752800112997059,band_5_80-95,16.0
space,11,0,,0.5214929697357891,0.5134265830504556,0.008066386685333438,band_6_96-111,16.0
space,11,0,,0.5214929697357891,0.5238016496211996,-0.002308679885410503,band_7_112-127,16.0
time,11,1,-0.16,0.5056111291835721,0.509405271501364,-0.0037941423177919598,,
time,11,1,-0.12000000000000001,0.5056111291835721,0.5095226786828924,-0.003911549499320266,,
time,11,1,-0.08000000000000002,0.5056111291835721,0.5101320815013255,-0.004520952317753402,,
time,11,1,-0.04000000000000001,0.5056111291835721,0.5015375649371902,0.004073564246381944,,
time,11,1,0.0,0.5056111291835721,0.5032000471621912,0.0024110820213808504,,
time,11,1,0.03999999999999998,0.5056111291835721,0.5052895205650096,0.00032160861856245226,,
time,11,1,0.08000000000000002,0.5056111291835721,0.5046425395145627,0.0009685896690093676,,
time,11,1,0.12,0.5056111291835721,0.5142859608491783,-0.00867483166560623,,
time,11,1,0.15999999999999998,0.5056111291835721,0.5061070451860954,-0.0004959160025233,,
time,11,1,0.2,0.5056111291835721,0.5028978860189981,0.0027132431645739974,,
time,11,1,0.24,0.5056111291835721,0.5012579652856404,0.004353163897931722,,
time,11,1,0.27999999999999997,0.5056111291835721,0.501088383132926,0.004522746050646065,,
time,11,1,0.32,0.5056111291835721,0.5016149718813465,0.003996157302225578,,
time,11,1,0.36000000000000004,0.5056111291835721,0.506051761239457,-0.0004406320558849597,,
