kind,seed,fold,centre_s,auc_base,auc_occluded,drop,group,n_channels
time,11,0,-0.16,0.4760491445768953,0.47389728703167816,0.0021518575452171285,,
time,11,0,-0.12000000000000001,0.4760491445768953,0.4768082486404125,-0.0007591040635172019,,
time,11,0,-0.08000000000000002,0.4760491445768953,0.479987451598861,-0.003938307021965737,,
time,11,0,-0.04000000000000001,0.4760491445768953,0.4775956481312622,-0.0015465035543669181,,
time,11,0,0.0,0.4760491445768953,0.47804023235024024,-0.001991087773344946,,
time,11,0,0.03999999999999998,0.4760491445768953,0.4785168235525662,-0.002467678975670906,,
time,11,0,0.08000000000000002,0.4760491445768953,0.4698137245114188,0.006235420065476505,,
time,11,0,0.12,0.4760491445768953,0.4716836707096718,0.004365473867223468,,
time,11,0,0.15999999999999998,0.4760491445768953,0.47428503709423075,0.0017641074826645342,,
time,11,0,0.2,0.4760491445768953,0.4755771367347174,0.0004720078421778795,,
time,11,0,0.24,0.4760491445768953,0.4775842968608207,-0.0015351522839254228,,
time,11,0,0.27999999999999997,0.4760491445768953,0.4760424075816424,6.73699525288729e-06,,
time,11,0,0.32,0.4760491445768953,0.47875741309364395,-0.0027082685167486575,,
time,11,0,0.36000000000000004,0.4760491445768953,0.4771664992522415,-0.0011173546753462382,,
time,11,0,0.39999999999999997,0.4760491445768953,0.4779809963598617,-0.0019318517829663984,,
time,11,0,0.44,0.4760491445768953,0.48419113365749966,-0.008141989080604373,,
time,11,0,0.48000000000000004,0.4760491445768953,0.4835404888158535,-0.0074913442389581975,,
time,11,0,0.52,0.4760491445768953,0.4779276228224718,-0.0018784782455765203,,
time,11,0,0.56,0.4760491445768953,0.4766427579307873,-0.0005936133538920196,,
space,11,0,,0.4760491445768953,0.4788178736394461,-0.002768729062550823,band_0_0-15,16.0
space,11,0,,0.4760491445768953,0.4728325156091993,0.003216628967695978,band_1_16-31,16.0
space,11,0,,0.4760491445768953,0.5031404840617324,-0.027091339484837107,band_2_32-47,16.0
space,11,0,,0.4760491445768953,0.4725601436861153,0.0034890008907799697,band_3_48-63,16.0
space,11,0,,0.4760491445768953,0.4802871542649151,-0.004238009688019795,band_4_64-79,16.0
space,11,0,,0.4760491445768953,0.4747156779651268,0.0013334666117684746,band_5_80-95,16.0
space,11,0,,0.4760491445768953,0.46572878922828553,0.010320355348609755,band_6_96-111,16.0
space,11,0,,0.4760491445768953,0.47619698733155624,-0.00014784275466095398,band_7_112-127,16.0
time,11,1,-0.16,0.5150149234247933,0.516446423598035,-0.0014315001732417842,,
time,11,1,-0.12000000000000001,0.5150149234247933,0.5167422971203413,-0.0017273736955479846,,
time,11,1,-0.08000000000000002,0.5150149234247933,0.5120982218781156,0.002916701546677669,,
time,11,1,-0.04000000000000001,0.5150149234247933,0.5148936498334392,0.00012127359135405413,,
time,11,1,0.0,0.5150149234247933,0.5126227857754713,0.0023921376493220015,,
time,11,1,0.03999999999999998,0.5150149234247933,0.5024582977123032,0.012556625712490055,,
time,11,1,0.08000000000000002,0.5150149234247933,0.5000790790807897,0.014935844344003524,,
time,11,1,0.12,0.5150149234247933,0.5072622333640783,0.007752690060714995,,
time,11,1,0.15999999999999998,0.5150149234247933,0.5218185335950574,-0.006803610170264096,,
time,11,1,0.2,0.5150149234247933,0.5300732912044949,-0.015058367779701598,,
time,11,1,0.24,0.5150149234247933,0.5287879890462498,-0.013773065621456526,,
time,11,1,0.27999999999999997,0.5150149234247933,0.525329269601752,-0.0103143461769587,,
time,11,1,0.32,0.5150149234247933,0.5165833497360242,-0.001568426311230886,,
time,11,1,0.36000000000000004,0.5150149234247933,0.5105865560041832,0.004428367420610035,,
time,11,1,0.39999999999999997,0.5150149234247933,0.508913827612927,0.006101095811866242,,
time,11,1,0.44,0.5150149234247933,0.5062956095049624,0.008719313919830829,,
time,11,1,0.48000000000000004,0.5150149234247933,0.5102124949797172,0.004802428445076057,,
time,11,1,0.52,0.5150149234247933,0.5123595152491577,0.0026554081756355874,,
time,11,1,0.56,0.5150149234247933,0.512556552813696,0.002458370611097216,,
space,11,1,,0.5150149234247933,0.5174625081090913,-0.0024475846842980653,band_0_0-15,16.0
space,11,1,,0.5150149234247933,0.5143909217637141,0.000624001661079121,band_1_16-31,16.0
space,11,1,,0.5150149234247933,0.5146182091950442,0.00039671422974907333,band_2_32-47,16.0
space,11,1,,0.5150149234247933,0.5177451134889328,-0.0027301900641395482,band_3_48-63,16.0
space,11,1,,0.5150149234247933,0.5136393099740647,0.0013756134507285633,band_4_64-79,16.0
space,11,1,,0.5150149234247933,0.5126615792890128,0.0023533441357804774,band_5_80-95,16.0
space,11,1,,0.5150149234247933,0.5088671957316626,0.006147727693130656,band_6_96-111,16.0
space,11,1,,0.5150149234247933,0.5161631383921377,-0.0011482149673444075,band_7_112-127,16.0
time,11,2,-0.16,0.502448059309424,0.505170449075972,-0.002722389766547928,,
time,11,2,-0.12000000000000001,0.502448059309424,0.5030250127610482,-0.0005769534516241182,,
time,11,2,-0.08000000000000002,0.502448059309424,0.505087281055616,-0.002639221746191911,,
time,11,2,-0.04000000000000001,0.502448059309424,0.5034307010960246,-0.0009826417866005688,,
time,11,2,0.0,0.502448059309424,0.49763063536069607,0.004817423948727972,,
time,11,2,0.03999999999999998,0.502448059309424,0.4972694781826629,0.005178581126761117,,
time,11,2,0.08000000000000002,0.502448059309424,0.4987704466347761,0.0036776126746479454,,
time,11,2,0.12,0.502448059309424,0.5039171598672157,-0.0014691005577917027,,
time,11,2,0.15999999999999998,0.502448059309424,0.5024014462929233,4.6613016500773874e-05,,
time,11,2,0.2,0.502448059309424,0.5041309772562117,-0.0016829179467876543,,
time,11,2,0.24,0.502448059309424,0.5041403179058778,-0.0016922585964537218,,
time,11,2,0.27999999999999997,0.502448059309424,0.4976654638630129,0.004782595446411131,,
time,11,2,0.32,0.502448059309424,0.4978640170930858,0.0045840422163382355,,
time,11,2,0.36000000000000004,0.502448059309424,0.49611627201546876,0.006331787293955282,,
time,11,2,0.39999999999999997,0.502448059309424,0.504460576561217,-0.002012517251792967,,
time,11,2,0.44,0.502448059309424,0.5061637407981843,-0.003715681488760225,,
time,11,2,0.48000000000000004,0.502448059309424,0.5086645562944371,-0.006216496985013031,,
time,11,2,0.52,0.502448059309424,0.5102620229739313,-0.007813963664507262,,
time,11,2,0.56,0.502448059309424,0.5095060347353555,-0.007057975425931451,,
space,11,2,,0.502448059309424,0.4994299509214854,0.003018108387938645,band_0_0-15,16.0
space,11,2,,0.502448059309424,0.5010292284394857,0.0014188308699383256,band_1_16-31,16.0
space,11,2,,0.502448059309424,0.5063075333945493,-0.003859474085125214,band_2_32-47,16.0
space,11,2,,0.502448059309424,0.5043698566318223,-0.0019217973223982776,band_3_48-63,16.0
space,11,2,,0.502448059309424,0.5056604187627203,-0.003212359453296232,band_4_64-79,16.0
space,11,2,,0.502448059309424,0.5012345626777128,0.0012134966317112195,band_5_80-95,16.0
space,11,2,,0.502448059309424,0.4951404552986253,0.007307604010798718,band_6_96-111,16.0
space,11,2,,0.502448059309424,0.5103957902488047,-0.007947730939380615,band_7_112-127,16.0
time,11,3,-0.16,0.5110047371758221,0.5141388134728244,-0.003134076297002353,,
time,11,3,-0.12000000000000001,0.5110047371758221,0.5024740283717603,0.008530708804061815,,
time,11,3,-0.08000000000000002,0.5110047371758221,0.5086042566252977,0.002400480550524331,,
time,11,3,-0.04000000000000001,0.5110047371758221,0.5139443701400758,-0.0029396329642537022,,
time,11,3,0.0,0.5110047371758221,0.5242453744212133,-0.013240637245391262,,
time,11,3,0.03999999999999998,0.5110047371758221,0.5248290549650108,-0.01382431778918869,,
time,11,3,0.08000000000000002,0.5110047371758221,0.5076598976703579,0.003344839505464159,,
time,11,3,0.12,0.5110047371758221,0.4914063647429718,0.019598372432850286,,
time,11,3,0.15999999999999998,0.5110047371758221,0.49690600743986846,0.014098729735953608,,
time,11,3,0.2,0.5110047371758221,0.5164545337530914,-0.005449796577269295,,
time,11,3,0.24,0.5110047371758221,0.5104363830745701,0.0005683541012519999,,
time,11,3,0.27999999999999997,0.5110047371758221,0.48955895041002584,0.021445786765796226,,
time,11,3,0.32,0.5110047371758221,0.4910653568296283,0.019939380346193747,,
time,11,3,0.36000000000000004,0.5110047371758221,0.508674151081559,0.002330586094263065,,
time,11,3,0.39999999999999997,0.5110047371758221,0.5155178360626795,-0.0045130988868574695,,
time,11,3,0.44,0.5110047371758221,0.5161738186599434,-0.005169081484121318,,
time,11,3,0.48000000000000004,0.5110047371758221,0.5113862083433954,-0.0003814711675733662,,
