mode,endpoint,n_folds,status,first_mean,second_mean,first_sd,second_sd,note
R_SUP,post_delta,5,COMPUTED,12.060249606390512,12.098739597225261,3.4655319202128245,3.27175753093385,mean of saved per-fold norm summaries; no norms reconstructed
R_SUP,pre_delta,5,COMPUTED,13.170095188258605,13.187881173364824,3.6618812428787066,3.8301675987535213,mean of saved per-fold norm summaries; no norms reconstructed
R_SIM,post_delta,5,COMPUTED,8.467063779155108,8.765066958493959,2.418563676623462,2.4760133759646914,mean of saved per-fold norm summaries; no norms reconstructed
R_SIM,pre_delta,5,COMPUTED,10.483364428287937,10.360643355951169,3.0040009801564134,2.833285657445334,mean of saved per-fold norm summaries; no norms reconstructed
R_RAND,post_delta,5,COMPUTED,11.381279431509265,11.729657469370661,3.2539893317524786,3.4117951400077047,mean of saved per-fold norm summaries; no norms reconstructed
R_RAND,pre_delta,5,COMPUTED,12.49387910646811,12.272844856786639,3.5674304573130824,3.5883492460225606,mean of saved per-fold norm summaries; no norms reconstructed
