packet,mode,population,view,calibration,family,family_class,risk_metric,risk_unit,estimate,ci_lower,ci_upper,n_candidates,source_run,comparison_status,interpretation
N1,L0,P_bal,H,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.6816646689589353,0.615715531370024,0.7817816728054325,59.0,N1_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,H,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.95716464373869,0.9518673719708886,0.96384898706531,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,H,raw,logistic,fixed_family,ce_bits,bits/trial,0.9573769931056842,0.9527941505608154,0.9629502662274996,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,H,temperature,logistic,fixed_family,ce_bits,bits/trial,0.95716464373869,0.9518673719708886,0.96384898706531,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HB,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.9594781792065176,0.9548098853954118,0.9653309645546432,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HB,raw,logistic,fixed_family,ce_bits,bits/trial,0.9594308531892132,0.954923930061182,0.9650225455869824,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HB,temperature,logistic,fixed_family,ce_bits,bits/trial,0.9594781792065176,0.9548098853954118,0.9653309645546432,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HBP,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.9596257264577068,0.9546902513199162,0.9652037624627738,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HBP,raw,logistic,fixed_family,ce_bits,bits/trial,0.9594788380130894,0.954095955101606,0.9655225503389177,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HBP,temperature,logistic,fixed_family,ce_bits,bits/trial,0.9596257264577068,0.9546902513199162,0.9652037624627738,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HP,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.957455431777726,0.9521341467673532,0.9635602520441472,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HP,raw,logistic,fixed_family,ce_bits,bits/trial,0.9572910136310144,0.9519531010471052,0.9633130143974982,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HP,temperature,logistic,fixed_family,ce_bits,bits/trial,0.957455431777726,0.9521341467673532,0.9635602520441472,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,Hnoise,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.9581353341580426,0.95263145597115,0.9645524149651036,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,Hnoise,raw,logistic,fixed_family,ce_bits,bits/trial,0.9581841654472114,0.9530317811981166,0.9642991131524052,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,Hnoise,temperature,logistic,fixed_family,ce_bits,bits/trial,0.9581353341580426,0.95263145597115,0.9645524149651036,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,H,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.8157495346233741,0.8055410528208818,0.8238556030168733,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,H,raw,logistic,fixed_family,ce_bits,bits/trial,0.8158898205434751,0.8058238391485024,0.8238982632423087,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,H,temperature,logistic,fixed_family,ce_bits,bits/trial,0.8157495346233741,0.8055410528208818,0.8238556030168733,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HB,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.817245398007364,0.8069177365847071,0.8254506676221782,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HB,raw,logistic,fixed_family,ce_bits,bits/trial,0.8172990524738473,0.8070089195460303,0.8254868161434878,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HB,temperature,logistic,fixed_family,ce_bits,bits/trial,0.817245398007364,0.8069177365847071,0.8254506676221782,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HBP,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.8174024758796351,0.8070252467472939,0.8258722939148332,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HBP,raw,logistic,fixed_family,ce_bits,bits/trial,0.8174095751298549,0.8069772178716614,0.8260484737997654,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HBP,temperature,logistic,fixed_family,ce_bits,bits/trial,0.8174024758796351,0.8070252467472939,0.8258722939148332,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HP,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.8158266391511464,0.8054721981347824,0.8242202944513302,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HP,raw,logistic,fixed_family,ce_bits,bits/trial,0.8158782789654865,0.8055406321455953,0.8242901119040165,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HP,temperature,logistic,fixed_family,ce_bits,bits/trial,0.8158266391511464,0.8054721981347824,0.8242202944513302,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,Hnoise,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.8163627099895986,0.8062500819668796,0.8246094733081969,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,Hnoise,raw,logistic,fixed_family,ce_bits,bits/trial,0.8164491476791781,0.8063962050648688,0.8246323585249028,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,Hnoise,temperature,logistic,fixed_family,ce_bits,bits/trial,0.8163627099895986,0.8062500819668796,0.8246094733081969,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,H,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.95716464373869,0.9518673719708886,0.96384898706531,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,H,raw,logistic,fixed_family,ce_bits,bits/trial,0.9573769931056842,0.9527941505608154,0.9629502662274996,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,H,temperature,logistic,fixed_family,ce_bits,bits/trial,0.95716464373869,0.9518673719708886,0.96384898706531,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HB,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.961136904160612,0.9559179493301122,0.9674970843233752,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HB,raw,logistic,fixed_family,ce_bits,bits/trial,0.9609782799746218,0.9559621144230824,0.9671443629354016,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HB,temperature,logistic,fixed_family,ce_bits,bits/trial,0.961136904160612,0.9559179493301122,0.9674970843233752,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HBP,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.9616525803629404,0.9562448701690088,0.9681115335233512,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HBP,raw,logistic,fixed_family,ce_bits,bits/trial,0.9617478496734422,0.9560003436620044,0.9685565884360782,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HBP,temperature,logistic,fixed_family,ce_bits,bits/trial,0.9616525803629404,0.9562448701690088,0.9681115335233512,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HP,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.9584800967944934,0.9528945750327632,0.9655649915492436,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HP,raw,logistic,fixed_family,ce_bits,bits/trial,0.9582999857907538,0.95286921801979,0.9649685933282252,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HP,temperature,logistic,fixed_family,ce_bits,bits/trial,0.9584800967944934,0.9528945750327632,0.9655649915492436,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,Hnoise,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.9590574492592449,0.9538913592891076,0.965244683194816,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,Hnoise,raw,logistic,fixed_family,ce_bits,bits/trial,0.9590454675160268,0.9539949136693572,0.9651021329879887,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,Hnoise,temperature,logistic,fixed_family,ce_bits,bits/trial,0.9590574492592449,0.9538913592891076,0.965244683194816,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,H,mixture_diagnostic,mlp32,fixed_family,ce_bits,bits/trial,0.7634127077121525,0.71496520572871,0.8322095244977264,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,H,raw,mlp32,fixed_family,ce_bits,bits/trial,0.775635455436118,0.7451887450719805,0.8182442199936562,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,H,temperature,mlp32,fixed_family,ce_bits,bits/trial,0.7634127077121525,0.71496520572871,0.8322095244977264,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HB,mixture_diagnostic,mlp32,fixed_family,ce_bits,bits/trial,0.98071550424745,0.9771154003941536,0.9852758942277372,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HB,raw,mlp32,fixed_family,ce_bits,bits/trial,1.0926259947140022,1.0679600913517342,1.1258858239305047,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HB,temperature,mlp32,fixed_family,ce_bits,bits/trial,0.98071550424745,0.9771154003941536,0.9852758942277372,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HBP,mixture_diagnostic,mlp32,fixed_family,ce_bits,bits/trial,0.9889090979802316,0.9866216387945071,0.9912627443054024,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HBP,raw,mlp32,fixed_family,ce_bits,bits/trial,1.3459440773063414,1.311850941103806,1.3864277268052456,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HBP,temperature,mlp32,fixed_family,ce_bits,bits/trial,0.9889090979802316,0.9866216387945071,0.9912627443054024,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HP,mixture_diagnostic,mlp32,fixed_family,ce_bits,bits/trial,0.9807829425728888,0.9777140591873787,0.9843162962180092,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HP,raw,mlp32,fixed_family,ce_bits,bits/trial,1.1070449274673442,1.0848494108200448,1.1345774219742908,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,HP,temperature,mlp32,fixed_family,ce_bits,bits/trial,0.9807829425728888,0.9777140591873787,0.9843162962180092,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,Hnoise,mixture_diagnostic,mlp32,fixed_family,ce_bits,bits/trial,0.9819504975739588,0.9791742573158436,0.985606820911018,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,Hnoise,raw,mlp32,fixed_family,ce_bits,bits/trial,1.118772989621548,1.096611657265382,1.1498912706006597,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_bal,Hnoise,temperature,mlp32,fixed_family,ce_bits,bits/trial,0.9819504975739588,0.9791742573158436,0.985606820911018,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,H,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.8157495346233741,0.8055410528208818,0.8238556030168733,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,H,raw,logistic,fixed_family,ce_bits,bits/trial,0.8158898205434751,0.8058238391485024,0.8238982632423087,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,H,temperature,logistic,fixed_family,ce_bits,bits/trial,0.8157495346233741,0.8055410528208818,0.8238556030168733,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HB,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.8183336119028356,0.8080351298861365,0.8264922818166528,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HB,raw,logistic,fixed_family,ce_bits,bits/trial,0.8183997743555713,0.8081838347431647,0.8265220813981482,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HB,temperature,logistic,fixed_family,ce_bits,bits/trial,0.8183336119028356,0.8080351298861365,0.8264922818166528,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HBP,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.8182332116645135,0.8082223110500023,0.8267001705724492,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HBP,raw,logistic,fixed_family,ce_bits,bits/trial,0.8182957583078143,0.8082494864936349,0.8267914365537026,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HBP,temperature,logistic,fixed_family,ce_bits,bits/trial,0.8182332116645135,0.8082223110500023,0.8267001705724492,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HP,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.8159380310265735,0.806076968120524,0.8241352544084134,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HP,raw,logistic,fixed_family,ce_bits,bits/trial,0.8159947623972206,0.8061892486798199,0.8241335435468433,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HP,temperature,logistic,fixed_family,ce_bits,bits/trial,0.8159380310265735,0.806076968120524,0.8241352544084134,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,Hnoise,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.8172166754254823,0.8070427389482789,0.8252415261734305,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,Hnoise,raw,logistic,fixed_family,ce_bits,bits/trial,0.8172584513841645,0.8071209466298839,0.8252583181189259,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,Hnoise,temperature,logistic,fixed_family,ce_bits,bits/trial,0.8172166754254823,0.8070427389482789,0.8252415261734305,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,H,mixture_diagnostic,mlp32,fixed_family,ce_bits,bits/trial,0.7653063722679035,0.7599001436075518,0.7703434872196671,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,H,raw,mlp32,fixed_family,ce_bits,bits/trial,0.766183948622093,0.7612118880019464,0.7708938735142995,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,H,temperature,mlp32,fixed_family,ce_bits,bits/trial,0.7653063722679035,0.7599001436075518,0.7703434872196671,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HB,mixture_diagnostic,mlp32,fixed_family,ce_bits,bits/trial,0.8299921720148932,0.8223328278388042,0.8364780953902857,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HB,raw,mlp32,fixed_family,ce_bits,bits/trial,0.8458466673857605,0.8361083391008796,0.855608201322222,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HB,temperature,mlp32,fixed_family,ce_bits,bits/trial,0.8378239151811048,0.8308311079399191,0.8445236911967503,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HBP,mixture_diagnostic,mlp32,fixed_family,ce_bits,bits/trial,0.8458112426907187,0.8374823741588427,0.8528568037544191,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HBP,raw,mlp32,fixed_family,ce_bits,bits/trial,0.975197460733936,0.9582242330766588,0.9908291238683744,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HBP,temperature,mlp32,fixed_family,ce_bits,bits/trial,0.8852904316463069,0.8790431525343563,0.8914296066435632,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HP,mixture_diagnostic,mlp32,fixed_family,ce_bits,bits/trial,0.8319713280977157,0.8237704862666381,0.8388596700184611,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HP,raw,mlp32,fixed_family,ce_bits,bits/trial,0.8539868588077255,0.8425002567785618,0.8646574414594627,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HP,temperature,mlp32,fixed_family,ce_bits,bits/trial,0.8430879627434601,0.8350892088379308,0.8500970444588017,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,Hnoise,mixture_diagnostic,mlp32,fixed_family,ce_bits,bits/trial,0.8381045278553444,0.8304051159447896,0.8445038919301747,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,Hnoise,raw,mlp32,fixed_family,ce_bits,bits/trial,0.8789268394588382,0.8694928781024724,0.8882345223086471,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,Hnoise,temperature,mlp32,fixed_family,ce_bits,bits/trial,0.8563722787669646,0.8505041517016553,0.8620271678477276,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,H,mixture_diagnostic,training_OOF_selected,training_selected,ce_bits,bits/trial,0.95716464373869,0.9518673719708886,0.96384898706531,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,H,raw,training_OOF_selected,training_selected,ce_bits,bits/trial,0.9573769931056842,0.9527941505608154,0.9629502662274996,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,H,temperature,training_OOF_selected,training_selected,ce_bits,bits/trial,0.95716464373869,0.9518673719708886,0.96384898706531,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HB,mixture_diagnostic,training_OOF_selected,training_selected,ce_bits,bits/trial,0.9594781792065176,0.9548098853954118,0.9653309645546432,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HB,raw,training_OOF_selected,training_selected,ce_bits,bits/trial,0.9594308531892132,0.954923930061182,0.9650225455869824,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HB,temperature,training_OOF_selected,training_selected,ce_bits,bits/trial,0.9594781792065176,0.9548098853954118,0.9653309645546432,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HBP,mixture_diagnostic,training_OOF_selected,training_selected,ce_bits,bits/trial,0.9596257264577068,0.9546902513199162,0.9652037624627738,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HBP,raw,training_OOF_selected,training_selected,ce_bits,bits/trial,0.9594788380130894,0.954095955101606,0.9655225503389177,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HBP,temperature,training_OOF_selected,training_selected,ce_bits,bits/trial,0.9596257264577068,0.9546902513199162,0.9652037624627738,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HP,mixture_diagnostic,training_OOF_selected,training_selected,ce_bits,bits/trial,0.957455431777726,0.9521341467673532,0.9635602520441472,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HP,raw,training_OOF_selected,training_selected,ce_bits,bits/trial,0.9572910136310144,0.9519531010471052,0.9633130143974982,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,HP,temperature,training_OOF_selected,training_selected,ce_bits,bits/trial,0.957455431777726,0.9521341467673532,0.9635602520441472,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,Hnoise,mixture_diagnostic,training_OOF_selected,training_selected,ce_bits,bits/trial,0.9581353341580426,0.95263145597115,0.9645524149651036,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,Hnoise,raw,training_OOF_selected,training_selected,ce_bits,bits/trial,0.9581841654472114,0.9530317811981166,0.9642991131524052,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_bal,Hnoise,temperature,training_OOF_selected,training_selected,ce_bits,bits/trial,0.9581353341580426,0.95263145597115,0.9645524149651036,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,H,mixture_diagnostic,training_OOF_selected,training_selected,ce_bits,bits/trial,0.8157495346233741,0.8055410528208818,0.8238556030168733,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,H,raw,training_OOF_selected,training_selected,ce_bits,bits/trial,0.8158898205434751,0.8058238391485024,0.8238982632423087,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,H,temperature,training_OOF_selected,training_selected,ce_bits,bits/trial,0.8157495346233741,0.8055410528208818,0.8238556030168733,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HB,mixture_diagnostic,training_OOF_selected,training_selected,ce_bits,bits/trial,0.817245398007364,0.8069177365847071,0.8254506676221782,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HB,raw,training_OOF_selected,training_selected,ce_bits,bits/trial,0.8172990524738473,0.8070089195460303,0.8254868161434878,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HB,temperature,training_OOF_selected,training_selected,ce_bits,bits/trial,0.817245398007364,0.8069177365847071,0.8254506676221782,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HBP,mixture_diagnostic,training_OOF_selected,training_selected,ce_bits,bits/trial,0.8174024758796351,0.8070252467472939,0.8258722939148332,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HBP,raw,training_OOF_selected,training_selected,ce_bits,bits/trial,0.8174095751298549,0.8069772178716614,0.8260484737997654,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HBP,temperature,training_OOF_selected,training_selected,ce_bits,bits/trial,0.8174024758796351,0.8070252467472939,0.8258722939148332,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,L0,P_nat,HP,mixture_diagnostic,training_OOF_selected,training_selected,ce_bits,bits/trial,0.8158266391511464,0.8054721981347824,0.8242202944513302,60.0,N3_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
