child,n,balanced_brier,calibration_slope,calibration_intercept,auc
0,871,0.24092065137962207,1.653087977223842,-1.359261282799577,0.6152806914491902
1,1972,0.25022231271921674,0.4600420470262945,-1.4012877967344919,0.5228169050330368
2,847,0.24982637992292286,0.5400244555285446,-1.369372715347551,0.5335874246339362
3,992,0.24093385824276212,1.8604753652919497,-1.3758424857754505,0.6343218074956111
4,1934,0.24586355238811128,1.1497467126014167,-1.3448414447803057,0.5701192374119834
5,995,0.24809349261194705,1.0885061671980403,-1.4495665341557338,0.5509339622641509
6,772,0.24792087891082057,0.7024293380429284,-1.4088614842393707,0.5629372091807392
7,558,0.25677366631583304,-1.0826004338704944,-1.6799212097533016,0.44916448789360014
8,966,0.24719938139263356,1.0372307531673568,-1.3468046086968481,0.5618810070171938
9,459,0.2521024532746519,0.23909712729209393,-1.7384534010343353,0.5261241174284652
10,991,0.2413835872408496,1.509360530331688,-1.6861341483380852,0.6448565096106079
11,892,0.25264528558261495,0.10568408425257836,-1.3567263400210914,0.5237888871691688
12,981,0.2474482314473066,1.1419762950639294,-1.4121326472417992,0.5645836335293887
13,993,0.24350693797845385,1.34872566672115,-1.4289553360543357,0.5983701134930643
14,984,0.25111098964782375,0.3031333288460752,-1.3723305602959337,0.5259657645153828
15,932,0.2519111621222839,0.09747681977375783,-1.396467575370035,0.5084228807120373
16,978,0.2468721899563643,1.2411482679040644,-1.4341226227625816,0.561941142436356
17,740,0.25775212002996645,-1.1724931271757935,-1.4218729823050469,0.4227957971676565
18,935,0.244537202181425,1.4146978362801554,-1.4487299303960741,0.5817045045045045
19,993,0.23735663984174993,2.628955068349281,-1.2317052985710475,0.660359394703657
20,1811,0.24930290141861186,0.6247508027809321,-1.3841588698818204,0.5425244889065727
21,874,0.24336863823765917,1.4849669092588413,-1.3060498875767472,0.6187972085385878
22,993,0.24847073083140753,0.6955495358189054,-1.4258504831392147,0.5476273186078521
23,988,0.2439680436586445,0.9275992158317082,-1.39488709165956,0.5989340101522842
24,1831,0.2534228904504852,-0.403322079310558,-1.3888340836861426,0.4922956414703743
25,1776,0.24390748368999338,1.742934304947331,-1.4856242238822763,0.6059493195125811
26,965,0.25895121591169235,-0.9375322797422516,-1.4016856216923448,0.42438894438894437
27,991,0.2550985880092757,-0.2847326783613971,-1.3892310597144149,0.4777517638698543
28,526,0.2521017768133945,0.06793158173564647,-1.3750478437854925,0.4955300988319856
29,438,0.246082998415082,1.1286950251814973,-1.4471705825802204,0.5926822706483724
30,988,0.24121942244587036,1.4505950250717978,-1.3369812719510838,0.6278886200722597
31,1776,0.2459239801737975,1.7865157515971102,-1.4867681878236116,0.5844158547343172
32,1000,0.23569077932785398,3.2529786451627904,-1.3650416283005564,0.6858375000000001
33,970,0.2518935884406036,0.32274537618045873,-1.3782714581370312,0.5138569361367289
34,999,0.23777804823714863,2.1107380989547644,-1.2200580751106946,0.6537359198998748
35,969,0.24811468865961603,1.0096875632556916,-1.3550478256290794,0.5506857483601669
36,885,0.2525153338381633,0.17144031871731116,-1.3910589786091196,0.516562393908531
37,739,0.25082279985741207,0.288934575177213,-1.2995778092374477,0.5055376803029308
38,1980,0.2351949209105922,3.179227476596151,-1.4895150390068994,0.6890465284704177
39,994,0.2528969582446308,0.004116938158812748,-1.3973867402366538,0.5020189925418288
40,780,0.25011768556481384,0.46522686306852074,-1.3629985988591888,0.5353600000000001
41,990,0.2551232956298101,-0.3535020319056057,-1.3756399002409738,0.48139220487705336
42,980,0.24962181350039248,0.5829358650815821,-1.4077999005420716,0.5320000786967813
43,977,0.2431683093506717,1.2613990207253138,-1.42749845756371,0.6068040074309978
44,845,0.2516932079427863,0.49096890067408094,-1.2686561252832562,0.5189850746268657
45,1944,0.24709424019225096,0.9185802989715575,-1.41363058543188,0.5679825570692194
46,867,0.249388339442432,0.6850509202916968,-1.3381228709786261,0.5370060827448997
47,999,0.25273001740545126,0.08441258446774833,-1.384177819894356,0.5024249061326658
48,766,0.24017975858739377,2.5487584443608005,-1.3952654956269854,0.63546803231086
49,994,0.2482297855194809,0.7306505513872543,-1.4121289404637174,0.5568513119533527
50,737,0.24175465056869574,1.8519606404203157,-1.2633679577164014,0.6144991553668447
51,1989,0.24703125599621562,1.2416137199020516,-1.4265087937073637,0.5705534916395579
52,991,0.24636363390894428,1.014102696613535,-1.3771516916941007,0.566608710051333
53,978,0.25201559824571235,0.2965526212800078,-1.3764993426989083,0.5344768193842334
54,985,0.24820041255450623,0.7651943621743054,-1.366175723040067,0.5540661131372702
55,655,0.24936665832666727,0.6844466238328684,-1.4067706650154501,0.5223617504807412
56,996,0.24769661941301202,0.8330051859759493,-1.3414580145878252,0.560662688442211
57,998,0.24276471241188463,3.544215779142659,-1.5100996913460918,0.6419110275689223
58,969,0.2465684229007728,1.2583581994436897,-1.3148536186846773,0.5752964950639369
59,1837,0.24682655020672603,1.2214320951524258,-1.3741103672495858,0.5696144812653675
60,598,0.25192725753635836,0.108948503575089,-1.7322091013018721,0.5022419072615922
61,932,0.2500012528313886,0.5385455788256662,-1.4234895383996145,0.536686701836317
62,922,0.23995445601367746,1.7251450928914303,-1.3724557193122224,0.6341566005176875
63,944,0.25342057167403936,-0.03355478527090759,-1.3988629722942718,0.5041148920238204
64,981,0.23690135420967512,2.038545580843462,-1.3960340323941505,0.6513357246451881
65,985,0.24056997637129826,2.2237449105815856,-1.2541717538684918,0.634144141822773
66,865,0.23945692187548218,1.7273852505694198,-1.323385591610709,0.6217639751552795
67,996,0.2519250369376454,-0.20978350996222742,-1.3792746569284644,0.49361180904522617
68,721,0.23807293920624173,3.346148805281088,-1.4016799684695214,0.6807633364956578
69,969,0.25165750614753063,0.13654329548648048,-1.3831516967576858,0.5234852011972065
70,791,0.2481566883646516,0.8071949108826002,-1.3775696561170603,0.5457123790457123
71,951,0.25578259329559383,-0.2312028110951506,-1.37401663099178,0.4851995297046822
72,711,0.24955979985523744,0.5755831973840746,-1.3344846869974536,0.5390163698334214
